search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
26, Capacete Moto Ebf Feminino Cross Fechado Varias Cores E Tamx ,65,NA,261,14,12x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1470,https://perfil.mercadolivre.com.br/TOPMOTOO,https://produto.mercadolivre.com.br/MLB-1018059715-capacete-aberto-new-liberty-three-3-pro-tork-moto-_JM?searchVariation=23212833269,1101,252,88,12,17,#1018059715,Branco,"56,58,60",Pro Tork,ABERTO,New Liberty Three,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
27, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,159,NA,252,98,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,248,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193560008-capacete-moto-cross-pro-tork-preto-mxpro-trilha-oculos-788-_JM?searchVariation=34009613384,181,45,15,2,5,#1193560008,Preto,"58,60",Pro Tork,NA,Libety Mx Cross,Cross,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
28, Capacete Moto Feminino Pro Tork 788 Preto Fosco Rosa ,399,NA,214,25,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-702919658-capacete-moto-axxis-by-mt-skull-caveira-preto-fosco-_JM?searchVariation=32770177127,18,2,1,0,0,#702919658,Preto - Skull Fosco,"56,58,60,62",Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,1430 g,NA,Micrométrico,Inmetro,NA
29, Capacete Moto Fechado Protork R8 Integral C/ Viseira Iridium ,134,NA,917,2523,12x,11.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,50,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-969334380-capacete-pro-tork-moto-evolution-nos-_JM,43,3,3,0,1,#969334380,Dourado (City),"56,58,60",Pro Tork,Capacete,Nos,Integral,Simple,ABS,Adultos,Unissex,Nylon Pluma,1.47 kg,NA,NA,NA,NA
30, Capacete Moto Infantil Pro Tork Liberty 4 Kids Girls 54 Rosa ,399,NA,135,1,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,36,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1188744116-capacete-moto-axxis-by-mt-skull-caveira-azul-lancamento-_JM?searchVariation=33693186319,33,2,1,0,0,#1188744116,Azul,62,MT,Eagle,Axxis,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
31, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,138,NA,97,77,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,107,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1187500083-capacete-moto-taurus-san-marino-classic-_JM?searchVariation=39440299415,91,9,3,2,2,#1187500083,"PRETO FOSCO / 56,PRETO FOSCO / 58,PRETO FOSCO / 60,Preto / 56,Preto / 58,Preto / 60,Preto / 62",NA,Taurus,NA,Classic,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
32, Capacete Moto Cross Pro Tork Preto Mxpro Trilha + Óculos 788 ,129,NA,2184,97,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,76,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133429702-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-lancamento-_JM?searchVariation=29861517014,43,13,13,3,4,#1133429702,"Amarelo,Azul,Azul-escuro,Cinza-claro,Laranja,Rosa,Verde,Vermelho","58,60,62",Mixs,Capacetes,MX2,Fechado,NA,NA,NA,Unissex,NA,NA,NA,NA,NA,NA
33, Capacete Moto Pro Tork Viseira R8 Fechado Promoção ,199,NA,358,2603,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,654,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1182548689-capacete-moto-cross-c-viseira-pro-tork-varias-corestamanho-_JM?searchVariation=33240848583,479,99,44,17,15,#1182548689,"Azul,Amarelo,Azul,Bordô,Cinza,Laranja,Verde,Vermelho","56,58,60",Pro Tork,NA,Adventure,Cross,Simple,ABS,Adultos,Unissex,Material antimofo,NA,NA,NA,NA,NA
34, Capacete Moto Axxis By Mt Skull Caveira Azul Lançamento ,57,NA,990,2492,10x,6.48,NA,Envio para todo o país,NA,NA,4.4,821,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836775816-capacete-pro-tork-fechado-automatico-sport-moto-788-_JM?searchVariation=15907429717,494,192,90,24,20,#836775816,"Laranja,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
35, Capacete Moto Protork R8 Fechado Viseira Espelhada Loi ,98,NA,1201,1232,12x,8.24,NA,Envio para todo o país,NA,NA,4.4,2242,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108201423-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=35910915051,1492,420,190,66,74,#1108201423,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
36, Capacete Moto Aberto New Liberty 3 Pro Tork ,132,NA,1173,1266,12x,12.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1077714424-capacete-moto-fechado-protork-r8-viseira-fume-balaclava-_JM?searchVariation=26160059577,1492,420,190,66,74,#1077714424,"Vermelho,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,R8,Integral,NA,NA,NA,NA,NA,1200 g,NA,NA,NA,NA
37, Capacete Ls2 Ff358 Velvet Capacete Moto 4 Estrelas Sharp ,59,NA,530,73,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,821,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008373865-capacete-sm-moto-pro-tork-sport-moto-788-marino-automatico-_JM?searchVariation=22726180496,494,192,90,24,20,#1008373865,Vermelho,"56,58,60",Pro Tork,SPORT MOTO,788,Integral,NA,ABS,NA,NA,NA,1.04 g,NA,NA,NA,NA
38, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,59,NA,4162,1537,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1470,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-808714522-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=19635871969,1101,252,88,12,17,#808714522,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
39, Capacete Moto Axxis Eagle Preto Fosco Lançamento ,149,NA,117,18,12x,14.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1212100095-2-capacetes-aberto-new-liberty-3-moto-oferta-promoco-_JM?searchVariation=35354053570,749,205,70,14,12,#1212100095,Varias,56/58/60,Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,Policarbonato,NA,NA,Termoplástico injectado,NA,NA,NA,NA,Urbano
40, Capacete Moto Jet 3 Articulado Escamoteavel Robocop Varios ,499,NA,138,16,12x,41.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,10,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-695499537-capacete-ls2-ff358-velvet-capacete-moto-4-estrelas-sharp-_JM?searchVariation=39285895946,7,2,0,0,1,#695499537,Vermelho,"56,58,60,61",LS2,FF358,FF358,Integral,Simple,ABS,Adultos,Unissex,NA,1400 g,NA,Micrométrico,Inmetro,NA
41, Capacete Moto Fechado Ebf Masculino Varias Cores/tamanhos ,137,NA,312,1855,12x,11.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,509,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172424054-capacete-de-moto-evolution-fechado-preto-pro-tork-g6-pro-_JM?searchVariation=32457999916,360,89,37,7,16,#1172424054,Vermelho,"56,58,60",Pro Tork,G6,G6 Pro,Integral,Simple,ABS,Adultos,Unissex,Material antialérgico,NA,NA,NA,NA,NA
42, Capacete Moto Ebf Articulado/escamoteavel Robocop Varios T/c ,57,NA,1190,792,10x,6.52,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1554,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-976779410-capacete-de-moto-pro-tork-new-liberty-four-4-preto-fosco-_JM?searchVariation=21592696088,1038,323,140,31,21,#976779410,"Preto-fosco,Azul,Branco,Cinza claro,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New Liberty,New Liberty Four,Integral,NA,Casco injetado em ABS,Adultos,Unissex,Material ABS,NA,NA,NA,NA,NA
43, Capacete Moto Ebf Aberto Unissex Varias Cores/tamanho ,55,NA,666,62,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1190902717-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=37973983683,749,205,70,14,12,#1190902717,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,Simple,ABS,Adultos,Unissex,Nylon,NA,NA,Micrométrico,Inmetro,Urbano
44, Capacete Moto Cross C/ Viseira Pro Tork Várias Cores/tamanho ,166,NA,574,189,12x,15.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1799,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1092152051-capacete-moto-jet-3-articulado-escamoteavel-robocop-varios-_JM?searchVariation=26926657801,1297,349,97,25,31,#1092152051,Cinza-claro,"58,60",Pro Tork,V-Pro Jet 3,V PRO,Escamoteável,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
45, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,60,NA,378,1998,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,821,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008562468-capacete-sport-moto-automatico-protork-preto-fosco-promoco-_JM?searchVariation=22736325021,494,192,90,24,20,#1008562468,"Preto-fosco,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
46, Capacete Axxis Snake Preto Vermelho Brilho Capacete Moto ,55,NA,129,263,10x,6.36,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1273973842-capacete-aberto-new-liberty-3-moto-promoco-relmpago-_JM?searchVariation=40423112191,749,205,70,14,12,#1273973842,Prreto Brillante,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto,Simple,ABS,Adultos,Unissex,Poliestireno,NA,NA,Micrométrico,Inmetro,Urbano
47, Capacete De Moto Pro Tork New Liberty Four 4 Preto Fosco ,399,NA,205,5,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,32,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1107073421-capacete-moto-axxis-eagle-preto-fosco-lancamento-_JM?searchVariation=31076436893,23,8,0,1,0,#1107073421,Preto - Fosco,"60,62",Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
48, Capacete Sport Moto Automatico Protork Preto Fosco Promoção ,129,NA,270,81,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,8,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122944031-capacete-moto-new-liberty-four-pro-tork-r8-fechado-_JM?searchVariation=29027404207,5,2,1,0,0,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,90,NA,1014,13,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-917557595-capacete-moto-pro-tork-viseira-r8-fechado-promoco-_JM?searchVariation=17757880686,1492,420,190,66,74,#917557595,Vermelho,"58,60",Pro Tork,LIberty R8,R8,Integral,NA,NA,NA,Unissex,NA,NA,NA,NA,NA,NA
50, Capacete Moto Ebf Fechado Unissex Varias Cores/tamanho ,399,NA,119,423,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1178433100-capacete-moto-feminino-axxis-eagle-lady-catrina-vermelho-_JM,2,0,0,0,0,#1178433100,"53/54-(PP/XS),55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,Axxis,Eagle,Lady,Integral,Simple,ABS,Adultos,Unissex,"Exopor, multi tecidos",NA,NA,NA,NA,NA
51, Capacete Moto Protork Escamoteavel Robocop V-pro Jet 3 Loi ,98,NA,437,1503,12x,8.24,NA,Envio para todo o país,NA,NA,4.4,2242,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108206634-capacete-moto-fechado-r8-viseira-fum-pro-tork-rosa-_JM?searchVariation=27938281942,1492,420,190,66,74,#1108206634,"Rosa,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
52, Capacete Moto Ebf Fechado New Spark Flash Varias Cores/taman ,310,NA,116,32,12x,25.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,459,https://perfil.mercadolivre.com.br/MOTOARTPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1155707277-capacete-original-helt-cross-vision-triller-laranja-fosco-_JM?searchVariation=36185955115,408,47,1,2,1,#1155707277,Cinza-claro - Laranja,"56,58,60,62",Helt,Moto Criss. Off-Road,Cross Vision Triller Laranja,Cross,Simple,ABS,Adultos,Masculino,Poliestireno,1650 g,Superior,Micrométrico,NBR 7471,Urbano
53, Capacete Moto Tork R8 + Viseira Azul + Rede Elástica *touca ,93,NA,243,1674,12x,8.97,NA,Envio para todo o país,NA,NA,4.4,2242,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108198982-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=27938017043,1492,420,190,66,74,#1108198982,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
54, Capacete Moto Axxis Skull Caveira Fosco + Viseira Extra ,478,NA,46,28,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1176265589-capacete-moto-axxis-skull-caveira-fosco-viseira-extra-_JM?searchVariation=32772356756,1,0,0,0,0,#1176265589,Preto,"56,58,60,62",Axxis,NA,Skull,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
55, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,60,NA,95,37,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-991991572-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=22832221554,5,1,0,0,0,#991991572,Preto - Preto,UNICO,Pro Tork,Custom,COQUINHO,Aberto,NA,Couro,Adultos,Unissex,Nylon,NA,NA,NA,NA,NA
56, Capacete Moto Aberto Liberty Pro Tork Preto Fosco ,59,NA,776,2081,10x,5.99,NA,Envio para todo o país,NA,NA,4.6,790,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-884032408-capacete-moto-aberto-liberty-pro-tork-preto-fosco-_JM?searchVariation=22016996409,574,147,52,6,11,#884032408,"Preto-fosco,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Liberty,Aberto,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
57, Capacete Pro Tork Moto Evolution Nos ,134,NA,917,2523,12x,11.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,50,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-969334380-capacete-pro-tork-moto-evolution-nos-_JM,43,3,3,0,1,#969334380,Dourado (City),"56,58,60",Pro Tork,Capacete,Nos,Integral,Simple,ABS,Adultos,Unissex,Nylon Pluma,1.47 kg,NA,NA,NA,NA
58, Capacete Moto Axxis By Mt Snake Preto Cinza Fosco Serpente ,399,NA,104,8,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,25,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-795252109-capacete-moto-axxis-by-mt-snake-preto-cinza-fosco-serpente-_JM?searchVariation=31708536132,22,2,0,0,0,#795252109,Preto - Cinza Snake Fosco,"56,60",Axxis,Axxis,Snake,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
59, Capacete Moto Pro Tork Evolution G6 Novo + Viseira Iridium ,198,NA,201,1366,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,509,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-691728613-capacete-moto-pro-tork-evolution-g6-novo-viseira-iridium-_JM?searchVariation=31972729437,360,89,37,7,16,#691728613,"Azul,Azul,Brasil,Cinza-claro,Eagle,Femme,Las vegas,Rosa,Vermelho","56,58,60",Pro Tork,Street,Evolution G6,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
60, Capacete Moto Protork Attack Escamoteável Robocop Articulado ,352,NA,313,1566,12x,33.73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,356,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-690842598-capacete-moto-protork-attack-escamoteavel-robocop-articulado-_JM?searchVariation=30579676710,234,72,29,16,5,#690842598,"Amarelo,Azul,Branco Listra Colorida,Cinza,Laranja,Preto Listra Colorida,Rosa,Verde,Vermelho","56,58,60,62",Pro Tork,Unissex Escamoteavel,Attack,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
61, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,69,NA,37,3571,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=F90I96A7k%2Bir5sSXpc9FMnY6XS1nnij0z6iac3V4wBpveSHP7DWsv6ivUCTMpfP3PxiR03n%2BNXXKN7qmcAztdVzFL3x4uBRR0qIPp4JxK9hgoJLKYMmpv7SWd62pWepV4rljRl%2BKCZusmXBJ1HdMJEDG1wd2z1kgx1TuPKJq4wO7CGz361k9DKnhfhkCaaHDihfUAsDm2OvIzRatcIJCiLFoOV6w%2FAhJHNsXaAdrVwxsuNA1MxJrI4cO0hsXCnuwv%2BRPcwnelgrDiPl35QN0eepioFLyG8U8v732r3icmiBFzCmZc2gOXMxNIkF5VnSlqBHKC%2FlFuUiZ8FYhcaUdQPgiHlmCVJrpRRacsMl7iY0k4QvoR3pbKnI8jKgFY9sWb%2Bu6hsOO0zknzYRkmzef45VNaVjb2zdDVeGVENpS7U%2F0c6N%2F5NKgxhpWIQ0E4oGIb%2FI1ZL3m%2BDQcdR5YD0tc7GwhzBLd3qYJ2a81h%2BoyxtK7hjGSn4HiQul20RmbovW7k0B9Y3CxmLconJcJnw7EaxSrOqXbc6CKsTArAvahNWTn0%2BvQx75PUc9Opqcp1PWERbXeynq1edZi4l2ASFjG1VLQwmR1Q%2FTM8jYykkOFc1%2BoE3x4nf9lI6KTQos3w3UkHRjSK%2FMeJgua76FMjcnAd9K0EOfcteYm1vBUYAcVzcHMdfO2VY7b7XUhyLVrK4j31O26cLI9R594vODAky5%2Bkevi78%2BlITK4ubcF1axJJ%2FZ85E%2BM%2FCrAFa7FBW%2Bl%2F9YdfN030%2Bi550m3ki610Ulfen2XHnSwM4J80Bf5bO7pKOu9jOrEjbYI9aKDlMI4pKmdX7WF1jJ6Jg%2BX%2FhgWE8InVv5WvMmt9PqbFq57R%2BfwOKBnHegruE0qAIDRuS64f9QH9viL%2FsuV9hK744FtC2r5SOxVN%2BNwLlIcoQ4rYrv20al%2Fg8b5S%2FClBJFKDXLK1Qj75Jq0usYIq6BuQ1y5NmL6xUBCI29IVMuRnlEQdHtNBH44omPfjyvoRE841UPLvNfRMqFFSJmWNwXMdbbHmCkirL%2B%2BmI%2FGwkQDavCIZYkMCLc47s805gfdt3xFNALt1rynauSyHYzUPQFDDk1IAfLD%2Fv6Hyv1o0pj%2F2W%2Bgjdy6J6DOm3QuuWujDsWtm8E6J86IOtBnDwWFVfINOlALLb%2FO8VuqvlgCbnmpSo%2BYmcmIP22eyaBENOnThHrZs5sWaUOWv%2FjyWcmYFp4pTj5JYnVm8CF3VPLr5539comP2DklatCmNIs8lsjOw8yz1gEG8ViouEvkd%2FLGy%2F58CLHf5CLtUZpL%2F2zbLrIBmrsopzECXuZ%2BonhGUpV%2Fs2c%2BIkoXCeqpsiI81b6MroAqJKvev%2BXTbu9gXrTx%2Fqfudoyyctlc2j%2FCmcd%2FxweVQvub8YEOC1LCN8ANi4yye0wcfiISd0zb94xOkFnBzZZyfU%2BLHAAufZyc1UfHuoag9hvbodYKCgyLfDKqu9L1kT%2F6an%2BbsGtiqujm8tBeXOS9kpxv9Huso024ow9JmYHbdL72%2B%2FRe6c%2BUKouF8BwABSCT%2BM0MHXGBUdxSiT3AWAA9Cl2m1qiiRe9OLZ6c9u7dFP9SJxX2oBNrpKZcOPapAkF1iCuY0Gt3FoV%2FRKZ5LcL7Jy3gc4zNK2TMUPDlgGPFJ0zl4QpoKH76N5fClBddA3j2Q%2B41lNou3DUqbTHkmQ1DR7Jhv%2FvPf255fUK3KTih8gSHpGee94A6dwFsznNIhAz78dnYsb6lraw6GznboWSYVKCABgWdmM86oUCybQJPlsV01HuHTVdBm30reYO091woZ08dKh50QXAbA%2BpZAip49siWt%2BSCPQVn66lYxEAUlnYkgSvE%2FtTegjA%2BRVHjd7rEbf1RPO2WuB1mhYrSJMvv55t0gaUe%2BCUwnFl8xV7xOyj7GiORe4uSwEaR1FpHxITIMJjfqyBS,21,5,7,0,2,#1281264225,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
62, Capacete Moto Infantil Pro Tork Liberty 4 Kids 54 Preto ,69,NA,104,290,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,339,https://perfil.mercadolivre.com.br/DEAMOTOPE%C3%87AS+BSB-DF,https://produto.mercadolivre.com.br/MLB-1249968136-capacete-moto-infantil-pro-tork-liberty-4-kids-54-preto-_JM?searchVariation=38673222964,226,73,27,4,9,#1249968136,Preto,54,Pro Tork,NA,Liberty,Integral,Simple,ABS,Crianças,Masculino,Forro antialérgico,NA,NA,NA,NA,Urbana
63, Capacete Moto Feminino Axxis Eagle Lady Catrina Vermelho ,399,NA,119,423,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1178433100-capacete-moto-feminino-axxis-eagle-lady-catrina-vermelho-_JM,2,0,0,0,0,#1178433100,"53/54-(PP/XS),55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,Axxis,Eagle,Lady,Integral,Simple,ABS,Adultos,Unissex,"Exopor, multi tecidos",NA,NA,NA,NA,NA
64, Capacete Moto Fechado Protork R8 Integral + Viseira Iridium ,98,NA,152,300,12x,9.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1228181225-capacete-moto-fechado-protork-r8-integral-viseira-iridium-_JM?searchVariation=36787987291,1492,420,190,66,74,#1228181225,"Azul-escuro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,Simple,ABS Injetado,Adultos,Unissex,Forro Anti-Alérgico,NA,NA,NA,NA,NA
