search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Posição da ventilação,Tipo de fechamento,Certificado de segurança,Usos recomendados
1236, Capacete Moto Tipo Sanmarino Automático Masculino/feminino Varias Cores Pro Tork ,67,NA,2,3571,12x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=yB6A%2BDbtBZUZsq1%2BNhdBbo5wEdbEw0T52k3GRQ7cppk6goA%2FIGjwn7Q00ajtAn4bJDJkCL4meb9z7Jxq8jLrNXyazW3sTNKiu6vjUcAF%2Bf1jbNjhUNFoREUqIvR9A4xvd%2FELlHb9VFvGeAIgnpIajUnhDBdEqcnMKHIsZcjZfbPQ5SyGDRNpMnkiBQghcO0YJMMt6Vwg0%2FzrmNL1u3vKaQHUHIydqKU3o7jAegQXj0J9M2G04%2FQJNs9hfGf9UyLOy3zHRe695EW6bVCoP8FIg3uyTdLR4XYyNgdz0GSWo3%2FsyqQd4VSXL5bXz24np4oYuMfTnuXtwIejrQSCRAv4z%2FS2h3FGdKUIMasSL5lFEPgJUgdoo%2F%2B344tSE6sK6kUmkEcJRAFgEB8apoaRaZyJDMl50AkyaEwZzBDDeSf3Rfkv%2BVD6hGOwHAVHjqqI4Yhe1RQqCQD%2BUHFtpFIOD29w%2FqV6dVp11F86S6BX9RTCldmbt1pkLLdxt1lTf8vCFw8PR0398jchyYBlI82McZXWj4aiaCFPI20orRT3i6zUneaLaQGUMDMEixU0PIuu%2Fb%2BZBuZHBCUOT8w4XcHbs7b1GkaOSoEBcDIJ6Z0T5Bwh9NVuxBim7l927HXI3Mh%2FF27cakxr6vPOsDQhSwkWr8ZJEQ2CX4Nz3zqmRYN5u2E5AEiDKaXESujuO9Nii6uo04WMBCyXfkjaU2%2Be33Jq94Snvd4OuOgmd2kwy%2Fle2oFWdCbbpo2obfePJvjOaGMqhjca26rAeitb8OTNxG5G0ZaAltmXhWJB4x%2FcyBa7hcRIiIQbwgmnP%2BiSvRTup8ZRh6aiNMqvyPpHrluXnLRbxbHkSNQhXv8efIxLLeX%2FSK6sh0sMa7VUJfhFPG6giK4VYAogBo%2FXfl5HyU5VD8MDC5Xp36zvkjWCu0E4Lt%2BpZ5DDF8oeBqYjWsFVEcDMIl%2FjSvgcPLaoKjAvN2MksEC%2FtHaVQUjEx8LMrf%2FmxBjKiTqFBxRd84SfIeXAW3iSsG5QKn1nW5%2Bv%2BUxsGprkyaNubwQvh6Fpu%2BWNR%2F4p3eBRvQePwvMJ4FJr8M1vNyySI7eLc6jAFGLkztF41ClvtjLE0nknWvo9UqEUND8FI8%2BQ%2B4b19pLMdNBD2A2Dzp4zNR3K%2F5CYsVYwT4XMbmIVAXAYBqhVI%2FGyXKYnQpsAzVSnRqlJ8XNYnBplLt0jyQ5QdKv1%2BswDgm8IUcRq2JJ9rgvdX9TRdFbYwFXE8PxVGPjU6D7IZvvkracXoFSZYSr1FZxMtMzHzGKFEF7XEkGPs%2BoscMDjLXi6Knx9LMqEn55HR7kpR2Zq0xPWTVkFCzNFzmJ5C1t4obplUBcoTpG0akxslP%2Bt3me5fLe6AhFAmPIC3XFd0%2BDHaCEFQrvE41Gan%2F7NKFK3QmqDyb7dMvGUA1SJMwczfuufNj7HBjoBmK%2BwKAMT8qfHWFUU2nND%2BcHoBDw0aQqynhI%2BOr6WgkBpjsCTj4h76fPskb7NKxgKAFbKjjkThDADYprH5UxgmGeXzrCZEdY1sH2YZdVvuQQkLdo0YCuE5F9wd3ZB5b%2BlLGl29TbrMv7tekWaIS%2FkKorlJzGK%2Fqr4Wu3n07KRkfmnBsj1p7v6lbrnmRh%2BwSXaoIb5PMReAaLdZvyHu9EgxPlifK0j5dUzK1nmbRYmdYBOWeEi1KSLFJ%2FzU7xaNeN59MVnVA0oWb3DuLZHVgRBu25pEDNuMe2l2aPDBNoffwv0GiHu3X3TvGp0Hpych9FHM7oYCRmpPn9G0n3c6flgnyBIlhnnd5iHJwK9hq3fKCIMi61nEUl7TpchcuhWlUMSGejUItDVXX8o%2FBuNyVr7W7Jabz%2F7aOspgfumvUGssn9Vx1s9kKAYRljr%2BosmCq7mrWpemb77XoVTB3xVoz5yvb9Ul%2F96GSp12OG2mBArwT9dt%2FsbRWFmLncYvQQYAfhMDVT6PiY%2Fv7XJeWNSba6zxfptj548,21,5,7,0,2,#1302037367,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1237, Capacete Moto Feminino Mexican Skull Pro Tork ,178,NA,4,2689,12x,14.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-1233937026-capacete-moto-feminino-mexican-skull-pro-tork-_JM?searchVariation=37413871485,NA,NA,NA,NA,NA,#1233937026,Preto,"56,58,60",Pro Tork,NA,Mexican Skull,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238, Capacete Moto Offroad C/ Viseira Th1 Adventure ,245,NA,9,60,12x,20.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-862456554-capacete-moto-offroad-c-viseira-th1-adventure-_JM?searchVariation=22327269760,NA,NA,NA,NA,NA,#862456554,Prateado,"56,58,60",Pro Tork,Capacete,Adventure Th 1,Cross,NA,ABS,Adultos,Unissex,Não se aplica,1400 g,NA,NA,NA,NA
1239, Capacete Moto Pro Tork Viseira Camaleão V Pro Jet 3 Grafite ,157,NA,3,1802,12x,15.01,NA,Envio para todo o país,NA,NA,4.6,1799,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114346434-capacete-moto-pro-tork-viseira-camaleo-v-pro-jet-3-grafite-_JM?searchVariation=28419893626,1297,349,97,25,31,#1114346434,"Grafite,Amarelo,Azul,Azul-claro,Grafite,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240, Capacete Moto Pro Tork Viseira Camaleão V Pro Jet 3 Azul ,157,NA,5,1797,12x,15.01,NA,Envio para todo o país,NA,NA,4.6,1799,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1114342591-capacete-moto-pro-tork-viseira-camaleo-v-pro-jet-3-azul-_JM?searchVariation=28419821362,1297,349,97,25,31,#1114342591,"Azul,Amarelo,Azul,Azul-claro,Grafite,Laranja,Rosa,Verde,Vermelho","58,60,62",Pro Tork,V-Pro,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241, Capacete Moto Pro Tork Evolution G6 Factory Racing Inmetro ,152,NA,NA,21000,12x,12.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,146,https://perfil.mercadolivre.com.br/ELETRONOVO.COM.BR,https://produto.mercadolivre.com.br/MLB-1232060518-capacete-moto-pro-tork-evolution-g6-factory-racing-inmetro-_JM?searchVariation=37193181620,109,23,8,1,5,#1232060518,Laranja Neon - Preto,"56,58,60",Pro Tork,NA,G6 Factory Racing,Integral,Simple,ABS,NA,Unissex,EPS,NA,NA,NA,NA,NA
1242, Capacete Moto Fechado Mixs Fokker Eddy Preto Vermelho Brilho ,152,NA,13,16,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,14,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-810172973-capacete-moto-fechado-mixs-fokker-eddy-preto-vermelho-brilho-_JM?searchVariation=19751004323,11,3,0,0,0,#810172973,Preto,"56,58,60",Mixs,Fokker,Eddy,Integral,Cristal,ABS,Adultos,Unissex,Resina termoplástica,1350 g,Inferior/Superior,Micrométrico,Inmetro,Urbana
1243, Capacete Moto P/ Criança Liberty Kids Infantil C/ Flor ,72,NA,20,18,12x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,450,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-998751884-capacete-moto-p-crianca-liberty-kids-infantil-c-flor-_JM?searchVariation=21971478188,336,74,30,6,4,#998751884,Rosa,54,Pro Tork,Capacete,Liberty Four Kids for Girls,Aberto,NA,ABS,Crianças,Feminino,Não se aplica,1400 g,NA,NA,NA,NA
1244, Capacete Moto Robocop Mixs Street Rider Óculos Preto ,329,NA,72,7,12x,31.53,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,11,https://perfil.mercadolivre.com.br/NOVAESMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-867253691-capacete-moto-robocop-mixs-street-rider-oculos-preto-_JM?searchVariation=28553290594,7,2,1,0,1,#867253691,NA,56,Mixs,Street Rider,Street Rider,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1245, Capacete Ebf Moto New Spark Flash Preto/verm Preto/prata ,149,NA,88,1,12x,12.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,51,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-972221581-capacete-ebf-moto-new-spark-flash-pretoverm-pretoprata-_JM?searchVariation=40177593124,37,10,2,1,0,#972221581,NA,NA,EBF Capacetes,New Spark,New Spark Flash,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1246, Capacete De Moto Esportivo Novo Evolution G7 Lançamento 2019 ,169,NA,3,92,12x,14.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1211767420-capacete-de-moto-esportivo-novo-evolution-g7-lancamento-2019-_JM?searchVariation=35324694002,NA,NA,NA,NA,NA,#1211767420,Azul-escuro,"56,58,60",Pro Tork,NA,Evolution G7,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247, Capacete Moto Fechado Carbon X Mixs Fokker ,154,NA,3,3600,12x,14.72,NA,Envio para todo o país,NA,NA,4.2,40,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1118651164-capacete-moto-fechado-carbon-x-mixs-fokker-_JM?searchVariation=28729474351,22,8,4,3,2,#1118651164,"Amarelo,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60,62",Mixs,Capacetes,Fokker,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248, Capacete Moto Aberto Pro Tork New Liberty 3 Three Cores Tam ,67,NA,6,2701,12x,6.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1182539829-capacete-moto-aberto-pro-tork-new-liberty-3-three-cores-tam-_JM?searchVariation=33240801686,749,205,70,14,12,#1182539829,"Preto,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,New Liberty 3,Aberto com Viseira,Simple,Policarbonato,Adultos,Unissex,Termoplástico injectado,NA,NA,NA,NA,Urbano
1249, Capacete De Moto Masculino Feminino Sm Kit C/02 Unidades ,137,NA,4,1500,12x,11.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134501223-capacete-de-moto-masculino-feminino-sm-kit-c02-unidades-_JM?searchVariation=29927050456,977,347,149,57,49,#1134501223,"Vermelho,Amarelo,Azul,Branco,Preto,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sport Moto,Sport Moto,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1250, Capacete Moto Red Nose Pro Tork Masculino Brilhante ,154,169,5,2696,12x,14.80,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1183991359-capacete-moto-red-nose-pro-tork-masculino-brilhante-_JM?searchVariation=33338274588,NA,NA,NA,NA,NA,#1183991359,"Vermelho,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,Evolution Red Nose,Integral,Simple,ABS,Adultos,Masculino,Material antialérgico,NA,NA,NA,NA,NA
1251, Capacete Moto Ck-01 Infantil Motocross Pro Tork + Brinde ,160,NA,7,97,12x,13.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,237,https://perfil.mercadolivre.com.br/ADSTORE+2018,https://produto.mercadolivre.com.br/MLB-1110500936-capacete-moto-ck-01-infantil-motocross-pro-tork-brinde-_JM?searchVariation=29390115462,196,27,9,3,2,#1110500936,Vermelho,NA,Pro Tork,NA,Cross Kids CK-01,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252, Capacete Sport Moto Automatico Marino Pro Tork Preto Fosco ,69,NA,32,34,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-743848438-capacete-sport-moto-automatico-marino-pro-tork-preto-fosco-_JM?searchVariation=25112036372,977,347,149,57,49,#743848438,"56,58,60",,Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,1.04 g,NA,NA,NA,NA
1253, Capacete Moto Peels F-21 Us Navy ,249,NA,10,16,12x,20.76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,204,https://perfil.mercadolivre.com.br/NEW+HELMETS,https://produto.mercadolivre.com.br/MLB-1126547574-capacete-moto-peels-f-21-us-navy-_JM?searchVariation=29409314036,140,39,19,3,3,#1126547574,Preto Fosco com Grafite,"56,58,60,61",Fly,Peels,F-21,Integral,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1254, Capacete Cross Bell Moto-9 Flex ,2799,NA,2,997,12x,233.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/AGATHA-RICHARD,https://produto.mercadolivre.com.br/MLB-728791018-capacete-cross-bell-moto-9-flex-_JM,1,0,0,0,0,#728791018,NA,NA,Bell,Cross,moto-9 flex,Cross,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1255, Capacete Moto Sm Automatico Motoboy 58 Marino + Viseira ,73,NA,33,235,12x,6.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1579,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-769580566-capacete-moto-sm-automatico-motoboy-58-marino-viseira-_JM?searchVariation=16285437181,977,347,149,57,49,#769580566,"56,58,60",,Pro Tork,Street,Sport Moto,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256, Capacete Moto Norisk Ff391 Diversos Modelos ,379,449,32,3,12x,31.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-796363155-capacete-moto-norisk-ff391-diversos-modelos-_JM?searchVariation=41412767869,3,1,0,0,0,#796363155,Preto,"56,58",NORISK,FF391,FF391,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1257, Capacete Moto Axxis Eagle Flowers Feminino Preto Azul Fosco ,399,NA,12,6,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-914125459-capacete-moto-axxis-eagle-flowers-feminino-preto-azul-fosco-_JM?searchVariation=30028275294,NA,NA,NA,NA,NA,#914125459,Preto - Azul,"54,56,58,60",Axxis,Eagle,Flowers,Integral,Simple,ABS,Adultos,Feminino,Resina termoplástica,1550 g,Inferior,Micrométrico,Inmetro,Urbana
1258, Capacete Moto Bieffe 3 Sport Mirror Preto E Grafite Fosco ,433,NA,14,6,12x,36.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-892103976-capacete-moto-bieffe-3-sport-mirror-preto-e-grafite-fosco-_JM?searchVariation=30522657233,20,1,0,0,1,#892103976,Preto-fosco - Grafite,"56,58,60,61",Bieffe,3 Sport,Mirror,Cross,Simple,ABS,Adultos,Unissex,Resina termoplástica,1400 g,Inferior,Micrométrico,Inmetro,Urbana
1259, Capacete Feminino Moto Taurus Targa Floral ,149,NA,3,4,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1187538017-capacete-feminino-moto-taurus-targa-floral-_JM?searchVariation=33587050577,NA,NA,NA,NA,NA,#1187538017,"Preto,Preto/Branco","PRETO BRILHO/BRANCO / 56,PRETO BRILHO/BRANCO / 58,56,58",Taurus,NA,TARGA,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1260, Capacete Moto San Marino Taurus Feminino Pt Tam 56 ,158,NA,2,17,12x,15.19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-1207051145-capacete-moto-san-marino-taurus-feminino-pt-tam-56-_JM?searchVariation=34968675724,NA,NA,NA,NA,NA,#1207051145,Preto,NA,Taurus,NA,San Marino,Integral,NA,NA,NA,NA,Resina termoplástica,NA,NA,NA,NA,NA
1261, Capacete Moto Feminino Peels Spike Tropical Flores ,215,NA,5,100,12x,18.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-1201166202-capacete-moto-feminino-peels-spike-tropical-flores-_JM?searchVariation=34520797196,NA,NA,NA,NA,NA,#1201166202,Preto-fosco,"56,58",Peels,Spike,Tropical,Integral,Simple,ABS,Adultos,Unissex,Revestimento interno em tecido antialérgico removível e lavável,NA,NA,NA,NA,NA
1262, Capacete Moto Fechado Axxis Snake Preto Vermelho ,399,NA,5,7,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1175623890-capacete-moto-fechado-axxis-snake-preto-vermelho-_JM?searchVariation=32729221739,NA,NA,NA,NA,NA,#1175623890,Vermelho,"M - 57/58,L - 59/60,XL - 61/62",MT,Eagle,Snake,Integral,Simple,Policarbonato,Adultos,Unissex,ABS,NA,NA,NA,NA,NA
1263, Capacete Moto Axxis Eagle Flowers Feminino Preto Vermelho ,399,NA,13,6,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-817638794-capacete-moto-axxis-eagle-flowers-feminino-preto-vermelho-_JM?searchVariation=30028349427,1,0,0,0,0,#817638794,Preto - Rojo,"54,56,58,60",Axxis,Eagle,Flowers,Integral,Simple,ABS,Adultos,Feminino,Resina termoplástica,1550 g,Inferior / Superior,Micrométrico,Inmetro,Urbana
1264, Capacete De Moto Axxis Eagle Italy Fosco ,399,NA,2,399,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1188014886-capacete-de-moto-axxis-eagle-italy-fosco-_JM,NA,NA,NA,NA,NA,#1188014886,"55/56 P/S,57/58 (M/M),59/60 (G/L),61/62 (GG/XL)",NA,Axxis,Eagle,Italy,Integral,Simple,ABS,Adultos,Unissex,Poliestireno,NA,NA,NA,NA,NA
1265, Capacete De Time Gremio Moto Pro Tork 788 3g Oficial ,155,NA,4,12,12x,12.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUPERSTAR.IMPORT,https://produto.mercadolivre.com.br/MLB-1230261957-capacete-de-time-gremio-moto-pro-tork-788-3g-oficial-_JM,NA,NA,NA,NA,NA,#1230261957,gremio,"58,60",Pro Tork,NA,times,Integral,Simple,NA,Adultos,Unissex,estofado,NA,NA,NA,NA,NA
1266, Capacete Moto Aberto Feminino Pro Tork Liberty 3 Three ,69,NA,19,1790,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1058047668-capacete-moto-aberto-feminino-pro-tork-liberty-3-three-_JM?searchVariation=25114363916,749,205,70,14,12,#1058047668,,"56,58,60",Pro Tork,"Adulto, Unissex",Liberty,Aberto,NA,INJETADO ABS DE ALTO IMPACTO,NA,NA,NA,NA,NA,NA,NA,NA
1267, Capacete Moto Infantil Protork New Liberty Kids Criança 54 ,137,NA,3,97,12x,11.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,790,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1232003168-capacete-moto-infantil-protork-new-liberty-kids-crianca-54-_JM?searchVariation=37189096742,574,147,52,6,11,#1232003168,Morrom,54,Pro Tork,NA,New Liberty for Kids,Integral,NA,ABS,NA,NA,NA,0.925 g,NA,NA,NA,NA
1268, Capacete Pro Tork Evolution G4 Las Vegas Moto Fechado Top ,136,NA,13,447,12x,11.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,333,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-910242843-capacete-pro-tork-evolution-g4-las-vegas-moto-fechado-top-_JM?searchVariation=17461025381,257,52,14,3,7,#910242843,Branco,"56,58,60",Pro Tork,Evolution G4,Las Vegas,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1269, Capacete Moto Feminino Aberto Com Viseira Preto Pro Tork ,65,NA,40,489,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1050,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-825762347-capacete-moto-feminino-aberto-com-viseira-preto-pro-tork-_JM?searchVariation=30074614027,749,205,70,14,12,#825762347,Negro Brillante,58,Pro Tork,Liberty Three,Liberty Three,Aberto,Simple,ABS,Adultos,Unissex,Forração antialérgico,NA,NA,NA,NA,NA
1270, Capacete Infantil Moto Criança Pro Tork Liberty Preto ,69,NA,5,2,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,450,https://perfil.mercadolivre.com.br/CASTELAOMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1034399547-capacete-infantil-moto-crianca-pro-tork-liberty-preto-_JM?searchVariation=23984236137,336,74,30,6,4,#1034399547,Preto,54,Pro Tork,Kids,NEW LIBERTY KIDS,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
1271, Capacete Moto Viseira Espelhada P/ Crianças Fechado Infantil ,79,NA,13,142,12x,6.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1554,https://perfil.mercadolivre.com.br/VENDASFREEMARKET,https://produto.mercadolivre.com.br/MLB-1112403563-capacete-moto-viseira-espelhada-p-criancas-fechado-infantil-_JM?searchVariation=28304365466,1038,323,140,31,21,#1112403563,"Vermelho,Amarelo,Azul,Branco,Negro Brillante,Preto-fosco,Rosa,Vermelho",54,Pro Tork,Kids,New Four,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA,NA
1272, Capacete Pro Tork Four Moto Street Preto Fosco 56 ,49,NA,6,2,6x,9.23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,339,https://perfil.mercadolivre.com.br/LOJAS+STARMOTOS,https://produto.mercadolivre.com.br/MLB-1005813464-capacete-pro-tork-four-moto-street-preto-fosco-56-_JM?searchVariation=22588558810,226,73,27,4,9,#1005813464,Preto-fosco,56,Pro Tork,Street,pro tork four,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1273, Capacete Fechado Protork R8 Moto Com Viseira Camaleão ,119,NA,37,1492,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2242,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147329978-capacete-fechado-protork-r8-moto-com-viseira-camaleo-_JM?searchVariation=30662327940,1492,420,190,66,74,#1147329978,"Azul-claro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,NA,NA,Poliestireno,1200 g,Superior,Micrométrico,Inmetro,Urbano
1274, Capacete Moto San Marino Preto Fosco Original Taurus ,114,NA,3,12,12x,10.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1206906809-capacete-moto-san-marino-preto-fosco-original-taurus-_JM?searchVariation=34953525658,NA,NA,NA,NA,NA,#1206906809,Preto-fosco,"56,58,60",Taurus,NA,San Marino,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA,NA
1275, Capacete Moto Feminino Evolution Fechado G6 Speed Pro Tork ,137,NA,12,1800,12x,13.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,41,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-979414388-capacete-moto-feminino-evolution-fechado-g6-speed-pro-tork-_JM?searchVariation=20906863367,33,4,1,1,2,#979414388,Vermelho,"56,58,60",Pro Tork,Capacete,G6 Speed,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA,NA
