search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,Tipo,Marca,Modelo,Tipo de casco,Línea,Edad,Género,Tipo de visor,Materiales del interior,Materiales del exterior
232, Cascos Motos Givi Carbono 40.5 X-carbono Con Lentes ,559,NA,0,3,18 cuotas,1.103.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-453443843-cascos-motos-givi-carbono-405-x-carbono-con-lentes-_JM,NA,NA,NA,NA,NA,#453443843,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
233, Casco Integra De Moto Power Maxx Negro Linea Naranja ,1390,NA,0,1,18 cuotas,77.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-459215108-casco-integra-de-moto-power-maxx-negro-linea-naranja-_JM,NA,NA,NA,NA,NA,#459215108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234, Casco Integral Para Moto Negro Mate Con Dibujos En Amarillo ,1850,NA,NA,26,18 cuotas,102.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461423179-casco-integral-para-moto-negro-mate-con-dibujos-en-amarillo-_JM,NA,NA,NA,NA,NA,#461423179,NA,NA,RITSUKA,NA,Integral,NA,NA,NA,NA,NA,NA
235, Casco Moto Hjc Cl-17 Redline Mc5 Oferta Talle L ,99,NA,0,15,18 cuotas,195.36,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444505374-casco-moto-hjc-cl-17-redline-mc5-oferta-talle-l-_JM?searchVariation=16665977695,NA,NA,NA,NA,NA,#444505374,NA,Integral,HJC,Redline,NA,CL-17,NA,NA,NA,NA,NA
236, Casco Integral Para Moto Color Negro Mate ,1707,NA,NA,36,18 cuotas,94.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280580-casco-integral-para-moto-color-negro-mate-_JM,NA,NA,NA,NA,NA,#461280580,NA,NA,RITSUKA,NA,Integral,NA,NA,NA,NA,NA,NA
237," Casco De Moto Para Niño,aprobado Color Rojo ",1090,NA,0,5,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-461462448-casco-de-moto-para-ninoaprobado-color-rojo-_JM,NA,NA,NA,NA,NA,#461462448,NA,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
238, Casco Moto Cross Hjc Cs-mx Graffed Mc-1sf Mate ,119,NA,1,11,18 cuotas,234.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739351-casco-moto-cross-hjc-cs-mx-graffed-mc-1sf-mate-_JM,NA,NA,NA,NA,NA,#449739351,NA,Cross,HJC,NA,NA,NA,NA,NA,NA,NA,NA
239, Cascos Para Motos / Mt Helmets Stinger / Affaire Azul ,86,NA,0,73,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-463059893-cascos-para-motos-mt-helmets-stinger-affaire-azul-_JM,NA,NA,NA,NA,NA,#463059893,NA,NA,MT Helmets,Stinger,Integral,Affaire,Adultos,Unisex,Simple,Poliestireno,Resina
240, Casco De La Cara Estrecha Motocicleta Moto Auriculares Yaesu ,2773,NA,NA,100,18 cuotas,154.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-452139027-casco-de-la-cara-estrecha-motocicleta-moto-auriculares-yaesu-_JM,NA,NA,NA,NA,NA,#452139027,NA,NA,Motorola,NA,NA,NA,NA,NA,NA,NA,NA
241," Crema Quita Raya Moto Tanque, Casco,plasticos Simoniz 120ml ",245,NA,5,4,18 cuotas,13.61,NA,Entrega a acordar con el vendedor,NA,NA,1,1,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-449955737-crema-quita-raya-moto-tanque-cascoplasticos-simoniz-120ml-_JM,0,0,0,0,1,#449955737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242, Cascos Abiertos Para Motos / Mt Helmets Le Mans Sv Flaming ,119,NA,0,96,18 cuotas,234.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-460035077-cascos-abiertos-para-motos-mt-helmets-le-mans-sv-flaming-_JM,NA,NA,NA,NA,NA,#460035077,NA,Integral,MT Helmets,NA,NA,Le Mans SV,NA,NA,NA,NA,NA
243, Casco Moto Hjc Integral Is-17 Fluo Green Lentes Incluidos ,259,NA,2,3,18 cuotas,511.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444554863-casco-moto-hjc-integral-is-17-fluo-green-lentes-incluidos-_JM,NA,NA,NA,NA,NA,#444554863,NA,NA,HJC,NA,Integral,IS-17,NA,NA,NA,NA,NA
244, Casco Moto Hjc Cs-15 Sebka Mc-2 ,109,NA,2,1,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454980053-casco-moto-hjc-cs-15-sebka-mc-2-_JM,NA,NA,NA,NA,NA,#454980053,NA,Integral,HJC,Sebka,NA,CS-15,NA,NA,NA,NA,NA
245, Casco Moto Hjc Is-17 Loktar Mc-5 Mate Con Lentes Incl. ,259,NA,1,2,18 cuotas,511.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454978461-casco-moto-hjc-is-17-loktar-mc-5-mate-con-lentes-incl-_JM,NA,NA,NA,NA,NA,#454978461,NA,Integral,HJC,NA,NA,IS-17,NA,NA,NA,NA,NA
246, Cascos Para Moto Shiro Monza Negro Rojo Talle M - Fama ,61,NA,0,999,18 cuotas,120.37,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453512380-cascos-para-moto-shiro-monza-negro-rojo-talle-m-fama-_JM,NA,NA,NA,NA,NA,#453512380,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
247, Casco Moto Evs T5 Venture Dual Sport ,295,NA,0,1,18 cuotas,582.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=UqPYdTWVo%2FWmLWHbvivgeRdV%2F9jyITUCjySUC7B2H3dSXZ8%2Fvz2Mq8qWa0n6z15cffn6cd4o1Tsfych6O7OiB%2BUDi3b%2Fi89MbgGLeOSX%2BouV%2FS75On2KaKmm81b8JJ%2FRxYA%2FxNEMp78Lt01%2BltNZU7L06OmX7HAnc9PSzYe8h%2BasyFQFD1foZSrhiIbJJOHSZH3m8Amy6ul%2F8wUGkRJyIYVWy2VSLt%2FsevVowbPdzpYuhMsS0TUconWQ%2FxSIUaz0PlYEu2x1bsasnDUuCua6rZ%2B%2BS25XM1YO5YsGSDddiEZZcYLV2plp5ENc%2B7iHDbKa27JP4NuBoCuOnyFzs96kb1WOMv6b8owmmvT%2FcnguG8UQbBapiCII5cxoDYigBTuT7TsbysgwMKMmH5B2vE%2F8NuJptAgkXhADEYeMJr8wpe6p7XODcLT%2Bmp1zPpeAF3q6ynM%2BlyqzKVywbhg68kS6mJKhsodEpPwKIFNG5K9VqZsHkJ9djBfp6FYcGasXjJMT71xaeZPZiG5TkBhgTaxRERA9ivbeKnitPHKZovAY9Xx48H686Re%2BtGfxX%2BTAzFvgIaeLQNbmjk91fFl%2FUCwGb77dOxfeLFQkdMbaD5RI2R%2F3fC1UmwZp%2FAXfaeU0U%2B4VlPgRYtCcwh5Ido8FOVBEUYTOc09GUlhuckekVE49yiOtiJAhU3oYdG%2BKeQ5G3RuRoND7uX8P59xTScL8UsbsXm2j5mC5BN4IEMpXQ7dWYQJZTU3Y4mcQNE%2FbQx15Fej3kRreDYil7a84Z8gUxw1pc4aiCC9BVIYm3hmqEjJsZjuH2n7dv9OJTUN9kVEmh%2BzDUT87bNp0zc3pHPA0GjeOtdrYvqF5CKFp4Hpz3urHmP%2Ft4P6jM9C1NGDtYV%2BSwhvrc863AiDm655PwWO2eKz3BDw5GQF5HNdnmXx6evD7nbMxdZFUQitHURjLcmVumr%2FCOXVAb86XbavEJw8tJLoFDN%2FgWnly0kphm4Kl75atun9DpUQt8ixVvMNh6M27jeaf%2FfygAV2ZleTSTGoktndkt39D5uo6djVxHaNjBmjuYkzJJBg0eTKyVmxH23bOaLFiLnPoJBWtZvVRmabGWZAOOYt21b9l71W8cNFedNBEmOvFBOZLgz4eEh1iosOp%2BhGKMc%2FaE6%2BCHlB20XcS4AvUn9P3NcZ4Lfx0%2BYtxPA7KHG4EbUnXWXuJxs1RgqqhZPPRkyNn4simz2DkP%2F49HinRuE7rYFx3bgMW2OsNPuL7L9OaaWqArNr6UqCQEytzAM6iDh9XIpslGL31iKJzzmT4B7rk2hrkKc2nZHuYBq%2Bn2PTs2Rc%2FYwU2mZFmxSeshvPFHLx6YcS2PQodrJ3qRR2Iornmtpw%2FSBVJVPI3Oq1JGlF6hREOICjp1HNFhC8vP4XHKH5xZemfncvSkcHO%2FU6LdfWHuvuZyULDFTlJjKOYGkcVBcM82F6PJQKvAnPAlyZNmGbHjTiilzw%2FQu1dV2W7y9Q22v%2F3Xvn1LxX89qWPJX7rc2aPBy4lo4sfoIuuATPcuTxlA1Q7w558pKeWLQVL1wIXJxD7r2N5Eb9B3SNBuCiuKrge1m%2Bmmu9IFi6w%2BlYyVRleR0EqlKBQbTnYuryUoAZxZ5yB1hFgZjQOSMQIzZT5ZNcbARfqljWz%2B9xZraMA,NA,NA,NA,NA,NA,#459347885,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
248, Casco Moto Hjc Rpha-11 Riomont Mc-1 Fibra De Carbono ,529,NA,0,1,18 cuotas,1.043.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-458918726-casco-moto-hjc-rpha-11-riomont-mc-1-fibra-de-carbono-_JM?searchVariation=39315026959,NA,NA,NA,NA,NA,#458918726,NA,NA,HJC,Riomont,Integral,RPHA 11,Adultos,Unisex,Doble,Multicool,Tricomposite
249, Bicicleta Vintage Moto Gafas Scooter Cruiser Casco Gafas Pil ,2100,NA,NA,100,18 cuotas,116.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456524152-bicicleta-vintage-moto-gafas-scooter-cruiser-casco-gafas-pil-_JM,NA,NA,NA,NA,NA,#456524152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250, Cascos Para Motos / Mt Helmets Stinger / Affaire Blanco ,86,NA,0,73,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-463059969-cascos-para-motos-mt-helmets-stinger-affaire-blanco-_JM,NA,NA,NA,NA,NA,#463059969,NA,NA,MT Helmets,Stinger,Integral,Affaire,Adultos,Unisex,Simple,Poliestireno,Resina
251, Cascos Motos Hjc Moto Cross Cl-xy Cross Up Mc2h Niño ,99,NA,0,3,18 cuotas,195.36,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739778-cascos-motos-hjc-moto-cross-cl-xy-cross-up-mc2h-nino-_JM,NA,NA,NA,NA,NA,#449739778,NA,NA,HJC,Cross Up,Cross,CL-X7,NA,NA,NA,NA,NA
252, Casco Moto Hjc Cs-15 Treague Mc-4 Hsf ,109,NA,0,5,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444549280-casco-moto-hjc-cs-15-treague-mc-4-hsf-_JM,4,0,0,0,0,#444549280,NA,Integral,HJC,Treague,NA,CS-15,NA,NA,NA,NA,NA
253, Casco Moto Hjc Cs-15 Treague Mc-1sf Mate ,109,NA,6,14,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444549142-casco-moto-hjc-cs-15-treague-mc-1sf-mate-_JM,4,0,0,0,0,#444549142,NA,NA,HJC,Treague,Integral,CS-15,NA,NA,NA,NA,NA
254, Cascos Motos Hjc Integral Cs-15 Trion Mc-2f Mate ,109,NA,0,3,18 cuotas,215.09,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-456018230-cascos-motos-hjc-integral-cs-15-trion-mc-2f-mate-_JM,NA,NA,NA,NA,NA,#456018230,NA,Integral,HJC,Trion,NA,CS-15,NA,NA,NA,NA,NA
255, Visor Casco Moto Color Humo Hjc Hj-09 Cs-15 Cl-st Cl-17 ,35,NA,6,14,18 cuotas,69.07,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-450288875-visor-casco-moto-color-humo-hjc-hj-09-cs-15-cl-st-cl-17-_JM,0,1,0,0,0,#450288875,NA,Integral,HJC,NA,NA,NA,NA,NA,NA,NA,NA
256, Casco Moto Motocross Hjc Cs-mx Shattered Mc1 Oferta ,99,NA,8,2,18 cuotas,195.36,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444343681-casco-moto-motocross-hjc-cs-mx-shattered-mc1-oferta-_JM?searchVariation=39492779843,1,0,0,0,0,#444343681,Rojo,NA,HJC,Shattered,Cross,NA,Adultos,NA,NA,NA,Policarbonato
257, Cascos Para Moto Shiro Action Sh-821 Azul Talle L - Fama ,89,NA,0,999,18 cuotas,175.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453510200-cascos-para-moto-shiro-action-sh-821-azul-talle-l-fama-_JM,NA,NA,NA,NA,NA,#453510200,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
258, Casco Integral Para Moto Multi Color Fluoresente ,2012,NA,NA,50,18 cuotas,111.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280570-casco-integral-para-moto-multi-color-fluoresente-_JM,NA,NA,NA,NA,NA,#461280570,NA,NA,RITSUKA,NA,Integral,NA,NA,NA,NA,NA,NA
259, Auriculares Manoslibres Casco Motocicleta Audífonos Intercom ,1350,NA,0,30,18 cuotas,75.00,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JUGUECTIL+COM,https://articulo.mercadolibre.com.uy/MLU-463007481-auriculares-manoslibres-casco-motocicleta-audifonos-intercom-_JM,NA,NA,NA,NA,NA,#463007481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260, Casco Moto Integral Hjc Cs-15 Treague Mc-5 ,3890,NA,0,5,18 cuotas,216.11,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-454979081-casco-moto-integral-hjc-cs-15-treague-mc-5-_JM,4,0,0,0,0,#454979081,NA,Integral,HJC,Treague,NA,CS-15,NA,NA,NA,NA,NA
261, Casco Moto Rebatible Hjc Rpha90 Flat Titan Fibra De Carbono ,690,NA,0,3,18 cuotas,1.361.60,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-460267800-casco-moto-rebatible-hjc-rpha90-flat-titan-fibra-de-carbono-_JM,NA,NA,NA,NA,NA,#460267800,NA,Integral,HJC,Carbon,NA,RPHA 11 Pro,NA,NA,NA,NA,NA
262, Casco Moto Cross Evs T5 Pinner ,195,NA,0,5,18 cuotas,384.80,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450229561-casco-moto-cross-evs-t5-pinner-_JM,NA,NA,NA,NA,NA,#450229561,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
263, Casco Moto Cross Thor Sector Covert ,295,NA,0,3,18 cuotas,582.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-454965472-casco-moto-cross-thor-sector-covert-_JM,NA,NA,NA,NA,NA,#454965472,NA,Cross,Thor,NA,NA,Sector,NA,NA,NA,NA,NA
264, Casco Integral Para Moto Power Maxx Blanco Con Verde ,1390,NA,0,10,18 cuotas,77.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GKMOTOS,https://articulo.mercadolibre.com.uy/MLU-460818004-casco-integral-para-moto-power-maxx-blanco-con-verde-_JM,NA,NA,NA,NA,NA,#460818004,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
265, Casco Rebatible Para Moto Color Azul Metalizado C/lentes ,2258,NA,NA,46,18 cuotas,125.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280569-casco-rebatible-para-moto-color-azul-metalizado-clentes-_JM,NA,NA,NA,NA,NA,#461280569,NA,NA,RITSUKA,NA,NA,NA,NA,NA,NA,NA,NA
266, Cascos Para Motos / Mt Helmets Thunder 3 Con Lentes /naranja ,125,NA,0,64,18 cuotas,246.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-455158328-cascos-para-motos-mt-helmets-thunder-3-con-lentes-naranja-_JM?searchVariation=39807218362,NA,NA,NA,NA,NA,#455158328,Naranja,NA,MT Helmets,Thunder 3 SV,Integral,Solid,Adultos,Unisex,Doble,Poliestireno,Resina
267, Cascos Integral Para Motos Rush Verde Cr2nvl Talle L - Fama ,49,NA,0,999,18 cuotas,96.69,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453537485-cascos-integral-para-motos-rush-verde-cr2nvl-talle-l-fama-_JM,NA,NA,NA,NA,NA,#453537485,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
268, Casco Moto Hjc Rpha-11 Oraiser Fibra De Carbono Tricomposite ,529,NA,0,2,18 cuotas,1.043.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-446876327-casco-moto-hjc-rpha-11-oraiser-fibra-de-carbono-tricomposite-_JM?searchVariation=16696914201,NA,NA,NA,NA,NA,#446876327,"M,XL",NA,HJC,Oraiser,Integral,RPHA 11,Adultos,Unisex,Doble,Multicool,Tricomposite
269, Casco Mt Helmets Warhead Integral - Mac Moto - Naranja ,86,NA,0,4,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,5,5,http://perfil.mercadolibre.com.uy/MACMOTOUY,https://articulo.mercadolibre.com.uy/MLU-456360111-casco-mt-helmets-warhead-integral-mac-moto-naranja-_JM,5,0,0,0,0,#456360111,NA,NA,MT Helmets,Warhead,Integral,Stinger,NA,NA,NA,NA,NA
270, Cascos Para Motos Rebatible Mt Atom Sv Negro Mate 2019 ,185,NA,0,37,18 cuotas,365.07,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-460275433-cascos-para-motos-rebatible-mt-atom-sv-negro-mate-2019-_JM,NA,NA,NA,NA,NA,#460275433,NA,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
271, Cascos Para Motos / Mt Helmets Stinger / Pole Dorado ,86,NA,0,73,18 cuotas,169.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-463060741-cascos-para-motos-mt-helmets-stinger-pole-dorado-_JM,NA,NA,NA,NA,NA,#463060741,NA,NA,MT Helmets,Stinger,Integral,Pole,Adultos,Unisex,Simple,Poliestireno,Resina
272, Cubrenariz Original Casco Moto Hjc Universal ,18,NA,0,50,18 cuotas,35.52,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449771266-cubrenariz-original-casco-moto-hjc-universal-_JM,NA,NA,NA,NA,NA,#449771266,NA,Integral,HJC,NA,NA,NA,NA,NA,NA,NA,NA
273, Cascos Para Motos Shiro Monza Negro Blanco Talle M - Fama ,61,NA,0,999,18 cuotas,120.37,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453690164-cascos-para-motos-shiro-monza-negro-blanco-talle-m-fama-_JM,NA,NA,NA,NA,NA,#453690164,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
274, Casco Moto Integral Suomy Trek Aprobados Oferta Talle L ,89,NA,13,6,18 cuotas,175.63,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-444343665-casco-moto-integral-suomy-trek-aprobados-oferta-talle-l-_JM?searchVariation=39312409498,NA,NA,NA,NA,NA,#444343665,Negro,NA,Suomy,Trek,Integral,Trek,Adultos,Unisex,Simple,NA,Policarbonato
275, Casco Moto Cross Hjc Cs-mx Edge Mc-1 ,119,NA,2,4,18 cuotas,234.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739368-casco-moto-cross-hjc-cs-mx-edge-mc-1-_JM,NA,NA,NA,NA,NA,#449739368,NA,Cross,HJC,NA,NA,NA,NA,NA,NA,NA,NA
276, Casco Moto Hjc Rpha 70 Mate Black Fibras Compuestas C/lentes ,629,NA,0,10,18 cuotas,1.241.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-446917481-casco-moto-hjc-rpha-70-mate-black-fibras-compuestas-clentes-_JM,NA,NA,NA,NA,NA,#446917481,NA,Integral,HJC,NA,NA,RPHA 70,NA,NA,NA,NA,NA
277, Cascos Integral Para Motos Rush Azul Crbam Talle M - Fama ,49,NA,0,999,18 cuotas,96.69,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-453537314-cascos-integral-para-motos-rush-azul-crbam-talle-m-fama-_JM,NA,NA,NA,NA,NA,#453537314,NA,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
278, Casco Para Moto Cross Integral Multi Color Racing ,2461,NA,NA,48,18 cuotas,136.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SALVADOR+LIVIO?brandId=210,https://articulo.mercadolibre.com.uy/MLU-461280583-casco-para-moto-cross-integral-multi-color-racing-_JM,NA,NA,NA,NA,NA,#461280583,NA,NA,RITSUKA,NA,Cross,NA,NA,NA,NA,NA,NA
