search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Cantidad de cabezales,Peso
39, Afeitadora Philips Aquatouch S1030/04 ,1699,NA,687,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,533,https://perfil.mercadolibre.com.ar/CASA-DEL-AUDIO?brandId=47,https://articulo.mercadolibre.com.ar/MLA-720498375-afeitadora-philips-aquatouch-s103004-_JM,357,120,35,13,8,#720498375,Philips,S1030/04,AquaTouch,S1030/04,Recargable,NA,NA,NA,1 kg
40, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1199,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GRUPO+S.M,https://articulo.mercadolibre.com.ar/MLA-782310114-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#782310114,GA.MA Italy,545,NA,NA,NA,NA,NA,NA,NA
41, Afeitadora Inalambrica Philips Aquatouch S1030/04 ,1699,NA,60,2,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,92,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,https://articulo.mercadolibre.com.ar/MLA-645647695-afeitadora-inalambrica-philips-aquatouch-s103004-_JM,59,28,2,2,1,#645647695,Philips,AquaTouch,AquaTouch,S1030/04,NA,NA,50 min,3,NA
42, Afeitadora Philips Styleshaver Qs6141/32 Modela Recorta ,4021,NA,198,4,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,84,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,https://articulo.mercadolibre.com.ar/MLA-680914256-afeitadora-philips-styleshaver-qs614132-modela-recorta-_JM,63,17,2,0,2,#680914256,Philips,QS6141/32,StyleShaver,Qs6141/32,Corriente directa,Flexibles,75 s,2,400 g
43, Nariz Eléctrico Recortadora De Cabello Afeitadora Cortadora ,496,NA,0,282,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785027936-nariz-electrico-recortadora-de-cabello-afeitadora-cortadora-_JM,NA,NA,NA,NA,NA,#785027936,AGENTW,AGENTW,NA,NA,NA,NA,NA,NA,NA
44, Cortabarba Multigroom Philips Mg7730/15 16 En 1 ,3099,NA,318,26,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,27,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734476821-cortabarba-multigroom-philips-mg773015-16-en-1-_JM,18,7,2,0,0,#734476821,Philips,Multigroom,Series 7000,MG7730/15,220v,NA,2 hs,NA,NA
45, Combo Cortador Cabello Hc4055p + Trimmer ,2249,2499,98,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,5,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-789223911-combo-cortador-cabello-hc4055p-trimmer-_JM,4,1,0,0,0,#789223911,Remington,hc4055p,CUIDADO PERSONAL,NA,Eléctrica,Giratorios,NA,NA,NA
46, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1499,NA,0,12,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BH+HOGAR,https://articulo.mercadolibre.com.ar/MLA-762652670-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#762652670,GA.MA,GC 545,NA,NA,NA,NA,NA,NA,NA
47, Recortador Multigroom Philips 11 En 1 Mg5730/15 ,1999,2499,253,232,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,12,https://perfil.mercadolibre.com.ar/WALMART+ARGENTINA?brandId=176,https://articulo.mercadolibre.com.ar/MLA-780584124-recortador-multigroom-philips-11-en-1-mg573015-_JM,8,3,1,0,0,#780584124,Philips,MG5730/15,Multigroom,MG5730/15,Batería,Cuchillas Autoafilables,NA,NA,NA
48, Repuesto Afeitadora Braun 21b Foil Serie 3 310s Original ,2199,NA,60,25,12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,23,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-763879853-repuesto-afeitadora-braun-21b-foil-serie-3-310s-original-_JM,19,1,3,0,0,#763879853,Braun,21B,Series 3 Linea 2018,21B,NA,Flexibles,NA,NA,NA
49, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1299,NA,0,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLADIMAR,https://articulo.mercadolibre.com.ar/MLA-790592903-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#790592903,GA.MA,GC 545,NA,NA,NA,NA,NA,NA,NA
50, Cortabarba Multigroom Philips Mg7715/15 ,2199,2999,88,463,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,4,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-788990716-cortabarba-multigroom-philips-mg771515-_JM,4,0,0,0,0,#788990716,Philips,MG7715/15,Series 7000,MG7715/15,100-240 V,Planos,NA,NA,NA
51, Cortadora De Pelo Gama Gm593 24 Piezas ,2299,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788238604-cortadora-de-pelo-gama-gm593-24-piezas-_JM,NA,NA,NA,NA,NA,#788238604,Gama,Electrica,Afeitadora,NA,NA,NA,NA,NA,NA
52, Maquina Afeitar Corta Pelo Barba Corporal Nova Recargable ,399,NA,219,186,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,9,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,https://articulo.mercadolibre.com.ar/MLA-785787086-maquina-afeitar-corta-pelo-barba-corporal-nova-recargable-_JM,4,2,1,0,2,#785787086,Nova,NS-216,NUEVA,NA,220V,Ergónomicos,NA,NA,NA
53, Cortabarba Multigroom Philips Mg3730/15 Kit Multistyler ,1590,NA,140,86,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-753967804-cortabarba-multigroom-philips-mg373015-kit-multistyler-_JM,3,2,0,1,0,#753967804,Philips,MG3730/15,Series 3000,MG3730/15,NA,NA,60,NA,NA
54, Rasuradora Eléctrica Cortadora Recargable Flyco Fs873eu 2w ,923,NA,0,999,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/LANLINGXINAR,https://articulo.mercadolibre.com.ar/MLA-785083621-rasuradora-electrica-cortadora-recargable-flyco-fs873eu-2w-_JM,NA,NA,NA,NA,NA,#785083621,Flyco,FS873EU,NA,NA,NA,NA,NA,NA,NA
55, Afeitadora Philips 2 En 1 S1520/42 Recargable Cortapatilla ,3299,NA,317,12,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,36,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-729155884-afeitadora-philips-2-en-1-s152042-recargable-cortapatilla-_JM,30,5,1,0,0,#729155884,Philips,S1520/42,Shaver Series,S1520/42,220v,Flexibles,45 M,NA,NA
56, Cortabarba Philips Qt4015/16 Uso Con O Sin Cable ,2199,NA,607,243,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,123,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-659772078-cortabarba-philips-qt401516-uso-con-o-sin-cable-_JM,84,34,4,1,0,#659772078,Philips,QT4015/16,BeardTrimmer series 3000,QT4015/16,baterías y 220v,Planos,90,NA,NA
57, Herramientas De Corte De Barba De Afeitadora Eléctrica ,2150,NA,0,27,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BEAUTYWANNAAR,https://articulo.mercadolibre.com.ar/MLA-795422109-herramientas-de-corte-de-barba-de-afeitadora-electrica-_JM,NA,NA,NA,NA,NA,#795422109,Kemei,KM-500 electric shaver beard trimmer tools,NA,NA,NA,NA,NA,NA,NA
58, Afeitadora Gama Gsh Sport - Flores Norte ,1199,NA,96,3,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-729796422-afeitadora-gama-gsh-sport-flores-norte-_JM,4,1,0,0,1,#729796422,GA.MA Italy,855,GSH,NA,NA,NA,50 MINUTOS,NA,NA
59, Afeitadora Gama Corta Patilla Inalambrica Gsh Sport - Luico ,599,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=1ae6%2FAesYYYGYEDg%2FAehQWpDDgADWP22N%2FKVXpxWz3kDU06avzLTy8XhnMdHq6nze3zbUgYD4cODfRMdSD6tJ195zaQAjOrTueaCZnsJCB2tjXoh2iFcjLOoCVAIqPMKjJYQJnLaAv%2B2cOIindi%2BmQIogOtHDL7hqB3UX7aQPiY%2BXUF0nce9rfw7Q1ZgWT%2BDgi64IijnAJrYmpHg9CdPXXf%2B7WZ%2BMKTKyRFXBYB7APk6exeYTXjPjhS4YWGZ2puTAREf0c9hncNBhZCj5IU9JfISOCJ70zRYWJwjcv%2BdlR2nkznV1uzIIWUgVgsPeJbiKpshrj%2Flz8kMAon8NYXygg9SQczgyzki72OtQ2C5irk18j8WF%2FRie%2BGb1SOdfI1hhtjEopr0fb5255XiMPzmzOI%2FGsAObChcvXaW8Pg1r94K2ePtMXIkKv8HBYLCxtvQkKsEddzSQZEU9NyJohHHoQUQEcKbs0Ms4K5Kr0PqcA2HJyauIjMqRqoq7uA3PM01v%2F%2FDlyVbVMYnCIfyoN4HNscJGv0NE7bgLjQtGXrrsJncEq1gQED78bPAxws4W%2BrIIHxeMZkf48fS%2BpY%2BA899S%2BD5BVJaJjtNuErPvTBad1WegzykzNZAuNYBRji4KqW7Lj7viOosBMxJ6b%2FUj4vYxmPpuktAcfjeu4Rg8%2FRKQ5aE1gPUgwqK0g5c2ugEaRV4p7UeoDae83y105yvk9mKDRkZmU37%2B7bU2qfqaFghO0wT4Edddqsu4QVCtAs9DqufPrlDG4QTvJtxAaNj7Y60LhRVoeVvf4EXxx8HO8wc92XFdYkH%2BYviK7xBNlMFPXpPltzYOzYlb1jp9uLAoMTo0VAHwSRAtQ9pVmvOYecaLDAe50dfDcVX2AUyx1HYs%2F2USOL%2BdbwcItGEwpc%2FLS%2Br%2BDHaU5qGkw5LEgMbL6iceEfiiNAr0lKSPgwy7XNxCYQomYBVIOl5Q4GY3WUk2n2ZX3KNBlGjnX4JaK2Hhozr10T%2F1Wrte%2FMKh5LhnD%2BogUx2cU3oFQoXYgM6qgSD%2FJT9d9pXYYFQSqqGUmffHlC8P9CSGXRsdMKfFPibuT70ILs8sx5aKgByH1vyfh5cC2fQOx0d%2B96ZkS%2BEIfZwH3ZvKfTPTwVRifh1xn%2BWE3t1Z%2BOgc4oL%2BUHg%2BnZVL6%2FiXZuZSVpGP8nIw%2BbdtciwFCpb7Nbbe82C5jbmGXDi4QgxPbcbE2gEDXJgoIi6iTl96yHbUCdT39zzXOcCUOiF5Jf5NSfY2KnQAys0XGe%2BiG68rNdmEhnDupLiL370jytquut2ODIFktdzN6V%2Fp1fZJLm%2B558wUfqBiJCbCH0CLfbHx3lkZO2AybNbX2qcdo2nBrV22JKl2oanmYUWPcJGr%2F2woHQVkb6OBU6MpVdBl50aBcDSM5IelMU3XURrZXly4UjhEmJv2VaSxCiUMfath7T2DRC7TfKfufmNWFB1NMF6rF7k1sbSQULWiHriHmbh7no%2F6EhehyVKDgSF00sUYYhI1997iopW3HC906fSvBcfch285frlq2xzvTU6YneCsSW2dsU%2F5%2BMngGSSTGxizEAE9LyeCr3TRQFaSbK%2F1JUtt%2BaDoIPaCLc%3D,NA,NA,NA,NA,NA,#794748438,Philips,OneBlade,OneBlade,NA,NA,NA,NA,NA,NA
60, Philips One Blade Afeitadora Recortadora Qp2510 Oneblade ,1199,NA,92,21,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,18,https://perfil.mercadolibre.com.ar/LUICO+HOGAR,https://articulo.mercadolibre.com.ar/MLA-624061468-afeitadora-gama-corta-patilla-inalambrica-gsh-sport-luico-_JM,13,4,0,0,1,#624061468,GA.MA,GSH Sport,GSH Sport,NA,A batería,3 Cuchillas de Acero,NA,NA,0.144 kg
61, Philips Oneblade Repuesto Qp210 Hoj Afe ,1099,NA,91,16,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784833769-philips-one-blade-afeitadora-recortadora-qp2510-oneblade-_JM,1,1,0,0,0,#784833769,Philips,QP2510,OneBlade,NA,Batería,Planos,NA,NA,NA
62, Cortabarba Philips Mg7730/15 ,3499,NA,273,10,12 cuotas,NA,NA,Retiro gratis en local de Garbarino,NA,NA,5,1,https://perfil.mercadolibre.com.ar/GARBARINO?brandId=738,https://articulo.mercadolibre.com.ar/MLA-707652259-cortabarba-philips-mg773015-_JM,1,0,0,0,0,#707652259,Philips,MG7730/15,NA,MG7730/15,NA,NA,NA,NA,NA
63, Afeitadora Philips S5070/02 + Recortador 3160 Nariz Orejas ,4799,NA,129,14,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,208,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-733418375-afeitadora-philips-s507002-recortador-3160-nariz-orejas-_JM,137,55,13,0,3,#733418375,NA,NA,NA,NA,NA,NA,NA,NA,NA
64, Cortabarba Multigroom Philips Mg7715/15 13 En 1 ,2799,NA,241,20,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,17,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734477570-cortabarba-multigroom-philips-mg771515-13-en-1-_JM,8,9,0,0,0,#734477570,Philips,Multigroom,Series 7000,MG7715/15,100v a 240v,Planos,2 hs,NA,NA
65, Afeitadora Gama 855 Inalambrica Cortapatilla Dia Del Padre ,1064,NA,4,6,12 cuotas,NA,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FARMA365,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=JA2RnfNRuAsMD1T3yxYX6i%2FyBI1chTR%2B8cOszwzNv1aK9dgWVkl2LI0%2Fhg7nP6Uv56QHsSqfxlQqSbT449Nfd1OwK%2BsN9GzjS574qDTshHvoVhqQm0XEIv5c18awCqrELeV20vJwYxyltt8POBJeXzwGPnhIROr%2BAXHMMnOuIxLsqrBNbwWVelc7Q2eAS5qv%2Bvss4Z0LMc7uuhjGmsTDybDOvvWHDjMDlRL9Sc7GfMgp8vjwa9Z8bfOYYOezezILk4c8Ekh%2F8Dy%2Bg8EvOvhii3It2v8t73OUhtst9nTsIflgvIpMKuMhzUqN5wWGj%2BRiksbIe0YG3VDeAmT0xY0ozFKoANCIXH0tWGPjfU%2FGIMUNrWO8d2H6gFHZlT3dL5QP7gT0%2BeG3RKGTiYKKUZJvCv1yHxTXFR%2BksYc4KqiRIDKwaAOwHWQ9E6a3qwBbFSMMe2C%2FDbbbcMzeC5sWuRvQVDK0%2BkrXDZfCbBX411FD74aTzLqnnzYi3JcGJwIAjuxu2%2BZQKL8qpl3yEGUbcw5R18H7tpqQhTh9nRAk94iVnu2%2BUUVopMgBexnDhYUwlpbAK1LZzjUIgLlb0%2BDHM0NAr%2FHx7zO8SKIUUU2n%2BCvlJO%2Bs%2BX19GDFCKWjtryhuq%2BPSh%2BSRnGBLDjXWU0%2BRzIPzVvXoCI1Z9ZIHkyu1EY7gO9QF6798eZTuJxphFqm50oDgN5c%2F4eF8K%2F9JiwxdqNCF8T%2BJPcoAHBvQHPbT6PDGSurC19PHo0SMx3rmU7QXZo27rYmjiPietx%2FXkeq6yPWf4HZzvE7Vyj2qedw5h5JVvZgqBFsPSLom%2BHa3Tr%2BaAVqBuGtL6qMCu2Kps0ZQnu94YpPpPz2pG5NxdFDp9JjzaNp6ovyCnn40pTubl1WY6RzH8%2FRNOQpsw0ABtVtN3bOJWW1k6TlQAU8iRP0rJktg2sB8MxnGpaUlTVLsv%2FCRYM%2F%2B2rNPe0rgj8RCdZ5txVaIF7fwBEzh0EAdcm5damuFHCj3gG%2Bb%2F%2Bn0OIQ0jlUdQ62NIB5qwMo%2BYISi6YZ1kg6mUp%2FROxbRmlKXSi8eMZIQnePAyD6Oq%2Bm%2Ficn6l2tyHUU%2BjoiY870l6j1rsUokaXhy8B4hNEKM8Y%2FPoHEV7xEhk0U%2FciibEO9JTM%2FTFftr%2Bn4UEKqs1twcbR5Dgdz1LEVvwBY9u2liusCsZL1rLvHUAU4C%2FbTfu%2Bl17WuF4n74Rii0Sw%2Ful9vBUHhRF%2FMz2aE%2BjG0bf%2BUgqqAcwJ59PnHXdGwgm49vC5KTGiw9lpMbvUb9D3L8S2Bz3EgfoOOAGHwEOobH8dC%2FUxL9B0b9rB5NoLIywnjmyB2kskThy%2B0f7u%2F%2B7shWoGmDvfgqKY%2B7ROZQowMXnf9TnMXd5Jmd%2FF27FKky1ccOQeMN2VayCP%2Ff4l8Jtdp2%2F4LRWG4%2BJJa2aZgl6EpOsjiH%2Bbj5u6e%2B2cyL4HjKEuezR6CPZ1hcf4KtLUVDuSt0JU2k1mHVpkFSqNIZb2Pzg%2FrZMMHKmJhh36jgr0mUu78YUpAJSfTOYVklzq9UFPPJybIHgYfLdWAiyTKnojROFesWhi6McjNfw4m9orev5yg0wCOapwqHBmjEn9nvWYXGXaEHYRWTV4zE%2Bo17V524DK5K49XBmWI%3D,NA,NA,NA,NA,NA,#788831986,GILLETE,NA,NA,NA,NA,NA,NA,NA,NA
66, Cortabarba Multigroom Philips Mg5730/15 Cuerpo Y Rostro ,1012,1125,168,20,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,94,https://perfil.mercadolibre.com.ar/-MILYON-,https://articulo.mercadolibre.com.ar/MLA-670005766-afeitadora-gama-855-inalambrica-cortapatilla-dia-del-padre-_JM,47,33,12,2,0,#670005766,GA.MA Italy,GSH-855,GSH SPORT,NA,Inalámbrica,3 cabezales,50 MINUTOS,NA,NA
67, Gillette Afeitadora Electrica Fusion Proglide Styler 3 En 1 ,2599,NA,61,28,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-779763785-cortabarba-multigroom-philips-mg573015-cuerpo-y-rostro-_JM,NA,NA,NA,NA,NA,#779763785,Philips,MG5730/15,Series 5000,NA,220v,Planos,NA,NA,NA
68, Afeitadora Philips Multigroom 10 En 1 Mg5730/15 Water Retiro ,2199,NA,80,130,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,11,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-777861630-afeitadora-philips-multigroom-10-en-1-mg573015-water-retiro-_JM,8,2,1,0,0,#777861630,Philips,MG5730/15,Multigroom series 5000,NA,Batería recargable a 220v,Planos,NA,NA,NA
69, Afeitadora Recargable Pr1335 + Detallador Mb06 ,2699,2999,68,32,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-789223613-afeitadora-recargable-pr1335-detallador-mb06-_JM,5,1,0,1,0,#789223613,Remington,PR1335,CUIDADO PERSONAL,NA,Eléctrica,Giratorios,NA,NA,NA
70, Cortabarba Philips Oneblade Qp2521/10 ,1499,NA,121,56,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.6,134,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-722521048-cortabarba-philips-oneblade-qp252110-_JM,98,29,1,3,3,#722521048,Philips,QP2521/10,OneBlade,QP2521/10,NA,NA,45 minutos,NA,NA
71, Máquina Afeitadora Profesional Finale Wahl ,1799,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=jjQbw%2F87RQ6byCBPAC0vRnnlD5JHwzJXfP5TLZlmGg8Z3UBiqaBkZ4YS8BdM%2BbExwqtpg2p32LNv%2B1YVcWeKegEjaoj%2B9D2iMlfau2k0%2FjD04pIaqKsEUVCuuk9mzBjQuqb0LAePz7AJcS3ZPJ5o8kk1P07o02bRbo5FOSTgDN4CMUDKmNiD7tQo3a452XwVS%2FAb%2FbpclfSKpNDKNNwZ12kvKBiqiSv3jTDq6TV%2BE470IqPGeb36Vx8%2Fxc27KcL4%2B7UCXQs5RaJTaHDYgiDL0ZqwXEyATbOZWBY64OgXk5IPux%2BO1gNZIsT1k8cujE7kPluL%2BbpTxuYPN6mVD9bdhN8XKRrJwMslabu8jrU%2FKH44eRG103i%2FZyXSyc4KCfaZ6y2hnP3vaW2UcrzGRK8zWo%2BTdcnB%2BEookXEIjvVr6prrxBwcRujIW7FLHtL%2FpzlMSEvNkwN4kU0%2Fm%2FFuit8DMeACC%2F2zcSDkoi%2F0kF8OfIlCegVamONlTwA58W4kedKemffhamk2ptGNcAnS%2FJv%2BiFLdnC77xRiWCD2SAUKN7OU%2FQ%2FoJ4Fj5Y2jx950XRLrXjYaZDUVXzeS6PHMmf6vlX2J%2FVkShXnUGaNPcRALut8WohHVtvqFNXeghaKouRFgnOxmutZ3zGZqBs59kWjHCZEMjUlw29JI8IvabwpyQkkam92Rui%2BHjawYOvHU8%2BlA2jzrkvCYC2VY9aiB2Cft6sqa%2B0o6U%2F8xfHWkIax%2FI8PBsL4VGZeUCFLC5I1aAOB%2BDqZ%2BP4Pc%2B52SU%2F0F6jvBNX%2B8OmZMDxxkrLHK6XpF5%2BX7fQd2sx9sz7FCzFcKgwIxZGe2WrxyTkZ1WwkI3yxrpkG9%2FhlHpfwrtH0WhSY5SZ8GkYbJIKdfBMwSA5GeKLafgtl2ZI2dtx%2BX%2FgVGUpKQ%2B8WziST1GxRTZTa1e0cS9gdTyFDwGMhwFPnIbLhBSSDjTpma9YOEcp4VwKU9op0%2BSvkGrIEISHEYa61H8wJuljQdBGM8T8RQxUj02wg2ztSIoYus8KZm56vecn2wR%2BvyEzG7z0xKi8ZEUjAc%2FRPUNT%2FF7UhSusspmvTBlV5RvEuQWJCSrlBEl7VU58JRpD%2BCFIFIFNhz50CUkR4PjS6o8bLUckkuTz4JBRZ59NY7jBHSc%2FSpawucXBAcBHxavA9%2BE9zQNi635oe9Prjzw6wxzMkBSZpMNkES3VufpvaNxr5auvweYwga8gK8eBmch7s7J7FWxOGlU%2BrzAo%2BaFwgU5fBiWWRiTN8Kg0AbrBOJqqVaHA%2Bo41xb3khEdR5%2BFDFQEMrKRMVENAs7MOll7Jh%2BK%2FEg0PM1wGkLqJ2vCOoCx7cDK1WVKmjVc9CCZIwuHQXyUPV9FIjMPxhDU69tKMfSB2%2Fd6fcQ5sOy7m8FmZWqT2RErisG7%2BzQkEO2NT49sxXpxEfcDUhzZa0z0eA8vRa2wcbMbcf89MVMLSj0c10jbksK0%2BMEgHlmcInZWqJus227Sa6oIRpgJpvaTdA%2Fik9aGQszDAbD4gUIojgpow4mMcQszPv5InlxJeiytTy1u41ac%2FQDhO28n4xHQpO6PpXvL7AUwnAG7DDx6gRhVXZ9CXA%3D%3D,NA,NA,NA,NA,NA,#794748457,NA,NA,NA,NA,NA,NA,NA,NA,NA
72, Cortabarba Multigroom Philips Mg3730/15 ,5551,NA,136,18,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,43,https://perfil.mercadolibre.com.ar/CENTRAL-DE-BELLEZA,https://articulo.mercadolibre.com.ar/MLA-710209175-maquina-afeitadora-profesional-finale-wahl-_JM,26,11,4,1,1,#710209175,Wahl,Finale,Profesiona,NA,220V RECARGABLE,NA,50,1,NA
73, Philips Aquatouch S1030 Maq Afe ,1999,NA,308,120,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,39,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-685329933-cortabarba-multigroom-philips-mg373015-_JM,29,9,1,0,0,#685329933,Philips,MG3730/15,Series 3000,MG3730,220v,NA,60,NA,NA
74, Afeitadora Electrica Maquina De Afeitar Recargable Winco 812 ,1149,NA,81,934,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/WINCO+STORE?brandId=1592,https://articulo.mercadolibre.com.ar/MLA-758088409-afeitadora-electrica-maquina-de-afeitar-recargable-winco-812-_JM,13,5,3,0,2,#758088409,Winco,W-812,NA,NA,Batería y corriente directa,Giratorios,NA,NA,NA
75, Maquina Afeitar Electrica Philips S1100 Closecut Cabezales ,3279,NA,168,831,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,13,https://perfil.mercadolibre.com.ar/MEIMPORTOEMPRESA,https://articulo.mercadolibre.com.ar/MLA-626816972-maquina-afeitar-electrica-philips-s1100-closecut-cabezales-_JM,6,4,0,3,0,#626816972,Philips,1000@,Series 1000,S1100/02,NA,NA,Ilimitado,NA,NA
