search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Línea,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Cantidad de cabezales,Peso
1757, Philips Oneblade Repuesto Qp210 Hoj Afe ,599,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=w%2B%2BIt0mQBrWmpjz8xgCvSVxuBgP6F8E9MzAFnT%2FMxrgHUzfojj8gtXQa5bv%2BJ1W40Ku5cQ%2FyAZh97oFyX6ColWlZMzzq76p2EcQ0H0XJLZfcbdXCjCPWf11OZxPc08OM%2BGnR1dksjALA3y9iYh0ngC5Xhovkc7IYFj8C7%2F%2Fqy032e7mlT3wBnJT2Dd%2B9EX944Wz6snoGuIHOMhpsXzsGbVcJ8SKKKZofDuR3oK5oLMCvPTJWv8SglxYQH0Yel8vRSD4b3hGKEtjVc9albA38xwI5rXthIUbhRVfD4b5pXVEk2c3HMTXze6MOLsBJTqw51qNBiPYs5GOB7q1WHy6i71G2utshX9D5C28XlOSiY3cXPswtAGZBkd3PifNte3Hqf0nUv7RtL8k2OZR2actFtEaY2ckCGPnS80dBTnST0ulg6iV6mx82vf0pZxgWlDsbCd3nT5IQhEc0JrujwOB7BTz4qezDhs306bvdMuJvqSblpDLDjbyTKcGPqmdHfJSd8JDCNH0UnoVhArADh6kxrBUOWP09CLo5Qn6rUg%2B0EVzAz8G4bpZAPuQfGB5QJABculLoCby%2FwrCj9QbahNNGXK7XMhkrC61h7Pcsfg5OpUpWKLKc%2FDPj60XD1Lcml%2B5tjAswo8P%2BfBtvI2Vh%2FDOqphZqihODeJJSpYmaXlsTrSzw0zNqXqX7ThE4PoBk5VV5TVmIpG82kxa%2FVGZ2vLwvx9zusiPSh%2FQ0Zhi%2FDlCfgVYoBHjW129EWvRP9k9olAYTQbOKOQbEm3movlZewBzk8EbofPny%2FQPjXhGoFClzZAqFAmCY%2FAegYbCOdiOgOQqSUX5Rwao6UCzZ2kLdCZooYXFWpqiiKUZlE4m2snhm3tWcT3asjFskFWToR%2FnKi1FF%2FYMDsMNsH5Zxjo6lRNScIdz9alGVlbcZWytQBjh8Z0fEoiCXfCc2bEAfwIl%2FxrYHaVlV%2B4%2BGyTaBvuSZwdHYnmSPGQwVOAPDPh6LxQZ4gWjMpM1L3xBnuez8%2BP%2B880mM73TzMsrjDbvyQBt43UvTlgsgNlmXTIwfdZPcdkfC4GqV%2BeNhE3l%2Bo4k0eUj2bmhg57Wyz80KAJvoRf6CqPaIiwXa%2F%2F%2F2qWVFRQB0WVU4xagnicNIEgrv2et2BThX7Rmra5E5MUhMqVQRB8LZnTZRXKhrKzOlWcC1gW7lfXKedeNmaCIjrXPX5VutHlwLRkjNNUSX8ebLc3F26SkIBJga4N7KuntnkgcE2uPslxxQcBJxxnnpTnx%2BoY0KdC9hIC9e%2FApVfPcguxlfxf0CbGySQqj26JRZvpK%2FTft%2Fm9wcMVhlCxUtam2AkC8LS3K52cocLo5kJhGCFwNSkpV3Gv9zPjrd0LAWpn42PFt5E9MK7BLCD37chiaPukrqjO5gj7CFAoF6oBn%2FCtKmiN4Cg24S%2BXtXqmNLUhf6Z5i18JZuOyo7vxEl28Rh5LN01crsFrAq9gJdiDZh0rT8kNRcVRmVt1JGcM7at37tq9gDhYk5gmdjj8kujOF4OOA4y%2F7zwGSzdHKT13P6G8ECyFqiba0JwC8g9VxRCpOMc5IAwADgJiCae0f58lWKRNWsMU5e5LNFCG9YgrXxGDLPsTE%3D,NA,NA,NA,NA,NA,#794748438,Philips,OneBlade,OneBlade,NA,NA,NA,NA,NA,NA
1758, Afeitadora Braun Multi Groomer Recargable Mg5050 Lavable ,3499,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/CLIMAX+TIENDAONLINE,https://articulo.mercadolibre.com.ar/MLA-790863636-afeitadora-braun-multi-groomer-recargable-mg5050-lavable-_JM,10,2,1,0,0,#790863636,Braun,MG5050,Multi Groomer,NA,Corriente directa,Planos,NA,NA,NA
1759, Afeitadora Recortador De Barba Philips One Blade Qp2510. ,1235,NA,0,99,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIA+ALFA,https://articulo.mercadolibre.com.ar/MLA-800985261-afeitadora-recortador-de-barba-philips-one-blade-qp2510-_JM,NA,NA,NA,NA,NA,#800985261,Philips,OneBlade QP2510,OneBlade,NA,220V,Flexibles,NA,NA,NA
1760, Maquina Afeitadora Y Estilizadora Eléctrica Philips ,4993,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-739432620-maquina-afeitadora-y-estilizadora-electrica-philips-_JM,NA,NA,NA,NA,NA,#739432620,Philips,SW175/81,NA,NA,NA,NA,NA,NA,NA
1761, Afeitadora Recargable Depiladora Eléctrica Herramienta De El ,1093,1412,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/METROAR,https://articulo.mercadolibre.com.ar/MLA-787648712-afeitadora-recargable-depiladora-electrica-herramienta-de-el-_JM,NA,NA,NA,NA,NA,#787648712,NA,RF-701,NA,NA,NA,NA,NA,NA,NA
1762, Afeitadora Corporal Philips Bodygroom Bg1024/10 Resist Agua ,1599,NA,0,39,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,116,https://perfil.mercadolibre.com.ar/TC+SHOP,https://articulo.mercadolibre.com.ar/MLA-638001261-afeitadora-corporal-philips-bodygroom-bg102410-resist-agua-_JM,69,32,8,4,3,#638001261,Philips,Bodygroom,Series 1000,BG1024/10,NA,Flexibles,2 s,2,NA
1763, Gillette Afeitadora Electrica Fusion Proglide Styler 3 En 1 ,1064,NA,4,6,12 cuotas,NA,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FARMA365,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=ix0%2BMZapQ2LTrlmQ1AuK99PYbuHwCXjwZrvOcoWB0LNGCtgdnWF9C%2BNCejC3IGMLZy%2FjFfeLhQva%2BGIttXGy2FjUj4iUhLeISP3yiDTx%2FPCr0TQenhoCei5w19DN41hdesgEu8MIWxQO22FEOE3g%2FrQ8fHWtFrRNT4FYdl7gtPKJlbTdC9cC3fehBmfIq%2FcVfTFZ0wmLXSkMN%2FbIb1S3SrnvTL3gvAB1uva%2BMFiW%2Bwex8xm0YCiSuM2wkZ3duZDF3OMew%2Bn1uhQi3pnxoxJYvEqd1edIICa7KYaI0ECG7GLUVI9wJv4cAT5eMJD2ETt%2F3LmgWq2H4zKZH7JVvxwrprDqJ7Ez4fev0a3eyeGM277VWfg%2FY6stKFMoif5D5xn92ys4VVCDBniSdKbhsN6UbG7wMJ3szTU4Obu9O8BX%2B18BkUXMDR4E6BUr1wCBODpO52pn45m5SdDw8euuJeyeV0z0FS4AEUjIuV8O4EVJhN7jYKObEnQw5vkHcJsWxLBFmdZflMFJyb4ilc2%2FtU0FY01YO2HkX0uI9pPnVd45rb5tT3cDQKjYeAE%2FwthLx0ZGWKwO4LexBioBNPFJ7uf36esPjp7U1PPcXRpst%2FGx37Yd4P9PU4e%2FIl6kp3LDXBUiW6HKuGcpmnCA680WKmGFLLKcYtQhLQycpxFEosWjL7XAQ3qkF2D9h1Npa145TgJQEBCv2tZDqY7cKeplVdJAOoUnVGFcO%2FYeqG8x7btAVRy7P4IKfVfX466v%2FrEaL4OaYwubv3FsibVkzsDVa%2F6gmIpL5na3%2FQAAqU50YGgDympY12k7lUX034RJmvjaCvp3Hg3xgfPNjG%2B2oXGNBjIgNH7qYneV2zbYHn0f7NlcOgu7OlP7o6z9YCGq2xNbWDF%2BBYfxeVWSW4Mu895nBLcbNyuAIzw3iOluEjYwthwXguTSFXQLEcZtF%2BUWl54TjW0k2UB%2FBBt27j4z%2F3mFhJoS5rYWXdQdQidYQNUCi%2BeoKfqVVYzcybSLX9Di1LigVh5eq804mfQ6dX6erkOuBBLWAB6AmqV6bP7dfoVSOyVq3iphqP9%2B0MC9A7tmMH%2BnvlirVvhPbynHvd6GTfDiaJzEtK7EhgNiBcqiOOf%2F0sxyDZ6dNhOZgX1n1V7ictNSgvXtmdLoL9F0mRKfZ9BUBoTdyeJALwGRLpdzlHiZIPM1jsLJccsihYI3CkJWfyoOshWSNHScb2jKuJYYmjIfScwE9LQHWci8NMY7PizoAWo%2FoPS%2FEZH1SJ2vkH3kiIsqQ5wRzuLOaMWhbT1CSHdZM2fe7C9HWttECzcGp4rKxguzA63c6QAN4xLZTXuqc%2B2wmG1gBl0AmW%2FeQ%2FQ6jPBFAXoSd%2BaIj5mINEXKm%2FhOCHw7P%2F5Fcgm7xiUs5BC29ITPf5o1npfRsB37nl2EBEDh7FpRhm8v0xOeG%2F1lYUIXPyoKaBsInk8ps6qQo1FIyIxpeo1WpQ5Vpa9iBa3mIbhdsHP5NFjTzYUwbrbKfxPaLdHpZ1b3gq32oEQ0HG88Ih5P8R56t5Ps%2Bqm5VeS9fJ%2B2lneNFoaK%2BD0TyitjJKq8a9mTVLwRMUdRgK3jKa7jyN5q4n%2BwX6Jujhdgf%2BFmPEcdWz%2B8LCHV%2FCRx%2Fr50%2BfyLIWgId0Q%3D,NA,NA,NA,NA,NA,#788831986,GILLETE,NA,NA,NA,NA,NA,NA,NA,NA
1764, Afeitadora Philips Aquatouch S5420/02 Eléctrica Recargable ,6099,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,327,https://perfil.mercadolibre.com.ar/ZARINI+HOGAR,https://articulo.mercadolibre.com.ar/MLA-703783772-afeitadora-philips-aquatouch-s542002-electrica-recargable-_JM,217,80,20,6,4,#703783772,Philips,S5420/02,AquaTouch,NA,Batería,Giratorios,45 s,3,800 g
1765, Afeitadora Eléctrica Panasonic Arc5 - Es-lv65-s ,13243,NA,1,3,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-739415327-afeitadora-electrica-panasonic-arc5-es-lv65-s-_JM,NA,NA,NA,NA,NA,#739415327,Panasonic,ES-LV65-S,Arc 5,NA,NA,NA,NA,NA,NA
1766, Afeitadora Gama Con Cuchillas Rotativas ,1399,NA,0,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MEMAR87,https://articulo.mercadolibre.com.ar/MLA-780265431-afeitadora-gama-con-cuchillas-rotativas-_JM,NA,NA,NA,NA,NA,#780265431,Gama,GSH 895,Professional,NA,Batería,Giratorios,45min contunuos,NA,NA
1767, Min Afeitadora Eléctrica Xiaomi De Larga Duración Rasura ,1204,NA,0,999,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FAGESIWEIAR,https://articulo.mercadolibre.com.ar/MLA-784937765-min-afeitadora-electrica-xiaomi-de-larga-duracion-rasura-_JM,NA,NA,NA,NA,NA,#784937765,Xiaomi,NA,NA,NA,NA,NA,NA,NA,NA
1768, Afeitadora Gsh 950 Gama Italy - Ga.ma ,4735,NA,0,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MARIAEMILIA_ML,https://articulo.mercadolibre.com.ar/MLA-790943139-afeitadora-gsh-950-gama-italy-gama-_JM,NA,NA,NA,NA,NA,#790943139,GA.MA Italy,AFEITADORA GSH 950,AFEITADORA GSH 950,NA,Corriente directa,Ergónomicos,70 s,3,164 g
1769, Philips Aquatouch S1030 Maq Afe ,1799,NA,0,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SANTA-ANA+FARMA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=tDV9YwUjmgY7F3CGHJaNhoGjdKk4tBbr7iYFPj0uSwGJdrOApYKp1P87rCnFXVahnWMW3NXCvWNf0sBPLaB1rUIfNoxbtdkULvhW7L5M%2F4NJ4dfvxEN3VKuNZBY4o%2BwZOgxMuuqdBs1rTR8wW%2FIeYQMv16tkqEo2uF%2BiPNwBVo1VM3FYg3NvNrjofr5W6Ka8bMNayqg%2FOdE0ID8kR2vkD6k1jSylDhBHWmkUufMsLSeeevOUIKKrWGhjAhGcXnf%2F8CJjZZmLgtCzqd4sTJs5mip%2BkVP3nxaA0V1I2qr54M2f%2FZEH467inSND%2BO5d1JsbokKxaIdrvhAdY4kuWJT%2BCve%2Ft%2Fi9gHOuZfCtC%2FzH2dvu%2FADQj%2BiaAMw%2BMptX3XJ3AhwJBWk0gsgnj%2FT%2F9GAvgazH4aDTujE%2FSRLsSJNm2TloQOT1ldHZ%2FUhIbTByG%2BqqdUXvNpQZHCxM6fNpywrLMxHXWmYTVLObNSdT02xek2HIxP2ZxaTaIMA7NAx02eKURqSCuKynQagR0GbkqCDbU%2BKrEJdNVKcdEO2GIAdDIVUFChub0zSzGqHC%2BgYIxD8lL%2FrX3RHCrlcem52KmcUsUSwTkZR9xvuRomY4vMUmJGGZCeK9YV4MWxt7u5KVOTz3ONzQkkDN52n0IqG%2Bov8t1sdmDTj64OnBvdWAz5w%2BOTiIGMMJyKH9v4Vz%2FmgQlFYLx4G0pBe6DaUTsomuXNeK%2FE66JDxPfHag7SX49pGHS9V1iMR5nxamOWOoGdxPZuL%2Fbi0mMRQrSprVD2lsO8UspbjXe7rD2p8vee6EWv2aHIzcA4SESBDLEXE2Gakpfp%2FjZBRuD4cJlbXiuo7ZkPMAYtKJdivU%2Fk9Msv%2BpDfSCjuhLlTzbo6%2B8%2BjcnM6qjCuDwmRF0ZEO4heQMlH0j7HS9HYVrweulhr65agraZLB2mF2swOy7llP60OMwR3d2CNDYgjfZtFzTUEs2sQQ4R1Q5BIkvniUSZiSoozkzPxESK1K53IW2FwXLBRt%2FuxfI2mE9Lp3VHZqzqN7ZyDt64AuNJa7LJ%2FGDeY1g2qN0RQXjyWzQeD29BxiVm8DwJogZ99nynw1fZvuskTcumdZ7S5Qtq7kYyyMa4zK5ILRVKCV951IKcaQ0R3InFkNqVBIhZP9zmB11fE%2FIMPedc8yNTRMkpcl519O4FCsoWHsFQG1Z27Sl%2Bif0QGFEELEeDHtPBXRsnlscgfwdOXnR7Ea0EQfGBbfyieCIyFOzbBWg0LDIfm4qblojFSZ55dmSsxiS5nwDPi1QzDw5%2FubOZ7KXKuHL5ToJKba%2BFx7JXwdK%2BkXKES5yVSvLmIhLKIgkhUjo45J6faR%2FuOXEgH4%2BCuUpwdFZ3U9YPRasOmlj2Ib01hc4pjgZ64%2FeectfEeuBldDwP%2FAYlAFFJErIwyWti73hupR4uLZO1ALWStr8ow%2Bk1oGBM%2FcOWPwwkBp067e8EOq2BShsoJa9z3VzWThlSEtyfGIfL5VLJRRZq2uUyFJhQGBOs45%2F%2Bb4nSAIh16wFHVFcc9MjDXjxuhELh%2FSJ0af829m4Vf0XyBcdKV1IlgbeX1gH2svCv2NYhkassqjWKFluizZYB1b9KQ%3D%3D,NA,NA,NA,NA,NA,#794748457,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770, Rastrillo Afeitador Corporal Electrico Para Espalda Hombres ,867,NA,0,6,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BEIJIAYUEAR,https://articulo.mercadolibre.com.ar/MLA-780291830-rastrillo-afeitador-corporal-electrico-para-espalda-hombres-_JM,NA,NA,NA,NA,NA,#780291830,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771, Braun Series 1-150s Máquina De Afeitar De Los Hombres 1 Con ,7368,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,5,1,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694636295-braun-series-1-150s-maquina-de-afeitar-de-los-hombres-1-con-_JM,1,0,0,0,0,#694636295,Braun,150,Series 1,NA,NA,NA,NA,NA,NA
1772, Afeitadora Winco Electrica Recargable Corta Patillas 8hs ,1400,NA,0,30,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/VENTAS_TECNOCENTER,https://articulo.mercadolibre.com.ar/MLA-721451761-afeitadora-winco-electrica-recargable-corta-patillas-8hs-_JM,13,5,3,0,2,#721451761,Winco,W-812,winco,NA,220v,1 Universal,8hs,NA,NA
1773, Philips Afeitadora S-1520/02 ,3218,NA,0,31,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,50,https://perfil.mercadolibre.com.ar/PEROZZI_E_HIJO,https://articulo.mercadolibre.com.ar/MLA-770064473-philips-afeitadora-s-152002-_JM,37,9,3,0,1,#770064473,Philips,S1520/02,Series 1000,S1520/02,NA,NA,45 M,NA,NA
1774, Afeitadora Inalambrica Philips S1310/02 Uso En Seco ,3499,NA,0,25,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,54,https://perfil.mercadolibre.com.ar/24STORE,https://articulo.mercadolibre.com.ar/MLA-776768087-afeitadora-inalambrica-philips-s131002-uso-en-seco-_JM,32,16,5,1,0,#776768087,Philips,S1310/02,Shaver Series,NA,Batería,NA,35 m,NA,2 kg
1775, Ducati Imetec Corta Barba Gk808 Circuit Titanio 12 En 1 ,2899,NA,NA,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PARDO.?brandId=306,https://articulo.mercadolibre.com.ar/MLA-791963403-ducati-imetec-corta-barba-gk808-circuit-titanio-12-en-1-_JM,NA,NA,NA,NA,NA,#791963403,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776, Depiladora Y Rasurador Corporal Piernas Axila Bikini 3 En 1 ,2019,NA,0,50,12 cuotas,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/TIENDAMS-ONLINE,https://articulo.mercadolibre.com.ar/MLA-792607718-depiladora-y-rasurador-corporal-piernas-axila-bikini-3-en-1-_JM,NA,NA,NA,NA,NA,#792607718,Surker,Depiladora electrica / recargable,NA,NA,NA,NA,NA,NA,NA
1777, Afeitadora Gama Gsh Master Inalambrica Ci:2826 ,1363,NA,0,24,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ML-ELECTROSUR,https://articulo.mercadolibre.com.ar/MLA-782873609-afeitadora-gama-gsh-master-inalambrica-ci2826-_JM,NA,NA,NA,NA,NA,#782873609,Gama,MASTER,GSH,NA,220,Giratorios,NA,NA,1 kg
1778, Icoco Mini Eléctrico Pelusa Paño Píldora Hilas Remover La ,456,NA,0,28,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785070059-icoco-mini-electrico-pelusa-pano-pildora-hilas-remover-la-_JM,NA,NA,NA,NA,NA,#785070059,AGENT-WALKERS,Fancy,NA,NA,NA,NA,NA,NA,NA
1779, Afeitadora Philips Hq6906 Uso Con Cable ,4290,NA,21,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GROUUP,https://articulo.mercadolibre.com.ar/MLA-618048815-afeitadora-philips-hq6906-uso-con-cable-_JM,NA,NA,NA,NA,NA,#618048815,Philips,Shaver,Series 3000,HQ6906/16,NA,NA,NA,NA,NA
1780, Afeitadora Philips S7310 Recargable Ideal Pieles Sensibles ,6999,NA,0,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,25,https://perfil.mercadolibre.com.ar/TIENDA+FARAONE,https://articulo.mercadolibre.com.ar/MLA-633617082-afeitadora-philips-s7310-recargable-ideal-pieles-sensibles-_JM,14,7,2,1,1,#633617082,Philips,S7310,Series 7000,S7310/12,Batería,Flexibles,50 m,3,NA
1781, Afeitadora Gama Gsh885 Recargable Inalambrica Corta Patilla ,1744,NA,16,1,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,284,https://perfil.mercadolibre.com.ar/MULTIRRUBRO,https://articulo.mercadolibre.com.ar/MLA-643235760-afeitadora-gama-gsh885-recargable-inalambrica-corta-patilla-_JM,167,81,22,2,12,#643235760,GA.MA Italy,GSH 885,GSH885,GSH885/15,Batería,Pivotantes,NA,NA,0.37 kg
1782, Philco Ae5300pn Afeitadora Electrica Resistente Agua Bateria ,1749,NA,0,12,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/TELRIV,https://articulo.mercadolibre.com.ar/MLA-735042618-philco-ae5300pn-afeitadora-electrica-resistente-agua-bateria-_JM,1,0,0,0,0,#735042618,Philco,AE5300PN,AFEITADORAS,NA,Batería,Giratorios,40 minutos,NA,NA
1783, Afeitadora Eléctrica Braun Series 5 - 5030s ,11911,NA,0,3,6 cuotas sin interés,NA,NA,NA,NA,NA,4.8,33,https://perfil.mercadolibre.com.ar/SIMAROAR,https://articulo.mercadolibre.com.ar/MLA-739415580-afeitadora-electrica-braun-series-5-5030s-_JM,27,4,2,0,0,#739415580,Braun,6905587071,NA,NA,NA,NA,NA,NA,NA
1784, Cortabarba Multigroom Philips Mg5730/15 ,3013,NA,2,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JFSTECH.COM.AR,https://articulo.mercadolibre.com.ar/MLA-741473047-cortabarba-multigroom-philips-mg573015-_JM,NA,NA,NA,NA,NA,#741473047,Philips,MG3730/15,Multigroom series 5000,MG5730/15,NA,NA,60,NA,NA
1785, Afeitadora Remington Xr1330 Recargable Hyperseries + Env ,3597,NA,0,10,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,5,https://perfil.mercadolibre.com.ar/CONFORTSURSA,https://articulo.mercadolibre.com.ar/MLA-747928452-afeitadora-remington-xr1330-recargable-hyperseries-env-_JM,3,2,0,0,0,#747928452,Remington,XR1330,HyperFlex,NA,NA,NA,Hasta 50 minutos,3,NA
1786, Depiladora Corporal Femenina 3 En 1 Depila Rasura Y Pulidora ,2010,NA,0,5,12 cuotas,NA,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.com.ar/TIENDAMS-ONLINE,https://articulo.mercadolibre.com.ar/MLA-768762078-depiladora-corporal-femenina-3-en-1-depila-rasura-y-pulidora-_JM,3,0,0,0,0,#768762078,Boxili,Depiladora electrica / recargable,NA,NA,NA,NA,NA,NA,NA
1787, Afeitadora Philips S1520/02 Recargable Cortapatilla ,4399,NA,0,NA,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,50,https://perfil.mercadolibre.com.ar/365+STORE,https://articulo.mercadolibre.com.ar/MLA-776783735-afeitadora-philips-s152002-recargable-cortapatilla-_JM,37,9,3,0,1,#776783735,Philips,Shaver,Shaver Series,S1520/02,Batería,NA,45 M,NA,NA
1788, Afeitadora Electrica Philips Pq222 Inalambrica ,1200,NA,0,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/COMERCIALCAYRA,https://articulo.mercadolibre.com.ar/MLA-783890679-afeitadora-electrica-philips-pq222-inalambrica-_JM,NA,NA,NA,NA,NA,#783890679,Philips,PQ222,Advanced,NA,Batería,Pivotantes,NA,NA,NA
1789, Afeitadora Cortadora Gama Gsh910 Inalambrica Sumergible Agua ,2490,NA,0,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,8,https://perfil.mercadolibre.com.ar/ORTOPEDIA9DEJULIO,https://articulo.mercadolibre.com.ar/MLA-784049510-afeitadora-cortadora-gama-gsh910-inalambrica-sumergible-agua-_JM,4,2,2,0,0,#784049510,GA.MA Italy,GSH 910,GSH910,NA,NA,NA,NA,NA,0.177 kg
1790, Set Hombre : Corta Barba Gel Limpiador Crema Hidratante Cml ,4160,NA,0,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788312781-set-hombre-corta-barba-gel-limpiador-crema-hidratante-cml-_JM,NA,NA,NA,NA,NA,#788312781,GA.MA,GT 555,TRIMMER GT 555,NA,Batería,NA,NA,NA,NA
1791, Combo Remington Afeitadora R0050 + Kit Corte 8 En 1 Pg6020 ,2049,NA,0,24,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,11,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-790898482-combo-remington-afeitadora-r0050-kit-corte-8-en-1-pg6020-_JM,7,3,0,0,1,#790898482,Remington,R0050,Flexible,NA,220,Flexibles,NA,3,NA
1792, Afeitadora Recargable Winco-812 Zona Sur ,1099,NA,15,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/TELEARTELECTRO,https://articulo.mercadolibre.com.ar/MLA-624991933-afeitadora-recargable-winco-812-zona-sur-_JM,13,5,3,0,2,#624991933,Winco,W-812,Hombre,NA,Batería,"tres cabezales, tres cabezales",8,NA,NA
1793, Afeitadora Gama Gsh 895 Con Carga Libre De Cable ,2800,NA,0,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CRISTYTRAID,https://articulo.mercadolibre.com.ar/MLA-708380006-afeitadora-gama-gsh-895-con-carga-libre-de-cable-_JM,NA,NA,NA,NA,NA,#708380006,GA.MA Italy,GSH 895,Italy,NA,Batería,Giratorios,45 MINUTOS,NA,NA
1794, Andis Profoil Lithium Titanium Foil Shaver Afeitadora ,6890,NA,0,15,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,43,https://perfil.mercadolibre.com.ar/ESHOPPELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-766875128-andis-profoil-lithium-titanium-foil-shaver-afeitadora-_JM,37,6,0,0,0,#766875128,Andis,Profoil Lithium Titanium,Barber,TS-1,220v,Pivotantes,80 min,NA,NA
