search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Tipo de fechamento,Certificados de segurança,Usos recomendados,Posições da ventilação
438, Capacete Moto Fechado Protork R8 Viseira Irridium Camaleão ,120,NA,3,59,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/MOTOLOPES.COM.BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=GvSt5AgXziUU37eblRtWY9yLF%2F%2BfnwLxsKsVoy5k5aPETGf8K3e%2Fk5ztd2DShn5Eaw2idupNuqHe3EUIU1wZg5U4uZqOMVzv%2FF%2FPmM9bQHVS98mtwIMOotA46FJA4IzIepiRjjWDmR2k%2BXiuGO8iXpTLJSp5Ncmw4h3bWMSKjolwN6aK%2Bp73gmOH2Ijq40YFeQW42jg09yk%2BYX1oPDhxUCyhlSI%2BPwLVvN0nFJEhP%2BeKTtIxI5YhIN3hmnYTjNamNElPFrH1iHbGt5SRYxKm7UnPTZ0qKjsQ5yXv3EdQOmnFWdhq9VnUQdP1fAjTZy4NB%2F5mNQ72ocI1FcYSaKoCRqa%2BW7wYQJXvCLjaCEAJp%2Bfb1c7lWdIwzH7vu8dVYjTsjarPsRMTgyAhETDU%2FVSLvnUOdJuyphBIh9CCdUkEL1%2BgdvTBofPPhWBwysm3fUxi6trxSlRnBEyp5Fi5%2BjnUsAexSNz3M1SCkNXWYuLQLN39gqhfFShpqOUKCk4%2BLPSfqRQ%2BETab23h4iMYM44OSV8b%2FeJPJeDZuz15E8RNXslEe%2BMX51xE96y%2F143JrziEvQM25kYtfFrKRbIaUCVeNGzuxRG9alzXM3zVkeKwXSVxJmrIcGng5H7fsuYl69FDjRAqGX6lioIoUiengHhNs3IdUYNVXS7TKq08mrKfAZS%2Fi177LzFqUfU1rtVHMjONTSXMBx%2B7S7%2F5Az8GqrykKIHr5pMrYa9ZowD6SmrytpS1vDoSA%2F%2B8D4memhn8KToXi0X%2Ftcv1SKPuItv0%2BDyflfzvwkauCdBaYpCZz8PZvZuVf3GaljLVS2oWOpEKRkh5%2FwSgEM3csrEV0xxmptAGOjCEPFcsojZUV0rvEjK0ls4oxoWdg8vVdX6Fw3XWQGUXQGrG%2BdBvM6CUyRUaBKJ0jmmw6%2FNIMTC1F3AyajPcKMsrvnOXsJuG%2FHU%2F8QSt8DcdC2i%2BW1UDLSS5ui0qfB34sFqYul2PEs03bfdHM8Tbuj8%2FupONivHcOgyj2EfsyL9zNjNQlN8RW618trOc8OcvNifoT08UkTORdy%2FpqT6gOlHQspPIPG%2FlGxNgl4FoVIWWC2EzB1FQqLmEEqOdDKu2wZ5GCbw7j%2F2xDtTRJW4zsKQoWXPZqx2mtoVCnwYhnW97wQudl0epz4oPBlX0iqAcWO4E3Z9jh6ZLx6ezi91MxMcBnT%2FXEQeJaq3pyYQUAsstJvOok%2BVwjBYpJnL0e09IiyOtOz%2Bme41tFex7qzcGB3nbj50Q4qjWxxOpNJzbqDAc2basiWlA7tladFy5txUNFGXKopGmcBcnf3J0sN7U6Cnt7tkk92IVWAxthGFYzs1M5Ytq0CAukYsR2VEdRWyr9zNeEaoWLycCldxZBLE%2BTiXljQzCgV%2F%2F3ykPhuBBujuY3j3tQ67dCUPNItxepDEinsg7Y0NVWbAo8SXeaHpAcDA8yg0KZE%2FQDOVCQKoOt04K%2B%2FaK7Uxp9QlXzOCbg7Kt0ggUcg8Cw4URXsn4y1unplYNp7CbfX%2B%2FxS265kvNkhU%2FzncTr4IBDMD0q7HwIC%2F%2BL%2FN4SQ1DRRtSPTLnFQeG5FTskmpx5SkZQyf0Q5vN4zU5HPr%2Bcq08vKt4EOrixT1aLrx2MjR01n5ncFJoV8kpavSgxrtBdB35DoFYTWfmIqyHD1abuJ2vcFSsnay6%2F%2B9omITpYQnE1e6zLfjxDqpdsMEwAODo1mOQQ74gDVnnxMzzV5zVHTuSCLclpaJ%2F%2B4Omu2Y7KrwwvSK3ziONzqP160rF6v4M%2BrfeR8EdzFKXKwzMD5Inb19h7L8rHZRhSrLEc8Gnhu8ANxDxQG0%2FMeClpvmQPyA%2FK5gxLob2fI91ThDGh9RqsUGtVtO%2B8C5C4fp21SKU%2BV1NrXH74RArQ3xJso0FABqfRc5l5Gx8FSxth5Mq58sknX3xU243vdqrPxU2vedZ9u45NAzOQ4tFMP%2F1VOybWRXPB2YC7WW7IgAmHLBOzN6skJvKYHdpKqAfERYpVmvXHOl5s3ZGOZZjwN81P6FMIE2BsG%2BSFsnn7ZVv6csDOZLZe1UA%3D,1497,422,189,70,71,#1290645497,Vermelho,"56,58,60",Pro Tork,NA,R8,Integral,Simple,"espumas de memória para melhor absorção de impacto e conforto, tecidos nylon em pluma anti alérgicos e com alta resistência abrasiva",injetado em polímero abs de alto impacto virgem,Adultos,Micrométrico,Inmetro,Urbano,Superior
439, Capacete Moto Protork New Liberty Four 2 Unidades Kit ,143,NA,98,582,12x,13.76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1559,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-873636664-capacete-moto-protork-new-liberty-four-2-unidades-kit-_JM#position=15&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1044,323,140,31,21,#873636664,Preto/Vermelho,"56,58,60",Pro Tork,NEW LIBERTY FOUR,New Liberty Four,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
440, Capacete Motoqueiro Robocop Escamoteável Articulado Moto ,176,NA,44,7,12x,16.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,9,https://perfil.mercadolivre.com.br/YESSMOTO,https://produto.mercadolivre.com.br/MLB-918369192-capacete-motoqueiro-robocop-escamoteavel-articulado-moto-_JM#position=16&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,4,1,1,1,1,#918369192,Preto,"56,60",Mixs,Gladiator,Classic,Modular,NA,NA,ABS,NA,NA,NA,NA,NA
441, Capacete Moto Tork R8 + Viseira Azul + Rede Elástica+ Touca ,134,NA,15,291,12x,12.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1169408733-capacete-moto-tork-r8-viseira-azul-rede-elastica-touca-_JM#position=17&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1497,422,189,70,71,#1169408733,,"56,58,60",Pro Tork,Capacetes,R8,Integral,Simple,Poliestireno,ABS,NA,Micrométrico,Inmetro,Urbano,Superior
442, Capacete Moto Fechado Protork R8 Integral Vi Azul + Cristal ,146,NA,189,1356,12x,14.05,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147333305-capacete-moto-fechado-protork-r8-integral-vi-azul-cristal-_JM#position=18&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1497,422,189,70,71,#1147333305,"Amarelo,Azul-claro,Azul-escuro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,Adultos,Micrométrico,Inmetro,Urbano,Superior
443, Capacete Aberto New Liberty 3 Moto Motociclista Promoção ,284,NA,13,12,12x,27.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-1142369897-capacete-moto-peels-mirage-techride-verde-militar-aviador-_JM#position=19&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1,1,0,0,0,#1142369897,Verde militar fosco - Preto,"56,58,60,61",Peels,Mirage,Mirage Techride,Integral,Duplo,Resina termoplástica,ABS,Adultos,NA,Inmetro,Urbana,NA
444, Capacete Moto Mixs Mx2 Fokker Carbon X Fundo Fosco Lançamento Lopes ,120,NA,1,19,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,42,https://perfil.mercadolivre.com.br/MOTOLOPES.COM.BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=aEplM%2B4DyWyzX5NcUIvRsveqficNh%2BdraujOQMYEJqjRnH89IThORFpKJ%2FtyOi6wJNdPpvKtcKPPcQV2I90io8SPcWWwpRtCsUAisb7egjt0ZuRPjY38JUG%2FGJSdtZ8pywQjnvf%2BZVh61EHT%2BdhMaq56P%2FmYmXnJc5rHTN21s78VlXw7ueXGkkfsHfVbVd28mI%2B%2BCdU8qiI5Y7uzBC6m9K%2FJUTmGDpoT9e3KdELoySR7j%2BWFQj8b8tDzSRLUOG5RrdSW7J71j7F7MaVLm9%2FyancVHe7hPKADjZNWjkwe5R7JzukvYeWkYW399GzKvgYhjxlyeWofyagW3dXdvUds28rkhWBfPwy4Wq6dh256X2tYZqOnGeY5KNThqKqRVzUM4yIRaLZlyoSpC%2FzqjdOYXz5N4JSKoCBfsQvSR0UC%2BZa34EnN4egmxBd5H7lwHAWzfXWd0hI%2FzFoGF%2BuknYyjADZecoqSZtX9TZuKrnUd5jmMT9G4hdLUX7GJWz19dFYQGzGh%2FUdPTBaUsyIFQQ867Att2q9l9cYLq%2BIydXYB0GmJJO5sMDNiBPQjqDA2D2GwWzrhEGYDlR2QNsfpncNPeR4l1VvLTA3w2Ltss%2BiSln%2BjPKiOOjFREqLO%2F%2FwKdWC4rc7P%2BkCGrjiLuVE%2FWlncjtmhtwvNgcG%2BpVW%2Bev2plaNcIJVGzvTZDrpeRaNVX36RTLgcooX7JIjaJr7LIlvtjqvEN4aDNGgff86Qj070iE%2FI6u8ltd4AmmBDBBvWMTN7%2FxaW%2FHIKepy%2BsyTNQScQxYGmaOp%2BTyh0vthWTAmVloyWtCebWNR81JP%2FoPTQiFg86gDLE4Z2PIEHdmIDv3SIoR65wzbOaFoHtu7O3RxZRcilo89vrh%2Bx7%2FobMxKqYbg9k%2FkoLJm8PDQTT9Db6lYd5MrnqF3Xggg58e4V4Yv5Rdn2SuCL9USY0sEmYttReyh3aBs3WWfuqgiWKtX%2FZsUKBy5UntZt03Al9bv7tGcAJ8PP09vE6%2F9fYjuSm3TLnSbLXKuPveL6QlxvaDwfqAuKySCXhEnsqadXmDD7EMEc69Qg2zFCYE8WPohvG3jkZOBjlGjL0HYhLh7NRHkqSMp0t0rfXyMfxoDVkVoMvlP3kVOv5LlC5dvjdj6S%2FoemTw8cn8t%2FrSwJop3wcF2lFBy6BU2GvrUArjcSa3EJdWcIXt3Y%2F9fuAJcwyiAOuSph5PJfvOyG9FAyLMefPyvyteY2nSCPrP4cFSMMcQaqMxzTWhJli6NVe%2FmJ8NJTE4UW3iEuB6ahEcXBnucQ8qX%2BKjQndgyBFduAIeSYRuQe8yBhVN7%2BjePVXHzb3tR3z3o8%2BBlXGLKl82x2ndt7dJHcagll3ARRfQdsM09ocCUqJg6DSTwzLnINWRNh8MM9K1TQ6zQiIqRbY16mUROkP4apVgAa1pXXj%2Feue1%2F8if1%2Feu%2FCJMlc7LfK8tzixrsnpxA%2BrivKfCfgytDHFTW2tSawH0lL7dxpHyt9dQdWSb8Au6ljVrcXemnIRGmb52hI0U8yvnmrzzCw%2FNCN4ddLAFzewo5aV83UlGXsiXDwREw5%2Fan8HRQuYqVsETa3YnQHyafc%2FcbjjvWhiv4zE%2F9qbsHs7Xto4q0FwQEeNphgcUgyA3KqBlLl0KOMxYvmEw6KTLS3DdoTKmaH3cpkh1%2FB6khPgcnWWf%2FtAVblN84PkBx4VAfC2mv0%2F6BsUx4lQae7oUt6WgFgx49ULhOP1fuJ5mq9nyxtb6icudAfS3JzRyFwN5Xy2%2FFX4wDCdFo2o7J616x4WaWOp6jI8drWIKv0z4Wk6R1Avx6np3BKMHDUHP1JCfBy6VC2oJXsstzxUu%2BqnI1X9Y5REtXVzi4KJRjlUmavXhiQygn54SrCluKAzUqzjR%2B%2FRhG5A9j9rFTxYA0tcCZ9oav%2F%2BtmC1cKCJidul3xUmIxtE2EtXLe7HIWd%2FIBVYuTGHMQ%2Bzpb2m07kPUjVaC71QFJH%2F9wwPqVcSokajF2IrsZwlQQVLTPr3PNAvjTcBlPysLbKDR5qpvr%2BdAprOm8nXRQNzrcuN8yxfLQjkPG7v04W,22,10,4,3,2,#1298045551,,"56,58,60",Pro Tork,Gladiator,Carbon-X,Integral,Simple,forro antialergico,ABS,Adultos,NA,NA,NA,NA
445," Capacete Moto Aberto New Liberty 3 Pro Tork 56,58,60.cores!! ",57,NA,27,281,10x,5.79,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1052,https://perfil.mercadolivre.com.br/CIADAMOTO2,https://produto.mercadolivre.com.br/MLB-1287780490-capacete-aberto-new-liberty-3-moto-motociclista-promoco-_JM#position=21&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,750,206,70,14,12,#1287780490,Preto-brilhante,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto,Simple,Poliestireno,ABS,Adultos,Micrométrico,Inmetro,Urbano,NA
446, Capacete Masculino Sport Moto 788 Vermelho Pro Tork ,59,NA,31,12,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1052,https://perfil.mercadolivre.com.br/HEPA8039495,https://produto.mercadolivre.com.br/MLB-1195767905-capacete-moto-aberto-new-liberty-3-pro-tork-565860cores-_JM#position=22&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,750,206,70,14,12,#1195767905,,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,NA,NA,NA,Micrométrico,Inmetro,Urbano,NA
447, Capacete Masculino/feminino Sport Moto Sm 788 Promoção ,64,NA,30,2738,12x,5.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,822,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1173047680-capacete-masculino-sport-moto-788-vermelho-pro-tork-_JM#position=23&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,495,193,90,24,20,#1173047680,"Vermelho,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Sport Moto,Sport Moto 788,Integral,Simple,Material antialérgico,ABS,Adultos,NA,NA,NA,NA
448, Capacete Moto Escamoteável Articulado Tork V-pro Jet 2*touca ,62,NA,17,91,12x,5.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1584,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1134980597-capacete-masculinofeminino-sport-moto-sm-788-promoco-_JM#position=24&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,982,347,149,57,49,#1134980597,Preto c/vermelho,"56,58,60",Pro Tork,Sport Moto Pro Tork,SM Sport Moto 788,Integral,Simple,NA,ABS,NA,Micrométrico,Inmetro,Urbano,NA
449, Capacete De Moto Robocop Mixs Gladiator Neo Lançamento - Com Design Moderno Em Diversos Tamanho E Cores ,198,NA,NA,500,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,575,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1263210321-capacete-moto-escamoteavel-articulado-tork-v-pro-jet-2touca-_JM#position=25&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,386,116,47,7,19,#1263210321,NA,NA,Pro Tork,Unissex Escamoteavel,V-pro jet 2,Integral,NA,Resina termoplástica,ABS,NA,NA,NA,NA,NA
450, Capacete Pro Tork V Pro Jet Moto Motoqu Escamoteável Robocop ,194,NA,17,16,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/POLOBRISA,https://produto.mercadolivre.com.br/MLB-1264469170-capacete-de-moto-robocop-mixs-gladiator-neo-lancamento-com-design-moderno-em-diversos-tamanho-e-cores-_JM#position=26&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,2,0,1,0,0,#1264469170,,"56,58,60,62",Mixs,Gladiator,Gladiator,Cross,Simple,Poliestireno,ABS,Adultos,NA,NA,NA,NA
451, Capacete Peels Icon Wonder Cinza/azul Com Óculos Solar Moto ,149,NA,82,6,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,575,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-914558263-capacete-pro-tork-v-pro-jet-moto-motoqu-escamoteavel-robocop-_JM#position=27&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,386,116,47,7,19,#914558263,,"58,60,62",Pro Tork,V-Pro,V-Pro Jet,Escamoteável,NA,NA,ABS,NA,NA,NA,NA,NA
452, Capacete Moto New Atomic Aberto Pro Tork Promoção!!! ,337,NA,19,2981,12x,28.14,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,57,https://perfil.mercadolivre.com.br/VENDAS+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1171345880-capacete-peels-icon-wonder-cinzaazul-com-oculos-solar-moto-_JM#position=28&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,41,14,1,1,0,#1171345880,Cinza/Azul,"56,58,60",Peels,Icon,Icon Wonder,Integral,Duplo,abs,ABS,Adultos,NA,NA,NA,NA
453, Capacete Moto Feminino Pro Tork Preto Fosco Rosa ,173,NA,15,50,12x,16.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,443,https://perfil.mercadolivre.com.br/ROYAL+GOLDSHOP,https://produto.mercadolivre.com.br/MLB-1225478394-capacete-moto-new-atomic-aberto-pro-tork-promoco-_JM#position=29&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,317,81,28,10,7,#1225478394,Preto-fosco,56,Pro Tork,NA,New Atomic,Aberto,NA,NA,Policarbonato,NA,NA,NA,NA,NA
454, Capacete Moto P/ Trilha C/ Oculos Cross Jett Factory Edition ,139,NA,127,155,12x,13.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,146,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-999846958-capacete-moto-feminino-pro-tork-preto-fosco-rosa-_JM#position=30&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,109,23,8,1,5,#999846958,Rosa Racing,"56,58,60",Pro Tork,Evolution G6,Factory Racing,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
455, Capacete Moto Sm Automatico Pro Tork Motoboy Promoção ,273,NA,10,596,12x,26.19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,11,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1178454490-capacete-moto-p-trilha-c-oculos-cross-jett-factory-edition-_JM#position=31&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,8,3,0,0,0,#1178454490,,"56,58,60",Pro Tork,NA,Th1 Jett Factory Edition Neon,Cross,NA,NA,NA,NA,NA,NA,NA,NA
456, Capacete Moto Aberto New Liberty 3 Three Pro Tork ,58,NA,19,2997,10x,5.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1584,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1179964564-capacete-moto-sm-automatico-pro-tork-motoboy-promoco-_JM#position=32&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,982,347,149,57,49,#1179964564,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,Poliestireno,Policarbonato,Adultos,NA,NA,NA,NA
457, Capacete Moto Fechado Tork Evolution G6 Pro Serie 788 Barato ,57,NA,366,2690,10x,6.48,NA,Envio para todo o país,NA,NA,4.6,1485,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-835853672-capacete-moto-aberto-new-liberty-3-three-pro-tork-_JM#position=33&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1112,254,88,12,19,#835853672,"Azul,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Aberto,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
458, Capacete Sport Moto Feminino Sm Mulher For Girls Protork ,149,NA,64,1481,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,4,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147318019-capacete-moto-fechado-tork-evolution-g6-pro-serie-788-barato-_JM#position=34&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,2,2,0,0,0,#1147318019,"Vermelho,Amarelo,Azul,Cinza-claro,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Evolution,G6 Pro Series,Integral,Simple,"ISOPOR, FORRO",ABS,Adultos,NA,NA,NA,NA
459, Capacete Moto Peels F-21 Us Army Branco Verde Militar ,64,NA,225,1575,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1584,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-945883933-capacete-sport-moto-feminino-sm-mulher-for-girls-protork-_JM#position=35&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,982,347,149,57,49,#945883933,"Branco,Preto,Rosa","56,58,60",Pro Tork,Feminino,sm for girls,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
460, Capacete Moto Fechado Tork Evolution G6 Pro Serie 788 Barato ,249,NA,19,146,12x,20.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,43,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-1113894378-capacete-moto-peels-f-21-us-army-branco-verde-militar-_JM#position=36&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,32,6,5,0,0,#1113894378,Verde Militar Brilhante - Branco,"56,58,60",Peels,US Army,F-21,Integral,Duplo,Revestimento interno em tecido antialérgico removível e lavável,ABS,Adultos,NA,NA,NA,NA
461, Capacete Moto Fechado R8 C/ Viseira Esportiva Espelhada Azul ,144,NA,14,295,12x,13.85,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,98,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1228391272-capacete-moto-fechado-tork-evolution-g6-pro-serie-788-barato-_JM#position=37&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,72,17,8,0,1,#1228391272,"Vermelho,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,G6 Pro Series,Integral,NA,NA,NA,NA,NA,NA,NA,NA
462, Capacete Integral Protork R8 Moto Fechado + Viseira Camaleão ,98,NA,15,108,12x,9.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/BONYNYMOTOPECA,https://produto.mercadolivre.com.br/MLB-1240859745-capacete-moto-fechado-r8-c-viseira-esportiva-espelhada-azul-_JM#position=38&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1497,422,189,70,71,#1240859745,Azul-escuro,"56,58,60",Pro Tork,NA,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA
463, Capacete Moto G6 788 Evolution Factory Edition Pro Tork ,109,NA,19,2994,12x,9.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157056741-capacete-integral-protork-r8-moto-fechado-viseira-camaleo-_JM#position=39&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1497,422,189,70,71,#1157056741,"Azul-claro,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,Micrométrico,Inmetro,Urbano,Superior
464, Capacete Moto Fechado San Marino Masculino/feminino.original ,119,NA,10,11996,12x,9.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRONOVO.COM.BR,https://produto.mercadolivre.com.br/MLB-1232013403-capacete-moto-g6-788-evolution-factory-edition-pro-tork-_JM#position=40&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,NA,NA,NA,NA,NA,#1232013403,,"56,58,60",Pro Tork,NA,G6+,Integral,Simple,EPS,ABS,NA,NA,NA,NA,NA
465, Capacete Moto Azul Automático ,134,NA,39,1,12x,11.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/HEPA8039495,https://produto.mercadolivre.com.br/MLB-1272745122-capacete-moto-fechado-san-marino-masculinofemininooriginal-_JM#position=41&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,2,0,0,0,0,#1272745122,Preto,"56,58,60",Taurus,NA,San Marino,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
466, Capacete Moto Infantil Pro Tork Liberty Raptor 54 ,98,109,14,9,12x,9.45,NA,Envio para todo o país,NA,NA,5,1,https://perfil.mercadolivre.com.br/AUTO+MONSTER?brandId=998,https://produto.mercadolivre.com.br/MLB-1232123039-capacete-moto-azul-automatico-_JM#position=42&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,1,0,0,0,0,#1232123039,Azul,"56,60",FW3,NA,Automatic,Integral,NA,NA,NA,NA,NA,NA,NA,NA
467, Capacete Moto Axxis By Mt Eagle Preto Fosco ,135,NA,164,936,12x,12.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,127,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-812742720-capacete-moto-infantil-pro-tork-liberty-raptor-54-_JM#position=43&type=item&tracking_id=182f1d3b-f40d-4d5c-9c11-4fe52bda6da6,98,22,7,0,0,#812742720,MARRON,54,Pro Tork,Unissex,Liberty,Integral,NA,"ISOPOR, FORRO",ABS,Adultos,NA,NA,NA,NA
