search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Tipo de fechamento,Certificados de segurança,Usos recomendados,Posições da ventilação
1324, Capacete Pro Tork New Liberty Three 3 Moto Motoqueiro Motobo ,68,NA,5,299,12x,6.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1485,https://perfil.mercadolivre.com.br/FORT+EPI,https://produto.mercadolivre.com.br/MLB-1214336594-capacete-pro-tork-new-liberty-three-3-moto-motoqueiro-motobo-_JM#position=5&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1112,254,88,12,19,#1214336594,Preto-fosco,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto,Simple,NA,NA,Adultos,NA,NA,NA,NA
1325, Capacete Moto Robocop Escamoteável Pro Tork V-pro Jet 3 ,209,NA,3,11997,12x,17.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1842,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147317284-capacete-moto-robocop-escamoteavel-pro-tork-v-pro-jet-3-_JM#position=6&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1326,359,100,26,31,#1147317284,"Amarelo,Azul,Azul-claro,Azul-escuro,Laranja,Prateado,Verde,Vermelho","58,60,62",Pro Tork,Capacetes,V-Pro Jet 3,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1326, Capacete Para Moto Axxis Eagle Lady Katrina Preto Fosco ,399,NA,3,1197,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRIFE_DO_CAPACETE,https://produto.mercadolivre.com.br/MLB-1174222145-capacete-para-moto-axxis-eagle-lady-katrina-preto-fosco-_JM#position=7&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1174222145,,"58 - M,60 - G,56 - P",Axxis,NA,Eagle,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1327, Capacete Moto Mixs Mx2 Fokker Carbon X Fundo Fosco Lançamento Lopes ,120,NA,1,19,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,42,https://perfil.mercadolivre.com.br/MOTOLOPES.COM.BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=mxGBD7ijEeyPPmq2ycHVCAVDklfaE8nGg8oZ4cz7cspZ0KYlIOxz1tme0jjswU7KUeaAiXVwyD%2BCdG1Sy2h8gVdukyfaDfjoUtYaYa5oQEKGAAbPDaT127UtEBbvu9MxaWAQi%2FErJyiKqR5E1hdYzKLBGR7k8bL4cpGW%2FsJ36SL%2BK8tCWX5WN8wiix9hoCms4Q%2BLixF0bsH5E0QjaUjHimBHRcDXtSuSCRBAvVpjG%2FbB04DLjIllieRsqe2rp%2BKWJSYeR7avhea5f5JcpvJ5qULLUcggaMZs%2FxeVCCZGT6hoW9WgOGA5y5SO8FTV6EArxQMKC99zeQEH5y5rvfS7XoU9hafiuAjxf%2FuSJLKpDksqujjnmeJ6XhqM9ii68Zfu6pbNCFbVZ2S%2B5KYqvOQflQbsEFs6HUda4Qn4irlmOTxtw47AG3Es0IGzVE%2Frx36naEIb2ovjGNufU6ZIBw9m4V84yEsCcgUnnSFSZQ08%2BOi6jpr3W1yODUk9TJFpPzMNFaJu3%2BRFT4R4QbeQI2he7d5xkGG7mtsoXpfNGqHWUP5S896ZZkUqwHDlh4CPTM7YeA7hUncLUwncoOcv4dgZN01aPHWYNfQZdtBg48bQkbja94MxZxCWgnFmnE5KQUvAAwg9wEnU6G4ljoU62RzUtZxL8m7rmBsvnPL5aAiDTseg4PA9tcqdoB%2BF5D0JODPGDr4k2qb7QXWxVUlaV%2BzAl4e%2F0k7qMVMOQODama%2Fv1iysrBMBn5e9xRDeJpAEIjpq0Q2jOk2QKAXkIsfNCpckOL%2BfmEKyXZOkjopR4DhS%2FSvpJQLsfjy6IxSWAA5Nlqiq54y7Za7PcVuyVxST6dk4%2FNEVZgFJe6KHHmEndxh2STN76vd7tRo%2FCv9KENzRHPHE2Lvvj993F0Ma%2B9vxdzh5RSgohSOmv4mB4cHystmMK%2B44bVvHMAE%2BsMu9iAHJuzQEyvs9wjc4k4o0b%2BRoa8lGzQOfERTPgD72mVZFdUU%2BOiG93d9jzjOB9t81nyXvD%2FzVedQwZ%2F2F5cRm2VdSngd2BCV8wU7nABeSBYyUuWIWFmRqsR7rZdEpYJPT7fAN9nEjHEhKYFiw%2F2NxScxMySCwgiVEjZVDxx0rzjd3aKWkC3tbq5bK2JiZ21Xk8Ye6EBPF9VC8VJ2m544ATkZ15UC98C9b9vkOhcdp4jwwBu7L4t%2Fqm1fUVB5ORw8R9MfELv6cTKj3C4IgVRX9PXHv0bw7oytohRxegzIBr%2FwEEgHECAzFl%2BVknCqXtG%2F1GgAxKPKoH5wR6wAJBvtHYLSy71tEK%2FbVXPiAeZbcbr2Kp6OXYa8ZZ5Bkh6A%2BdrjomHuMpbXRClBMNBvuwYRkinoEW9spH9T63XjDjo4NGbWGLl%2BieDKxhTAx2USgrgYq6v7WvVWXSeBL%2BPa7eIWeZSM3PkRh1V9%2FvDz3EPP49TSPljCfHpYnsF1OsLMTxMqEPncq7wrW4OE8bAN1JIUvUTJEg5rmakkMTsT9CI%2BlgyY6FF1jO%2BjyFCThD%2FWVClywHOczvJF4Bj6kaFPdCN3NKy6RIoMTpzeQNADR0Kbl5%2Fjp3%2BHeogVLb%2B21f2OrPfgZkCqToGKcpNferxRwXqVFfd1V8LIRoB4CuVoGRWnBN%2B7%2BjJrVIiqTxcVWfb48rlSBVKknGIB7%2BCyhnOkf5SgVxOk6GEYUin2S3RnsT%2BU5%2ByAtd0qgUOHlVUCJYqXh1H02LelehJ9j0RGtRHzlBQgXAWWMAA0HMkT%2BB8pm9dQrKrVG4dndfFyW%2Fg%2BObOBHLsLRrVkbgkhOZYxMnyvluRN7Ig0ucw2DX75W2eNIX6BmOUTXMBmiBEfOEgqA46thAy%2F6tle48a%2BEruthEYKqqjn4Gb0AdClDlBA7oV5qJv%2Fm6tlHnkIsGJ8IWNVVC4xLTJRWrXWb9JBmoBXG2zjXEqRnNhgYY7T0k7oQeDS5nXHFQTZaxvDgMFcDqQM8H0limMDt1sDdluBQVG%2BI7DVihw0%2FOcq7bUTbgmfJJ31KuWoZv9SKO9AX2mVCk3ajDEb6p2PtPLLeP24et%2FnLePrxaGDXV94v1xXMp0cq,22,10,4,3,2,#1298045551,Cinza-claro,"56,58,60",Pro Tork,Gladiator,Carbon-X,Integral,Simple,forro antialergico,ABS,Adultos,NA,NA,NA,NA
1328, Capacete Sport Moto For Girls Pro Tork ,62,NA,53,2712,12x,5.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,40,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-970358140-capacete-sport-moto-for-girls-pro-tork-_JM#position=9&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,25,11,0,1,2,#970358140,Rosa,"56,58,60",Pro Tork,Capacetes,Sport Moto,Integral,NA,NA,ABS,NA,NA,NA,NA,NA
1329, Capacete Moto Infantil Pro Tork New Liberty ,119,NA,20,900,12x,11.37,NA,Envio para todo o país,NA,NA,4.9,17,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-839032661-capacete-moto-infantil-pro-tork-new-liberty-_JM#position=10&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,15,2,0,0,0,#839032661,Amarelo,54,Pro Tork,Capacetes,New Liberty For Kids,Integral,Simple,EPS,ABS,Crianças,NA,NA,NA,NA
1330, Capacete Moto Pro Tork 788 G5 Carbon Evo ,129,NA,5,2700,12x,10.75,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1173958956-capacete-moto-pro-tork-788-g5-carbon-evo-_JM#position=11&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1173958956,Amarelo,"56,58,60",Pro Tork,NA,G5 Carbon Evo,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1331, Capacete Bieffe Moto B-40 Racing ,516,NA,4,1,12x,43.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,29,https://perfil.mercadolivre.com.br/CLUBEDOCAPACETE?brandId=2031,https://produto.mercadolivre.com.br/MLB-1183694320-capacete-bieffe-moto-b-40-racing-_JM#position=12&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,20,7,2,0,0,#1183694320,,"56,58,60,61",Bieffe,B-40,Racing,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1332, Capacete Pro Tork De Moto Evolution 4g Nos Ns5 ,127,NA,25,2775,12x,12.14,NA,Envio para todo o país,NA,NA,4,2,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-838688601-capacete-pro-tork-de-moto-evolution-4g-nos-ns5-_JM#position=13&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,0,2,0,0,0,#838688601,Dourado (City),"56,58,60",Pro Tork,Capacetes,NOS Evolution,Integral,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
1333, Capacete Fechado Moto Masculino/feminino Barato Varias Cores 56/58/60 Liberty Four Pro Tork ,67,NA,4,998,12x,5.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,345,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RDXU0HnirTlaKP9Qt0Xw1JIC7JEBFd0PC9mVT%2F69mBSPLTQwJfKQLkyZWtbh3azvCVPdYE2o4bQwZdBYqItV9nLs95KSg8M4BdrqrfQHNEpHX9mwUbmDofz2fU5ypVKGzEf2JKEPbQgrZKhrTP5fiKsOeHV%2BRdfegH9kGJ%2BRHymRrWBfmhv4JgGj1ivHVzO9R8s%2FWbmL1AnenkuOcFVQeCFE7oaDupTwjXogENVakpvJuZPBANDdaU%2Fxwv%2B1TZEFo9LojKxun8Xx8zbk85gncNYZ7wwB32QOu90wct9OqBJm35UgTnW0MjCXcRBjPhb6k6d0dko%2FJk4Zfefq7xfl%2FGoISq2ECAdrlXveA60qMS3sFNgjPZzCUzyEQFuUs1m5h8OhhB%2FY6bOMfW0hVregt8ppxXFcuyhshRHxqFQlghm9zR0vXhedeRrPWgjtkogJTEfdrtRISIffTIoXimatWgYDL1zG4ILOeRkWII05P08wdp5T2Jc7yYkRforCPglVeJojlbOh1tB5%2FOk%2F8vsvz%2BN0IE2tVfilhL884Cz3vQ%2ByQOGiJOMG9zx3vnLsBA8mP7fbWF13R%2BTr%2FEZU1GmhKNBC6mniSThpDyxIbmie48epA0iBLd7wPZVDnRLgBsi6UVNVDKshuH1OP3qo5Ejif6gfeah%2BRIRKSAzuT4mP7XIIVaNX5soVRtp10Y5xSuI6vPbMwtwnKqStXRdckOo33tRCA8sCP1gAKC4mTs1oyuJzhuYjCa3QAnbOCAFCeCg%2FJyHusCzsQZ%2Bus9hoAGB5vWRNnDFyAtoR%2FwSbnNIZtPS80%2FuyhfNbPGHigW%2Fu1tYDT9afBGibfNE8ocAXpXdWFxV476zjac6vUlWQtBdTnuV7oBTL%2BF8Khlsf7uCzDqN%2FpGBDGCgWH4lUMUOBA7dIM83g6GwTxqZ4njRuQHJuo4GLQA1acJCAVJy%2Bqm0gA3E5800Qim0bLnTRjbwX5Y8QdJr07vn%2FNA2MjiD9bbbPiI6oxFUsITJ1eiw%2Bt1UE8IUcgeGOdu%2BTFHfaYbveGh5eco8bJ%2F20o4lUQHynKM9weyHk04C%2FIrnWf3MprGKZOf5qCHW72PhCuC7FaePJhst207dlL60tHQhFFLHG6v3fkP9kMkLb4Ouwm29xKRAFofiwoP6t%2Bkfd4Hipz10VwaUojjK0FdfM1ZAnQbw5xoGBqd8uzrMz278ViPJD9I9MZbYVTyKuwPjNExSM64XomUAXHJw8nTav7y9Z2IdS3elbqnfQkdbHCWpg3uJq6MPESaGi3OFt99LI82rq84YsI4ib3drk%2FCQ36Ob8mnHiFGD1qKN30hnYwsvjDIvP%2BXR1I5yPo6aWXWwre%2FlK7Nrn1%2F4evJlwgSqvVt8BbMWOMvqUsH%2BI0QfFwKXurfD3QSCwf93Ua05cFP1%2B9MOSCKhqfQkxQgbBPGLfdIcJI%2F%2BODJ%2BTtcT8HEIGyfWX7eCqN503TOY37%2F0NMorzpNNAso0c39KB38o9PeiZ%2B29kKteh6IkBl4V7aojuSl%2BMKRLtlxr7EvCPvepy6UttMMi8embvtMLrO1zfA%2BHLAtfv4Lz6cQwiQzyr8smcPznqAt8XoRBp0UejnwoDoouExBBoLbsSfNEV68sPsBAP6HwYpLcEpdHhWCO3NrR%2FNQv%2Bub9FsWEQOuNlwqbDm1UX6efge1JyKQzhmZxgNEJk9gK622ePWeKbh83cGwgY8NpzjzT%2FR3oasLSpkku0PAwbTtbAD7CaHg2ENpcD%2B2DF2MRWybQtU9XW3scF%2F848tWEB7ajeJC1x%2FUgnM9%2BzWYhL1HbHQ50e4D19%2Bz%2FkqFPHhJMH%2F2VdG5A3CVbjOJtdKSX1%2FZPzScozp9X7f1HxzqP6ypgr%2F8jSrMzeO9MRlujCvzBSdWXfMAqeBbp3pvNX2Ecd7MqvJAeqc7u6LnvarYb%2BPBkdBfYt%2BTGY1kRCQRL4ZPtABvEuWi79SoWkCuPlgnZ9fjR%2BB%2B717HXJreWeQc576tEOneiHvgjSFhJUEDmjOhCbnmH%2BvqWj9HYmN%2Brrg%2BuARM9imNk%2Bvd12oF%2BD7VEFUmeCfQ6Uo3oEzi2l6%2FHughFjwC4Y%2FB1MEGohjq9Z4ofbtpA%3D,232,74,26,4,9,#1308337593,"Preto-fosco,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,NA,New Liberty 4,Integral,Simple,EPS,ABS,Adultos,Micrométrico,Inmetro,Urbano,NA
1334, Capacete Moto Bieffe B-40 Hira Hornet Xj6 66 Z1000 Repsol ,517,NA,4,4,12x,43.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,12,https://perfil.mercadolivre.com.br/MAGAIVERMOTOSTORE,https://produto.mercadolivre.com.br/MLB-923831551-capacete-moto-bieffe-b-40-hira-hornet-xj6-66-z1000-repsol-_JM#position=15&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,6,5,1,0,0,#923831551,"56,58,61",NA,Bieffe,B-40,B-40 Hira,Fechado,Simple,Resina termoplástica,ABS,Adultos,NA,NA,NA,NA
1335, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,70,NA,1,4518,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,37,https://perfil.mercadolivre.com.br/A.T+STORE,https://produto.mercadolivre.com.br/MLB-1281299739-capacete-moto-tipo-sanmarino-automatico-masculinofeminino-_JM#position=16&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,23,5,7,0,2,#1281299739,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
1336, Capacete Moto Esportivo Fechado Gt Street Fw3 Viseira Crista ,180,NA,2,6,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PLUS+FERRAMENTAS,https://produto.mercadolivre.com.br/MLB-1179068827-capacete-moto-esportivo-fechado-gt-street-fw3-viseira-crista-_JM#position=17&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1179068827,Preto-fosco,"56,58,60",FW3,NA,GT STREET,Integral,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
1337, Capacete Trilha Moto Cross Th1 Jett Evolution Neon Off Road ,289,NA,13,144,12x,27.71,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1115000941-capacete-trilha-moto-cross-th1-jett-evolution-neon-off-road-_JM#position=18&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1115000941,Laranja,"56,58,60",Pro Tork,Capacete,Th1 Evolution,Cross,NA,Não se aplica,ABS,Adultos,NA,NA,NA,NA
1338, Capacete Pro Tork Sport Moto 788 Classico Motoqueiro Motoboy ,92,NA,30,8,12x,7.71,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,822,https://perfil.mercadolivre.com.br/PREMIUMSHOP-SP,https://produto.mercadolivre.com.br/MLB-909210610-capacete-pro-tork-sport-moto-788-classico-motoqueiro-motoboy-_JM#position=19&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,495,193,90,24,20,#909210610,"56,58,60",NA,Pro Tork,NA,Sport Moto 788,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1339, Capacete Moto Tipo Sanmarino Automático Masculino/feminino ,63,NA,43,3565,12x,6.11,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,37,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Enu%2F9F43RF3eJA%2FRqyWJjG3e1SN3v%2BtsmjjsRBAuGBpRm1hol3pqSV6VFAivBivm%2BVbfQdJRPI5jT951TcnOqmhNsxZ04LbExfsOD4D8tH1LlsgrdBA1Olo6NSpUUimrUE8HYxNpPD6C6pY90HU%2FmrGS6mdwwwD74QM1u1NNXwtQv9FU%2Fmsq0pNhpFT2r1NM9u7OE0SzU5deAOc3lg8g3z%2BMifOiXV6nci9q6u2VZbeniQvrhBoM5LM8aizoaYjRYUggfqbQEqewsSus3pSGpLM9dn6QNWv24sTIhXM0VQWIjqJblKcstwduMELWmaNfFT9oByanpGK8fxgyONcicEzgAnBcb6n9i2qCLiVcZIYgrkwnH5lR1ezbI%2B%2FoV6LzWWgvT7xsi1PjQQPwGrLr%2BHDAKScZIurmffGbFC1A1cPHg%2BoUL3vsNCYGmLsjvCfddJQpscCUicyD5%2FoqS04vNnRVmIpyoUKoRMaoa1Frm7jsm4q3NIxGVxQUWtVxVrjHigIU4ifu3oAVv3etwd%2F95wWAAV31TSAOUwq%2BVyOHuWbwypdy7mrIuozx7UQxoQWGrZ0xU3ZNNpK8SKnl%2FeXt7RaSDs2bUUnvz80qvfpii%2FfUoypnU8I1Z6dWi5hrql3FjWe00zdzQ11TdVyqFj32E6Rk3nfLoqJIEUP%2F79dzu2X4aVYhMpl%2F2HikwcfLGPwL60IiF%2FATjsvNboX%2FUQ4FyDOAQ4S%2FHIUufrkUyF4Uqn88m31MEhMAsg8HrXnHN%2BOgGH6HITdVJ8ZXUZKIQaQ4KVB4e95hyKA%2B6orSMEvihouGrxbsVmKrtd078zG3hstGakDu9TmMQY5bMqdDtolKyzN9XRxlzPKkPTG8J2r6U%2Fqn91OQJ4j0C2sdTyCwvhw7OFL5Td%2B5GQkfUmysw3y78tVbZLZWQ372ggzJPS4ZvZ2wQMAiY41M%2FcM1gh%2BOztyQsVut06IslM5fvXNBVipPx1Ftgez%2FmcEmm0rlL7WA7yL0a7KonrF7ikTsm5YSeAexk3fHQoe0AF1WsVOamATOvZOJPsLyhoe24L%2F%2FEnHClqHM89Zzbu4Vxf8IMgijNsJGnJgFH4NUSwh9VkVlFWtvSfOjuC%2BdSE5ugC6Lwd4TIeGXML4Q%2FiAJIESb9LGvY7CUgoPtQBHCZq8X%2FABiKclgu7BPEHoePf6Y1V3rlc5ZWM%2FDuwwCF0BOC79RkVVJ9E0q0uG7khZmAfPSza%2FLjS1%2Bo6tmkVuA5ZVuNPwU%2BdxjwOVd0RfOu0Q8wL6zNSDM5jVCTkYWPf%2FCzY8CKdnlcLCf2%2FON30O9vZOopTK3J151hdZ3ct1%2BCFzc9Keyj53BJJGZFE6GWhSxJDFIAx2z%2BssWauOaac58QGdda%2FcT%2FLNfiG8xydm0WMPeOxEV8qahAGIL9d55yTA6DqyjJVtfRKiaPCUekR06iKtN9rWag53l50FhT55FAUB6e%2BdSZQXa1vx25X1vSvNkCw3mdROiYjIeHTc2sBDlf28pKto5jBFgIX%2BliUdjtz7HmGgAt6lAU21uhtxhQFOZHNGkEwwfgaE5RmNsvqf7zMkjdoQ3lLAdiqGOKsHlHaqDAr9Tz868qXUrMccHJSSo9buwEbfrrBJCYui8FDQo7DP%2BqJnBDmB63kP0CLohehSe8qkeYY3A%2Fk%2Bt%2B8bwkOlAKAJ%2BvRvbQI%2B2YMvlr4uy2Yz35m3nECkFIjp9yI08DWVyT325KI%2Fe2FaU7kpn4ufh0Ehc9FwTwv60%2Bv%2BiUBo1c5h6sqztAc5g9D0fuisTjtGSn4AqtvuUkzM55oD7iML6zeX1jrlcJVnduTkbhb3Qr%2FbXnDKsrw7xnbMNgZLLKvpqkNP8X%2FzZAlvETxGSCLDRlz7lML7%2F%2BXzTkDjs89hO0c4IMah9YPt5Nll1Xzo89rzpSk4v9ZDOzB%2B1IOuZuqtYQ0%2FpCs08CH3ChrbGzwLQWXEe6p2EyRJppooQDSQuIB%2BNsiCJ%2FOcCDmMKHRknZACC22nq8uTMaA007W1jmzlNtnls1R1BV8pMNQ9d5jKdS1M8Fcwm%2B1SZu2jKRQSEIPjU8m4sEg%3D%3D,23,5,7,0,2,#1281264225,Rosa,"56,58,60",Pro Tork,NA,Sport Moto 788,Integral,Simple,NA,ABS,Adultos,NA,NA,NA,NA
1340, Capacete De Moto New Liberty Four Branco Oferta ,60,NA,4,1965,12x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1559,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1229542784-capacete-de-moto-new-liberty-four-branco-oferta-_JM#position=21&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1044,323,140,31,21,#1229542784,Branco,"56,58,60",Pro Tork,NA,NEW LIBERTY,Fechado,Simple,Poliestireno,Policarbonato,Adultos,NA,NA,passeio,NA
1341, Capacete Moto Zeus 380h Matt Metálico Azul ,349,NA,2,4,12x,29.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,7,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-996497465-capacete-moto-zeus-380h-matt-metalico-azul-_JM#position=22&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,6,0,0,0,1,#996497465,Azul,59-60,Zeus,380h,380H,Aberto,Simple,ABS,ABS,Adultos,NA,NA,NA,NA
1342, Capacete Moto P/ Criança Liberty Kids Infantil Girls C/ Flor ,64,NA,6,4,12x,5.41,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,807,https://perfil.mercadolivre.com.br/VALCOUTINHOVALCOUTINHO,https://produto.mercadolivre.com.br/MLB-1235394413-capacete-moto-p-crianca-liberty-kids-infantil-girls-c-flor-_JM#position=23&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,588,150,52,6,11,#1235394413,Rosa,54,Pro Tork,NA,Liberty Four,Integral,NA,Nylon,ABS,NA,Micrométrico,Inmetro,Urbano,NA
1343, Capacete Trilha Moto Cross Off Road Th1 Jett Evolution Fosco ,295,NA,7,143,12x,24.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-1114978884-capacete-trilha-moto-cross-off-road-th1-jett-evolution-fosco-_JM#position=24&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1114978884,Preto,"56,58,60",Pro Tork,Capacete,Th1 Evolution,Cross,NA,Não se aplica,ABS,Adultos,NA,NA,NA,NA
1344, Capacete Moto X11 Volt Branco E Viseira Espelhada Original ,348,NA,2,3998,12x,29.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1218025025-capacete-moto-x11-volt-branco-e-viseira-espelhada-original-_JM#position=25&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,NA,NA,NA,NA,NA,#1218025025,"58,60,62,64",,X11,NA,Volt,Integral,NA,NA,NA,NA,NA,NA,NA,NA
1345, Capaceteprotork R8 Moto Fechado Azul Escuro+viseira Camaleão ,99,NA,8,22,12x,9.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2249,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1157029000-capaceteprotork-r8-moto-fechado-azul-escuroviseira-camaleo-_JM#position=26&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1497,422,189,70,71,#1157029000,Azul-escuro,"56,58,60",Pro Tork,R8,R8,Integral,Simple,Poliestireno,ABS,NA,Micrométrico,Inmetro,Urbano,Superior
1346, Capacete De Moto P/ Mulher Fechado Rosa Fosco Novo Modelo 788 Evolution G7 - Mais Conforto Para Seu Dia A Dia !!! ,159,NA,17,228,12x,13.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1239267389-capacete-de-moto-p-mulher-fechado-rosa-fosco-novo-modelo-788-evolution-g7-mais-conforto-para-seu-dia-a-dia--_JM#position=27&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,1,0,0,0,0,#1239267389,Rosa,"56,58,60",Pro Tork,NA,Evolution G7,Integral,Simple,EPS,ABS,Adultos,NA,NA,NA,NA
1347, Capacete Automático Pro Tork Feminino Sport Moto For Girls ,74,NA,4,4496,12x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,40,https://perfil.mercadolivre.com.br/SABOREAVENTURA,https://produto.mercadolivre.com.br/MLB-1147328522-capacete-automatico-pro-tork-feminino-sport-moto-for-girls-_JM#position=28&type=item&tracking_id=cb2ca0ec-05f0-433c-b3d6-d46119758ea9,25,11,0,1,2,#1147328522,"Branco,Preto,Rosa","56,58,60",Pro Tork,Capacetes,Sport Moto For Girls,Integral,NA,NA,NA,NA,NA,NA,NA,NA
