search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Usos recomendados,Línea,Modelo alfanumérico
689, Casco Moto Mt Blade Alpha Negro Blanco Verde Doble Visor ,6968,NA,36,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,23,https://perfil.mercadolibre.com.ar/MT+HELMETS?brandId=1346,https://articulo.mercadolibre.com.ar/MLA-698782192-casco-moto-mt-blade-alpha-negro-blanco-verde-doble-visor-_JM#position=53&type=item&tracking_id=3071a6de-302f-4620-ba20-8d5461394669,17,5,0,0,0,#698782192,Negro/Blanco/Verde,"S,M",MT Helmets,Alpha,Integral,Doble,Poliestireno de múltiple densidad,Policarbonato,Adultos,NA,Blade,NA
690, Casco Abierto Agv Fluid Solid Negro Doble Visor En Fas Motos ,11542,16159,60,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,17,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-636132058-casco-abierto-agv-fluid-solid-negro-doble-visor-en-fas-motos-_JM#position=1&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,13,4,0,0,0,#636132058,Negro mate,L,AGV,Fluid,Abierto,Con lentes internos,Resina termoplástica,ABS,Adultos,Carrera,Street,NA
691, Tapa Lateral Casco Suomy Trek ,484,NA,22,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JANR-DISTRIBUCION,https://articulo.mercadolibre.com.ar/MLA-707002979-tapa-lateral-casco-suomy-trek-_JM#position=2&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,NA,NA,NA,NA,NA,#707002979,Negro,suomY,Suomy,NA,Integral,NA,NA,Policarbonato,NA,NA,2017,NA
692, Casco Moto Punto Extremo Xr250 Con Visor De Regalo Negro 250 ,3557,NA,114,36989,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,5,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-621933082-casco-moto-punto-extremo-xr250-con-visor-de-regalo-negro-250-_JM#position=3&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,3,1,0,0,1,#621933082,Negro - negro,"S 56CM,M - 58 cm,L 60CM,XL 62 CM",Zeus,XR250,Integral,Simple,Poliestireno,ABS,Adultos,NA,XR250,NA
693, Porta Casco Funda Premium Impermeable Interior Felpa ,496,NA,12,92988,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/COVERTEX,https://articulo.mercadolibre.com.ar/MLA-651181400-porta-casco-funda-premium-impermeable-interior-felpa-_JM#position=4&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,1,0,0,0,0,#651181400,Varios,VARIOS,covertex,covertex,Abierto,NA,NA,VARIOS,NA,NA,Única,NA
694, Kit Casco Max 325 Rym + Antiparras Pro Tork Enduro Cross Fas ,5999,8399,11,6800,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-730860928-kit-casco-max-325-rym-antiparras-pro-tork-enduro-cross-fas-_JM#position=5&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,NA,NA,NA,NA,NA,#730860928,"Casco Azul - Antiparra Azul,Casco Azul - Antiparra Negra,Casco Celeste - Antiparra Azul,Casco Celeste - Antiparra Negra,Casco Fucsia - Antiparra Negra,Casco Negro - Antiparra Azul,Casco Negro - Antiparra Negra,Casco Negro - Antiparra Roja,Casco Rojo - Antiparra Negra,Casco Rojo - Antiparra Roja,Casco Rosa - Antiparra Negra","XS,S,M,L,XL",Max,V320,Cross,NA,NA,pvc inyectado impacto,NA,NA,Cross,NA
695, Casco Agv K3 5 Continentes 6 Cuotas Sin Interes Rpm-1240 ,12325,NA,2,291,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/RPM-1240,https://articulo.mercadolibre.com.ar/MLA-786827591-casco-agv-k3-5-continentes-6-cuotas-sin-interes-rpm-1240-_JM#position=6&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,1,0,0,0,0,#786827591,Azul,s m l xl,AGV,K-3,Integral,NA,Termoplástico inyectado,Policarbonato,NA,Carrera,K-3,NA
696, Jm Casco Moto Ls2 Ff 352 Rookie Vandal Black Reg & White ,4990,NA,4,7,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JM-MOTORS,https://articulo.mercadolibre.com.ar/MLA-779895628-jm-casco-moto-ls2-ff-352-rookie-vandal-black-reg-white-_JM#position=7&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,NA,NA,NA,NA,NA,#779895628,NEGRO ROJO Y BLANCO,CONSULTAR,LS2,FF 352,Integral,NA,tapizado,ABS,Adultos,NA,352,NA
697, Casco Cross H5 Mx Road Enduro Motocross Atv - Solo Fas Motos ,1783,2496,1123,39234,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,258,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=62Kkkrczi%2FsbTwkQYGl3NzSRBr6sbJfG3vIAt2mA8g6YFEUfjykMRjJu4dhkehjsip1KtP%2F41KVk1tH3au3nTS58z3HGpehr4q1%2F6N9OcVGvdBnhvZ7isEMqlMpu%2BPUHruYnb2PxWEkEVLSY9p7u22ax6CbLcTRwoUYAN0uQWM1JZrkYyVvLaz044aheYvqM1L2hdA1uiFddvxQa%2BgqF6d8sPbFiVJ0m%2BR%2FruD2snb2pSJSEPLXMGM5Vtaqj1IkD74kErosjiZX5yZEM0sRiIUjiTTh9doRb79u6JN%2BYhP%2FsJFNi4wEnyBp04ViyZdPnERpX2NsxCgRY63GeFm%2FLLEMTEGggZjBXZmxJvALK5J8QxbWPAeoffeuYKbkf%2Fk3OqghBOrHiOhZjRYR8k679DjmUKrgH8JJ0JYzh%2FU7SXFgNxMHezGrgiDG5gmc%2BLfoGzL3MzUno3lN8DRiR5LpEe4oC6Ld1eep9de4sFE6LdTFEojuxD3ZU7djVuW4dPR6PI7nDJDA%2BBnIdRsTmL%2FRMquzGVctgtCS%2FBe%2F0RxU3F6OMpVfV%2BDiTXfKg9mGPvPuRhfO2RRlpWLsWWwlROQHvtpXPNRNouwf4JBj6Xws8R%2BKHaa0AYAfv4oMSWDO3iWLeJVdxu99M0tyiThaiqNGkAD%2FjvZG%2B5B6UJ6f%2BnHbxsYq3OfaLs0rEFdt2uvX26RYI56g8lF6nHIor2AFAZ5kUOc7%2Bn%2FwtHBeHGRFXPsjoEhE2j78HGQn9JCHL0t%2BFAtsjWi8ouKP%2Byf9Jm9h44QZ2yWp9i90C0i6SzqjUiy817yrBAfRy9vRPH58JGPk97dzNMLrZwDeM%2FLADLo9u7NxGCYjLpDVMnUbfvINa107qca2TUiUqG5mnZKIhhPdiDOgMNFXFbEiu%2F%2Bfa3rphcEp8jEo7as9b5%2BMpnF3h2qkDYPyTLiNtXO8%2FCGZyvzBLa8wAYlFkDcx3EQu99A58E%2FJ9T92JIy%2B7lQasOjDjaVhUdUsnkl3%2FGmouCWBjOZB2%2BIepfkRk1Y9vbtSN%2BuABHiG34rue1vbWTjIKqTwbjk29d07bWPUKyceJkQ6cFiYqdT4aVnD6vx5ABf9wlowsfd72CukcA1ecicfMxcawnLaqU6JExGrJyNKcDZCRkrzz0YBkulFUxvEAx5QAbZcd9RLpdpnF6L6bIxVphVwjKU8b5zYwq86%2FgqYIUt8BhqQ0%2B3sfMar4i%2FtKnxg1YDva5ga1IUCwO0UMbaXtU9Jrk5sjGkfC1S8vJDyD7dTjXS92FN6NXhghzaHLsKAGRUG8ILpsB1dIUbNoseA8KswObJbejjbe7xcjZPfAuwuFFlrALSkLJ7MS%2BSqsYFtbet9E9%2BEht80zaS%2BTM%2FSKqTlALOm86iQ7xFia7JENLjOEj0HZxNZD1D2TSeHcQwTbe6CqkP1Cubr9IQJar3hjLRb5ZPaH4N3X7LjQ6Vg247TdFIY4TexGiWbEgqIiKaQ3LU0TIZc7UJQRXWtS5JTbx1ryP3eDSPR7zkl0MpEMSYjS7aPcfWYkGjMcj96rg6cz%2FU8h9Cwk5n64RC3ME6k0fT7u4VQNHzt%2FIimWr%2BfTqHiAq%2B0y%2Fmxmr8QWAw37ZzoCNLyR6uTP7N4BmFAp6529i5LnMdAg%2BZr9938cidneVg3i98WNtFTNgR2pLlRpbNRCK5mWZMus5R%2Ft0AZ4kW5g0iET1fRfVh11n42iqnZjWWpgBqIz6JViTdii%2FN1XEbXmtcd5bovnyi517SifKYKIaIkbnRDgBnIsvRouQ2wgAzbTOro81WH7q2ibXG0Bb2qPJzSeSHY%2BOiT%2BheY7YF6TzBgCW8SMfChCJwOdaUrJnP2HYT5rXRvYgGSs%2FU0DYQ7hRwzI%2FbznFAP1Jq9l3%2F7R1q0j9OJIeXLHuLxzsWUHuIiw3PNcEbab7gDERPU2iqkp%2FTL%2BJ3m8Oo%2BOZEKgEkhx08TVtRXRbYKfc%2BB3YC3ImjtniKbzvCPbfUDil3WmZgXOgUYe0x%2Bsfk%2BSFSAGlRnzYBkEs7woig%3D%3D,166,59,30,3,0,#620593406,Negro - BLANCO,"S,M,L,XL",Halcon,H5,Cross,Simple,Resina termoplástica,pvc,Adultos,Carrera,Integral,NA
698, Casco Agv K3 Basic Original Integral Gris Negro En Fas Motos ,7568,10595,139,6,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,12,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-620182266-casco-agv-k3-basic-original-integral-gris-negro-en-fas-motos-_JM#position=9&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,8,3,0,1,0,#620182266,"Gris claro,Negro","S,XL",AGV,K3 Basic,Integral,Simple,Termoplástico inyectado,RESINA Tricomposite,Adultos,Road,Integral,NA
699, Casco Moto Abierto Vertigo Vintage Maya Retro Devotobikes ,2416,3500,37,3991,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,106,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-620804236-casco-moto-abierto-vertigo-vintage-maya-retro-devotobikes-_JM#position=10&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,71,28,2,2,3,#620804236,,"L 60CM,S 56CM,XS 54CM,M - 58 cm",Vértigo,Vintage,Abierto,NA,NA,Termoplástico,NA,NA,maya,NA
700, Casco Hawk Rebatible Mujer Rosa Lentes Doble Visor Wagner ,3133,NA,41,995,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1053,https://perfil.mercadolibre.com.ar/WAGNER-HERMANOS,https://articulo.mercadolibre.com.ar/MLA-620186214-casco-hawk-rebatible-mujer-rosa-lentes-doble-visor-wagner-_JM#position=11&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,642,281,83,30,16,#620186214,NA,"S , M y L",Hawk,Vector Rosa,Rebatible,NA,NA,Policarbonato,NA,NA,Doble Visor,NA
701, Casco Rebatible Dama Okinoi Okn1 Rosa Motos Coyote Moron ,3110,NA,91,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,53,https://perfil.mercadolibre.com.ar/MOTOSCOYOTE01,https://articulo.mercadolibre.com.ar/MLA-616975811-casco-rebatible-dama-okinoi-okn1-rosa-motos-coyote-moron-_JM#position=12&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,35,9,6,2,1,#616975811,Rosa chicle,m-l-xl,Okinoi,OKN-1,Rebatible,NA,NA,ABS,NA,NA,REVATIBLE,NA
702, Jm Casco Moto Mujer Ls2 352 Rookie Chroma Black Pink ,4990,NA,3,7,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/JM-MOTORS,https://articulo.mercadolibre.com.ar/MLA-792107485-jm-casco-moto-mujer-ls2-352-rookie-chroma-black-pink-_JM#position=13&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,NA,NA,NA,NA,NA,#792107485,NEGRO MATE Y BLANCO,CONSULTAR,LS2,FF 352,Integral,NA,NA,NA,NA,NA,352,NA
703, Casco Motocross Oneal 2 Series Liquidacion Por Stock Limitad ,7590,8690,52,35,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,9,https://perfil.mercadolibre.com.ar/MOTOHELMET?brandId=1633,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=dQLhXNVJAa2UY3hDHCdkOBYmZKYwGsv8WkqfMC3On5%2FfLFw2Vx1XqbaLB5YG%2F46R1V1v8a1NwyA6xwv0B72euLSmGnBvb80sMNfouNZVnkzC1LagEADwiew%2FgjKFLspfVcosOoIi6x0E8QUt%2Bq82iHENn4JT07btSQNBvDLGsxBMkYHdUzhVqkNmu94H59o1vTzLRjF%2B4kANhecvYEXWdXflV2bLnVmM5TrtA5xLOF83WBrYvT2ddoFBJH6j1hCMjHBRLq6xWi59PhKlWWCKMbPiF64X92Wv9EFVNN5W2btYz0zI9nsaOL91Fmd5EWms4VxqLclfwucfz6%2FwyAUo4fUA7QA%2BpfzDPIZEJxIdkHN%2B6SmMYpYNoyFo02ellsjIkHCvs%2F%2F%2Bas9%2ByNeLHMMmZYFElfIVl6jeBhVLRAOPMzRWfpCrh8S92J9urJmiVbHFbtmkOgZKVnps%2Ft0tZmS%2Ba%2BEmJd6ulygOzHPBl%2BAr9FCtNaQYj6vJ3yOQS4kJx4OeOp22i9ur54QUio5oDKjOHKlUq0M%2BvsCq4ABbfIvmb3sbjoEUIPKmJY2VlkaaYmZzh%2F3MKOSqoJdnvCAskDLTvvmVQNAFBV8gET9yIVqtw7Q7A9FAqzGEBQZKq47cTcljY2X%2BZ3S0do%2Fo%2Bl6n7eLQ2vEp1rVEEAnEIIyYoGMTEjSHjBQqH1Hugxs9UTZK3sWhpvB9oju1JBJcQeDJhmKpmSsDHHa%2BHxeQzytKyzThES44orBhSyt6MTRHRRSNWJBIV2yHBzrgL4CFK%2BoQaS%2FKkGz%2BAGpmhCGKN%2BTYr9d2hRhkC%2BYGWFj5ge4yg403rt0OWBLBsxdYfA3o3vyALKDxZhfNyjUjF8BeEDWVq7egQDMYsKnk7VRu8gkD4xkJDI400qxmt2Tkzzk6oysmBswunjAMRZjn76jtYT2E%2BnSdOMfCxpZZHKx85tOKVMoUGX%2BP35W20cGSD03Ip2STRMwFGEHDgA7tNDvWfqWea2aL4fTSBV3MZDCRst5JSJaTc5BcjjlLiRx%2FMusSTwvjx3W7cX%2BUgeQsCRheue0PSaKtvsgDP9xt3%2Fzo073B1Alo6oJa1tw2q3HP4YKp2kkvVbAN%2B%2BPZgCl65bcxNb1Rq3Tt1auCGdboteIybWq0BU0G6GNZ5IdIyW4PoiixTy1jFvmIhXykhPwyVFth8c3p58anweEbfriuM69LqRgEo%2BsFOsZrl3kflO4bpRPWaFXSrzcl3ARdag0L%2BleoxTJL1NvekIPUohn7Z49pRPcF%2BahK4Nif9KpaKlYzcNHnDYA5PawC5oA%2B3SDzjA89JAkLDLl%2Fjhi%2B5gcRXwQjKXeuwTDJ1U0LQaziqUUj94f%2F7U4Ms5z%2Fxa%2BKFHsFjRhIov1x9S6fFDilHlGBnxw0hLQ1RHAzK8e8SKoqht2nqdwPl4PMhfMTZyy2yhk2OZqrYbOXMqT%2B0mXA9KSosoAe9U%2BYeEBa9XZLftJ6gZmrMdPa0lhaYvO68v4ASZOH2kPsAiblDpTtKB59G8red2C%2BZpX%2FcHknPOTJjtFNPLYAiJrH2WaxW2kt%2FRHp4zCdyaVdUHctM5pPNNlFwQ5fpXh%2BAzuyvjEZrQpcD5CYy%2BPdzQiuzEFmTvDBAuGk5h8hlrZlW4UQAyG9%2FaB9fra%2BZXuEI2%2BPrsT7H8Oz3BPtVxWfsRpQCQpticSLuYoSUD1lOIh7YvOr2%2FbjsYQANIOctnAvPFfENFm7dz0EOJsVYdpq8uqZSkMyTJQpGY45M6aw85om07Prnwz6vwh02INuR914QbixcwR8APP4qqMKe2UvaUXtsh6wu5fUMauKgD4FeSnz5ULuu5OYx58rYieacBND0Jh4c4Pxyv%2B4zjQ2js0h1c6Kp2ZTjRq14HFOcW17vEn57lgrWSiWD1JWMUvhtf3rGBZPAdwHOayI1eOnlwWnzkO%2F%2FzzbMh2fVM8XxhCKjMEtxAkdJhZcDSCzunIHOJ9FahRbPZc3u8TFegP8oESdK6UQB4gXKgbPLPI7IfsVwhFOFYutkM3CGd3dNb4%3D,8,1,0,0,0,#760153523,,"S,M",O'Neal,Spyde / Slingshot,Cross,NA,NA,NA,NA,NA,2 Series,NA
704, Casco Moto Rebatible Zeus Gj3000 Azul Cuotas Devotobikes ,5717,NA,4,29993,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,30,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-745530350-casco-moto-rebatible-zeus-gj3000-azul-cuotas-devotobikes-_JM#position=15&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,23,4,2,1,0,#745530350,"L 60CM,XL 62CM,M - 58 cm",,Zeus,3000,Rebatible,Simple,Poliestireno,resina termoplastica,Adultos,NA,GJ,NA
705, Casco Moto Hawk Rs7 Mx Cross Enduro Negro Mate Oficial ,2891,NA,8,312,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,226,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://articulo.mercadolibre.com.ar/MLA-777130816-casco-moto-hawk-rs7-mx-cross-enduro-negro-mate-oficial-_JM#position=16&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,154,56,10,3,3,#777130816,Negro mate,"S,M,L,XL",Hawk,RS7,Cross,NA,Cuero sintético,ABS,Adultos,NA,NA,NA
706, Casco Cross Ls2 Mx 470 Subverter Emperor Enduro Devotobikes! ,13297,15000,16,19996,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-710224358-casco-cross-ls2-mx-470-subverter-emperor-enduro-devotobikes-_JM#position=17&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,3,0,0,0,0,#710224358,"S 56CM,XL 62 MC",,LS2,Subverter Emperor,Cross,Simple,Poliestireno,KPA,Adultos,NA,470,NA
707, Casco Moto Rebatible Doble Visor Xr650 Punto Extremo ,5999,NA,24,12,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,153,https://perfil.mercadolibre.com.ar/PUNTOEXTREMO4?brandId=1704,https://articulo.mercadolibre.com.ar/MLA-765948249-casco-moto-rebatible-doble-visor-xr650-punto-extremo-_JM#position=18&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,107,39,6,0,1,#765948249,,"XS,S,M,L,XL",Punto Extremo,XR650,Rebatible,Doble,Poliestireno,Policarbonato,Adultos,NA,PUNTO EXTREMO,NA
708, Casco Ls2 320 Stream Doble Visor 2019 Varios Modelos Ahora 12 18 Fas Motos ,12500,17500,10,36,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FASAHORA12,https://articulo.mercadolibre.com.ar/MLA-806633674-casco-ls2-320-stream-doble-visor-2019-varios-modelos-ahora-12-18-fas-motos-_JM#position=19&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,NA,NA,NA,NA,NA,#806633674,"BANG BLACK HI-VIS,JINK MATT BLA-YELL,Rojo,Rosa chicle","S,M,L,XL,XXL",LS2,320,Integral,Doble,Poliestireno,Policarbonato,Adultos,NA,MOTO,FF320
709, Casco Integral Halcon H57 2019 Negro O Rosa - Fas Motos! ,1214,1700,543,8245,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,317,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cseTdldeIw6cxiKp4%2BcKgB4SoEo0tH3UIDcLNUV4Zak1zuP94EJpUYaTbVcgSM3qnX2Nb7VYZlOjMn4lXZk0xl1TMMJpELLeNWu0hPZZ6klG6NYlpZ4TEa8eNm5RqFHuTlwCk17B59I3QmAPGY2nVL8So6pXY0KDLiS%2FLvgp3JS4K4%2BKdWQ8smD%2FniwfpOHg5fV%2FmBqC0UJVwt4U7qdQJeB2wlJEpBLcIRwhZDuv9DgCaheX4vLYle3Citn8GSO1y2thflixjj3dmuXFashinfj3rpkMiErsuNuqgCucHIBWD5Na6T9nf9Non2Er1cJQJPYg6VFvdYzlRbBVHi%2FlZ707X%2FZjHqzMKM%2BHKosRB7YEzH7D2jfmX%2FOy3%2FBOX9Dul3y%2BC4UJkNYKP3slE5UouEjUNLOVIFeVuEmKkqE6QrlzCNYQuNH78vTyx62TW%2BaBsz7eLCdyY86pbR22CWyK5yqGAmV0%2BsZbjMuTF1XHLIrgr%2FSYpohcSz5pA3AyHmuQ4mi5AhWrDzewpusKs%2B%2FZrDijREoj1NBLNxadO%2FAPf4o%2FUvvQ1u0tUCodqwJIEcu5D8rFwY%2FxT%2B4211kdKOx9oegSxNgqxFN%2BOY85Q49rpK5PRQtvbJDtvDLN9rNzZdMLnczbwCs1DQ0KpIeGnbnsrpxVUagXHc70T9mI42fM%2BtmXhqCxV3d%2Bs7siBMqtwd7g6ADH%2B3UyJDYfJXPz5D5Su44uS%2FaOX35ZeuYbL3nK%2FYDIq86B3C%2Bub2hPIFr%2B0yUVoLulo7%2Fvbh82CbZgss3xiLpnrnpl9rrrSxw7ZDHUmjoe%2BwAfwvHpn1TcMlX7EZQXTL9%2F57G%2BKLQ4Sorc7G4qCrKNw32W%2F3hsb60WLcJ1w%2FrmcTCLxhEVIhqHFJF0bspNVsi3tqgk%2FkfWZ3z7spRFPTkU3RbvcHWzKCA31kXUDgdCG43318Vh4cyJWWR8vVsi99xyfc5zYA3RQNu7B4wlSpi3ryxaTKZD3nrXmbBiqmqy7RSyaBnbuZhrMPV6EeHvz4KIlndLpHFgrJo5%2BuLfz5be0qZPr1tzQqdWA6gqKksEPYpvppFO67d3CVMCvOjoJlrXEU0rAfSPZfeaW4YfJlHQzO1TZze3JJeQQPfeUe0mzGQ%2Bn3NeCcnRYoHWN6Oiw2F3ChDkkoIlJuTWdIpU%2FOpYtPsyHEK0AWDHJANGnYVuTP3hV0wyULaHXPIQWgXHlTh7jaauy4SaKDKuyg5KTx4YHaIgRPDanLc9yMFqYT2OGcG84DSyifHWnnHDmgDzGG1oy7SsZCZYowVk%2F0Rpg0Cdfb2S5NmW1nX0YGYNyW3uDhNfflabiZ0duLaozBOabuJkzOpAF4iakV0jnYRd40EAZwBuEzq21C3rxYDG9qQEjqpgfxe8SIDOEnGZ6uroN7msjPRHl0p6t7iWBdJI0CtXfwMgupslnm6N2oHRhQKiLnGQjrFQCMYsJIaK3bDZ%2FQx%2FwYyYRj6JNCVDGEf0Vb2ciI6TbLBuqzWJDmxTF0uUWI0PdwkdylKxoL34SJlPBmy3rt%2B8NUZ4sKP0rtey%2FoFLDCLYx5WKreu35k5WNGhLYnuqB29qRH7mMwjbaLfnoFWu5hT%2FvEnTpkCk2Rl5lZP20NXoWyyFDbfOwnifuOxGx5NzzzNKefMAnzd4TNYl29ae25o%2FAfzatk5zk3DEzJ1UFk84iSHd2cE9EkV2AgqC%2BVALuct6NYOpmoNWvI7W9qkiQtwHugNxsyzI1smS9607UNZoUZdO0Nxxv67hhSVSn8IiyfWBPUuZJDWlPDhBM86zy19cId0EFho2jxxtwyEM51j2GLM1xyMHGWt1K%2BClXKL88%2BwMNa2DSOphdKqF6ULdhJR4xYZuGYvpZZgIdr2TnVypZibdCblHkPvv8OGcEtrwGkmpJkl9gunZka4gMhJvegZifHQ2r9tVctCR%2FohH04DaoPIWM4cermn%2Bu3IOzLx3n1CA0%2BGFHNjalxwiJA3poOQyqgtflbFLW0Ee4Frz3bYWFNiqQrdUpg%3D%3D,198,71,32,12,4,#616797172,Negro,"S,M,L,XL",Halcon,H57,Integral,Simple,Resina termoplástica,Policarbonato,Adultos,NA,Integral,NA
710, Casco Hawk Rs5 Rebatible Negro Mate ,3500,NA,21,9,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/MOTOCANAL,https://articulo.mercadolibre.com.ar/MLA-604344247-casco-hawk-rs5-rebatible-negro-mate-_JM#position=21&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,563,238,57,15,16,#604344247,Negro,"M,L,XL,VARIOS",Hawk,RS5,Rebatible,Simple,Resina termoplástica,ABS,Adultos,Urbano,NA,NA
711, Casco Moto Ls2 Abierto 599 Spitfire Negro Mate ,6190,NA,48,16,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,8,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-693523483-casco-moto-ls2-abierto-599-spitfire-negro-mate-_JM#position=22&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,7,0,1,0,0,#693523483,Negro,"XS,S,M,L,XL,XXL",LS2,OF599 Spitfire Negro Mate,Abierto,Simple,Poliestireno,HPTT,Adultos,NA,Abierto,OF599
712, Casco Integral Bell Qualifier Torque Moto Calle Pista 999 ,5990,6500,5,26,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/999+MOTOS,https://articulo.mercadolibre.com.ar/MLA-785180895-casco-integral-bell-qualifier-torque-moto-calle-pista-999-_JM#position=23&type=item&tracking_id=1822d740-06be-405e-ae71-af9fd9f369ec,0,1,0,0,0,#785180895,TORQUE,"M,L",Bell,Qualifier,Integral,Simple,tpa,alta densidad,Adultos,NA,NA,NA
