search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Usos recomendados,Línea,Modelo alfanumérico
1194, Casco Integral Agv K3 Sv Guy Martin Pink / Blue En Fas Motos ,14273,19982,3,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-762882586-casco-integral-agv-k3-sv-guy-martin-pink-blue-en-fas-motos-_JM#position=28&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,NA,NA,NA,NA,NA,#762882586,Violeta,XL,AGV,K-3 SV,Integral,Simple,NA,ABS,Adultos,NA,Integral,NA
1195, Casco Abierto Hawk Rs9 Speedbuster Negro Visor Devotobikes ,2982,3999,29,99971,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,184,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-759062002-casco-abierto-hawk-rs9-speedbuster-negro-visor-devotobikes-_JM#position=29&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,128,39,13,2,2,#759062002,Negro,"S 56CM,M - 58 cm,L 60CM,XL 62CM",Hawk,Speedbuster,Abierto,NA,Cuero sintético,Laca Tricapa,NA,Urbana,RS8,NA
1196, Casco Para Niño O Niña H5 Kids En Oferta Moto Motovega ,1007,NA,5,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,48,https://perfil.mercadolibre.com.ar/MOTOVEGA,https://articulo.mercadolibre.com.ar/MLA-743124893-casco-para-nino-o-nina-h5-kids-en-oferta-moto-motovega-_JM#position=30&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,36,8,3,0,1,#743124893,Negro/Rojo/Azul,"XS,XXS",Halcon,H5 Kids,Abierto,NA,NA,NA,NA,NA,ABIERTO,NA
1197, Jm Casco Luminoso Ls2 Ff 324 Metro Evo Sub Blanco Negro ,14390,NA,2,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,4,https://perfil.mercadolibre.com.ar/JM-MOTORS,https://articulo.mercadolibre.com.ar/MLA-732660325-jm-casco-luminoso-ls2-ff-324-metro-evo-sub-blanco-negro-_JM#position=31&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,1,2,0,0,0,#732660325,Negro/Blanco,CONSULTAR,LS2,FF 324,Rebatible,Doble,TAPIZADO,KPA,Adultos,NA,MODULAR,NA
1198, Funda Para Casco Premium Interior 100% Felpa Unico ,497,NA,11,9987,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/COVERTEX,https://articulo.mercadolibre.com.ar/MLA-651181412-funda-para-casco-premium-interior-100-felpa-unico-_JM#position=32&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,NA,NA,NA,NA,NA,#651181412,Varios,VARIOS,COVERTEX,Premium,Abierto,NA,NA,VARIOS,NA,NA,Única,NA
1199, Casco Ls2 Elite White Pink Of560 Rosa Dama Mujer Devotobikes ,6037,NA,43,29981,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,16,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-607428382-casco-ls2-elite-white-pink-of560-rosa-dama-mujer-devotobikes-_JM#position=33&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,14,1,1,0,0,#607428382,Rosa,"XS 54CM,M - 58 cm,S 56CM",LS2,OF560 Elite,Abierto,Simple,Poliestireno,Resina HPTT,Adultos,NA,Rocket II,OF560
1200, Casco Suomy Integral Trek Italian En Freeway Motos ,2620,NA,2,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTOS_FREEWAY,https://articulo.mercadolibre.com.ar/MLA-756505593-casco-suomy-integral-trek-italian-en-freeway-motos-_JM#position=34&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,NA,NA,NA,NA,NA,#756505593,Negro,M - L - XL,Suomy,italin,Integral,Simple,NA,NA,Adultos,NA,Trek,NA
1201, Casco Nolan N40-5 Gt Special N-com Negro Grafito 9 Fas Motos ,16531,23143,6,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-686435296-casco-nolan-n40-5-gt-special-n-com-negro-grafito-9-fas-motos-_JM#position=35&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,NA,NA,NA,NA,NA,#686435296,Gris oscuro,"S,M,XXL",Nolan,40/5 GT,Desmontable,NA,NA,Policarbonato,NA,NA,desmontable,NA
1202, Casco Moto 324 Rapid Evo Firefly Luminiscente Ls2 ,12790,NA,4,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,15,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-710614347-casco-moto-324-rapid-evo-firefly-luminiscente-ls2-_JM#position=36&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,10,5,0,0,0,#710614347,Negro mate Liminiscente,"S,M,L,XL,XXL",LS2,FF324 Metro Evo Firefly,Rebatible,Doble,Poliestireno,KPA,Adultos,NA,Modular,FF324
1203, Casco De Cross Fox V1 2019 Motif Azul Enduro Atv + Antiparra ,12799,NA,1,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MARELLI+SPORTS%21,https://articulo.mercadolibre.com.ar/MLA-768209987-casco-de-cross-fox-v1-2019-motif-azul-enduro-atv-antiparra-_JM#position=37&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,NA,NA,NA,NA,NA,#768209987,Azul - gris,"S,M,L,XL",Fox,Motif,Cross,NA,NA,NA,NA,NA,V1,NA
1204, Casco Moto Ls2 Ff353 Rapid Negro Mate 2018 Rpm1240 ,5490,NA,6,14,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,33,https://perfil.mercadolibre.com.ar/RPM-1240,https://articulo.mercadolibre.com.ar/MLA-719544903-casco-moto-ls2-ff353-rapid-negro-mate-2018-rpm1240-_JM#position=38&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,20,10,3,0,0,#719544903,Negro mate - Mate,s m l xl,LS2,Rapid,Integral,Simple,NA,ABS,Adultos,NA,ff353,FF353
1205, Casco Moto Hawk Rs11 Integral Negro Mate Doble Visor Oficial ,3429,NA,4,304,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,455,https://perfil.mercadolibre.com.ar/HAWK+HELMETS?brandId=1746,https://articulo.mercadolibre.com.ar/MLA-777130455-casco-moto-hawk-rs11-integral-negro-mate-doble-visor-oficial-_JM#position=39&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,291,118,38,3,5,#777130455,Negro mate,"S,M,L,XL",Hawk,RS11,Integral,Doble,Cuero sintético,ABS,Adultos,Urbana,NA,NA
1206, Casco Integral Airoh Movement S Faster Doble Visor Sti Motos ,14982,20974,5,13,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/STIMOTOS2008,https://articulo.mercadolibre.com.ar/MLA-729692093-casco-integral-airoh-movement-s-faster-doble-visor-sti-motos-_JM#position=40&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,1,0,0,0,0,#729692093,,"XS,S,M,L,XL",Airoh,Faster,Integral,Doble,Dry Confort,HRT,Adultos,NA,Movement S,NA
1207, Combo Casco Custom Retro Vintage Negro & Masc Cuello Termico ,1605,1785,28,9,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/RIDERCRAFT,https://articulo.mercadolibre.com.ar/MLA-665015309-combo-casco-custom-retro-vintage-negro-masc-cuello-termico-_JM#position=41&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,2,0,0,0,0,#665015309,Negro - negro,universal,Custom,Americano & Cuello Termico,Abierto,NA,Poliéster,Eco cuero,Adultos,NA,Casco custom combo con mascara,NA
1208, Casco Motocross Fox V1 Mata Mvrs Vicera Imantada V2 V3 Qpg ,14880,NA,3,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/QPG+MXPARTS,https://articulo.mercadolibre.com.ar/MLA-768930330-casco-motocross-fox-v1-mata-mvrs-vicera-imantada-v2-v3-qpg-_JM#position=42&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,1,0,0,0,0,#768930330,Rojo,S,Fox,Mata,Cross,NA,NA,NA,NA,NA,V1,NA
1209, Casco Integral nzi symbio aresone doble visor talle S/l Gi ,3990,NA,4,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/GRUPO+INTER,https://articulo.mercadolibre.com.ar/MLA-750331085-casco-integralnzisymbioaresonedoblevisortalle-sl-gi-_JM#position=43&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,0,1,0,0,0,#750331085,"NEGRO, BLANCO Y ROJO",L,NZI,Symbio Duo,Integral,Doble,Resina termoplástica,Policarbonato,Adultos,NA,ARESONE WHITE RED,NA
1210, Casco V-can V370 Max 370 Enduro Cross Motocross C/ Visor Nsr ,5899,NA,11,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,26,https://perfil.mercadolibre.com.ar/NSRMOTOS,https://articulo.mercadolibre.com.ar/MLA-670638723-casco-v-can-v370-max-370-enduro-cross-motocross-c-visor-nsr-_JM#position=44&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,21,4,1,0,0,#670638723,Negro mate - negro,"S,L",VCAN,V370,Cross,NA,NA,ABS,NA,NA,Hibrido,NA
1211, Casco Moto Rebatible Punto Extremo Xr650 Doble Visor Rpm1240 ,5376,NA,22,78,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/RPM-1240,https://articulo.mercadolibre.com.ar/MLA-691702208-casco-moto-rebatible-punto-extremo-xr650-doble-visor-rpm1240-_JM#position=45&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,1,0,0,0,0,#691702208,"Negro , Azul , Rojo , Rosa - Mate - Brillo",xs s m,Punto Extremo,XR650,Rebatible,Doble,NA,recina,Adultos,NA,Rebatible,NA
1212, Casco Moto Gp Pista 323 Arrow Negro Brillo Ls2 + Pinlock ,12790,NA,3,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,https://perfil.mercadolibre.com.ar/LS2-OFICIAL?brandId=157,https://articulo.mercadolibre.com.ar/MLA-704942586-casco-moto-gp-pista-323-arrow-negro-brillo-ls2-pinlock-_JM#position=46&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,3,0,0,0,0,#704942586,Negro brillo,"M,L",LS2,FF323 Arrow R Single Mono,Integral,Simple,Poliestireno,HPFC,Adultos,NA,Integral,Ff323
1213, Casco Rebatible Hawk Rs5 Negro Brillo Negro Mate Visor Negro ,3738,NA,18,152,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-645504438-casco-rebatible-hawk-rs5-negro-brillo-negro-mate-visor-negro-_JM#position=47&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,563,238,57,15,16,#645504438,"Blanco,Negro,Negro brillo,Negro mate","S,M,L,XL",Hawk,K-3,Rebatible,NA,Termoplástico inyectado,ABS,NA,CALLE,Rebatibles,NA
1214, Casco Integral Zeus Gj 811 Negro Mate Modelo 2019 Cuotas Fas ,6097,8536,23,15,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-628596125-casco-integral-zeus-gj-811-negro-mate-modelo-2019-cuotas-fas-_JM#position=48&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,1,1,0,0,0,#628596125,Negro,"S,M,L,XL",Zeus,GJ 811,Integral,NA,NA,ABS,NA,NA,Integral,NA
1215, Casco Rebatible Punto Extremo Xr 650 Azul Doble Visor - Um ,5850,NA,1,6,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,153,https://perfil.mercadolibre.com.ar/URQUIZA+MOTOS,https://articulo.mercadolibre.com.ar/MLA-756038943-casco-rebatible-punto-extremo-xr-650-azul-doble-visor-um-_JM#position=49&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,107,39,6,0,1,#756038943,Azul,"XS,S,M,L",Punto Extremo,XR650,Rebatible,NA,NA,NA,NA,NA,NA,NA
1216, Casco Cross Troy Lee Se4 Poly Factory Blanco Cuotas Fasmotos ,21215,29701,2,6,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,5,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-745576492-casco-cross-troy-lee-se4-poly-factory-blanco-cuotas-fasmotos-_JM#position=50&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,4,1,0,0,0,#745576492,Blanco,"XS,S,M,L,XL,XXL",Troy Lee,SE4,Cross,NA,NA,NA,NA,NA,Off-Road,NA
1217, Casco Hawk 721- Ruta40 Negromate -en Teo Motos ,2890,NA,11,23,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,253,https://perfil.mercadolibre.com.ar/TEO+MOTOSVGG,https://articulo.mercadolibre.com.ar/MLA-771166160-casco-hawk-721-ruta40-negromate-en-teo-motos-_JM#position=51&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,174,69,9,1,0,#771166160,Negro mate,"62,M (58),L (60)",Hawk,721,Abierto,Simple,Poliestireno,ABS,Adultos,NA,NA,NA
1218, Casco Halcon H5 Kids Niños Rojo Azul Negro Jm Motos ,1152,NA,25,4,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,48,https://perfil.mercadolibre.com.ar/JM+MOTOSTESEI,https://articulo.mercadolibre.com.ar/MLA-633681827-casco-halcon-h5-kids-ninos-rojo-azul-negro-jm-motos-_JM#position=52&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,36,8,3,0,1,#633681827,Azul,54,Halcon,H5,Integral,NA,NA,NA,NA,NA,Integral,NA
1219, Casco Integral Mac Street Monochrome Camo Moto Devotobikes ,4343,NA,5,40990,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,11,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-758443027-casco-integral-mac-street-monochrome-camo-moto-devotobikes-_JM#position=53&type=item&tracking_id=7eda555a-aac3-4d74-beaf-facb14cf8a1b,9,2,0,0,0,#758443027,"S 56CM,M - 58 cm,L 60CM,XL 61CM,XXL 63, 64CM",,MAC,monochrome camo,Integral,Simple,Poliestireno,resina termoplastica,Adultos,NA,Street,NA
1220, Casco Moto Cross Mt Helmets Falcon Weston Motos Point ,6199,NA,2,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,3,https://perfil.mercadolibre.com.ar/MOTOPOINT07,https://articulo.mercadolibre.com.ar/MLA-788821898-casco-moto-cross-mt-helmets-falcon-weston-motos-point-_JM#position=1&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,3,0,0,0,0,#788821898,Rojo,"S,M,L,XL",MT Helmets,FALCON WESTON,Cross,NA,NA,NA,Adultos,NA,Optimus,NA
1221, Casco Moto Vertigo Hoken + Guantes + Mascara Regalo - 12cuo ,2873,NA,5,1105,18 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/STIAHORA12,https://articulo.mercadolibre.com.ar/MLA-801883587-casco-moto-vertigo-hoken-guantes-mascara-regalo-12cuo-_JM#position=2&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,3,1,2,0,0,#801883587,Negro,"XS,S,M,L,XL",Vértigo,Hoken,Integral,Simple,Set Poliester,ABS,Adultos,NA,NA,NA
1222, Casco Hawk Rs11 Doble Visor Integral Lentes Gafas Negro Fas ,3429,4801,175,41893,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,455,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-634430801-casco-hawk-rs11-doble-visor-integral-lentes-gafas-negro-fas-_JM#position=3&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,291,118,38,3,5,#634430801,Negro mate,"S,M,L,XL",Hawk,RS11,Integral,Doble,Resina termoplástica,ABS,Adultos,NA,integral doble visor,NA
1223, Casco Rebatible Hawk Rs5 Vector Visor Moto Devotobikes ,3790,5489,49,36158,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,1053,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-740326821-casco-rebatible-hawk-rs5-vector-visor-moto-devotobikes-_JM#position=4&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,642,281,83,30,16,#740326821,,"S 56CM,M - 58 cm,L 60CM,XL 62CM",Hawk,RS5,Rebatible,Doble,Resina termoplástica,ABS,Adultos,Urbana,REBATIBLE,NA
1224, Casco Agv Moto V K3 Sv Doble Visor Brillo Mate Con Pinlock ,16179,NA,17,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SUZUKI+QUILMES,https://articulo.mercadolibre.com.ar/MLA-684976397-casco-agv-moto-v-k3-sv-doble-visor-brillo-mate-con-pinlock-_JM#position=5&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,NA,NA,NA,NA,NA,#684976397,Negro brillo,"S,L,XL,XXL,ML,MS",AGV,AGV,Integral,NA,Termoplástico inyectado,policarbonatos,NA,NA,K3 SV PINLOCK,K3 Sv
1225, Casco Moto Hawk Rs5 Rebatible Flip Up Negro Mate Argenmotos ,3255,NA,5,11,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,888,https://perfil.mercadolibre.com.ar/ARGENMOTOS,https://articulo.mercadolibre.com.ar/MLA-778257816-casco-moto-hawk-rs5-rebatible-flip-up-negro-mate-argenmotos-_JM#position=6&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,563,238,57,15,16,#778257816,Negro mate,"S,M,L,XL",Hawk,RS5,Rebatible,Simple,Acolchonado,ABS,Adultos,Urbana,NA,NA
1226, Visor Casco Halcon Kids Niño - Chico Reforzado En Fas Motos ,250,NA,6,99993,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,48,https://perfil.mercadolibre.com.ar/FASMOTOS00,https://articulo.mercadolibre.com.ar/MLA-627212921-visor-casco-halcon-kids-nino-chico-reforzado-en-fas-motos-_JM#position=7&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,36,8,3,0,1,#627212921,Negro,XXS,Halcon,H5 Kids,Integral,Simple,Poliestireno,Policarbonato,Adultos,NA,Integral,NA
1227, Casco Moto Ls2 Ff 370 Shadow Rebatible Doble Visor Cycles ,8490,NA,13,3,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,10,https://perfil.mercadolibre.com.ar/CYCLES+MOTO,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=i2R72AU%2BLMuq9kTil76EtkzAekjZP2JYg2%2FzElv8fKuNhxCAWH6zAezbrIDvKbM8ul6NzHcmTmcaiYTSYLLUlWLGgunNuLUfTb0LBC57O8nMvGqJhchtjI8C0dUMh1jEkWZbwLBvjeS8eqwOd1j2aNvOzezhcgb5qjxEFn6D4yIlOtQjqqJ57iQfJgMgNr1F8%2FTS2vVnUHTkQoPlnPuLHfAmWCzGnB5rwyviyITyPgvHoJ71sQzq32csNak1Rmi7KYQvh43yczy6vcQOFQl2gEeDfeUUwunDP0K4jWIr0kSRvMqGpfyxUri3TKWybT13PCO6FIeH2nkGYYbdvPoud4HxPgBNgPSsZb85ig7jt6uLi%2FPClac8F5d%2FxvWP8EvdZDJz8SsTrViSd%2BvkHx6XXZ%2FXPduCZR6nD6G4re9dbgbE7ENvsE6jMqRHAPtlSR8kZlFPL1aXph5xZyrhF6WWiurIXLJwLDEB90LrtTtDrtjAeOfyh%2F6UnZUW7n7lHuKjhpQhvWONA5zC9BDf0doqDC1CTxxHNKWVlVG%2FDtKQ%2FPX9c27%2ByrMLVxrvUxAFPQy2l4Gr7gaTaFfAvzw34w2TPUxDtJ3j0fZsIlcUcFxZFQj0i1SqRvzWYCIoXForJWvENt%2FUy1rphhJQfu8VOBX2DrTA%2FcdgG6puITbXJoJHqsJ29uMKiR3wbSdkN95PjHyxppTTIkpI%2BEuntENbFSDJzhS6GllkkCWJ6F88%2BML9GNF7zmffyxag8aPA5%2FDRSDI9O966SkO2jdV25npjEUkgnx7961iITGe2raRLYZ1DG%2BHBqmsydvMMS2ivyhdRnLeNrFCYzjmD%2ByGUEG3rKf%2B%2FmmTuuEJKW4HSFNZslDvt0qkmj4pLuiC7FgO2Qsc1Qo975cVy7YBcGDY7M237OH3WntsaJmxRp6ljFSsvb3hFvmaVSRDrYbiMWydz8ReA42umyt1PyCJhsgk%2FHk6f8vBIUS26PO3HzWEdfz10brawx1AUHmbn40pAfnKtwPG0TqaY4yg%2B98%2FueZI1VZeGoOuhGoFnPkvxUnpwY0tP9LgCqDF2w7WIt2jh8Mi39nwNCtnw0LsUstb%2BBBxCTtIx5PXNUGDeXJBYNOx%2F3KEVY%2F2EZGaYtOh553jPA1ErfMiZb8CfTIwIlPo0thtvpSo30WqLnZ8%2BemK4PJlrdd4QrhKaz8jwYIyzDqLSYOJghLPMBnSurec%2BVFMEwlLZfjMtjuUjo2XN0j%2Bw19YDpveocgu5NVlD7TuNek58VzQJQTQ6p8%2BFa8rR0%2BST1VV8wv3YmnrGJMWwACxVk6EvEh3TTgCVBCJjSmjLQKaZKhzSRwl%2FYR6gZ1Q9nMS09q2rp3gCaCefolhr4Z7m%2BZKrpJASJGQDr0NdbuXF43uv4Wuem8AMqsuZ6HiUjjBEjCtNLhrkJ4XWYmPxy7nKEQBiKEs9Vywfe7kVnkEKnCxxDICqf3KBDJ82ikGd%2BRPnPLAWNgm09OaNN53p7qYeDKm61RbNVGT0iwH1Ef3HGncuJrAkNaFGafRBicf6iYL6183jlMJz7wPyLyEploJl14ZA97h9Js2UXgTVMv97TStG05kKgel2jjNB3IiXMbloqMhkjGGyEmOrL2Bdvzcix22BKLlcbYwXIze6X8WmSzMYKI1rnIMPI4Ud4RbjqWPDBiuSCNYrXTyu8Za%2BgGfjzGdhQs%2FO5Qvy1YguIz%2FRXKE1xT%2FEX2Sf0PP6oM6Vl0yIFOkk75LDmLYG%2FgYLD6Gg%2FX56976iNoTI4QbGOI1MYdzQY%2B2L26vSRQtWEOzEX7M5ErIHnxICrI68SJekmtEEQ3YqMOe6hU84vqUnnTgi1%2BIms6Aci0azCtPiMrrxHPh6dW%2BXfos%2BdPGLdhloYevxU5p4xQqC2s6ZQJGDGavlc9r6eCAP963gSgDXgNdgKiBY6QYJ2x%2BPgi4yS%2FWZ9GFrp%2F4FRqeLYJa0E3UaJgRAXM8yaPPUqVbuXw7X7zEHd4L6m6LjDmzUGphnVsx7l4caWdXsERntLDtgwXf%2Fkuo%3D,9,0,0,0,0,#780837989,Negro - Amarillo,"S,M",LS2,EASY SHADOW 370,Rebatible,Doble,Poliestireno,HPTT,Adultos,NA,370,NA
1228, Casco Abierto Doble Visor Mt Avenue Blanco En Freeway! ,5773,NA,2,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MOTOS_FREEWAY,https://articulo.mercadolibre.com.ar/MLA-782151366-casco-abierto-doble-visor-mt-avenue-blanco-en-freeway-_JM#position=9&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,NA,NA,NA,NA,NA,#782151366,Blanco,S-M-L-XL,MT,Avenue,Abierto,Doble,NA,NA,Adultos,NA,NA,NA
1229, Casco Moto Abierto Ls2 599 Spitfire Negro Mate Novedad 2019 ,7005,8999,28,39982,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/DEVOTOBIKES,https://articulo.mercadolibre.com.ar/MLA-696790953-casco-moto-abierto-ls2-599-spitfire-negro-mate-novedad-2019-_JM#position=10&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,2,0,0,0,0,#696790953,Negro,"S 56 cm,L 60 cm,XL 62CM,XXL 63-64",LS2,of599,Abierto,Simple,Poliestireno,Resina HPPT,Adultos,NA,599,NA
1230, Casco Nolan N60-5 Sport Negro Mate Visor Oscuro De Regalo ,10900,NA,2,40,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/TEO+MOTOSVGG,https://articulo.mercadolibre.com.ar/MLA-771867802-casco-nolan-n60-5-sport-negro-mate-visor-oscuro-de-regalo-_JM#position=11&type=item&tracking_id=1a0dd17b-f393-439d-83a5-84b77598598d,1,0,0,0,0,#771867802,Negro mate,"S,M,L,XL",Nolan,N60-5,Integral,Simple,Poliestireno,Policarbonato,Adultos,NA,NA,NA
