search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Modelo alfanumérico
1962, Máquina De Afeitar Eléctrica Para Mujer -fairycity- 4 En ,"1,633",NA,0,3,18 meses,90.77,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-632559003-maquina-de-afeitar-electrica-para-mujer-fairycity-4-en-_JM,NA,NA,NA,NA,NA,#632559003,Fairycity,NA,FC001,NA,NA,NA,NA,NA,NA,NA
1962, Máquina De Afeitar Eléctrica Para Mujer -fairycity- 4 En ,"1,633",NA,0,3,18 meses,90.77,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-632559003-maquina-de-afeitar-electrica-para-mujer-fairycity-4-en-_JM,NA,NA,NA,NA,NA,#632559003,Fairycity,NA,FC001,NA,NA,NA,NA,NA,NA,NA
1963, Eliminación Del Cabello Eléctrico Nariz Oreja Trimmer Barb ,443,NA,0,9,18 meses,24.63,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/HOMEGARDENTOYSMX,https://articulo.mercadolibre.com.mx/MLM-648787858-eliminacion-del-cabello-electrico-nariz-oreja-trimmer-barb-_JM,NA,NA,NA,NA,NA,#648787858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964, Maquina Afeitadora 3 Cabezas Flotantes Rasuradora Recargable ,849,NA,0,2,12 meses,83.87,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RGCBRANDS+MEXICO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=UkBsT5W1%2BkkzzGY3unFD27Wl1GqW7of422t3n4VxlAwnOSkI2sNVyzNQRKKjvBw3rvdlo0Kq%2Fbya1UkzWYUkQkHAdbmFSmS6RNtQGeIike3i1DYgdwenQDUsp03vHfpJCmQIt19Zt9Zml%2F%2F5iF8tQDLPF8SPZS1s3DZTsvwTxlxq44Y3GFgNDt3LZX4wvW%2Be88T2ZtwQW5ZCD34MZq1X5e%2FXVGiRlUl7ql8QpYpFdXrFovr0uvmdcc5Rj4P3TtI5SusIEA2gN1VkRtdtmtra6GXV1FSdlV1juYdncuyOSF92N3I4X3trckS%2FS3ak10FI2JKQugu5ovFGvuRaB5lJ5cOLaVpkmgrBqeiNFLGKfbSpDuhcIgcG2oe5IfAv2ySLwSwd9b%2FvF0RR7H6JSMCcBizvmaERJryNKcBGI7pVK880gfPqxvYqyj%2FABVwfN5l%2FwhrvBcpdOj6tWNohV1YerylsZda%2Fo0N7ZnRrU4RONHjR9WjznExxR%2BdxCxPrYAo9vIOAmxnYSJDhZKvd9TD3i4RhcvuK%2FzAF668BMqKInlCMCB9350GeyXyLw6ZYiTpaMskm%2BBEff7CO6xZPMP%2BUFOxVB2sbLjKak9V4yDOtyfFVAAmBItyNr9lkLK5gNPBYIama5E%2BlfCLCqzOW7e2GWZLTWDqiGxWmMJflBegAgbCJUO7prHsz4e1HF1U7oAbKHOlYZWDJFZ%2BFwgzBo4wC5rXqy3XZwtorIoW9DAgQrjs8%2BST2zT5kJruZ4%2Fwnxf4T8BS0u7dJt15vTPpyqyZ9hIze5nvjOKSDdXztWiNIu7uNdlDY7nIXdVY5KEV90hVK6kve11XWedQ4EdEtO72uzYb1uLSx2iqXyaTDTtcJysOe3SFj%2Fla1bNK5H9MGMvl7x4zA4mfpPrJtTRPzBcKS4HIuIN4STqd38C%2Fi0hFKMby6CsUSO4jsQ8UsDHMO7bqGwHCwnTJI6mL7QMYmUM%2BB3wZ73mHxfi4v5KlcvqNIuRfE5sHWdM3CbcEiOJpM9ncFSsphAS%2BFWP9zWCq09ZwgY0klbpFmPvT%2FDacsNGCpBkRZNqquIXinzuEgIz9gx%2F%2FUm5dPdijaqteVQqrtwL%2B%2FaVpM0BFaVQ7a7XKKaTVITOqvfCP0wn%2BLAAhkkVx7TtuDObmLbEIirCje3KSmiZpyoQYJbQA8dvEsq12hROicya0WZ02BgkULcCThXyn%2BrXfbfaMGuLjjg4ltszqTCnUoic4%2FZG%2BVYBkwKmioR0L8mkL3L5qk2EfXwry7snWvEnwyja7DQUIqh7z%2BUGUmJzoi5i%2FdHutMLy3Pv8NWZWDGV46DkTDRo9WjC83FqCpZnHOOMTr2zAxOvOM%2BzuzU7Bc1jB27zXsuTqUBGZC06kfQEL47YxIK8dvH8cTq8mB9AqDIgk3NB5pXBY4M40J7EvKzzf0AXodvmxrwbJWKLGLqL13aoTY%2B5woDckIC3xpsha%2F1Xqi9SN1HNf1lbw%2F%2BQgY2%2Fbv6voRSPHwSSQ89qpAht7O12JH1Ut1A4V4PBksSrcoQYCVN%2Fox%2BjaJNAbwIfdN0hHWr0ZsDlipOwG2FwjI59amFupQxCQcvrAYlRABfrCdsjbMbiFQKBSIK9BbYQ0ykd2EwDlNmwWhax%2FJ7n7A7HcVVxHNJygfGEu6kX3hxbNbwFMHkdwkicPy9N%2FlFfqNanf0LW5Fzs4dGIF38qfxqU1C%2F2Aw4ZhRzDWgKf%2ByzAUs2GK2yHCn%2BBnADk499YnviYKJWcPe8KRE7aC8xrakwHuBXqUct%2BqSEo27DHOidZw4HVQPaOqga7cBIEBP9pqOhEmpFkFrXvv1mJ6mX8UgdXmYiBWiGbwvIw%2BzCPq1UlwxNDh4gIgDMmVf04FbwUoigvComC4cf01c4,NA,NA,NA,NA,NA,#703654423,SUPRENT,Masculina,B07DKDPYPD,Giratorios,NA,NA,Recargable,NA,NA,NA
1965, Rasuradora Recargable Taurus Promocion Argus ,335,NA,0,47,18 meses,18.64,NA,Envío a todo el país,NA,NA,4,16,https://perfil.mercadolibre.com.mx/TODOAQUI.COM.MX,https://articulo.mercadolibre.com.mx/MLM-657222459-rasuradora-recargable-taurus-promocion-argus-_JM,10,1,2,1,2,#657222459,Taurus,RASURADORA,Argus,Flexibles,1,Láminas,Recargable,Mucho,0 m,NA
1966, Afeitadora De Afeitar De Borde Recto De Madera De Los Hombr ,249,NA,0,3,18 meses,13.84,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNTEKSTOREMX,https://articulo.mercadolibre.com.mx/MLM-660440207-afeitadora-de-afeitar-de-borde-recto-de-madera-de-los-hombr-_JM,NA,NA,NA,NA,NA,#660440207,Unbranded,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967," Philips Norelco Beard Trimmer Series 3500, 20 Built-in Lengt ","1,399",NA,0,3,18 meses,77.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RORE3601989,https://articulo.mercadolibre.com.mx/MLM-665971732-philips-norelco-beard-trimmer-series-3500-20-built-in-lengt-_JM,NA,NA,NA,NA,NA,#665971732,Philips,Norelco,Series 3500,Removibles,NA,NA,Eléctrica,60,NA,NA
1968, Kemei Km-5001 Recargable Eléctrico De Afeitar Cabello Remov ,338,NA,0,4,18 meses,18.79,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/NEWCOORDINATESMX,https://articulo.mercadolibre.com.mx/MLM-669938790-kemei-km-5001-recargable-electrico-de-afeitar-cabello-remov-_JM,NA,NA,NA,NA,NA,#669938790,Newcoordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969, Philips Norelco Multigroom 13 Accesorios Rasuradora ,"2,172",NA,0,10,18 meses,120.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VEES1215739,https://articulo.mercadolibre.com.mx/MLM-674519925-philips-norelco-multigroom-13-accesorios-rasuradora-_JM,NA,NA,NA,NA,NA,#674519925,Philips,Norelco,MG3750/50,NA,NA,NA,NA,NA,NA,NA
1970, Rasuradora Afeitadora Electrica Recargable En Remate ,560,NA,0,1,18 meses,31.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ROAL2830604,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=WyCC6CJfkfD4LWdbSfjSXMZF%2Fb9gU6FQofiwq8WjOwHUJ4zWs398zC7N2dfzEG60Ca%2FS2lGaSjbcMbKQ1BV9A4EncQW0GTJWW%2FraIorFoTqoA0UlMpPqGjZfQupqQpzydKqV0sbEaBbBs6KXvGRyhIZlOix9IQDN8LbUoK5Me17FA2GlgrS0%2B0bSn71CvrF%2B%2Bcs2eMA%2FQWN6nSZebh133%2Fkp5RWuGpnsjN83qDHgCG%2BTPHPablKn1j%2FdmbHBWjWZ5BRgaO9lr0OjILrfy0gj3WZo70AEA0q5eYYMisbVElW%2FxWisRq4onmA496PRDhMyaA4NR8cHWmS3BYbxDYLb%2Fo01MrxSa0%2BGE0F4BikhIWtNuIXqC%2FpECom14FpLmgkT6P%2FGxnhLRPIoUXIjcFp3iMfNhcN3uN19YR9OiHebCzC7es6WIk832YxZeR8bluGUQ7WtjDBdZll7fLWWPlDF8PwbWbZ0DoeUjvPAfmqE33IMI%2FylGM%2F7KDDQ6ThpxJl5fWU9U0mbS2GAR2q%2BGehsRSclISzIwDLAfjCRq7h6L1Vi%2BPP2bG92d%2FE63E3iFXd%2F3KXEWpM7oJrG2e7mij10KedFEsdqiF5DjA1inRWDL%2FH5wcyCjh0CdyObmW2XZsExH8BSxoAjRL5s16llbOuKb5GhtbKC4qjPyHsAz2oJ1JjExcHEmo0yTvfYKDEfxR9vn90DJrudFZJZHwFzAFkVV5fijcdXVt5SmrfssB%2B1X%2BE9LxFBb6fhbRMfN5ZJ1g9OYFG8Zt%2FG4wC%2BzDeHE7DB34EJWQ%2Bxd%2FqF%2FyX5Fb6mE2L6JwPHqdweGo4hEPcaMTnxbOzLAR5c9Se07O2rsYvYpBjkJkBcGOtZvvbnfoRZUi6m%2FBv7gAOIFN9Qzk7gyz2olgO11NQD1ari826vC5gMGZDTHGU2mf%2BtiUo5qmAMepPrgNnYFkyKC08IAbTkx4tPJEyktbEGicFMYadiXXTVM98lTAwuKvvFGGa0oaHNZO2mOULMO06wxhI7inGrhsr1x0S50hPcj2aLS1nikkf6cCvZV71QE%2BoLxiD5WIg8wLUYIbS9BWBEM5S7z7wbF845I%2BUiBQnlhHTWeecnzqsJHI1npcVTFuL4i08WUqRFYa7kbE%2FNpXzyyWtNO4oTAxHHlG%2FKpfYZRByF3F2cvBJsqhpje%2BqjtQGIwzYkAZjD0H3w9BAplraUel99FZNLeMSl%2BEZOKVWgkvBWE0OlNwfunztKUnjsUO290nfkIk%2Bbw0UOXbz%2F%2BVuMkPWhmEQY88Eqa8vWrQ6F2WCrikWOF7u8UjPHe1GXb8pD7QIiN8h5UxJatQfblXLvLnELc6rZjTPLxck0Nc%2B81OyCYXiv5rP7JtwDjMQmLAxyXQQkJAFIz0pqEJdal7fIFV0GxWOF7ETcezybg%2FZZVULXxO6KbN1rvxaAKhJCVo5rP7WBCRyFuadsXqwvQcqKbhrIXogRrlJIqPl3flvCphrQX9xPRsnkS4F5T%2BuStETCgGLiSl%2B608EEUSZm%2BgvIS3IjB%2BeWur1ESXUrwnvDwTTiVLRPDZ5tq2WgaMQfF8h5ysoc98MTerqYr0vNhMs0yZ1hS10Qdnh%2BuxRZENZqkz5lxkzKH81Ek6Y%2F%2FQKyL646jfbE2rixz5k44RsIGxcVcYXcfP0AJ7Y2ozk0SdTWOi1ktV1g0Y2Kvj6j%2BHYv9cPpeVOQ5NuwqTntlrxX03NHfbkIxlRb7zbcYfFO2H9%2BSXObBnGzqJCJSS8uRyZnEtAZ%2BVMaU4%2B1TGenIWQZOEo%2FX5K8r1XzBT8WG41SUuRAiWm8Ct7VPbiv3lO%2BHyyhXHT3CLoBSnkG4Xk5EiUEWFLM29ma1L5vjDbKEM%2BhaYJesIwEy3sBkhvACS8%3D,NA,NA,NA,NA,NA,#686322667,Max-T,NA,Max-T,Giratorios,NA,NA,Recargable Micro USB,NA,NA,NA
1971, Afeitadora Recargable Kelite Para Mujeres ,427,NA,0,200,18 meses,23.74,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/XSTECHMX,https://articulo.mercadolibre.com.mx/MLM-675738150-afeitadora-recargable-kelite-para-mujeres-_JM,NA,NA,NA,NA,NA,#675738150,no brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
1972, Riwa Rf - Máquina De Afeitar Eléctrico Recargable Seco 770a ,741,NA,0,200,18 meses,41.19,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/XSTECHMX,https://articulo.mercadolibre.com.mx/MLM-675838629-riwa-rf-maquina-de-afeitar-electrico-recargable-seco-770a-_JM,NA,NA,NA,NA,NA,#675838629,no brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
1973," Rasuradora Philips Con Estuche, Aquatouch, 3 Cabezales ","2,659",NA,0,5,18 meses,147.72,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/MOFINSHOP,https://articulo.mercadolibre.com.mx/MLM-680715908-rasuradora-philips-con-estuche-aquatouch-3-cabezales-_JM,2,1,0,0,0,#680715908,Philips,Rasuradoras y Depiladoras,S5420,Flexibles,NA,NA,Voltaje Universal,NA,NA,NA
1974, Recortadora De Barba Eléctrico Lavable Recargable Navaja 3 E ,314,NA,0,61,18 meses,17.49,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DODOLORSMX,https://articulo.mercadolibre.com.mx/MLM-687028778-recortadora-de-barba-electrico-lavable-recargable-navaja-3-e-_JM,NA,NA,NA,NA,NA,#687028778,DODO-ZF,NA,DODO-ZF0603,NA,NA,NA,NA,NA,NA,NA
1975, Máquina De Afeitar Eléctrico Barbeador Recargable Para Barba ,927,NA,0,16,18 meses,51.53,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DODOLORSMX,https://articulo.mercadolibre.com.mx/MLM-687054697-maquina-de-afeitar-electrico-barbeador-recargable-para-barba-_JM,NA,NA,NA,NA,NA,#687054697,DODO-ZF,NA,DODO-ZF0603,NA,NA,NA,NA,NA,NA,NA
1976, 5 Pza Recortadora Para Pelitos De La Nariz Hombre Envio Gtis ,880,NA,7,9993,18 meses,48.89,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/PAUL+ACOSTA1,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=sTGwnUUfWOxmJmEmqSKS3Zr9p8Rn0l8Jks9%2Bw9syTgxDNHUKTDvJNdEbGEguIje8VpLvSH43ne2CVIW0nGPmWDwyF13j4dlG8KSxUgLU7bdUV50PcpvPtUmT4GVmoaj6mVCPouSRT7FVMrVokXsLJtnaTP8C5OQt8yTZcp7JpU229kJRgOcmSL4iSUoum8HMM1RRqIuXBS9aHNbc1BhkFUKwdiP8OQKgki8Au9bYmryv7bwpTL0hmY3kIgiPoAhZ5kXH5x%2BWvH%2Bs2u04U5iM%2BFL6VLhAgT6U2Hi75V7dGYz%2FkwrcfKfpOsKdEACShAY%2BuAVAsDOPQSFaesyw7oVYGnateSccLfuqa3VO6xeIPQo2DpkfErpxrjRjeqzyswy%2FRTp87BVOsu0UNJh64qc2YdCMCBJUcMOO55xQJLiQ1Ho%2F5KS4NYFlrypRWe9Qf%2FsUwrcxaI9fVqQ3xuIGPoI66h9KHFc7HE%2FGXcZARpibHC%2BWD5X32zcC48jSvZRpGiIYiXkb%2B0J65O%2FgHfcdcb0CTykrSL%2BvxuberW85DY8mfj7%2F4T5fZpplJvJ8m3bW3r8gstiZk4ZnAl0hmEGBtZ1ej7EWDpWPTk2Q30gvEUnfis97R0Jeo5sH5XdVskE5PNGAaZ1WVXJn3tBB6Ab5H01k7GRMbVKv8VNg9DafF5RMU%2ByKzvTvDnTs29xUqMCYhCfrobggDGWa0PFwEmw33C6c0P83Ec5%2B9eg1Pwg3aFBA4hUVIXvMnBb8UmpiqtDNBiQwhcojSEIeWjsDzoe3FYeUtVb%2Bm5BS55z1rzXePWG2nUC07ZVwd9WmCt%2BxXZjcxunF7c9jDeb%2FpXqd8pEcTMCmL6mrWRbF0Mwtb9kpmTzKeLASoUkGoPIhysSfB2C7hPUkZh9f%2BFOZLNV5DvP0w%2F5DQS0mQWihp18Jkbv0Y10ANP3S2vWBq7AxR3uRxi1cmG3aUzfXYnJ%2F%2FnfaLjKwKsz40SDJFjXSaP%2BCpzH1X3XVm8%2FGFNZ7E2f59F9uHq%2F751H%2FG9oDa6U%2BojkP7N8PshU1EFMby6uSYSJ4L0%2FiJmIk0c7UycaR8F%2BSIexmsjH5vdd4GoetHRtowNj88a65z1yjvwdRQstIRmPRpMVY7w8Jv%2BCGhz00RmT6EMD8b%2BPq2YLW8JBVPACVR5sjJQgfzFNOZzWW1pw%2BuSxh86hRKtQ8ENE8SxtxtuINP%2Bm4LTAtX486KrPtZevnbr0oxH7ft5x9r63m3kJpjeOWB8Dn0rym9%2FBy2bwOyH7HUaADWkBo%2BMc%2FGtWgUvVivqHQVcmt3te4pgiIBUAQDRRexD%2BIOr9hofpVz3G1Fj009U352v6TnyYJD4Y4dC9VSreA6TGsK2quetUTsyAvUG8YkaedpB9e1kEBFeg%2FfYW7tZWhwJjBm0JspN40%2BZrk%2BuutMCcwttwj%2FpF7K%2BfkYzeB1AjTQZ2DmAnmfFCJQBKRSBGSymaNVfvjGz3LXCAnzuxOcZoSLDTv9qKeKaV6SfDrgHQWkMKI8sw6W9EJjdtLUjOBcibYpTlqgdmlTLbgyytGL0lEFtxggHU3IZdx5ppmQnTIqj4Icl3t9x56fyXJ4hZJDg1siw0fKDuFcCXLOFE7uop%2BBFunx8ZGg3rZIp%2Fn37p%2FWRK%2F1R470ZWH7qA0UX5IThwNnpvMslmyHFnFqE6dDhV%2Basf9MWdBZzYaGJN2ixTLinwA%2BJaXjqBwCNQJN75YifOyH%2FVJOc3bBHD2DHzSzU8F1lUTUKpI%2BHD%2FnqtEj9XlmoWPyx%2B0V1fcrmgyvZwczj2dSm%2FnR0iS5059AufBhLr8l44RQPE%2BemORqJRNoZGbzqQV1NROSqVdNP7imeNOBnvz8VMymGIdMESbH9TFJTf2mjT6GDQ5UQLL08udaA%3D%3D,1,0,0,0,0,#569222542,Micro touches max,NA,13015,Planos,1,Láminas,Recargable,4 hrs,0 m,NA
1977, Kastar Paquete De Batería De La Afeitadora Philips Norelco 6 ,"1,047",NA,0,40,12 meses,103.49,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-687218271-kastar-paquete-de-bateria-de-la-afeitadora-philips-norelco-6-_JM,NA,NA,NA,NA,NA,#687218271,Kastar,NA,SG_B000FP63M4_US,NA,NA,NA,NA,NA,NA,NA
1978, Remington Rasuradora Recargable De Bateria Litio 3 Cabezas ,599,NA,0,5,18 meses,33.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/POMA+BEAUTY,https://articulo.mercadolibre.com.mx/MLM-689020345-remington-rasuradora-recargable-de-bateria-litio-3-cabezas-_JM,NA,NA,NA,NA,NA,#689020345,Remington,Personal,PR1240,Flexibles,NA,NA,Recargable,NA,NA,NA
1979, Mquina De Afeitar Elctrica Porttil Razor Recargable Ba ,280,NA,0,200,18 meses,15.61,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/RCMOMENTMX,https://articulo.mercadolibre.com.mx/MLM-689043760-mquina-de-afeitar-elctrica-porttil-razor-recargable-ba-_JM,NA,NA,NA,NA,NA,#689043760,No Brand,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980, Rasuradora Totalmente Lavable Philips Fs9185/49 ,669,NA,0,10,18 meses,37.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VENTASMILENIUM,https://articulo.mercadolibre.com.mx/MLM-692853337-rasuradora-totalmente-lavable-philips-fs918549-_JM,NA,NA,NA,NA,NA,#692853337,Philips,Rasuradoras,SA9185/49,Removibles,NA,NA,Batería,NA,NA,NA
1981, New Men Afeitadora Afeitadora Estante De Acero Inoxidable ,130,NA,0,200,18 meses,7.24,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CASATECNICAMX,https://articulo.mercadolibre.com.mx/MLM-693057049-new-men-afeitadora-afeitadora-estante-de-acero-inoxidable-_JM,NA,NA,NA,NA,NA,#693057049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982, Recortadora De Barba Eléctrico Lavable Recargable Navaja 3 E ,331,NA,0,61,18 meses,18.41,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JCTAGMX,https://articulo.mercadolibre.com.mx/MLM-695112909-recortadora-de-barba-electrico-lavable-recargable-navaja-3-e-_JM,NA,NA,NA,NA,NA,#695112909,Agent Walkers,NA,ZE768900,NA,NA,NA,NA,NA,NA,NA
1983, Rasuradora 5 En 1 A Prueba De Agua Ipx5 Bsk-12000 ,"1,255",NA,NA,5,18 meses,69.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-697573648-rasuradora-5-en-1-a-prueba-de-agua-ipx5-bsk-12000-_JM,NA,NA,NA,NA,NA,#697573648,Timco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984, Afeitadora Philips Satinshave Mujer Brl170/50 - Blakhelmet E ,"2,199",NA,0,2,12 meses,217.24,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BLAKHELMET,https://articulo.mercadolibre.com.mx/MLM-700575567-afeitadora-philips-satinshave-mujer-brl17050-blakhelmet-e-_JM,NA,NA,NA,NA,NA,#700575567,Philips Norelco,BRL170/50,BRL170/50,NA,NA,NA,NA,NA,NA,NA
1985, Afeitadora Shaver Gamma Piu Usb Inalambica Patillera Zero ,"1,199",NA,0,1,18 meses,66.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-703526687-afeitadora-shaver-gamma-piu-usb-inalambica-patillera-zero-_JM,NA,NA,NA,NA,NA,#703526687,Zero,Nueva,Gamma Piu Usb,Laminas,NA,NA,Corriente directa,NA,NA,NA
1986, Rasuradora Timco Nueva En Caja. Oferta. Excelente. ,550,NA,0,NA,18 meses,30.56,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JORDANFR888,https://articulo.mercadolibre.com.mx/MLM-560203128-rasuradora-timco-nueva-en-caja-oferta-excelente-_JM,NA,NA,NA,NA,NA,#560203128,Timco,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987, Rasuradora Philips Con Sensor Touch 3d ¡nueva Sin Abrir! ,"2,800",NA,0,NA,18 meses,155.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/GOCE8216919,https://articulo.mercadolibre.com.mx/MLM-589360272-rasuradora-philips-con-sensor-touch-3d-nueva-sin-abrir-_JM,NA,NA,NA,NA,NA,#589360272,Philips,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988, Rasuradora Afeitadora Hombre Gama Italy 6 En 1 ,499,NA,0,NA,12 meses,49.30,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/INFORMATICA.2001,https://articulo.mercadolibre.com.mx/MLM-627883313-rasuradora-afeitadora-hombre-gama-italy-6-en-1-_JM,NA,NA,NA,NA,NA,#627883313,GA.MA Italy,Rasuradora,GR 500,NA,10000,NA,NA,baterias,5000000000000000000000000000000000 s,NA
1989, Panasonic Es8243a Arc4 Maquinilla De Afeitar Eléctrica Para ,"3,402",NA,0,3,12 meses,336.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VITA_LIFE,https://articulo.mercadolibre.com.mx/MLM-649769627-panasonic-es8243a-arc4-maquinilla-de-afeitar-electrica-para-_JM,NA,NA,NA,NA,NA,#649769627,Panasonic,Arc 4,ES-8243-A,NA,NA,NA,NA,NA,NA,NA
1990, Philips Norelco S1570 Close Cut Shaver 2300 Nuevo! ,"1,499",NA,0,3,12 meses,148.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CAMAY02016-ML,https://articulo.mercadolibre.com.mx/MLM-656442352-philips-norelco-s1570-close-cut-shaver-2300-nuevo-_JM,NA,NA,NA,NA,NA,#656442352,Philips,2300,S1570,Giratorios,3,Rotativo,Eléctrica,40MIN,8 h,6955XL/41
1991, Hombres Portátil Eléctrico Máquina De Afeitar Titular Caso R ,215,NA,0,200,18 meses,11.96,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TOPTECKMX,https://articulo.mercadolibre.com.mx/MLM-678447454-hombres-portatil-electrico-maquina-de-afeitar-titular-caso-r-_JM,NA,NA,NA,NA,NA,#678447454,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA
1992, Rasuradora Braun Serie 9 Nueva ,"8,500",NA,0,NA,18 meses,472.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MARIAGABRIELAFLORESMARES,https://articulo.mercadolibre.com.mx/MLM-681770921-rasuradora-braun-serie-9-nueva-_JM,NA,NA,NA,NA,NA,#681770921,Braun,Rasuradoras,Serie 9,Flexibles,NA,NA,Corriente directa,NA,NA,NA
1993, Afeitadora Profoil Andis Lithium Titanium Foil Shaver Recarg ,"1,690",NA,0,10,18 meses,93.89,NA,Envío gratis a todo el país,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/JULIANA2289+JR,https://articulo.mercadolibre.com.mx/MLM-555976545-afeitadora-profoil-andis-lithium-titanium-foil-shaver-recarg-_JM,21,3,0,0,0,#555976545,Andis,refaccion,Profoil Andis,NA,NA,NA,Recargable,NA,NA,NA
1994," Afeitadora Rotatoria De Viaje Remington Doble Flexión, ","1,288",NA,0,3,18 meses,71.58,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-620836297-afeitadora-rotatoria-de-viaje-remington-doble-flexion-_JM,NA,NA,NA,NA,NA,#620836297,Remington,NA,R95CDN,NA,NA,NA,NA,NA,NA,NA
1994," Afeitadora Rotatoria De Viaje Remington Doble Flexión, ","1,288",NA,0,3,18 meses,71.58,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-620836297-afeitadora-rotatoria-de-viaje-remington-doble-flexion-_JM,NA,NA,NA,NA,NA,#620836297,Remington,NA,R95CDN,NA,NA,NA,NA,NA,NA,NA
1995, Máquina De Afeitar Eléctrica Hatteker 9598asougu De ,"2,114",NA,0,3,18 meses,117.49,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SIMAROMX,https://articulo.mercadolibre.com.mx/MLM-622734627-maquina-de-afeitar-electrica-hatteker-9598asougu-de-_JM,NA,NA,NA,NA,NA,#622734627,Hatteker,NA,9598ASOUGU,NA,NA,NA,NA,NA,NA,NA
