search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Modelo alfanumérico
30, Rasuradora Taurus Argus 2.5w Recar 2 Navajas ,369,NA,279,8,12 meses,36.45,NA,Envío gratis a todo el país,NA,NA,4,16,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638171-rasuradora-taurus-argus-25w-recar-2-navajas-_JM,10,1,2,1,2,#591638171,Taurus,RASURADORA,Taurus Argus,Planos,2,Láminas,Recargable,45 m,6 h,NA
31, Rasuradora Portatil Y Recargable De Bolsillo Vidal Sassoon ,320,NA,259,34,18 meses,17.78,NA,Envío gratis a todo el país,NA,NA,4.1,14,https://perfil.mercadolibre.com.mx/TECNOSERVICIO+CYG,https://articulo.mercadolibre.com.mx/MLM-607511252-rasuradora-portatil-y-recargable-de-bolsillo-vidal-sassoon-_JM,9,1,2,0,2,#607511252,Vidal Sassoon,Uso Doméstico,VSSH188LA1,NA,1,Lift&Cut,Eléctrica,1 h,2 h,NA
32, Afeitadora Profoil Plus Andis Lithium Titanium Shaver Recarg ,"1,599",NA,136,24,18 meses,88.83,NA,Envío gratis a todo el país,NA,NA,4.8,4,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-674350662-afeitadora-profoil-plus-andis-lithium-titanium-shaver-recarg-_JM,3,1,0,0,0,#674350662,Andis,pROFESIONAL,Profoil Plus,Planos,NA,NA,Recargable,80 m,NA,NA
33, Philips Norelco 3000 Recortadora Barba Delineadora 13 Pza Cl ,599,NA,68,10,18 meses,33.28,NA,Envío gratis a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-647954731-philips-norelco-3000-recortadora-barba-delineadora-13-pza-cl-_JM,2,2,0,0,0,#647954731,Philips,Trimmer,Trimmer Multigroom 3000,NA,NA,Láminas,Recargable,NA,NA,MG3750/60
34," Trimmer 3 En 1 Nariz, Oreja Y Barba X-47 ",160,NA,109,1,18 meses,8.89,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445929-trimmer-3-en-1-nariz-oreja-y-barba-x-47-_JM,2,0,0,0,0,#601445929,Timco,NA,X-47,Removibles,1,Rotativo,Eléctrica,NA,NA,NA
35, Rasuradora Wahl Inalambrica Y Alambrica Maquina Rasurar ,979,NA,239,2,12 meses,96.72,NA,Envío gratis a todo el país,NA,NA,4.6,13,https://perfil.mercadolibre.com.mx/COMERCIALIZADORA+JICON,https://articulo.mercadolibre.com.mx/MLM-552893314-rasuradora-wahl-inalambrica-y-alambrica-maquina-rasurar-_JM,9,3,1,0,0,#552893314,Wahl,Casa,79300-400W,Planos,1,Láminas,Eléctrica,CASERO,NA,NA
36, Micro Rasuradora Portatil Contra Agua Force Como Vio Tv! ,119,NA,140,64,18 meses,6.67,NA,Envío a todo el país,NA,NA,4.1,10,https://perfil.mercadolibre.com.mx/CORP.RES+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-554789483-micro-rasuradora-portatil-contra-agua-force-como-vio-tv-_JM,7,1,0,0,2,#554789483,CORP.RES ELECTRONICS,RASURADORA,WET & DRY SHAVER,Planos,2,Láminas,Eléctrica,10 m,0 m,NA
37, Rasuradora Recargable 3 Cabezas + Trimmer Bsk-9000 ,462,NA,73,6,18 meses,25.67,NA,Envío a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445922-rasuradora-recargable-3-cabezas-trimmer-bsk-9000-_JM,2,1,0,0,0,#601445922,Timco,NA,BSK-9000,Giratorios,3,Rotativo,Recargable,40,8 h,NA
38, Rasuradora 3 Cabezas Recortador Para Nariz Y Orejas Rms-b ,398,NA,70,8,18 meses,22.11,NA,Envío a todo el país,NA,NA,3.5,11,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445934-rasuradora-3-cabezas-recortador-para-nariz-y-orejas-rms-b-_JM,5,0,2,3,1,#601445934,Timco,NA,RMS-B,Giratorios,3,Rotativo,Recargable,35,8 h,NA
39, Maquina Afeitadora Delineadora Eléctrica Star Wars Norelco ,799,NA,40,12,18 meses,44.39,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-666052072-maquina-afeitadora-delineadora-electrica-star-wars-norelco-_JM,2,0,0,0,0,#666052072,Philips,Norelco,Star Wars,Flexibles,NA,NA,Eléctrica,40 Minutos,NA,NA
40, Rasuradora Philips Norelco Todo N Uno Mg5750 Recargable 18pz ,"1,099",NA,92,5,18 meses,61.06,NA,Envío gratis a todo el país,NA,NA,5,8,https://perfil.mercadolibre.com.mx/AUDIOLAND+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-612747886-rasuradora-philips-norelco-todo-n-uno-mg5750-recargable-18pz-_JM,8,0,0,0,0,#612747886,Philips,Multigroom 5000,MG5750/49,Plano,1,Rotativo,Recargable,3 h,1 h,NA
41, Recortadora Cabello Barba Multigroom Phillips 23 Accesorios ,"1,399",NA,39,21,12 meses,138.21,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.com.mx/NPK2000,https://articulo.mercadolibre.com.mx/MLM-631411491-recortadora-cabello-barba-multigroom-phillips-23-accesorios-_JM,1,2,0,0,0,#631411491,Philips,MULTIGROOM,MG7790,Removibles,3,NA,Recargable,HASTA 6 HRS,1 h,NA
42, Micro Rasuradora Switchblade 2 En 1 Cabello Y Barba ,299,NA,482,28,18 meses,16.67,NA,Envío a todo el país,NA,NA,2.5,10,https://perfil.mercadolibre.com.mx/CORP.RES+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-557267260-micro-rasuradora-switchblade-2-en-1-cabello-y-barba-_JM,1,2,2,1,4,#557267260,MicroTouch,RASURADORA,Switchblade,Plano,2,Lift&Cut,Eléctrica,15MIN,0 m,NA
43, Máquina Shaver Afeitadora Profesional Foilfx02 Babyliss ,"2,220",NA,18,4,18 meses,123.33,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-667660585-maquina-shaver-afeitadora-profesional-foilfx02-babyliss-_JM,1,0,0,0,0,#667660585,BaByliss,FoilFX2,FoilFX2,Removibles,NA,NA,Recargable,180,NA,NA
44, Maquina Cortadora Recargable Desvanece Pelo Barba Shc4352 ,619,NA,61,30,18 meses,34.39,NA,Envío gratis a todo el país,NA,NA,5,7,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-596891235-maquina-cortadora-recargable-desvanece-pelo-barba-shc4352-_JM,7,0,0,0,0,#596891235,Sinbo,Recortadora,SHC 4352,Planos,4,Láminas,Recargable,1 hora,120 m,SHC4352
45, Rasuradora Remington Recargable Viaje Afeita Dual Flex R95 F ,569,NA,36,5,12 meses,56.21,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-658073006-rasuradora-remington-recargable-viaje-afeita-dual-flex-r95-f-_JM,2,0,0,0,0,#658073006,Remington,Rasuradora,R-95,Flexibles,2,Rotativo,Eléctrica,30 m,1 m,R95
46, Rasuradora Philips Norelco Mg7750 Multigroom Dual 23 Piezas ,"1,499",NA,31,3,18 meses,83.28,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.com.mx/AUDIOLAND+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-631614977-rasuradora-philips-norelco-mg7750-multigroom-dual-23-piezas-_JM,3,0,0,0,0,#631614977,Philips,7000,MG7750,Planos,1,Lift&Cut,Recargable,5 horas,2 h,MG7790/40
47, Recortadora De Vello En Nariz Orejas Y Cejas Timco ,226,NA,28,4,12 meses,22.33,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/ALAMODA.MX,https://articulo.mercadolibre.com.mx/MLM-665646590-recortadora-de-vello-en-nariz-orejas-y-cejas-timco-_JM,1,0,0,0,0,#665646590,Timco,Recortadora,X49,Giratorios,NA,NA,Eléctrica,Para nariz,NA,NA
48, Rasuradora Eléctrica Inalambrica 3 Cabezas Barba Y Bigotes ,829,NA,143,13,12 meses,81.90,NA,Envío gratis a todo el país,NA,NA,4.8,16,https://perfil.mercadolibre.com.mx/RGCBRANDS+MEXICO,https://articulo.mercadolibre.com.mx/MLM-600053779-rasuradora-electrica-inalambrica-3-cabezas-barba-y-bigotes-_JM,14,1,1,0,0,#600053779,Philips,Kissliss,KLS7110 Kissliss,Giratorios,3,Rotativo,Recargable,120 m,60 m,PQ225
49, Cortador Vello Nariz Oreja Y Delineador Barba Sinbo Str4916 ,299,NA,178,2,12 meses,29.54,NA,Envío gratis a todo el país,NA,NA,4.3,12,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-597834694-cortador-vello-nariz-oreja-y-delineador-barba-sinbo-str4916-_JM,9,1,0,0,2,#597834694,Sinbo,Recortador,STR 4916,Planos,2,Rotativo,Eléctrica,60 m,NA,NA
50," Rasurador Electrico Con Cabeza Flexible, Hle30 Beurer ",348,767,56,16,18 meses,19.33,NA,Envío a todo el país,NA,NA,3.3,4,https://perfil.mercadolibre.com.mx/BEURER+MEXICO?brandId=785,https://articulo.mercadolibre.com.mx/MLM-555551127-rasurador-electrico-con-cabeza-flexible-hle30-beurer-_JM,1,1,0,0,1,#555551127,Beurer,Elle,HLE30,Removible,2,Láminas,Recargable,10 m,4 m,NA
51, Afeitadora Rasuradora Profesional Andis Profoil Thilium ,"1,399",NA,123,95,18 meses,77.72,NA,Envío gratis a todo el país,NA,NA,4.8,4,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-613441635-afeitadora-rasuradora-profesional-andis-profoil-thilium-_JM,3,1,0,0,0,#613441635,Andis,ProFoil,Pro Foil,NA,NA,NA,Corriente directa,NA,NA,NA
52, Recortador Nariz Orejas Philips Nt3160/10 Trimmer 3000 ,449,NA,336,13,18 meses,24.94,NA,Envío a todo el país,NA,NA,4.7,32,https://perfil.mercadolibre.com.mx/IBUSHAK+OFICIALES?brandId=270,https://articulo.mercadolibre.com.mx/MLM-562492814-recortador-nariz-orejas-philips-nt316010-trimmer-3000-_JM,26,4,1,0,1,#562492814,Philips,Trimmer,NT3160/10,Cuchillas,NA,NA,Recargable,NA,NA,NA
53, Rasuradora Electrica Gillette Fusion Proglide 3 En 1 ,699,NA,119,4,18 meses,38.83,NA,Envío gratis a todo el país,NA,NA,4.9,81,https://perfil.mercadolibre.com.mx/GATITO+TRISTE,https://articulo.mercadolibre.com.mx/MLM-612790460-rasuradora-electrica-gillette-fusion-proglide-3-en-1-_JM,71,10,0,0,0,#612790460,Gillette,Fusion ProGlide,Fusion Proglide Styler,Removibles,4,Láminas,Eléctrica,B00WQSEMIA,NA,NA
54, Philips Norelco Mg375 Recortadora Barba Delineadora 13 Pza ,599,NA,16,7,18 meses,33.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-665242966-philips-norelco-mg375-recortadora-barba-delineadora-13-pza-_JM,NA,NA,NA,NA,NA,#665242966,Philips,Afeitadora,MG3750,Planos,NA,NA,Recargable,8 horas,NA,3750/50
55, Rasuradora Cortadora Barba Bigote Remington All-in-1 8 Pzas ,869,999,718,11,12 meses,85.85,NA,Envío gratis a todo el país,NA,NA,4.7,87,https://perfil.mercadolibre.com.mx/MERCADAZOOFICIALES?brandId=880,https://articulo.mercadolibre.com.mx/MLM-582625283-rasuradora-cortadora-barba-bigote-remington-all-in-1-8-pzas-_JM,65,17,4,1,0,#582625283,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
56, Rasuradora Cortadora Barba Bigote Remington Maquina ,549,NA,44,5,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,4.7,87,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-658398810-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,65,17,4,1,0,#658398810,Remington,Remington,PG6025 (110) F,Giratorios,5,Láminas,Eléctrica,65 MINUTOS,4 h,NA
57, Rasuradora De Nariz Oídos Y Cejas Philips Nt1500 Peine 3mm ,449,NA,20,3,18 meses,24.94,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/NEWSHOP35,https://articulo.mercadolibre.com.mx/MLM-658270062-rasuradora-de-nariz-oidos-y-cejas-philips-nt1500-peine-3mm-_JM,NA,NA,NA,NA,NA,#658270062,Philips,Nosetrimmer,NORELCO NT1500,Flexibles,1,NA,Eléctrica,USO DE BATERÍAS AA,NA,NA
58, Terminadora Wahl Barba Mustache Cortadora Vello Nasal Oido ,379,NA,63,937,12 meses,37.44,NA,Envío gratis a todo el país,NA,NA,4,2,https://perfil.mercadolibre.com.mx/GIMPORTACIONESMX,https://articulo.mercadolibre.com.mx/MLM-664292004-terminadora-wahl-barba-mustache-cortadora-vello-nasal-oido-_JM,0,2,0,0,0,#664292004,Wahl,Beard Home,5537-420,Planos,NA,NA,Eléctrica,NA,NA,NA
59, Rasuradora Profesional Babyliss Pro Rosefx Inalambrica ,"1,499",NA,33,5,12 meses,148.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ELECTRONINA,https://articulo.mercadolibre.com.mx/MLM-669879152-rasuradora-profesional-babyliss-pro-rosefx-inalambrica-_JM,NA,NA,NA,NA,NA,#669879152,BaBylissPRO,RASURADORA,FX788,Removibles,NA,NA,Recargable,3 HORAS,NA,NA
60, Rasuradora Remington Viaje Lámina Flexible Afeita Barba Tf70 ,549,NA,94,12,12 meses,54.24,NA,Envío gratis a todo el país,NA,NA,4.6,11,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-631979185-rasuradora-remington-viaje-lamina-flexible-afeita-barba-tf70-_JM,8,2,1,0,0,#631979185,Remington,Rasurdora,TF70,Flexibles,1,Láminas,Eléctrica,60 m,1 h,NA
61, Philips Norelco 3000 Recortadora Barba Delineadora 13 Piezas ,589,NA,172,4,18 meses,32.72,NA,Envío gratis a todo el país,NA,NA,4.6,5,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=Phd9aA4GbyXE2rvNaTvXSeokPhviu4nvRZqs0vE5dahsM6McW4hWN9TFFw4dhy0YBMxS2nK2hrsBlGRnn1rz%2B0gh85UYPQHinBz34SlK9RW4UqCsBL5szetI%2FxCXEYy3exJOzgPAIjyjhaDT4tYYZwhytxg%2BoM%2BM%2FOzLe3SSyzKSu04IS1WMpbSKwJtS1F9axXNHpAQttkC%2BAB%2FicUOF1zTrqjVHl6ZGZdmj2vAw4eGINyMgw3lg42k%2BYbcYZvfxBI%2F9DyeMJzzFNKUhfRI0RFH9t5jB4bFdYPr6ujtZDbSui9XsrkjdWfP7%2B%2BdIjFUiPf2vo%2Bc4H5sQzTn7QkrgeWR2Mhn%2F2bzrr%2BlbKUIYUvgcRW3M1Ov52c9UctRqPHZm9%2F%2B%2Bc6lSIj2M27cTktuRl4ytoLH8mG7fCNaInEYPAg9s2s4xBCFaJe1GsjB8uOJgjYIy3Py4jFDEGDGuAIwxRGoVbHs6b4WXAk645fBpNtyZFsY5MbBwOKP9%2FhUoS5Rp8l74nefRdyQ6Xs%2FxuMFVHZmfdDG3qwDZ2%2FFfR7BSh7hs7lZJmNppth8Avdn%2Fo66UxE64PyLuXgiU%2BqyitZB7itCg7BovnrxcmYUCtaMWiLf6nOD23Y0G%2FuPXioSD8df8VGeQlZIc5AOJqGrxh35Wy0usm8%2FHibQ5Y36iwHVID5wYs2GooHCRwp%2BVeSw7SFy4sgx%2BrhYe4543dAmdnygNsX5KJkT6xlcPLJ8sGvo0xFS9jbau3fECG6cVkSFBV5xSZP55UfReoFtwdvEvalJqsnghVWaV%2BuynGVYJzAlB11KkyukTKc0azwZXq2LmrN8zxeqRTA1lDTUv6%2B0pJUN676Cx6zopBNeXTggnmgQu8Gqfmuy79OjQq3Pc8afNxoOXop%2FPTBNrQRiMz0n4475xTRx1zHVYGH3JMq%2FzNWG9AdEw6twwpnPykmK1Evw9W4rnqHF5nomfJGoUjmqHRBXi40hIePqnmxOSjxWcJM7bda45CDCq9CgCp2gYop4DqnEUY%2BbALRWA0tgIp3ExNfOpO5gUkVeajjrEPY7RDfb4A3r3%2F0cGz0VeRpwXpEfdEYqk1Luk%2B0oZlImCrYK8%2FOBQD3BWRJn0%2BLrQcG1FjehcM2HHKx44W%2FwX1QOv22WMy2anfQ5qsoqYRYR40W%2Bghjcf4lQnVqef1XxdfxRxmQM2tMUS4Oc5jPt0ZGgQmrcbQGaej%2B9v2pFCPwbVflPmirAAo08TMzVMVceHBWSU36RV29gJ4rdpceMmbC3Ug7sQPjNykilWcQGVwTI%2FxlaKMQh3Rd26gJnQ94nAUVmdmuj%2FmMQ%2Bt0Z%2FnDCWnv8ZWneiVD3BxTux2IFvttnvVlGqYBPjS0%2FurqYDB5U98UCoemztny86oYruTQf%2BkJn8okyvF73PDOg6%2Fl0KDNuhds99u2SUZa6KPw0ESzyXGLi1rB8dm%2FqEphjWPnSP9%2BI6gFXNWmZkmB3PztSEFxZofhLVg8KtJpflVhCqST4rIcju%2B2f3ltgKWyUEchoRbRPwb3ZdBguGzNiRYPzu5k2CUmuKhklAHdUjjzxWGAERP5aoO8lsbFpi2f8elkohwoPNt6zZScWRw4ROKO69L7FLBKLd02kPelaIiAQsWaTk%2BaWXHWdK3H1QFniXIbFA%2BMd75%2F779pz%2F%2Bwl5%2FQnY%2FN1YhcnADKIbGbjzxfiFy4XVEpeFnZCHuf47%2FZZqSlOZrTyqM9qC5AJLzPehCuKQtGaGo02IgY2vHTXDDcR5MWYvKWoLy5PCE8tDcvKsOS58wm9frbSHAZEVLqc6DvNtsuf1KnN3fZEUSD04NypCAZMfQStr3hf8Ej50ylP88aGMfol%2BMKTT6qGvL3bSaUMgn7a7Xh3oCGBp,3,2,0,0,0,#643071800,Philips,Recortadora,Multigroom 3000,NA,NA,NA,Eléctrica,NA,NA,MG3750/60
62, Rasuradora Eléctrica Philips S1520/04 Shaver Series1000 Gris ,719,"1,199",94,4,18 meses,39.94,NA,Envío gratis a todo el país,NA,NA,5,7,https://perfil.mercadolibre.com.mx/IBUSHAK+OFICIALES?brandId=270,https://articulo.mercadolibre.com.mx/MLM-567650220-rasuradora-electrica-philips-s152004-shaver-series1000-gris-_JM,6,0,0,0,0,#567650220,Philips,Series 1000,S1520/04,NA,NA,NA,NA,NA,NA,S1520/04
63, Rasuradora Pluma Perfilador Hombre Terminador Nariz Barba ,84,NA,13,21,18 meses,4.67,NA,Envío,NA,NA,5,1,https://perfil.mercadolibre.com.mx/IMPORTACIONES+ACAPULCO,https://articulo.mercadolibre.com.mx/MLM-666517391-rasuradora-pluma-perfilador-hombre-terminador-nariz-barba-_JM,1,0,0,0,0,#666517391,generica,RASURADORA,Pluma,Removibles,NA,NA,Eléctrica,15,NA,NA
64, Rasuradora Electrica Recargable Y Recortadora De Vello Timco ,395,NA,92,4,18 meses,21.94,NA,Envío a todo el país,NA,NA,3.5,11,https://perfil.mercadolibre.com.mx/ALAMODA.MX,https://articulo.mercadolibre.com.mx/MLM-611275983-rasuradora-electrica-recargable-y-recortadora-de-vello-timco-_JM,5,0,2,3,1,#611275983,Timco,3 en 1,RMS-B,Ergónomicos,3,Rotativo,Recargable,30 MINUTOS,12 h,NA
65, Paquete De 10 Rastrillos Doble Navaja Lubricante Vitamina E ,20,NA,136,23,12 meses,1.98,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMERCIALIZADORA_MAZE,https://articulo.mercadolibre.com.mx/MLM-623995305-paquete-de-10-rastrillos-doble-navaja-lubricante-vitamina-e-_JM,NA,NA,NA,NA,NA,#623995305,Maxiplus,Maxiplus,Maxiplus,Planos,NA,Láminas,NA,manual,NA,NA
66, Rasuradora Multifuncional Portatil Barba Cabello Recargable ,149,NA,146,854,18 meses,8.28,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/HDED4573178,https://articulo.mercadolibre.com.mx/MLM-657157264-rasuradora-multifuncional-portatil-barba-cabello-recargable-_JM,2,0,0,0,0,#657157264,LJK,NA,LJK-216,Removibles,3,Lift&Cut,Recargable,45 minutos,12 h,NA
67, Philips Norelco 3000 Recortadora Barba Delineadora 13 Pza Cl ,599,NA,68,10,18 meses,33.28,NA,Envío gratis a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.com.mx/TEKLIFE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=zgW76UsF37MKNYTgv%2FkiHFdW1s4RmWVPJbU%2BKdbbKB6SPqFEUr7%2BgxZavfdAsAKnEzzfZ2wO9ISwZtAhXLVNnSX%2Bq6%2BFKeSvkclDsDaGOxErhT4xKdG5jhLaj16aaQbZpm%2FW0xR01GGnH%2B0qzbVsVKdqUiHXdVYXMgm6bqbuIF3EwuSDu%2FJFTpnHaWPEbfKbpJKAjlnur9FOfbESD2G7%2BglIE%2BlS%2BAZrReItdIAO7sKBlz19x58pQOVzQQWGRDPbjlpH9n56pFt6DwbPdimdoLfpiKPXmuflwEgEU4BBV0m4%2FmCccsEX6bTfMl2OT%2BuAteLK%2BmFmyNqaJqUmxwhsJx2HdR%2BSGQlVkoFTLM6AF%2FuPJjMyEvNgcFrqQFL0N0eepQ%2FMlvxge7Uo2kJpWU0M1M7ri8phvO%2FbTlIf%2FqpCz9L3vtmsOezZ8xy0%2BcOpvo0sgzdqaMZUakyDBUDoq2Kt8Y6APnxxmfh6X7YE4JUY4iPNyUpWlWvVd57nmU%2FhHSVlaPJC%2BCObreROlHgWaGU8uOJ7OuutvTm8l3tTzcuVP%2BS5yAskUHf8yNrfk7brh6G0bQBOvjMuF0GVRBLtDzHLdUXhy8yRhE%2FBa5Xvlh2dl7tkzY%2FEsFfVHACLk%2BZO98gV4DkRildZXcYIOY9XKQmsWpjHRK9k7s5NOGm9cqst4%2FM6KPmwfab1BkKaLQ5hkh3jJuDRbl70bu15TEn8dWw1jIS6Akin%2ByvE%2B32ik84GULg1md1ykMbL5WI3nadYVAnfR3t7Zvzm%2BJiqRNj2eNrCqQ%2FQ9xIMx%2BaZDoaOsnw1%2BzQPCLyklE2CN1ow31E02Qj%2FSeKHwA4%2B5yzgUuIcWW5N8CKA5UJm2jEEkyYXMhg2Oj%2FJZA6DTy1kz0Xdmyq8nquJLXtfjTZPWSHDPa2naEaOPoql9SY8%2FfQSZdEEnnCD8CLqq6NuByXxa%2BYRQuJo%2BDqFuJBjKSp2sqO16qu63FCrJz%2B7zLbnbjABm9A6A0n3SBh3m3W66tRq%2BEHyDzYN6OwaDCTUeT%2FpLxZFuEFwX4mvYqXnRYJ6FIwmUetnnTxyex1nqbgzkLn84XmOaiHLqzJCC1ypaCbOeLnzA136FvGev%2F2oLT7VGS2ZB1yKyvBnP20M3F6LpJqXIqV37k86sBJTJf8dvgiMpdM7uQkx7sizLwVB58MSRYrNr2u0CElkmLu4k65qkFgHUijnJYr1liLklApnUj49e6mpfVwP5p4DKAUIzQ27u7TRNnedORhUXgFTHNKQNvb5vZGJgWQVYPvZ2JTiE0zIusNO%2FiFkRkOxA46vumvtWmr8nJxIKCARxPvIJflLOOb6adxvcQIQDuGZ5DGqs4SaMgvJet0YL5mANSKGIbFahMUcah65mO0xbKdD6JS9jwXX5jm3fMZwvhsanUZzOf%2Fz0LRahJakT5GBfJnu97DtqBj%2B%2B7LlOgQOX%2F8DKZ9dr%2FdYv%2BK4pAShfnnVQpVqxB5FYBcpr2%2FyMAi%2FUsoUYSDVQpfzpEok80kuozUQfwIioohLwDmOk3kLJ10NSnrPGJ6YCYzd94kKx6ovvVXb6gglfJg1oNVYh%2FYEtfV3INnTIMPI66Cg2Vq0mmv2aw%2Bxef5S2ZH1QEtHWOKFvo1kEXQEmPkqnbET3hu83GJzsjB0aTlf949S4V6j49cqLGH71u2tPYOz6usvcL0cW3DN%2B39ztoMt7u%2BmIBNbjb5ST9RR8j4mbwm62JY%2FH36%2FdLN0%2FipyIlhsegyoYIkF7Y63cjKK5er4PBVV3FWK1sDp1d%2BTVWlx5QXukUD2mJ%2BHDmMH9NEOfvA%2Bs9HemLvFoRbbFs%2BnWTfR7GRfyPLhZJgfdFx3TC9Zctdudvidd4s%2FYa%2BRYXZb6hJwqN5TXOI0RA%3D%3D,2,2,0,0,0,#647954731,Philips,Trimmer,Trimmer Multigroom 3000,NA,NA,Láminas,Recargable,NA,NA,MG3750/60
68," Terminadora Barba Y Cortadora Vello Nasal, Oido Wahl Negra ",399,NA,308,21,12 meses,39.42,NA,Envío gratis a todo el país,NA,NA,4.8,10,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-604530379-terminadora-barba-y-cortadora-vello-nasal-oido-wahl-negra-_JM,8,2,0,0,0,#604530379,Wahl,Beard Home,5537- 1801,Planos,4,Láminas,NA,1 s,1 s,NA
69, Remington Rasuradora Recargable Con Batería De Litio ,599,NA,16,4,18 meses,33.28,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-661429607-remington-rasuradora-recargable-con-bateria-de-litio-_JM,NA,NA,NA,NA,NA,#661429607,Remington,Personal,SHAVER PR1240,Flexibles,3,Lift&Cut,Recargable,35 m,8 h,NA
70, Cortadora Barba Bigote Remington Rasurador Recargable 6020 ,599,NA,79,3,12 meses,59.18,NA,Envío gratis a todo el país,NA,NA,4.7,87,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-606887341-cortadora-barba-bigote-remington-rasurador-recargable-6020-_JM,65,17,4,1,0,#606887341,Remington,Beard Boss,PG6020,Planos,1,Lift&Cut,Recargable,35 minutos,2 h,NA
71, Rasuradora Corta Vello Barba Bigote Remington Pg6155 Recarg ,"1,199",NA,6,1,12 meses,118.45,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-674417444-rasuradora-corta-vello-barba-bigote-remington-pg6155-recarg-_JM,NA,NA,NA,NA,NA,#674417444,Remington,Bear Boss,PG6155,Removibles,NA,NA,110 v,NA,NA,NA
