search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Línea,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
598," Parlante Portatil Kolke Kp-275 Con Bluetooth, Memoria Y Fm ",980,NA,4,3,18 cuotas,54.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CASA+DELAIMPRESORA,https://articulo.mercadolibre.com.uy/MLU-444507957-parlante-portatil-kolke-kp-275-con-bluetooth-memoria-y-fm-_JM#position=15&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#444507957,NA,Kolke,NA,NA,NA,NA,NA,NA
599, Parlante Jbl Go 2 Bluetooth Anti Agua Tienda Easybuy ,45,NA,0,100,18 cuotas,92.65,NA,Envío a todo el país,NA,NA,4.8,233,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-456881312-parlante-jbl-go-2-bluetooth-anti-agua-tienda-easybuy-_JM#position=16&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,196,32,2,2,0,#456881312,3 W,JBL,GO,GO 2,Activo,NA,NA,NA
600, Parlante Reproductor Usb/sd Xion Ma ,19,NA,1,99998,18 cuotas,40.97,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-461813725-parlante-reproductor-usbsd-xion-ma-_JM#position=17&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#461813725,NA,Xion,NA,NA,NA,NA,NA,NA
601, Parlante Tipo Jbl Xtreme Bluetooth Portable Música -tvirtual ,1260,NA,4,7,18 cuotas,70.00,NA,Envío a todo el país,NA,NA,3.7,11,http://perfil.mercadolibre.com.uy/TIENDAVIRTUAL+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=oh4iDBs651eEkxSGs6KYhGnjkvbq%2FmAt2iIyW0mtDmGrlBb3fD%2BNXqa5WhBt6wljuGWsXIPiqzqouOB01CmrV52aQwLHpyQ3uYZONJSHlSZFwXha9NE9YODU2TQWVFIrVQBYUoL3tkcR0DoZSA4nTnG9dov75Hmo4Ec%2Fgw9K4HCcbcQYQBPmoRcWW3RXgMI88bSQOoTNhxwvdphZi3T5uQ14noIRhG9FUMPm7BCBTkKMNuOtLXR%2BpTmIoSgQq5BaafI7IUjR%2BzeNCIWx4XnKtRpNZSF6kgF%2B%2FXO8TskN2m%2BTN%2FSpwvRbnZ%2BOTyWy0be8lEo06RxAktqdlBupVOdrGWrboPEiTdQEDUPA90ulhiM%2FjnoXgGEOENDiTbCsPOSUmmH%2BynC5mtzdzQiNlwjb9DaZytYESSRUWn63PJ5l3FBtcFy12jl%2FRWkqOyanOXVRGu%2Fm7rqvVpTC2UTaDDo5lDq1Wz9wov9L90bKEr8nw0Yvh%2F%2Bb1wnN0rr%2FfL%2FskL00EAvcbp2we%2Bpcgv9HM5ebVhA3Atn3AWWokGkB06h6EN4Lp8xb82Fb3LJrq6wem%2FebAItT1%2FRMN4SeZO7GC1NrY0jQHRvSLXqr%2BBJdXGQTNGIC%2BWlho8gajVaTQgZ9YtaYADk6oyX6OQOVWVvcm5wVyd8eN4Bdu%2BusanML5wEcWOIoVuMXeD%2Fqxh1etSBMOvtR%2BMCyOx4iCqxSTBKANgeR%2BtDQZZE6wRLhanevwJV6rHam4BGbAQtotXqXLYj7TAFZ6e8LEqZvx1pn%2FoKkk15yT0s9RXSSKtjoFbpKH0sJXTxMHrqce7YljeJO%2FHulsijn1CKBHRS%2FaXb%2Fod96MXlIDBHbeyGn0L5iyYaGyJXowFSWCtgCOA4b%2Fr%2FAYbqh0P7xck7YvocFswTz4tSHUdcjHL09HocVOZhW1YEvbODBsQZIYBb4mbUhODsjRa3VEjSqzAynfkZf54zgHXd1ORGZNLx8C89T4Z5de9BlfNwwJ9nlfyQZ%2BIRKVIayiz3ubJFeO3M18W0EM3yk%2FlZkGh2FKTYVO4KiGGI0up4Q6s%2BsWaPJxjAOGshxlOKdBgHpv7YHJolRu0tmLlQT68mUgE9xuY3CnkNZPgMwyqJSRJ2FivdBiUCWyubUQwOqMYrL8wUAf8bAEabzsiAkdEmIjjd%2BPePpjwzdG9A%2Fr2jAZDheViXVNEJLQXxWK4LPb%2FV4DXWoe1ArpuWwzqyz759XDUzrTWkuQCtMpRPwprG24LYNxo5tHXEOSlEtiolZToj02qugEpDME3AbrQifrv4yrJJlrMKMeSb8dMZ%2Fe%2BA7AlpyRp%2FMubWq4xFcle6Ys6BUnkXlB36XaHc%2F0InG92VsfHPTv%2FXOZqavsS3VzndoEijQWxQhEaqvdpx4UgIIcf4%2BubP2N%2FmlKD9Pkdan2ax3ReooaJul%2FuJsrrjqx0W93Ixby4tsyXtEgxNCCpJrnCwwQ35%2BPz1KDBO2iUVNvSzGbNTa3RZejp2jj7NZftdJNUgOVnaXwz7GoS9aOW5LTluFDiV%2B%2BrizW2e0Ybd602Hq9SQ%2FCGiyIMEZMO%2FojadWXgYV4BYfG1ENy%2Bz5gU6MeIY8yPWDIvf0MyFHlFiT4WWBh1ZmLPMPmAxjHLsGtDv1kak6Eco6CQ7tP%2B8jNHlSqDVkfxuNHDY29gge4lLwSAC3AOh4XuLRO9iABN1eqlBrpp7x3MRyOwU0wB1gk20wrmEHIorUesd4yZpxdHeYxvXSLg8%2B5W6YV65I6xHT50TOgreTHDlxDx%2FrIX81HiFHE3qiYjReHjw90NQtx8ABmrppNG2S4htDXkSxnBO5WcKGiA%3D%3D,5,3,0,1,2,#459969643,40 W,Xtreme,NA,Xtreme,Pasivo,NA,NA,Auxiliar
602, Parlante Portatil Xenex Bluetooth Radio Fm Usb Y Sd Verde ,699,999,4,13,18 cuotas,38.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-448466843-parlante-portatil-xenex-bluetooth-radio-fm-usb-y-sd-verde-_JM#position=19&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#448466843,NA,NA,NA,NA,NA,NA,NA,USB
603, Parlantes Parlante Ampliifcado Sony Mhc-v21 Bluetooth Fama ,413,449,0,999,18 cuotas,850.32,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-458657723-parlantes-parlante-ampliifcado-sony-mhc-v21-bluetooth-fama-_JM#position=20&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#458657723,NA,Sony,NA,NA,NA,NA,NA,NA
604, Parlante Activo Profesional Xion 12 28000w Pmpo Xt92-1 Pcm ,379,NA,7,999,18 cuotas,780.32,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-457726861-parlante-activo-profesional-xion-12-28000w-pmpo-xt92-1-pcm-_JM#position=21&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,1,0,0,0,0,#457726861,NA,Xion,NA,NA,NA,NA,NA,Auxiliar
605, Parlante Bluetooth - Charge2+ Estilo Jbl - Excelente Sonido ,140,NA,1,3,18 cuotas,288.24,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MELOCOMPROYA,https://articulo.mercadolibre.com.uy/MLU-444478622-parlante-bluetooth-charge2-estilo-jbl-excelente-sonido-_JM#position=22&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#444478622,15 W,JBL,NA,Charge 2+,Activo,NA,NA,NA
606, Parlante Activo Punktal 13bat A Batería Usb Sd Bluetooth Fm ,169,NA,0,99999,18 cuotas,347.95,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGAHERTZ+COMM,https://articulo.mercadolibre.com.uy/MLU-464011102-parlante-activo-punktal-13bat-a-bateria-usb-sd-bluetooth-fm-_JM#position=23&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#464011102,NA,Punktal,NA,NA,NA,NA,NA,NA
607, Parlante A Batería Kolke Funk 50w Rms Bluetooth Mic En Loi ,1690,1885,8,999,18 cuotas,93.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460182879-parlante-a-bateria-kolke-funk-50w-rms-bluetooth-mic-en-loi-_JM#position=24&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#460182879,50 W,Kolke,NA,NA,NA,NA,NA,Entrada para Micrófono
608, Aiwa Parlante Bluetooth Aw-pov2 ,359,NA,0,NA,18 cuotas,739.14,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALIRICOURDANETA,https://articulo.mercadolibre.com.uy/MLU-458132317-aiwa-parlante-bluetooth-aw-pov2-_JM#position=25&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#458132317,NA,Aiwa,NA,NA,NA,NA,NA,Auxiliar
609, Parlante Kolke Kpg 001 Pro 350 Fm Usb Sd Bluetooth Luz Led ,6858,NA,0,99,18 cuotas,381.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-464801537-parlante-kolke-kpg-001-pro-350-fm-usb-sd-bluetooth-luz-led-_JM#position=26&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#464801537,NA,Kolke,NA,NA,NA,NA,NA,NA
610, Parlante Goldtech 10 Ub-ub ,2969,3299,0,4,18 cuotas,164.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-458284790-parlante-goldtech-10-ub-ub-_JM#position=27&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#458284790,NA,NA,NA,NA,NA,NA,NA,NA
611, Parlante Jbl Flip4 Original ,3300,NA,0,NA,18 cuotas,183.33,NA,Envío gratis a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/NIL7724338,https://articulo.mercadolibre.com.uy/MLU-465399316-parlante-jbl-flip4-original-_JM#position=28&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,183,29,3,1,1,#465399316,16 W,JBL,Flip Series,Flip 4,Activo,NA,NA,NA
612, Parlante Multimedia Portable En Madera North Tech ,399,NA,0,10,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETKEYGROUP,https://articulo.mercadolibre.com.uy/MLU-463950636-parlante-multimedia-portable-en-madera-north-tech-_JM#position=29&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#463950636,3 W,NA,NA,NA,NA,NA,NA,NA
613, Combo Radio North Tech Bluetooth + Parlantes Tx Audio 5¨260w ,2500,NA,6,94,18 cuotas,138.89,NA,Envío a todo el país,NA,NA,3,2,http://perfil.mercadolibre.com.uy/CARSYSTEMCARSYSTEM,https://articulo.mercadolibre.com.uy/MLU-461745393-combo-radio-north-tech-bluetooth-parlantes-tx-audio-5260w-_JM#position=30&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,0,0,2,0,0,#461745393,NA,NA,NA,NA,NA,NA,NA,NA
614, Parlante Charge 2+ Splashproof Usb Bluetooth ,1013,1090,0,30,18 cuotas,56.32,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MI+-COMPRA,https://articulo.mercadolibre.com.uy/MLU-454744742-parlante-charge-2-splashproof-usb-bluetooth-_JM#position=31&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#454744742,NA,NA,NA,NA,NA,NA,NA,USB
615, Parlante Portátil Sony Srs-xb20 Bluetooth Rojo Zonatecno ,109,NA,NA,3,18 cuotas,224.42,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-452512451-parlante-portatil-sony-srs-xb20-bluetooth-rojo-zonatecno-_JM#position=32&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#452512451,NA,Sony,EXTRA BASS,SRS-XB20,Activo,NA,NA,NA
616, Parlante Xion Xi-xt66 12000w Pmpo. - Vía Confort ,219,NA,NA,10,18 cuotas,450.90,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CANUS+SA?brandId=48,https://articulo.mercadolibre.com.uy/MLU-449777802-parlante-xion-xi-xt66-12000w-pmpo-via-confort-_JM#position=33&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#449777802,NA,Xion,NA,NA,NA,NA,NA,NA
617," Parlante Jbl Charge 3 Inalámbrico C/bluetooth, Negro ",6347,NA,0,100,18 cuotas,352.61,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-458464249-parlante-jbl-charge-3-inalambrico-cbluetooth-negro-_JM#position=34&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,5,1,0,0,0,#458464249,20 W,JBL,NA,CHARGE3-BK-B1,Pasivo,NA,NA,NA
618, Parlante Portable Jbl Go2 Bluetooth 3w Color Amarillo ,41,NA,1,99,18 cuotas,84.41,NA,Envío a todo el país,NA,NA,4.8,233,http://perfil.mercadolibre.com.uy/DEACOSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=YRIu0LnlOfdI3gK8lQEqa2hMtH%2FjeTuYR5OKtQmCxm9CEanVyJZJXdU8W4duyiFSUQXWcf2WHTRY%2B%2B4a68V9WlTtHshyGOhhimcnrJOmGEzJgE%2B%2Fr%2Bm7DDdOmwt6Ya4sWsWsuM%2FHLdbwxi0FGnEdluipkq78%2FuOlYyf0JFh1BTFbmfxGPTpJSYGC4%2FNvBNAN2gjyQ1GpnvPUcI%2B24Un3Uk5JjGoLkxmZFmfXJfi90NWOlFOgtSHyNHNry0MYIXpiHpKi8h7wbr%2BeGPHW4uyZwVjdEIWQ6UHCEICmhJGotMJWbsh3hgGxygC2EGbKqo%2FprwcGeTciImmOSTvZPC0pfHpfuG1%2FgeEut1SSOHwQcd59JCCxZbAwzTwc%2BUZEHz4EPeKor6LZ7FGzH6X5NWxV0TmIMkmjw1pnI1mxsKqsHIHBvveGuCORosKKrwTzQ%2B6UsDnwo5j%2Fr8qOGRaHfaFU1whbBvVt6wJvUo1QtOhrrdpJ0NbgSnEldG9BJARBOCr6KAOiKfqBeH3bYOCnE882t3Bnf7%2BELGYppixRycu3k8nJv0N5WvNoybOBYVC4YRZ%2F%2BOZOChY50lKySnUiQQ0ox9ggmT0c8ttZ9nhK32%2BXOF3bdz4dVkql9dWukIGlS30xg5YcPC%2FFaKm4MZMu6y%2BUzIvBq%2FQ99yTXYexW1Q6IVLrPSmXixy3erhahiWuYaPDNNrcjK1DhUAh0aGncxbYGw%2BMG9AY%2FbqzLvzcFQvJxNQF025usqzKTtqIPT7FBR82d4Evb3Q2fXzcdnHy%2B4p4FnCO4HoSvBl0rJmUjFyTnxBBtzFJLIQZABOp74G5stK%2BlNuo%2BTLXOkmp7Q5WlU0A2r%2BU%2FsUfdV1AU8pa6BUuIYcQ2QHyzSjO9Lq0Ln1LFfhuem1LN5kwfvalMXaXf4vWFGQ4Ik7jqtTtnDykPo%2FuVi2GEzfWdPM3VTTazPKcCGC5RzuxIKpMRiL5EGg1lLoQKgnniw3Gy0baYbaAAoBdGrw4a11jzLyVexzluLuCD4PD8IwIEcht1G2%2FDDiGJG99GdK2J4OqG7gOLc0Pvpgr3h1YTdoM0Jc1%2BWnKDAgJLAoUaWMTYMaiFjIQXpziMXgUrev2vP5ytPkcOlcLIisFpof4KdyRahffJt%2FChnFrGI0Ryildxlc1IDVfvo3mJ3EDgoVJCsonK042y0CWBJxHkVN%2BXpD5Re%2BMs3yqNcy%2BlSGk8Q1%2FvDBbkZSRTV4iUfERMDISBeNyTfcCwSu2phIzHs%2Fx0t42WD%2Bt8oVtGuUmzOTTjaN%2FdBW7VLYx875pjWXIPz%2Fc04G%2FvlXH6EDpg8Dwz4nYZwmNWY8KjWaEr0jNK87KG9KGGO%2FVAXX8gi39hkVxJPHDTQLtJpOM%2BfRU0OliEWEXRHJNxzFG8Q%2FtlLF%2B7fJFfervfxOp5ckdLFW1saBOjsiy%2FSV%2FgJo1Es6of%2BI6H2%2BMD7G22ipgi3Ki1z3G%2BdiT59MWL6Mpw%2FEplx5SEtCnrm%2FOVxECyZUKdxUKKk%2BY4fp83ZY8q5FXf6fOXGd4eMDiKIj30uDAZ9PjhcTcjX6oMHU6DqKnA%2FNvWP%2BjyyKVXytIZ731tV1gIRFKq0oeb4f2P%2BVZhapmHLKE4XQpEC5Qf5xCb8fDWJ5Qg%2F22wnMmJIi8aTDZInbC1kLzoxvseuM2xyDmCeC1HyuusJY%2BzG6eONRk0HS%2FPVcV4DvLYLseqSPueF1n7Mo1ks0AWRMuxC6c0EZ5eo9mwrhYCZtvQ%2BoLqKaC%2B5ffrBxEERPdFn23pidUOES1vMLCsoSMuJn8aR%2Bhf9ZwbzXrizsxNFzb9mBvUjR5gtznLcA%3D%3D,196,32,2,2,0,#464615669,3 W,JBL,NA,GO 2,Activo,184 g,NA,NA
619, Funda Neopreno Para Parlante Portátil Bluetooth Frei ,13,19,NA,50,18 cuotas,26.77,NA,Envío gratis a todo el país,NA,NA,4.6,45,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-463284669-funda-neopreno-para-parlante-portatil-bluetooth-frei-_JM#position=36&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,27,18,0,0,0,#463284669,16 W,Thonet & Vander,NA,Frei,Activo,NA,NA,NA
620, Lg One Body Parlante Activo Portatil Fh2 50w Ma ,255,NA,0,99999,18 cuotas,525.02,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-459768986-lg-one-body-parlante-activo-portatil-fh2-50w-ma-_JM#position=37&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#459768986,NA,LG,NA,NA,NA,NA,NA,NA
621, Parlante Bluetooth Aiwa Usb Mic Fm Luces Led Aw-pok3 Diginet ,216,NA,0,10000,18 cuotas,444.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-461567653-parlante-bluetooth-aiwa-usb-mic-fm-luces-led-aw-pok3-diginet-_JM#position=38&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#461567653,NA,Aiwa,NA,NA,NA,NA,Negro,NA
622, Parlante Portátil Xiaomi Mi Pocket Speaker 2 Bluetooth Amv ,44,NA,0,10,18 cuotas,90.59,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-457362112-parlante-portatil-xiaomi-mi-pocket-speaker-2-bluetooth-amv-_JM#position=39&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#457362112,NA,Xiaomi,Mi,NA,NA,NA,NA,USB
623, Parlante Xion Vertical Bluetooth Nuevo! La Super Oferta ,890,NA,0,12,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LASUPEROFERTAUY,https://articulo.mercadolibre.com.uy/MLU-465121597-parlante-xion-vertical-bluetooth-nuevo-la-super-oferta-_JM#position=40&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#465121597,NA,Xion,NA,XI-SD70BT,NA,NA,NA,Entrada para Micrófono
624, Parlante 2.0 Edifier R1700 Bluetooth Marron ,167,NA,22,NA,18 cuotas,343.83,NA,Entrega a acordar con el vendedor,NA,NA,4.7,3,http://perfil.mercadolibre.com.uy/SHOPPING-UY?brandId=9,https://articulo.mercadolibre.com.uy/MLU-446185971-parlante-20-edifier-r1700-bluetooth-marron-_JM#position=41&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,2,1,0,0,0,#446185971,NA,Edifier,NA,NA,NA,NA,NA,NA
625, Parlante Jbl Charge 3 Verde Bluetooth Fidelidad Y Poder Nnet ,177,187,0,999,18 cuotas,364.42,NA,Envío a todo el país,NA,NA,4.6,29,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463238909-parlante-jbl-charge-3-verde-bluetooth-fidelidad-y-poder-nnet-_JM#position=42&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,16,5,2,0,0,#463238909,20 W,JBL,NA,Charge 3,Pasivo,800 g,NA,NA
626, Parlante Portable Jvc N1238bu 16w Rms Bt Fm Usb Sd Aux Loi ,47,69,NA,2997,18 cuotas,96.77,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-465393445-parlante-portable-jvc-n1238bu-16w-rms-bt-fm-usb-sd-aux-loi-_JM#position=43&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#465393445,16 W,NA,NA,NA,NA,NA,NA,USB
627, Parlante Activo/pasiv Xion 38000w Led Bluetooth Xixt88-2 ,20590,NA,0,15,18 cuotas,1.143.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-455461599-parlante-activopasiv-xion-38000w-led-bluetooth-xixt88-2-_JM#position=44&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#455461599,NA,Xion,NA,NA,NA,NA,NA,NA
628, Parlante Xion Bluetooth 2800w Batería Int. Xi-sd50bt Albion ,69,NA,2,18,18 cuotas,142.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-451152941-parlante-xion-bluetooth-2800w-bateria-int-xi-sd50bt-albion-_JM#position=45&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#451152941,NA,Xion,NA,NA,NA,NA,NA,NA
629, Parlante Xion Bluetooth 5000w Luces Led Xi-sd5000 Albion ,129,NA,1,9,18 cuotas,265.60,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-450948809-parlante-xion-bluetooth-5000w-luces-led-xi-sd5000-albion-_JM#position=46&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#450948809,NA,Xion,NA,NA,NA,7.6 kg,NA,NA
630, Parlante Portatil Jbl Charge 4 Bluetooth Verde ,8098,NA,0,7,18 cuotas,449.94,NA,Envío a todo el país,NA,NA,4.6,27,http://perfil.mercadolibre.com.uy/COMPRALO_HOY01,https://articulo.mercadolibre.com.uy/MLU-462572246-parlante-portatil-jbl-charge-4-bluetooth-verde-_JM#position=47&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,20,6,0,0,1,#462572246,30 W,JBL,NA,Charge 4,Activo,0.96 kg,NA,NA
631, Parlante Edifier R2730db 2.0 Estudio Bluetooth Optica 136w ,299,NA,1,41,18 cuotas,615.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-446206915-parlante-edifier-r2730db-20-estudio-bluetooth-optica-136w-_JM#position=48&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#446206915,NA,Edifier,NA,R2730DB,NA,NA,NA,NA
632, Ff Parlante Activo Xion 25000w Led Usb Fm Bluetooth Xi-xt155 ,499,NA,1,99998,18 cuotas,1.027.39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRETERIA+FERRESERVI,https://articulo.mercadolibre.com.uy/MLU-444991717-ff-parlante-activo-xion-25000w-led-usb-fm-bluetooth-xi-xt155-_JM#position=49&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#444991717,NA,Xion,NA,NA,NA,40 kg,NA,Entrada para Micrófono
633, Parlantes Harman Kardon Nova 2.0 Bluetooth ,480,NA,0,500,18 cuotas,988.27,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-446605890-parlantes-harman-kardon-nova-20-bluetooth-_JM#position=50&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#446605890,NA,Harman Kardon,NA,NA,NA,NA,NA,NA
634, Parlante 12 Activo Tripode Bateria Bluetooth Microfono Dimm ,3549,NA,33,47,18 cuotas,197.17,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449974701-parlante-12-activo-tripode-bateria-bluetooth-microfono-dimm-_JM#position=51&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,1,0,0,0,0,#449974701,NA,NA,NA,NA,NA,NA,NA,NA
635, Parlante Jbl Flip 4 Inalambrico Bluetooth Turquesa Nnet ,128,135,0,999,18 cuotas,263.54,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463273532-parlante-jbl-flip-4-inalambrico-bluetooth-turquesa-nnet-_JM#position=52&type=item&tracking_id=d1bd59a7-5674-4c55-a5d8-538a461aa9b4,NA,NA,NA,NA,NA,#463273532,16 W,JBL,Flip,Flip 4,Activo,515 g,Turquesa,NA
