search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Línea,Tipos de filtros del parlante
1985, Parlante Bluetooth Intense Devices Id-ds389 6w Sd Fm Led ,49,NA,2,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VEGA.COM+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=CExS%2F%2FSAdSGOAtsOvliN3ExvMN6w8Xnvu99MTR0pa3QnSyzowp6tMXuqMCSXXU0ezKECYRJ5s9YvqubPWy8aZ7y28Cqo0D8jxLmJ89H4LizoUSSilBTcwYqoQfoD%2BLRr%2Fm3VQxzdwte4GHEYIX0bn4ALUOyby2NHSRCDG%2Bw28V6Ud4lToX8FnWY79P0t%2FJqQ9A5zwHpVkP37f1%2BMLSxvxcGMlRDlGVFsQqQoNGNdEa82I9XyFmq3OfFaSt7hUSVQ57CbmdDgSW2Nvx6ej0gCV7q0yBX8S3CmxZNarEgB%2FODZOQU9UKLjFQHtZ5Mp5dGpSg3PVHNdBAqFPJHYxxv9duhj7qoo0UB%2F2XKGliyH8UcTt2W2xjq9rOalVCQNy1c3Wm5M08ct%2Fb6SiOj%2B80chVz3NV67VYRf2eERXTDtzvZPvr7CgApRieC5CgYCeaGi3V3IuHciPysLGvIk9uW%2BUACf5hPriUm19pNnrdqQPqKSFiGwQKGSs3UAyl4MibGZrISebvF1fs6qPo1T6SMHycHGkZ0tnt2ywLPMID866s2dEzhAXT4TuNUxmKymxLAQzRgxW%2BA8j8C9DY1P7L2pCY7yif14uY4aCd7UdmLRWD1rh4Wlqkd2IAnrspXd1dYqf8MLB6PwIPuWWYudB1eCC%2BnSt7lxa159qcZq1EHy9uMKhoaC0DsCgfN7xJOfgvcvl1y1QQLx%2BcJ9mrEjZyUAvB0Qs%2BYNfELefuEszPZQin8i3kqyhr%2BVyPwIQsdLvooo%2BM1W%2BuJ1I9T7ftx1MBq0Lkbf%2BSkwqLnozVVaLMFhfxYFhZ48bz6y52IfP7cbTmWD5btNdYKx5EBZsS9LiUr6rZAig5txPpM7aRP4%2B5%2F1yskiOEc15DMV0AyEtfqrvY7iOiLFLOMx3ZassPBX%2BK6vU%2FY%2FvyJ7DiRqp%2BGa4JWj74DhemFrD325Z6KcYDil7u9cKnhtRNv6hDTgMn6JWb9Co8ffQ7SuEVRJuIrWcMK7rVEVzNac%2BgCIQMn7x3a0FVT11%2Bcc8L9TMvXOzYqgU4QZhCVb5Z0mqk8dHaOCyufJ718HUJM8Jl%2BLSesDYcoyOBEZIEzpNDsiFw2hcuQwgsAMy1TboIMVxBPh22OxdKiCMn9rVA6mkdIwhMgWFukcUNvEEnewGcEZdRvTCFdvUPHAlMxPEQDWQPfBbTH70THv7e%2FPK00ShqQr%2BG3tSPRV0RZ2JUxDTbp1VCcUCoQVdECiznxsLPrI%2Fx1nlwGz0Ss9EMb3bOBcnlks2VO7st5px6xO%2FVY9F0pNI%2FJqwA3Nm7w5MhFMzAUYtKjDoF4mgH2A62dqpglyiYeTIArdxzMqk%2B6EXQxySVzhqiCZ3XMQql%2Fl%2FzoyezgYajfEcL04z7QkhcnQCktoqAEjWRwDkwRqErgoSlJC452Y%2Bql%2BtZ5SvIyw4yZjiaAJpf8WHaG7WARN39JBIPhV7QyX6dsbz3InzgusB5U8nvyp0OXsG3mllDpvbIKLnofsSgXsnhKgtQi33WWgwxyMTMgO4tZxRlrefjjfLwfzEUdIB0HBG6yCLLO%2FoV242SQz%2F8CEGoP%2FUwMy7RG3kaySB5h4sAh0DHcdsdb4o%2FBFQKqxF1qBQXFV5zScJnU0AYxPzUvQF5QKhQG4HOkL%2FYUgDNudrkofNZvfayk4%2B3XMGKgfCkag3RHwSQNZyJRHiTn7pv4wllacxOJ4tdjRc%2FOhG7ipldomRa%2Fo4%2Fa3E9xMS7134iT7An%2FxQcUSLdoobPg%2FnzA%3D%3D,NA,NA,NA,NA,NA,#433585430,Intense Divices,ID-DS389,6 W,NA,Bluetooth,NA,NA,NA,estereo
1986, Jbl Pulse 3 - Altavoz - Para Uso Portátil ,759,NA,2,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-428402458-jbl-pulse-3-altavoz-para-uso-portatil-_JM#position=36&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#428402458,JBL,Pulse 3,NA,Azul,NA,960 g,USB,NA,NA
1987, Pack Audio Db Technologies Es 503 Es + Garantia ,4809,NA,0,5,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIMAACOUSTICWORKSEIRL,https://articulo.mercadolibre.com.pe/MPE-434940729-pack-audio-db-technologies-es-503-es-garantia-_JM#position=37&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#434940729,DbTechnologies,ES503,NA,NA,NA,NA,RCA,ES,Activo
1988, Parlante Bluetooth Ewtto Et - P184ob ,38,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-435789195-parlante-bluetooth-ewtto-et-p184ob-_JM#position=38&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#435789195,ewtto,NA,NA,NA,NA,NA,NA,NA,NA
1989, Parlantes Subwoofer Aspide Halion Pantal Usb Sd Fm Bluetoot ,180,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436241657-parlantes-subwoofer-aspide-halion-pantal-usb-sd-fm-bluetoot-_JM#position=39&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436241657,NA,NA,NA,Negro,Subwoofer,NA,Auxiliar,NA,NA
1990," Dispositivo Para Escuchar Música Soundbot Sb510, Resistente ",168,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436566320-dispositivo-para-escuchar-musica-soundbot-sb510-resistente-_JM#position=40&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436566320,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991, Echo Dot (3rd Gen) - Smart Speaker With Alexa - Sandstone ,214,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436752945-echo-dot-3rd-gen-smart-speaker-with-alexa-sandstone-_JM#position=41&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436752945,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992, Altavoz Bluetooth Jbl Go 2 Original Cyan ,119,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/CABEPERU,https://articulo.mercadolibre.com.pe/MPE-434040121-altavoz-bluetooth-jbl-go-2-original-cyan-_JM#position=42&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,13,1,1,0,0,#434040121,JBL,GO 2,3 W,Azul,NA,NA,NA,GO,Activo
1993, Ihome Ibt61b Altavoz Portátil Con Bluetooth ,159,NA,NA,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=168,https://articulo.mercadolibre.com.pe/MPE-436627941-ihome-ibt61b-altavoz-portatil-con-bluetooth-_JM#position=43&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436627941,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994, Foco Led + Colores + Bluetooth + Parlante Para Android ,80,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SEISA+TECNOLOGIES,https://articulo.mercadolibre.com.pe/MPE-437386968-foco-led-colores-bluetooth-parlante-para-android-_JM#position=44&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#437386968,SMART LED,HY-Z04,NA,NA,NA,NA,NA,NA,NA
1995, Jbl Clip 2 - Altavoz - Para Uso Portátil ,229,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOISES+CHAGUA,https://articulo.mercadolibre.com.pe/MPE-432519422-jbl-clip-2-altavoz-para-uso-portatil-_JM#position=45&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#432519422,JBL,Clip 2,3 W,NA,NA,NA,NA,NA,Activo
1996, Tronsmart Element T6 Plus Bluetooth Estuche Agua ,299,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MULCOTEC,https://articulo.mercadolibre.com.pe/MPE-437467862-tronsmart-element-t6-plus-bluetooth-estuche-agua-_JM#position=46&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#437467862,Tronsmart,NA,NA,Negro,NA,NA,NA,NA,NA
1997, Rydohi V50 Auriculares Bluetooth Inalambricos Estereo De Alt ,220,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366432-rydohi-v50-auriculares-bluetooth-inalambricos-estereo-de-alt-_JM#position=47&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436366432,RYDOHI,NA,NA,Rosa,NA,1 lb,NA,NA,NA
1998, Jbl Go 2 Altavoz Portatil Bluetooth Resistente Al Agua Rojo ,235,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463230-jbl-go-2-altavoz-portatil-bluetooth-resistente-al-agua-rojo-_JM#position=48&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,13,1,1,0,0,#436463230,JBL,JBLGO2REDAM,NA,NA,NA,NA,NA,GO,NA
1999," Parlante Activo England Sound 8 Bluetooth, Fm ",320,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-428923559-parlante-activo-england-sound-8-bluetooth-fm-_JM#position=49&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#428923559,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000, Jbl Go 2 Azul Marino - Altavoz Bluetooth Portátil ,169,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/ALKA+CORP,https://articulo.mercadolibre.com.pe/MPE-434698839-jbl-go-2-azul-marino-altavoz-bluetooth-portatil-_JM#position=50&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,13,1,1,0,0,#434698839,JBL,GO 2,3 W,NA,NA,NA,NA,GO,Activo
2001, Altavoz Bluetooth Jam Hang Tight Hx-p303-bl Azul Inalambrico ,169,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435698089-altavoz-bluetooth-jam-hang-tight-hx-p303-bl-azul-inalambrico-_JM#position=51&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#435698089,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002, Jbl Jr Pop - Altavoz Bluetooth Portatil Para Niños (rojo) ,235,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463176-jbl-jr-pop-altavoz-bluetooth-portatil-para-ninos-rojo-_JM#position=52&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436463176,JBL,NA,NA,NA,NA,1 lb,NA,NA,NA
2003, Jbl Jr Pop - Altavoz Bluetooth Portatil Para Niños Color Mo ,235,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463177-jbl-jr-pop-altavoz-bluetooth-portatil-para-ninos-color-mo-_JM#position=53&type=item&tracking_id=15ff2fab-2191-4e4a-9e3f-d1813120b90a,NA,NA,NA,NA,NA,#436463177,JBL,NA,NA,Pop,NA,1 lb,NA,NA,NA
2004, Altavoz Bluetooth Inalambrico Portatil Impermeable Jbl Clip ,325,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436463202-altavoz-bluetooth-inalambrico-portatil-impermeable-jbl-clip-_JM#position=1&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#436463202,JBL,JBLCLIP3BLUAM,NA,NA,NA,1 lb,NA,NA,NA
2005, Parlante Activo England Sound 15pulg. Con Bateria 2 Mic. Uhf ,659,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-429172189-parlante-activo-england-sound-15pulg-con-bateria-2-mic-uhf-_JM#position=2&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#429172189,NA,NA,NA,NA,NA,20 kg,NA,NA,NA
2006," Parlante Para Conferencia Portátil Logitech P710w, Bluetooth ",799,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432305667-parlante-para-conferencia-portatil-logitech-p710w-bluetooth-_JM#position=3&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#432305667,Logitech,NA,NA,NA,NA,230 g,NA,NA,NA
2007, Ihome Ibt74bxxc Color Que Cambia El Sistema De Altavoz Recar ,368,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436934146-ihome-ibt74bxxc-color-que-cambia-el-sistema-de-altavoz-recar-_JM#position=4&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#436934146,iHome,NA,NA,Fiesta,NA,0.781 lb,Entrada para Auriculares,NA,NA
2008, Jbl Boombox - Altavoz - Para Uso Portátil ,1549,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOISES+CHAGUA,https://articulo.mercadolibre.com.pe/MPE-432480679-jbl-boombox-altavoz-para-uso-portatil-_JM#position=5&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#432480679,JBL,Boombox,NA,NA,NA,5.25 kg,NA,NA,NA
2009, Altavoz Con Base Con Bluetooth ,250,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RENA.N,https://articulo.mercadolibre.com.pe/MPE-437706286-altavoz-con-base-con-bluetooth-_JM#position=6&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#437706286,Philips,DS3510/37,8 W,NA,NA,NA,Auxiliar,NA,NA
2010, Parlante Bluetooth Philips - Super Potente ,249,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436705232-parlante-bluetooth-philips-super-potente-_JM#position=7&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#436705232,Philips,NA,NA,NA,NA,NA,NA,NA,NA
2011, Parlante Bluetooth Bazooka Iblue Usb/msd/fm/aux 5w Negrocaja ,49,NA,0,3,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SUMPCSYQ,https://articulo.mercadolibre.com.pe/MPE-427376709-parlante-bluetooth-bazooka-iblue-usbmsdfmaux-5w-negrocaja-_JM#position=8&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#427376709,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012, Jbl Go 2 Azul - Altavoz Bluetooth Portátil ,169,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/ALKA+CORP,https://articulo.mercadolibre.com.pe/MPE-434698848-jbl-go-2-azul-altavoz-bluetooth-portatil-_JM#position=9&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,13,1,1,0,0,#434698848,JBL,GO 2,3 W,NA,NA,NA,NA,GO,Activo
2013, Co2crea Funda Rigida Para Altavoz Inalambrico Bluetooth Port ,164,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-435917893-co2crea-funda-rigida-para-altavoz-inalambrico-bluetooth-port-_JM#position=10&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#435917893,CO2CREA,NA,NA,Azul,NA,1 lb,NA,NA,NA
2014, Altavoz Bluetooth Soundcore Flare Altavoz Inalambrico Portat ,465,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436277857-altavoz-bluetooth-soundcore-flare-altavoz-inalambrico-portat-_JM#position=11&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#436277857,Anker,NA,NA,Black,NA,1 lb,NA,SoundCore,NA
2015," Ewa A103altavoz Bluetooth Material De Metal Para Teléfono,pc ",70,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FEGADISTRIBUIDORLOGISTICO,https://articulo.mercadolibre.com.pe/MPE-437117111-ewa-a103altavoz-bluetooth-material-de-metal-para-telefonopc-_JM#position=12&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#437117111,ewa,A103,NA,NA,NA,NA,Auxiliar,NA,NA
2016, Parlante Bluetooth 3 Watts (ica) ,1,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LMBL7,https://articulo.mercadolibre.com.pe/MPE-434913331-parlante-bluetooth-3-watts-ica-_JM#position=13&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#434913331,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017, Parlante Bluetooth Leotec Con Soporte Para Tablet Y Teléfono ,115,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VEGA.COM+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=%2FapZKYd4mCoQIsxLz8YIcaqEBOyJOGaFigTn11KyttQi5T0s6lLIIIAvyScUMnhkTbUfgi%2B7vumVsRDhiF%2FgesNAr5uFuP37mhMy38ZE0SFGyT0NSSoVAyp63PGSFAKEr%2FuJHr00%2FuirXo2hvp%2BTJZoyN7kCa36ly%2Fmc0tmwUj6Gjgsg1JcE9SCnG2j0qRZGWNS1yW%2B%2FPQgvuXs2343L0u%2BLCAds7k5qW4pMp0DH6FVIXN3%2BtiRARHDg5SDKql%2FuUe4WCEiD4NjTtITyXUwoVN5eyY1Doyt3nedryx5Cpe0OcRCMTQ%2BjUVXWJbKqMGfXCQipQ%2BdyX1v0r4Mj8CB1oHsFmddEz2KJENN7jDlI84%2BVl0CCe8Bxz1m89nQqdxF%2B3iZUs899bQPGk3u%2BI0JbLlRgn84sBF9yQYN0Q6y3QffDn5vi9m1OqTdaHuqMvWgX3WqxsgVCIatMERlCZ9uTGGNzGP5gLn7JsEJm6PK9gyuoPw8MsRT%2FZMwGdJ9gotrOKgqpEemQZ2OICWYEVxHXIaHVGGtB6ywuiIVAnQd8bmRa49P1ayLTfz5v%2BNQoLYaZub5J4CfLUCfwvrJ8bZS09DeWsfXs8SFhxUv3r%2BA6H%2BeZZLHSHtI573ez01qVsPTblZGrPHJ4uub4EPnPradF8z56vMFwkLlcxUjYykXilt1ki2YxuRlTuFpOi8sh4BWomKtU%2FpwjVaQ4HejxxXTvWXgKKcLDeU3HIjdL0agzrg1Saax9AwQcE7PhM2SVqiWjOqs5VDx1uSnJLNLdskKZThr3tE1%2FkG2RVgyFb9WNMG4kdi1pa2FOeEETYCS5iPXO99M2Ig%2BBTy9IoUuGLAmHfWf0wVir%2FbUhBE66Ftb1LE9GAL8pfBEBRZJ8%2B1jKylowYTxEHUqGh2tuRKqhoyG%2FjgLOI0YhccF9TdbgulmyaLJmPq%2FIlzLxD0GDRKB18VcKRK%2BWtohVOoezI8gX482i4mGz4rHh89XjxfBuq0kochK8WVW3zEI7WAgVlAwHVbqwaJaroh5EsBfr56TmarUklogfkQ2A8ugcL7pXANqyDwvqeF574CBrQeaiNIPx7rZd%2Fn0dMo43h334hxfhqPtVOGwgLzJYCeTgSueZx7oe96VwHGRokZsoct6YcSBcSYjCcrPaC2qSPYMr6gJ8odNjlbcPlSt%2FcnpCc7FCbYuEsRv9I7b3gPp18xAAa8pOsnmg%2FQz0HNhA%2BC5jWpta6Y5tGF7stByk7bX1EIilMqL23NDZeDLPVRJ4syWkDrk3JNFMvwWf2TOkUHAdv9wjXXVm2Z4QS3iIjElSjbcacR1WhavJcuO02EOjktbiIsqM7PMGk4vkGIHkH0UWp9pK5KGGGDT1kWbikTNcOvHdkxnKAyQaA2yVMqvrmw1hSqR25NNFD2ooq5k8u5PXY5axZvZn9kACs0WbL7xX6A3ZAFlaxxNk29jCce0%2BtHGHmlH1NOq9BQrblDOP5E%2FFrdI0kVFPNHxHo3G1EYOn9Sy8XYxNq9bNmAMArXuiqDgsSQ8qQVH5NmhTNvVJpnAKFbc%2FIRqzVILkiBoHmk8DL2r%2FEsQs0%2FKeEeV6lKNZIsD4nMS2L6B%2BlEPpMkhpAfBTjLUFb2KVLAEgUA8llSxfDl2pRRUXOtntKkYzs29Kn9uVl7hXsuKUpgeOwJn4dP1m5v%2FFSrQiMoEvewo2lsBkwmutt6I2O8u9WLFNx1eO9LFNB%2BoXzhaOT%2BDLDTjFLeUxSgYq5POK8AuLzaxOMpw1Bg%3D%3D,NA,NA,NA,NA,NA,#432762908,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018, Jbl E55bt Auriculares Con Diadema Con Micro. ,500,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-426545766-jbl-e55bt-auriculares-con-diadema-con-micro-_JM#position=15&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#426545766,JBL,NA,NA,Negro,NA,NA,NA,NA,NA
2019, Altavoz Bluetooth Jam Double Chill Hx-p404-cs Cream Soda ,165,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435586699-altavoz-bluetooth-jam-double-chill-hx-p404-cs-cream-soda-_JM#position=16&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#435586699,NA,NA,NA,NA,NA,363 g,NA,NA,NA
2020, Jbl Playlist - Altavoz - Para Uso Portátil ,680,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHAGUAVILLAJUANBECKER,https://articulo.mercadolibre.com.pe/MPE-428057176-jbl-playlist-altavoz-para-uso-portatil-_JM#position=17&type=item&tracking_id=f66b8a52-99ad-4351-96d0-2a46bfc71aff,NA,NA,NA,NA,NA,#428057176,JBL,Playlist,30 W,Negro,NA,1.12 kg,NA,NA,Activo
