search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Línea,Peso,Color,Conectores de entrada
266, Parlante Portable Bose Soundlink Color Ii Bluetooth ,482.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 13.389
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/GABRIELFERNANDOFIALLO,https://articulo.mercadolibre.com.co/MCO-465163001-parlante-portable-bose-soundlink-color-ii-bluetooth-_JM#position=1&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,6,1,0,0,0,#465163001,Bose,SOUNDLINK COLOR II,NA,Activo,SoundLink,0.54 kg,Agua,Auxiliar
267, Tronsmart Element T6 Plus Altavoz Bluetooth 40w Impermeable ,375.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 31.250
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JAEOLOS,https://articulo.mercadolibre.com.co/MCO-522643277-tronsmart-element-t6-plus-altavoz-bluetooth-40w-impermeable-_JM#position=2&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#522643277,Tronsmart,Element 6 Plus,40 W,Activo,NA,NA,NA,NA
268, Parlante Portable Bose Soundlink Color Ii Bluetooth Rojo ,499.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 13.861
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-446767975-parlante-portable-bose-soundlink-color-ii-bluetooth-rojo-_JM#position=3&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,6,1,0,0,0,#446767975,Bose,Color II,NA,Activo,SoundLink,1.2 lb,NA,Auxiliar
269, Boombox Jbl Bafle Bluetooth ,149.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 4.139
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.0,4,https://perfil.mercadolibre.com.co/COCO-BONGO+COMERCIALIZADORA,https://articulo.mercadolibre.com.co/MCO-529622862-boombox-jbl-bafle-bluetooth-_JM#position=4&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,3,0,0,0,1,#529622862,JBL,Boombox,NA,Activo,NA,NA,NA,USB
270, Barra De Sonido Jbl Bar 2.1 Bluetooth Con Bajo Inalámbrico ,1.149.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 95.825
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MARILYNPATRICIADELAROSALOPEZ,https://articulo.mercadolibre.com.co/MCO-479731530-barra-de-sonido-jbl-bar-21-bluetooth-con-bajo-inalambrico-_JM#position=5&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#479731530,JBL,NA,NA,NA,NA,NA,NA,USB
271, Parlante Bluetooh Mini Altavoz Q3 ,47.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(25 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.917
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,5,https://perfil.mercadolibre.com.co/ELECTROCOMPRASONLINE,https://articulo.mercadolibre.com.co/MCO-457709273-parlante-bluetooh-mini-altavoz-q3-_JM#position=6&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,5,0,0,0,0,#457709273,NA,NA,NA,NA,NA,NA,NA,NA
272," Parlante Bluetooth A9 (aux, Micro Sd, Usb, Micrófono) ",12.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 358
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYMTECNOLOGIC,https://articulo.mercadolibre.com.co/MCO-499059861-parlante-bluetooth-a9-aux-micro-sd-usb-microfono-_JM#position=7&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#499059861,NA,NA,NA,NA,NA,NA,NA,NA
273, Micrófono Karaoke Inalambrico - Bluetooth Parlante Portatil ,59.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.664
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/DLOKY_MEDELLIN,https://articulo.mercadolibre.com.co/MCO-488869227-microfono-karaoke-inalambrico-bluetooth-parlante-portatil-_JM#position=8&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#488869227,NA,NA,NA,NA,NA,NA,NA,NA
274, Parlantes 2.0 Bluetooth Logitech Z207 Para Pc Celular Tablet ,119.900,159.900,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(32 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.992
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-471049256-parlantes-20-bluetooth-logitech-z207-para-pc-celular-tablet-_JM#position=9&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#471049256,Logitech,NA,NA,NA,NA,NA,NA,NA
275, Parlante Bluetooth Audio Portatil Usb Sd Microfono Bts-360k ,119.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.917
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SASCOMERCIALLACABRERA,https://articulo.mercadolibre.com.co/MCO-494568226-parlante-bluetooth-audio-portatil-usb-sd-microfono-bts-360k-_JM#position=10&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#494568226,NA,NA,NA,NA,NA,NA,NA,NA
276, Parlante Bluetooth Nexht Recargable Usb Microsd Reloj Luz 5w ,96.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.667
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VALENCIAJ_MERCADO,https://articulo.mercadolibre.com.co/MCO-510127088-parlante-bluetooth-nexht-recargable-usb-microsd-reloj-luz-5w-_JM#position=11&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#510127088,nexHT,88132,5 W,Bajos profundos,NA,0.36 kg,Blanco con Negro,Auxiliar
277, Xiaomi Altavoz Mi Mini Speaker Bluetooth Portátil ,49.900,89.900,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 1.386
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77,https://articulo.mercadolibre.com.co/MCO-513072322-xiaomi-altavoz-mi-mini-speaker-bluetooth-portatil-_JM#position=12&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#513072322,Xiaomi,Bluetooth Speaker Mini,2 W,Activo,Mi,NA,NA,NA
278, Parlante Bluetooth Zealot S12 Sonido Potente 12w Usb Microsd ,119.900,159.900,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.331
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ARTICULOSALTAGAMA,https://articulo.mercadolibre.com.co/MCO-502750208-parlante-bluetooth-zealot-s12-sonido-potente-12w-usb-microsd-_JM#position=13&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#502750208,Zealot,NA,12 W,NA,NA,NA,NA,USB
279, Micrófono Portátil Parlante Karaoke Bluetooth Ws858 ,41.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.492
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VENTAS+CRT,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=3I1sDOf9sStU9uEOgAbPKZ1zHAr6tBav%2B%2BcZ6y1ML3q0SVYBTfnTWIdCAJQ6ywfKofmZTtPyreiXOIq0fSnakpz0w9UvYmrstL3Lb%2Bew1qSpUGC9GB9bQBwi5SaqRrR4GxvyQxXpNNXHSUS%2BwWIuILb2hueDA%2ByQKs46nNmxKexAQca7KywUHNvqRX2Z%2FFBNv5JDEwjOZcCfkcYRok8yUMIgudLr%2FjIFGf4cV1ktqzqb%2Fpid7xgPeUy4DA%2BOL5i00v2Kiz2fEaxixCK9OfxySk%2BmXpg0aKfxIOt6xvPfzoNXv5QOJ%2FpuJA6384fwKyf2LG61pz85HvYU32g5UV68BwvA5egEPQEEZ9GMDSVscIfyhPT3obawHB3sRr8S3tleh68jvfgMChUFYWL1ZPursrV2%2FnenlOM1%2Fr1RBUbcaPphvq%2B%2FQHrEXPuy82iG5mzj7LNLvRQbTFpr7s%2BlShRmKs3qhIOYh3AGp2JsFO9dcAmgngS2TlMuQ0UDEmP3a0z7e08%2BfamtBQ%2F74vXkaoffo9Qs1ok6niVGa%2BAnEhuNPIdHfiT4bfJ1tsa%2B0z%2BK9%2B9NMvkcscEy7KEGj1T4WqxAIy5gEcM0z1xgwslN73msVwny9LT7sG2iAyVnPNMVm0BKAI1qRHRKhH96qJOmTXqPb3WbxijJuNld60G5wM%2B1oHJx3LeBffk9RMjJ2tOxeHlUVCCEry9y0CXIn%2FOJe8rTitI9ek9wO8A8Bw8N2WG0Qitor0YNEfNKfP%2FRzoBPvi9uXqcGfistrP744TiNKGiJlUWmDttnQ8ICGIOpvBcgBNWsV3xi7E%2F3EVefFJ%2BlKpKm7RvcJcBVql4K4Y%2BLi2pdkeEtlpDJkH7lTSFhho8UBXWBrJb5UjqADsx3rszuMMhvzK2XCmdvoqsODy8cUWYyofes9%2BXKSJ%2BO2sUOQZFfe%2FpYnAMp%2ByKaUny2KkhSC0QG91lTzWGUP3NhAWm5vSqikSu6xUkNjjTKVdMBZgJgrFCqGbPbJSL2cw1KADDRMOpujKli15UHBoqQtn8ddBKMnP1qLOraNan1iaWCmeM0XhKhzYY%2Fm4bfeHU7KXntLSnpRHLpTCaJRVs%2BvsLDds5TETl0bR7ndzOYMNz7kM4YjEJw5NlUbQQRRmF%2F%2FgscOKiawdDCHtws02JY9%2BcE8bLxLw8Wb1YmCSQ21nk%2F1OLJCjAXkDmBVK9QVNmQchXidm1szVpS5A8iLXDCqyTaZqOEpbprbJ3q%2B8xeIf70AUE7Yd769iPnlmadXfYHrDAEtltJ6voJ2CQekugxWkWB4MDcPpXD2QQdX4iZtJ1IAqVx%2B98mjRX0M%2Bk3xJXxain7BLdhQEDe9MSwY1vzvNa44LOxmt5BUh%2BAc98w%2BApawpioaGDW4atlktBR1r7gzVMvxAcC%2F%2B3Q7W0pDFQ6O8TuI7ir2Fcra4mZXCBTEQZ0WpP5XEEyZeNxtN0L9Q97MQ49SemmK9HljUuMU%2FiUEHJo1FLmTee4OhV7d1Whs8OT9q8ViwkC%2FxXSOgp%2BdN%2FCE0BZszWb1OtK7hkGAQ5zDlRCYEZ3CdHIXPL%2B0zZasFzsYfgnVtUCJCT0nrAjRKpRHQjqDPTRvB%2BEnDIU4%2F2GT9HC1L6yu41b2aMo2qfMdp0UDm8R%2BlDUelCx%2BXpUScmFxGc8paYzyQqfuLIT7XV7%2FwtNyBIW2iEiByzPHH4RNbD1OUcYqtRcrIxLXu3l630Awrqv1JFjGvdLpRFKp11bH4PSMuKH2E8RaBI70YnQhKGzVzczIYSubmA38U0LampBC8o%3D,NA,NA,NA,NA,NA,#525774829,NA,WS-858,NA,NA,NA,NA,NA,NA
280, Cabina Recargable Bluetooth 12 Pulg Memoria Steren Baf-1220b ,299.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 24.917
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LIQUIMARCAS.COM,https://articulo.mercadolibre.com.co/MCO-494166013-cabina-recargable-bluetooth-12-pulg-memoria-steren-baf-1220b-_JM#position=15&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#494166013,Steren,NA,NA,NA,NA,NA,NA,Entrada para Micrófono
281, Parlante Tipo Charge3 Jbl Bluetooth Radio Fm ,85.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 7.083
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,15,https://perfil.mercadolibre.com.co/LOSNOVEDOSOSS,https://articulo.mercadolibre.com.co/MCO-509843857-parlante-tipo-charge3-jbl-bluetooth-radio-fm-_JM#position=16&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,9,5,0,1,0,#509843857,JBL,Charge 3,20 W,Pasivo,NA,800 g,NA,NA
282, Parlante Portable Bose Soundlink Color Ii Bluetooth Blanco ,499.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 13.861
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-448282917-parlante-portable-bose-soundlink-color-ii-bluetooth-blanco-_JM#position=17&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,6,1,0,0,0,#448282917,Bose,Color II,NA,Activo,SoundLink,NA,NA,Auxiliar
283, Micrófono Karaoke V8 - Bluetooth Parlante Portatil Tipo Jbl ,45.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.825
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VENTAS+CRT,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=625f63ey0MG1THCP7EWwyADKyFrLFdosU1NmRd18EoUWS%2FigRM%2F5%2FCN6HM6U7pVfJysNh4bwwrWSiS2mMODh2uvcfh8NOUHN6nR1it7z%2B0TVr4ietVah8wJfTEpel8RmiJVfioGIE2PX%2FE7oUdEVeVwHRROSL4hM1cD%2BEJZlHl5TptkUrxKdbO7VBXQjPJvLH30Z%2FU%2FtA4BvmBjXacb9ZUo9DGTCn4Ih42%2BxxiHT4wq7pWwjyr%2F50gB%2Bhafohms3fHlO0wV1YKQJyxPS3PR2LJqF38ngJD3FEOrltc3JYzADTCYiACOdeegeCJLKDo47f8h2Ltd4z0AGjLy3zHhOMLL%2Bu7mmvh7xBpN4ViEiQ0KVvzZlEWmgpT6dyKr1%2FS%2FzmE%2BYDQsiMml5NX2RZgvYj9N2MiomTVmaGG77mVdTZt5vtLm30L%2FOMO3G%2B5K4e%2BHjgrxSsNjHg1cHKwOOQqrkbMpBGTVarqov86wdB%2FMb3408yvE6yYxl6EA3Qawr765C0LPe2yMru3A56oXYqjo7BfLGaivyhsutk%2Ba9iLSvw79lCj9kEvwGeTJ%2FvHkrIrpm0q5N73sM1q6hnx2t%2BJrnP26gm%2BOcoOBh58JuKLQ3Wg%2F31NKwe2RDd1uqn%2FsDJ%2FzWLaBFZT2aEtRL5Vhe%2Bfcuq31%2B8hL9pQ708gWGHf9az21aKphUUxjuIx1wcN0nPSFoHJoG4J7fx1yf2a7l6nD1l2iraBGj4EiDJxpjMqlktIUtp6zl%2BLJhETxnhOaUJNxVQXqOAd1%2FQDxdzlNwK3LAXGJXSDI4YEWMX1cmQMKJkx40MLUY%2B7Z5M%2FsiFBYn%2FEAO%2BIcACd00f0jxCubzf93iOce6QKzbFt%2BHBF4Ns5UYYRp3aw1KeZ7B4pVXu91dmDcqne3z20Pyr2ce%2BBTASOjs783X31ahR3BXyd87WDRxIac9winFFOIq5bPy7qCV%2BiCw26liqRqTpJr1ZbIqejoQW8uBzkAVD8kO4%2B4Cg0uTaW87%2F3pxzVeka6JvQQLXDZWua0vFHAM1OL%2FUOpy6Q8TL2ctN7qnDzJ%2FzKrQub%2FYL%2BriqAsBnVzMrZKKIocxaYPEaxmHJY53WgBBnZ8lruc1NpxGm8y3i7WfPr3sAsnErzWLViYbnNj7jp6Z417SKb5nRxmWvBo%2B328OiZkkhmttVJGgfs0Z5hE1XqstACXekLTfqFnj%2BCFOguceJoWEkXEZsVGd5nbkXKIWNAObXN9o2sXZU8yy7pu0yDa8QwnoGkjfrXjBwJP2mvYmHaz8QA1ODxcPiDX0OPD5r0OHF41rm9VAmJeIo%2F%2B%2FWRyKajvP7oUoH80uYIYNw48vS%2FMvcIWLzT%2BAgsVT%2BXiCqCNXgbmKV24om8tzuGNQLlttbsUxx4aeHwpEOrHjwtlMxI8F8E7bNN%2FYvIaiigBmIyC7h5HCOK%2BrY2dgeXyh3lT11de%2Bq9cyPjcpuUJ%2B60cZWGRNLt5labgA2IV5sv%2B0%2B8tImLaSY%2B5ADEH%2BEuydVqDhfyAhZEqj%2FUO%2BngS2oENLZUtFPnAU7rKLaTiNQTFac1mLKNzPnClKG3M4gRFWLDO8w4f2fmKKcxNmW%2B1clp39I5gIAEktxegolksoL1WXAbuoa2Bk83rx%2B16spSx3SQ8IzMns%2B4LfNlFTr7JmGzXDWINSV7q4PMVr%2BlbHxtwSPQUGxIRJbnOiQGuTL9Xp9Yk4rw9tdWxtLePiuWxOR1D07PSjBFL9Ut%2Bv%2Bl6E7RHIbnrMfWo0Ku1YuMFTu%2B0Qnfj0jsRzGvmL3lLe3p5%2FDy1L1SB0zDZud4eE%3D,NA,NA,NA,NA,NA,#522465420,V8,V8,NA,NA,NA,NA,NA,NA
284, Lampara Led Camping Recargable + Parlante Bluetooth + Fm Wow ,49.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.083
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/MASCOSHOP_COLOMBIA,https://articulo.mercadolibre.com.co/MCO-511139572-lampara-led-camping-recargable-parlante-bluetooth-fm-wow-_JM#position=19&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#511139572,Multitecno,Parlante Portatil Bluetooth Touch Con Lámpara Led De Colores,2.4 W,no aplica,NA,465 g,NA,NA
285, Parlante Hopestar P11 Bluetooth Impermeable Luz Led Biciclet ,90.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 7.500
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NIETOHDEZ,https://articulo.mercadolibre.com.co/MCO-505189476-parlante-hopestar-p11-bluetooth-impermeable-luz-led-biciclet-_JM#position=20&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#505189476,NA,NA,NA,NA,NA,NA,NA,NA
286, Parlante Bose Soundlink Be8 Bafle Bluetooth Tactil Estuche ,134.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(48 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 3.747
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/HERRAMIENTAS_TECNOLOGIA_CALI,https://articulo.mercadolibre.com.co/MCO-507901741-parlante-bose-soundlink-be8-bafle-bluetooth-tactil-estuche-_JM#position=21&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#507901741,Bose,NA,NA,NA,SoundLink,NA,Negro,NA
287, Mouse Logitech Bluetooth M535 ,76.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 2.111
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-447330919-mouse-logitech-bluetooth-m535-_JM#position=22&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#447330919,Logitech,NA,NA,NA,NA,2.89 oz,NA,NA
288," Ultimate Ears Megaboom 3, Parlante Bluetooth Impermeable ",749.900,NA,"
			
			
				
				4
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 20.831
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.0,2,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=672,https://articulo.mercadolibre.com.co/MCO-508770727-ultimate-ears-megaboom-3-parlante-bluetooth-impermeable-_JM#position=23&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#508770727,Logitech,MEGABOOM 3,NA,Activo,NA,925 g,NA,NA
289, Parlante Jbl Xtreme 2 Sumergible Nuevo Original Bluetooth ,908.400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				73
				vendidos
			
		",(72 disponibles),"
	
		
			
		
		36 cuotas de
		
			
				$ 25.233
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.2,19,https://perfil.mercadolibre.com.co/AEY+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-483137283-parlante-jbl-xtreme-2-sumergible-nuevo-original-bluetooth-_JM#position=24&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,12,3,1,2,1,#483137283,JBL,Xtreme,40 W,Pasivo,NA,2393 g,NA,NA
290, Parlante Alta Voz Recargable Bluetooth Bulldog Ch-m12 ,46.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(94 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.916
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERKAPI,https://articulo.mercadolibre.com.co/MCO-503544743-parlante-alta-voz-recargable-bluetooth-bulldog-ch-m12-_JM#position=25&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#503544743,NA,NA,NA,NA,NA,NA,Roja,NA
291, Parlante Portatil Bluetooth Altavoz Radio Sd Usb Recargable ,19.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(98 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.658
			
		
		 sin interés
		
	

	
		",NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTBUY.STORE,https://articulo.mercadolibre.com.co/MCO-479338199-parlante-portatil-bluetooth-altavoz-radio-sd-usb-recargable-_JM#position=26&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#479338199,NA,NA,NA,NA,NA,NA,NA,NA
292, Parlante Bluetooth Portátil Con Luces Niatec Nt-p550 ,70.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(82 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.833
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,3.0,1,https://perfil.mercadolibre.com.co/OUTLET+DIGITAL,https://articulo.mercadolibre.com.co/MCO-478953420-parlante-bluetooth-portatil-con-luces-niatec-nt-p550-_JM#position=27&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#478953420,NA,NA,NA,NA,NA,NA,NA,NA
293, Parlante Jbl Clip 2 Con Bluetooth Resistent Agua Wireless 06 ,99.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 8.325
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,6,https://perfil.mercadolibre.com.co/SHOPPINGONLINECOLOMBIA,https://articulo.mercadolibre.com.co/MCO-512576572-parlante-jbl-clip-2-con-bluetooth-resistent-agua-wireless-06-_JM#position=28&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,5,1,0,0,0,#512576572,JBL,Clip 2,NA,NA,NA,NA,NA,NA
294, Parlante Jbl Wind Para Moto O Cicla Bluetooth Radio Microsd ,145.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 12.083
			
		
		 sin interés
		
	

	
		",NA,NA,Envío gratis a nivel nacional,NA,NA,5.0,1,https://perfil.mercadolibre.com.co/HELE9746894,https://articulo.mercadolibre.com.co/MCO-525076341-parlante-jbl-wind-para-moto-o-cicla-bluetooth-radio-microsd-_JM#position=29&type=item&tracking_id=f8a69ed2-2288-43b5-989f-b99e76aff59d,NA,NA,NA,NA,NA,#525076341,JBL,Wind,3 W,Activo,NA,185 g,NA,NA
