search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada,Color
337, Parlante Portátil Cafini Go /bluetooth/fm/usb/powerbank ,1390,NA,1,10,18 cuotas,77.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFOTOOLS-IT,https://articulo.mercadolibre.com.uy/MLU-451911134-parlante-portatil-cafini-go-bluetoothfmusbpowerbank-_JM,NA,NA,NA,NA,NA,#451911134,NA,Cafini,NA,NA,NA,NA,NA
338, Parlante Portable Bluetooth Mp3 Fm Ml 557 ,590,NA,1,6,18 cuotas,32.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URUGUAYKIDS,https://articulo.mercadolibre.com.uy/MLU-442257246-parlante-portable-bluetooth-mp3-fm-ml-557-_JM,NA,NA,NA,NA,NA,#442257246,NA,NA,NA,NA,NA,NA,NA
339, Parlante Inteligente Sony Google Home P/voz Wifi Bluetooth ® ,249,NA,0,5000,18 cuotas,502.15,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-459400954-parlante-inteligente-sony-google-home-pvoz-wifi-bluetooth--_JM,NA,NA,NA,NA,NA,#459400954,NA,Sony,NA,NA,NA,NA,NA
340, Parlante Multimedia Charge2 C45-11 Circuit ,703,NA,1,100,18 cuotas,39.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-464367583-parlante-multimedia-charge2-c45-11-circuit-_JM,NA,NA,NA,NA,NA,#464367583,NA,NA,NA,NA,NA,NA,NA
341, Jbl Parlante Go 2 Icecube Cyan - Mosca ,41,49,1,3,18 cuotas,83.99,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOSCAHNOSSAMOSCAHNOSSA?brandId=330,https://articulo.mercadolibre.com.uy/MLU-457941623-jbl-parlante-go-2-icecube-cyan-mosca-_JM,NA,NA,NA,NA,NA,#457941623,3 W,JBL,GO 2,Activo,NA,NA,NA
342, Parlante Home Theater Con Bluetooth Ratsel Para Smart Tv ,192,240,7,30,18 cuotas,387.20,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-460404087-parlante-home-theater-con-bluetooth-ratsel-para-smart-tv-_JM,1,0,0,0,0,#460404087,NA,Thonet & Vander,Ratsel,NA,NA,NA,Negro
343, Parlante Portatil Quantum Qy M53 Bluetooth Futuro21 ,590,NA,1,7,18 cuotas,32.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-460968137-parlante-portatil-quantum-qy-m53-bluetooth-futuro21-_JM,NA,NA,NA,NA,NA,#460968137,NA,NA,NA,NA,NA,Auxiliar,NA
344, Parlante Genius Sp-906bt Rojo - Bluetooth 4.1 ,739,NA,1,9,18 cuotas,41.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/COMPRALO_HOY01,https://articulo.mercadolibre.com.uy/MLU-450308457-parlante-genius-sp-906bt-rojo-bluetooth-41-_JM,NA,NA,NA,NA,NA,#450308457,NA,Genius,SP-906BT,NA,185 g,NA,NA
345, Parlante Activo Xion 12000w Pmpo Bluetooth Bateria Xt69 Pcm ,208,219,4,999,18 cuotas,419.47,NA,Envío a todo el país,NA,NA,3,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-457635644-parlante-activo-xion-12000w-pmpo-bluetooth-bateria-xt69-pcm-_JM,0,0,1,0,0,#457635644,NA,Xion,NA,NA,NA,NA,NA
346, Parlante Portable Kts 861a Valija Usb Sd Fm Bluetooth ,699,899,0,3,18 cuotas,38.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-464307436-parlante-portable-kts-861a-valija-usb-sd-fm-bluetooth-_JM,NA,NA,NA,NA,NA,#464307436,NA,NA,NA,NA,1.75 kg,NA,NA
347, Parlante Jvc Xs-n218bu Bt ,1920,NA,3,3,18 cuotas,106.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PAPELERIAJF,https://articulo.mercadolibre.com.uy/MLU-458867365-parlante-jvc-xs-n218bu-bt-_JM,NA,NA,NA,NA,NA,#458867365,NA,NA,NA,NA,NA,NA,NA
348, Parlante Bluetooth Tipo Jbl Explorer Calidad ,2590,NA,1,16,18 cuotas,143.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNAGANGAUY.COM,https://articulo.mercadolibre.com.uy/MLU-458071164-parlante-bluetooth-tipo-jbl-explorer-calidad-_JM,NA,NA,NA,NA,NA,#458071164,NA,JBL,NA,NA,NA,USB,NA
349, Parlante Equipo De Audio Sony Mhc-v81 Gran Potencia Mod 2019 ,888,NA,0,10,18 cuotas,1.790.80,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-456846238-parlante-equipo-de-audio-sony-mhc-v81-gran-potencia-mod-2019-_JM,NA,NA,NA,NA,NA,#456846238,NA,Sony,NA,NA,NA,NA,NA
350, Parlante Portatil Con Manija Bluetooth Usb Sd Radio Fm Mf ,489,NA,1,14,18 cuotas,27.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-463271326-parlante-portatil-con-manija-bluetooth-usb-sd-radio-fm-mf-_JM,NA,NA,NA,NA,NA,#463271326,NA,NA,NA,NA,NA,NA,NA
351, Parlante Portatil Bluetooth Rectangular Sd/fm Mf Shop ,459,NA,5,3,18 cuotas,25.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-451812450-parlante-portatil-bluetooth-rectangular-sdfm-mf-shop-_JM,NA,NA,NA,NA,NA,#451812450,NA,NA,NA,NA,20 kg,NA,NA
352, Parlante Portatil Bluetooth Lg Xboom Fj7 400w - Techstore ,294,NA,1,80,18 cuotas,592.90,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECHSTORE_VENTAS,https://articulo.mercadolibre.com.uy/MLU-443909041-parlante-portatil-bluetooth-lg-xboom-fj7-400w-techstore-_JM,NA,NA,NA,NA,NA,#443909041,NA,LG,NA,NA,NA,NA,NA
353, Parlante Bluetooth Tipo Jbl Charge 3 ,840,NA,3,27,18 cuotas,46.67,NA,Entrega a acordar con el vendedor,NA,NA,4.6,23,http://perfil.mercadolibre.com.uy/UNAGANGAUY.COM,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=pFGZwkLe2v%2BmKE3gx5pZ9IsN3Kdsh%2BTObRUS%2Fn5mMqRNNs68F1ICOHBXub41iVxCi2zD8sRxBZ8BIWqGQHNTdwuCOaQOOkZVNBUIMMEuSMbjCtCuJy7nXQpTutY8p%2FUKYHPJCVmLjQBM0OE5un3wtsCKf%2F2wUL600VoXBg1ZYJaCKPCHkLsJp%2BtsTXj3WeMg231p02zwt1btMBxmR9lo13aPD7pPoSAe8J%2BBu7asOXhr7aKRXqakQhTWMJfkR%2FMwlDmrBgFLYjDbJQHHn7sgUjsfmAJigPyY3MdM0pv%2BkPbw5zbMYZt0VCVRKRxwW7Du30mHfBu2M%2FpRyHWxq6zalEryPV4UbApYrWnX%2B7YAtJ%2FzQm8cXnRRSH4q%2F8u%2FXSLpP21nEIBhTGl3hlbJ77SW%2BVfLmxI3N%2BHeswxpBGm0XgKAwLOqW3q1w2svqHgKbTgzMVprx9Y8UO0EISmxfBvCgjGRQb04yvCbQuygIvHM0QltknzBvANKxcGd9B6b6IBmmbJR0bpisKgzhVkX2y4seh4vA9IBHS%2Btc2jKKCEEZWqvzXJ6y2VuoUHlUsBXHJR8t0YdZzGXiU%2FTxJMmhUY5I8z%2BzpsJ6V%2Fh8HLM9EQF9kO%2BwvCMz92qPb2DOjcCJCGKlTN3WJAQoI6rTvcjq2WrONdyhfu7aXqFE0r%2BxybLmjmJFy5WFo3h4gOUjQU1k%2Fik96JXVIO4Zzs%2FKhJMk8p5MKSCHfVEyefX%2BWkM4%2BccwJsGeBPYxFmkw2UjOkYtatqCoK%2FODFtBDbd40RkhCJqW04L%2FhKAVhlwja9rg6HoOtCoWrG4RW8Y5k2HiQ8YOa5ajyv7Bp0GD6HxfWpPZeRDrLXW2tm6Sd2qkZGvhvSBYK0xBqDY10z14DkEzekUDGtXPOOSDRuPGY4p3HrSSga2NBmDVCDAlKEXiFAhpYdXMfTn4eTVlMJqlngZu0CllkZnGYE%2Fq%2F7kh8wLa10LxRITMVYJTBYaHM5y9z31iPQ6kGGpf3aBgr4vvbrg%2FEl%2Bqzaf%2FEkoObH0WRZaOlDIN%2BTGOqe48r8ZA%2BCJHGR%2BJaeaw49r8YlM2%2BG3vx%2F5da7uxjvvRFjJkHM9los59VHyFJOdnH03WAF340WXle6I%2B9rCzjUnAdLMmWekQtoyCTL2FfNFj8KE96RtybrlIGfvayl7bGn%2B4uijKTd5Bq09bWvDq818b4YWyij8%2BlXMmvfeXXXtNYtumXeKiq7CXRdz1J4CTHyw0Ir57qQpw9%2F8zDQMMen0T4vF3%2BszNZ%2FaFoxWMzt15Dkg75eP1dAL10A82s9LlUa5h3vFq19OHTrGyqe1YsRLR%2FnZj7MyJ%2B9CliY6z4Lr9iNgtHdj4qZw6sQgrpbK0ZRO9hxM8etmSNdqSwTmb9guQvPQAXNi0CKzomeSi1P7q%2BmMGPigz4aedu5h54aNAiAeqD7IV9B1rGw%2FB%2BrQUOEPK4j835lhiki50B5O0AoMv10npzfJb5j6P4AadB%2F5ZhjYjQMOibHpxahKX1h1nAU4MyY73qBV0zZBmMV5oYIvKlJESvXb94l4w%2F4GQ0EQSKhSkBfcXvbODCptT%2FY5yywTB3JELYeSOlpo3cIjTO0aVp0hHK39vzCEJw3XrElYt%2FYHOcQM4qgGgfGLGd6ZUj7XS9QxQT8Ze5u0trdVGvcTeOHrivCuYiOFUtpuLEHZyDw%3D%3D,16,5,2,0,0,#464784662,12 W,JBL,Charge 3,Pasivo,NA,USB,NA
354, Parlante Portable Con Bt Auxiliar Mp3 Usb Ahorro Y Compras ,499,NA,1,199,18 cuotas,27.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-456740493-parlante-portable-con-bt-auxiliar-mp3-usb-ahorro-y-compras-_JM,NA,NA,NA,NA,NA,#456740493,NA,Xion,NA,NA,NA,USB,NA
355, Parlante Bluetooth Resistente Tipo Jbl Charge Buenos Graves ,1690,NA,1,9,18 cuotas,93.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/OHREGALOS+ORIGINALES,https://articulo.mercadolibre.com.uy/MLU-457255403-parlante-bluetooth-resistente-tipo-jbl-charge-buenos-graves-_JM,NA,NA,NA,NA,NA,#457255403,NA,JBL,NA,NA,NA,NA,NA
356, Barra De Sonido Bluetooth 160 W Sonido Especial Netflix Nnet ,107,NA,2,999,18 cuotas,215.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-446028195-barra-de-sonido-bluetooth-160-w-sonido-especial-netflix-nnet-_JM,NA,NA,NA,NA,NA,#446028195,NA,NA,NA,NA,NA,NA,NA
357, Parlante Bluetooth Manos Libres Lector Micro-sd Y Usb Fm ® ,450,NA,8,5000,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-445244950-parlante-bluetooth-manos-libres-lector-micro-sd-y-usb-fm--_JM,NA,NA,NA,NA,NA,#445244950,NA,NA,NA,NA,NA,Auxiliar,NA
358, Mini Parlante Bluetooth Lector Micro-sd Usb Diseño Practico® ,490,NA,1,5000,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-459763370-mini-parlante-bluetooth-lector-micro-sd-usb-diseno-practico-_JM,NA,NA,NA,NA,NA,#459763370,NA,NA,NA,NA,NA,NA,NA
359, Parlantes Equipo Audio Sony V11 Bluetooth ,359,NA,23,10,18 cuotas,723.98,NA,Entrega a acordar con el vendedor,NA,NA,4,4,http://perfil.mercadolibre.com.uy/CANUS+SA?brandId=48,https://articulo.mercadolibre.com.uy/MLU-449814660-parlantes-equipo-audio-sony-v11-bluetooth-_JM,0,4,0,0,0,#449814660,NA,Sony,NA,NA,12 kg,NA,NA
360, Parlante Portatil Quantum Qy M72 Bluetooth Futuro21 ,590,NA,1,NA,18 cuotas,32.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-460968410-parlante-portatil-quantum-qy-m72-bluetooth-futuro21-_JM,NA,NA,NA,NA,NA,#460968410,NA,NA,NA,NA,NA,Auxiliar,NA
361, Parlante Jbl Charge 3 Resistente Al Agua Envio A Domicilio ,7800,NA,2,98,18 cuotas,433.33,NA,Entrega a acordar con el vendedor,NA,NA,4.6,23,http://perfil.mercadolibre.com.uy/SEMPITERNO+THISELL,https://articulo.mercadolibre.com.uy/MLU-450687062-parlante-jbl-charge-3-resistente-al-agua-envio-a-domicilio-_JM,16,5,2,0,0,#450687062,20 W,JBL,Charge 3,Pasivo,800 g,NA,NA
362, Parlante Bluetooth Jbl Boombox Inalámbrico + Envios Gratis ,730,NA,0,10000,18 cuotas,1.472.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-461647457-parlante-bluetooth-jbl-boombox-inalambrico-envios-gratis-_JM,NA,NA,NA,NA,NA,#461647457,NA,JBL,Boombox,NA,NA,NA,NA
363, Parlante Portatil Amplificador Karaoke Bluetooth 2000 W ,1950,NA,1,9,18 cuotas,108.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CONTINENTAL-VENTAS,https://articulo.mercadolibre.com.uy/MLU-464526116-parlante-portatil-amplificador-karaoke-bluetooth-2000-w-_JM,NA,NA,NA,NA,NA,#464526116,NA,Xion,NA,NA,NA,Entrada para Micrófono,NA
364," Parlante Bluetooth Auto Con Manos Libres, Radio Fm, Aux, Sd ",390,NA,2,9,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BB-IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-451394180-parlante-bluetooth-auto-con-manos-libres-radio-fm-aux-sd-_JM,NA,NA,NA,NA,NA,#451394180,3 W,NA,NA,NA,NA,USB,Roja
365, Parlante Bluetooth Portátil Manos Libres Hello Kitty Diginet ,31,NA,3,9997,18 cuotas,62.52,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-453888808-parlante-bluetooth-portatil-manos-libres-hello-kitty-diginet-_JM,NA,NA,NA,NA,NA,#453888808,NA,NA,NA,NA,NA,NA,NA
366, Promo Home Con Parlante De 8'' De Regalo! ,3474,NA,1,39,18 cuotas,193.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MAKISURSA?brandId=351,https://articulo.mercadolibre.com.uy/MLU-459138922-promo-home-con-parlante-de-8-de-regalo-_JM,NA,NA,NA,NA,NA,#459138922,NA,Ledstar,NA,NA,NA,NA,NA
367, Parlante Bluetooth Jbl Xtreme 2 Original Tienda Easybuy ,525,NA,1,19,18 cuotas,1.058.75,NA,Envío a todo el país,NA,NA,4,10,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-453694813-parlante-bluetooth-jbl-xtreme-2-original-tienda-easybuy-_JM,5,3,0,1,1,#453694813,20 W,JBL,Xtreme,Pasivo,5.28 lb,USB,Blue
368," Parlante Audio Bluetooth, Fm, Garantia N10 ",450,NA,1,299,18 cuotas,25.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CASAHOGARCASARINO,https://articulo.mercadolibre.com.uy/MLU-455333274-parlante-audio-bluetooth-fm-garantia-n10-_JM,NA,NA,NA,NA,NA,#455333274,NA,NA,NA,NA,NA,NA,NA
369, Parlante Kolke Estilo Torre Alto Bluetooth Radio Fm Usb ® ,1787,NA,2,998,18 cuotas,99.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-459954461-parlante-kolke-estilo-torre-alto-bluetooth-radio-fm-usb--_JM,NA,NA,NA,NA,NA,#459954461,NA,Kolke,NA,NA,NA,NA,NA
370, Parlante 10w Bluetooth Perro Bulldog Frances Ultima Moda ,1189,NA,1,99,18 cuotas,66.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PERSONAL+COMPUTERS,https://articulo.mercadolibre.com.uy/MLU-458942928-parlante-10w-bluetooth-perro-bulldog-frances-ultima-moda-_JM,NA,NA,NA,NA,NA,#458942928,10 W,NA,NA,NA,NA,NA,NA
371, Parlante Mini Bluetooth Ledstar Sonido Potente Y Claro Nnet ,481,NA,1,NA,18 cuotas,26.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-457282490-parlante-mini-bluetooth-ledstar-sonido-potente-y-claro-nnet-_JM,NA,NA,NA,NA,NA,#457282490,NA,Ledstar,NA,NA,30 kg,NA,NA
372, Barra Sonido Home Parlantes Tv Bluetooth Control Futuro21 ,99,NA,3,10,18 cuotas,199.65,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446672365-barra-sonido-home-parlantes-tv-bluetooth-control-futuro21-_JM,NA,NA,NA,NA,NA,#446672365,NA,Xion,NA,NA,NA,NA,NA
373," Parlante Kolke Kpb231 Sonic 8 3500watts Led Bt , -insumax ",1750,NA,5,9994,18 cuotas,97.22,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/INSUMAXX,https://articulo.mercadolibre.com.uy/MLU-459231930-parlante-kolke-kpb231-sonic-8-3500watts-led-bt-insumax-_JM,1,0,0,0,0,#459231930,NA,Kolke,NA,NA,NA,NA,NA
374, Parlante Jbl Charge 4 Portatil 20 Horas Futuro21 Dimm ,198,NA,4,10,18 cuotas,399.30,NA,Envío gratis a todo el país,NA,NA,4.8,45,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-444947014-parlante-jbl-charge-4-portatil-20-horas-futuro21-dimm-_JM,37,7,0,0,1,#444947014,30 W,JBL,Charge 4,Activo,NA,NA,NA
375, Parlante Bluetooth Philips 50w Rms Batería Cd/fm/am/usb Loi ,127,136,10,2987,18 cuotas,256.12,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460601565-parlante-bluetooth-philips-50w-rms-bateria-cdfmamusb-loi-_JM,NA,NA,NA,NA,NA,#460601565,NA,Philips,NA,NA,NA,NA,NA
376, Parlante Portatil Triangle Wking Potentes Excelentes Graves ,450,NA,3,99,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444602697-parlante-portatil-triangle-wking-potentes-excelentes-graves-_JM,NA,NA,NA,NA,NA,#444602697,NA,NA,NA,NA,190 g,NA,NA
377, Parlante Goldtech Tela T3 Bluethoot Sd/fm Hts Hts ,499,NA,1,NA,18 cuotas,27.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HASTATERMINARSTOCK.,https://articulo.mercadolibre.com.uy/MLU-459499135-parlante-goldtech-tela-t3-bluethoot-sdfm-hts-hts-_JM,NA,NA,NA,NA,NA,#459499135,NA,NA,NA,NA,NA,NA,NA
378, Parlante Bluetooth Energy Sistem Tower 7 + Envios Gratis ,195,NA,1,9999,18 cuotas,393.25,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-458754050-parlante-bluetooth-energy-sistem-tower-7-envios-gratis-_JM,NA,NA,NA,NA,NA,#458754050,NA,Energy Sistem,NA,NA,NA,NA,NA
379, Parlante Mini Portátil Inalámbrico Luz Bluetooth Radio Usb ,199,NA,127,29,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,3.9,16,http://perfil.mercadolibre.com.uy/ML+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-444556183-parlante-mini-portatil-inalambrico-luz-bluetooth-radio-usb-_JM,6,5,4,0,1,#444556183,3 W,Genérico,Genérico,N/A,NA,NA,NA
380, Parlante Bluetooth Jbl Charge 3 - Tienda Oficial Jbl ,249,NA,22,NA,18 cuotas,502.15,NA,Entrega a acordar con el vendedor,NA,NA,4.6,23,http://perfil.mercadolibre.com.uy/PALACIO+DELAMUSICA?brandId=457,https://articulo.mercadolibre.com.uy/MLU-446715380-parlante-bluetooth-jbl-charge-3-tienda-oficial-jbl-_JM,16,5,2,0,0,#446715380,20 W,JBL,Charge 3,Pasivo,800 g,NA,NA
381, Parlantes Soundbar Bose Solo 5 Bluetooth Salida Optica Amv ,389,NA,6,10,18 cuotas,784.48,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-446542731-parlantes-soundbar-bose-solo-5-bluetooth-salida-optica-amv-_JM,NA,NA,NA,NA,NA,#446542731,NA,Bose,NA,NA,NA,NA,NA
382, Parlante Portátil Bluetooth Radio Fm Da Tela 3 Watts Amv ,9,NA,1,9,18 cuotas,19.96,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-462595740-parlante-portatil-bluetooth-radio-fm-da-tela-3-watts-amv-_JM,NA,NA,NA,NA,NA,#462595740,3 W,NA,NA,NA,NA,NA,Negro
383, Parlante Bluetooth A Prueba De Agua. Mp3 ,232,NA,443,458,18 cuotas,12.90,NA,Entrega a acordar con el vendedor,NA,NA,3.1,8,http://perfil.mercadolibre.com.uy/NARVAJAHOGAR,https://articulo.mercadolibre.com.uy/MLU-445147626-parlante-bluetooth-a-prueba-de-agua-mp3-_JM,3,0,2,1,2,#445147626,NA,NA,NA,NA,NA,NA,NA
384, Parlante Klip Xtreme Kws-580 Bluetooth Portátil Potencia ,450,NA,4,99995,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-453928426-parlante-klip-xtreme-kws-580-bluetooth-portatil-potencia-_JM,NA,NA,NA,NA,NA,#453928426,3 W,Xtreme,NA,NA,NA,USB,NA
