search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso,Tiempo de carga
1670, Afeitadora Inalambrica Gama Master Corta Patilla Recargable ,1549,NA,0,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/APATECH0,https://articulo.mercadolibre.com.ar/MLA-791177766-afeitadora-inalambrica-gama-master-corta-patilla-recargable-_JM,NA,NA,NA,NA,NA,#791177766,GA.MA,NA,Master,NA,NA,NA,Giratorios,NA,NA
1671, Afeitadora Electrica Braun Lavable Serie 1 130s1n Cuotas! ,2999,NA,0,47,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PRONTO+TEC,https://articulo.mercadolibre.com.ar/MLA-792362666-afeitadora-electrica-braun-lavable-serie-1-130s1n-cuotas-_JM,NA,NA,NA,NA,NA,#792362666,Braun,Serie 1,130S1N,NA,NA,Batería,NA,NA,NA
1672, Maquina Afeitadora Profesiona Inalambrica Babyliss Fx02 Foil ,9886,NA,0,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/E-SHOP+PELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-792579107-maquina-afeitadora-profesiona-inalambrica-babyliss-fx02-foil-_JM,NA,NA,NA,NA,NA,#792579107,BaBylissPRO,Barber,FX02 Foil,NA,NA,220v,Pivotantes,NA,NA
1673, Maquina Tecnología Flex Foil Remington Pf7200 ,1499,NA,NA,35,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,25,https://perfil.mercadolibre.com.ar/TRABUCO+S.A.?brandId=1249,https://articulo.mercadolibre.com.ar/MLA-794726328-maquina-tecnologia-flex-foil-remington-pf7200-_JM,10,8,3,0,4,#794726328,Remington,Confort,PF7200,NA,30 minutos de uso inalámbrico,Batería,Flexibles,NA,16 h
1674, Afeitadora Lavable Gsh 900 Inalambrica Corta Patillas Barba ,3900,NA,0,99,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-795277129-afeitadora-lavable-gsh-900-inalambrica-corta-patillas-barba-_JM,NA,NA,NA,NA,NA,#795277129,GA.MA,GAMA ITALY PROFESSIONAL,GSH 900,NA,70 s,Recargable,Giratorios,177 g,1 m
1675," Philips Norelco Barba Philips Norelco Serie 5000, Bt5511/49 ",4728,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798910761-philips-norelco-barba-philips-norelco-serie-5000-bt551149-_JM,NA,NA,NA,NA,NA,#798910761,Philips Norelco,NA,BT5511/49,NA,NA,NA,NA,NA,NA
1676," Corta Pelo, Afeitadora Gama Electrica Inalambrica. ",749,NA,0,NA,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLNAHUEL,https://articulo.mercadolibre.com.ar/MLA-659643626-corta-pelo-afeitadora-gama-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#659643626,GA.MA Italy,NA,NA,NA,NA,NA,NA,NA,NA
1677," Recortadores De Barba Y Bigote,philips Norelco Barba ",5199,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-695285737-recortadores-de-barba-y-bigotephilips-norelco-barba-_JM,NA,NA,NA,NA,NA,#695285737,Philips,Norelco,Shaver 5100,AT928/41,NA,NA,NA,NA,NA
1678," Philips Norelco Beardtrimmer 7100, Vacuum Trimmer (model # ",24495,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-717689014-philips-norelco-beardtrimmer-7100-vacuum-trimmer-model--_JM,NA,NA,NA,NA,NA,#717689014,Philips,Norelco,BeardTrimmer 7100,NA,NA,NA,NA,NA,NA
1679, Afeitadora Philips Multi Groomer Mg3750 / Rosario ,2328,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FERELCABEZA,https://articulo.mercadolibre.com.ar/MLA-794134535-afeitadora-philips-multi-groomer-mg3750-rosario-_JM,NA,NA,NA,NA,NA,#794134535,Philips Norelco,Series 3000,MG3750/50,NA,NA,Recargable,Removibles,NA,NA
1680, Philips - Aquatouch - Afeitadora - Inalámbrica - Recargable ,3100,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,63,https://perfil.mercadolibre.com.ar/GARZOCLA,https://articulo.mercadolibre.com.ar/MLA-795998394-philips-aquatouch-afeitadora-inalambrica-recargable-_JM,44,13,2,2,2,#795998394,Philips,AquaTouch,S5420/02,NA,NA,Corriente directa,Pivotantes,NA,NA
1681, Afeitadora Remington Pr1230 Powerflex 360º Corta Patillas ,2399,NA,0,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,17,https://perfil.mercadolibre.com.ar/MANDYHOGAR,https://articulo.mercadolibre.com.ar/MLA-675005507-afeitadora-remington-pr1230-powerflex-360-corta-patillas-_JM,13,2,1,1,0,#675005507,Remington,Powerflex,PR1230,NA,NA,NA,NA,NA,NA
1682, Afeitadora Remington Xr1390 Hyper Flex 2 En 1 Afeita Y Corta ,2299,NA,0,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,18,https://perfil.mercadolibre.com.ar/PARIS+HOGAR,https://articulo.mercadolibre.com.ar/MLA-738394003-afeitadora-remington-xr1390-hyper-flex-2-en-1-afeita-y-corta-_JM,11,4,1,1,1,#738394003,Remington,Hyperseries,XR1390,XR1390,1,NA,NA,NA,NA
1683, Cortabarba Gama Gt555 Ml ,1934,NA,1,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULLONEFULLONESA,https://articulo.mercadolibre.com.ar/MLA-773429911-cortabarba-gama-gt555-ml-_JM,NA,NA,NA,NA,NA,#773429911,GA.MA,GT555,GT 555,GT555,30 minutos,Batería o con cable,NA,NA,NA
1684, Mini Usb Portátil Acondicionador Aire Humidificador Purifica ,3132,NA,0,297,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/JCTAGAR,https://articulo.mercadolibre.com.ar/MLA-789376113-mini-usb-portatil-acondicionador-aire-humidificador-purifica-_JM,NA,NA,NA,NA,NA,#789376113,JCTAG,NA,JCTAG,NA,NA,NA,NA,NA,NA
1685, Cortadora Gc 545 Gama Italy - Ga.ma ,1975,NA,0,5,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MARIAEMILIA_ML,https://articulo.mercadolibre.com.ar/MLA-790945509-cortadora-gc-545-gama-italy-gama-_JM,NA,NA,NA,NA,NA,#790945509,GA.MA Italy,CORTADORA GC 545,CORTADORA GC 545,NA,NA,Corriente directa,Ergónomicos,NA,NA
1686, Rasuradora Maquina Afeitar Recargable C Patillera + Repuesto ,1300,NA,0,77,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ROMA4087574,https://articulo.mercadolibre.com.ar/MLA-800218142-rasuradora-maquina-afeitar-recargable-c-patillera-repuesto-_JM,NA,NA,NA,NA,NA,#800218142,Shinon,SH 7070,SH-7070,NA,NA,Batería,Removibles,NA,NA
1687, Afeitadora Eléctrica Men Farmacity Gris ,1039,NA,0,60,12 cuotas,NA,NA,Retiro gratis en local del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIA+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-806314980-afeitadora-electrica-men-farmacity-gris-_JM,NA,NA,NA,NA,NA,#806314980,MEN Farmacity,NA,NA,NA,NA,NA,NA,NA,NA
1688, Gama Afeitadora Gsh 1000 Barba Patillas Bigote Trimmer Peine ,4769,NA,1,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-681937393-gama-afeitadora-gsh-1000-barba-patillas-bigote-trimmer-peine-_JM,19,5,6,1,2,#681937393,GA.MA Italy,GSH1000,GSH 1000,NA,70 minutos,NA,NA,173 g,NA
1689, Gama Afeitadora Gsh950 2 En 1 Sistema 3 Track 3 Cabezales ,4735,NA,NA,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-681938642-gama-afeitadora-gsh950-2-en-1-sistema-3-track-3-cabezales-_JM,10,2,1,0,1,#681938642,GA.MA,Gsh950,GSH 950,NA,70 s,Batería,Pivotantes,164 g,1 m
1690, Cortabarba Philips Bt1000/15hb 4 Posiciones Acero Inox ,2279,NA,0,100,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AMSTERDAM_IMPORTADOR_DIRECTO,https://articulo.mercadolibre.com.ar/MLA-744826968-cortabarba-philips-bt100015hb-4-posiciones-acero-inox-_JM,NA,NA,NA,NA,NA,#744826968,Philips,Face style,BT-1000,BT1000/15,120 minutos,NA,NA,NA,NA
1691, Afeitadora Philips Aquatouch S1030 Seco/húmedo ,2500,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CUERVO_1974,https://articulo.mercadolibre.com.ar/MLA-776472360-afeitadora-philips-aquatouch-s1030-secohumedo-_JM,NA,NA,NA,NA,NA,#776472360,Philips,AquaTouch,S1030,NA,NA,Corriente directa,Flexibles,NA,NA
1692, Portátil Eléctrico Ropa Hilas Píldora Hilas Remover Suét ,827,NA,0,5,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785026435-portatil-electrico-ropa-hilas-pildora-hilas-remover-suet-_JM,NA,NA,NA,NA,NA,#785026435,AGENTW,NA,AGENTW,NA,NA,NA,NA,NA,NA
1693, Cortador De Barba + Kit Anti Acne Tea Tree Oil Para Hombre ,1999,NA,0,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788117685-cortador-de-barba-kit-anti-acne-tea-tree-oil-para-hombre-_JM,NA,NA,NA,NA,NA,#788117685,Gama,TRIMMER GT 420,GT 420,NA,NA,Pilas,NA,65 g,NA
1694, Tratamiento Acne Hombre + Recortador Vello De Nariz Y Barba ,2700,NA,0,100,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788125445-tratamiento-acne-hombre-recortador-vello-de-nariz-y-barba-_JM,NA,NA,NA,NA,NA,#788125445,GA.MA,TRIMMER GT 512,GT 512,NA,NA,Pilas,Removibles,NA,NA
1695, Afeitadora Power Remington Pr1330 Precision Plus Remington ,2199,NA,0,8,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/BSG+AMERICA,https://articulo.mercadolibre.com.ar/MLA-788978164-afeitadora-power-remington-pr1330-precision-plus-remington-_JM,0,1,0,0,0,#788978164,Remington,Power Fex,PR1330,NA,NA,Batería,Giratorios,NA,NA
1696," Philips Norelco Barba Trimmer Serie 7500, Bt7515/49 ",5677,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798910771-philips-norelco-barba-trimmer-serie-7500-bt751549-_JM,NA,NA,NA,NA,NA,#798910771,Philips Norelco,Series 7000,BT7515/49,S7371/84,NA,NA,NA,NA,NA
1697," Philips Norelco Kits De Serie 3500, Bg5025/49 , Impermeable ",3786,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798910781-philips-norelco-kits-de-serie-3500-bg502549-impermeable-_JM,NA,NA,NA,NA,NA,#798910781,Philips Norelco,NA,BG5025/49,NA,NA,NA,NA,NA,NA
1698," Philips Norelco Eléctrico Philips Norelco 2100, S1560/81 ",3784,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798924135-philips-norelco-electrico-philips-norelco-2100-s156081-_JM,NA,NA,NA,NA,NA,#798924135,Philips Norelco,NA,S1560/81,NA,NA,NA,NA,NA,NA
1699," Philips Norelco Oneblade Prima Paquete Con Hoja Libre , Qp25 ",3309,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-799245568-philips-norelco-oneblade-prima-paquete-con-hoja-libre-qp25-_JM,NA,NA,NA,NA,NA,#799245568,Philips Norelco,OneBlade,QP2520/72,NA,NA,NA,NA,NA,NA
1700," Afeitadora Ga.ma. Gsh 950 Sistema 3 Track, 3 Cabezales ",3199,NA,30,34,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/HOGARSTORE,https://articulo.mercadolibre.com.ar/MLA-618779743-afeitadora-gama-gsh-950-sistema-3-track-3-cabezales-_JM,10,2,1,0,1,#618779743,GA.MA,GSH,GSH 950,NA,70 min,NA,Giratorios,164 g,1 m
1701, Maquina Afeitar Afeitadora Corta Pelo Nariz 3en1 Unisex ,2210,NA,2,198,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PREMIUMIMPORT2000,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=AyMBNpnt4VF1go840xdW%2BAlI5ZfcEj%2FnCwpeENr5vr2Xn6RBUKUgIA5UQmCSQbfdQYJ0VbGecQQy6YM%2F5fzqNSfay4L%2FAQ5E1owovMnUI7HSnhr7Yi7EpAA0WifKl5G14Yln4IldrSfjXWcG3A8acvmUS8DCsDkr85ahYmydRtesbcc6OaaJAHahFD%2BkRHw3ddkQWgHoeDLc5f%2FQ8SY4uVDVrwkiE%2BkdVsztgfSAKA7mQEDqAGzScmKmP1BKCsF3rc81f8yQUZIreUGu6fUhslEv%2B8Nab9c%2FzNV6WxcHH23l2Ldul7EULInNV612oTJfrSXOVmVkSIU30XeYPAxXx45VbkloAWO69vQejh7DwiA6E6yBJk3E%2FSVeY5SMS8ZcqQOCpsKc1CCU4GC4xfZ1JLGgMKB8cq2yMRQzieG5stqf9TvjSpyvctWC8xC1GRLuh4ZvXLsQURBkBHdU1cvrbj6Nu1LYzCI8zu2Kyzi9tAYE6Cr1HQtWENJmR5P1%2FAUWwpSAFkJD0Wrl3dcrN8gCb0dwys%2F1TdwiUHze7AeZKYwOtyHqi3%2FcakPbBO26vfQ28CBGFadqEVVbYK8rVFp36CA5NMlu4b5hsqMtOUk7%2BaXpyVxtzlAqCrqvk%2FxzZBwrnwmPPRxgKCFxY%2BH%2BBMbRMN3sXZ6SBNUrx702FZ%2F5cJFG%2FMAztTVB7614A2UDj8xVXRyMkXhjTq%2FQRqt2NDwf09ueTka6dUco3sm7Iu8WIN%2FL8QWosUkttOkMG51Uf7w%2F8QUhWlCuQh9UE91OGURu9mScOtgXhPCj11FCNRSiwPszyOtWfRl3f6n8paXSYqcwAjIQrUAiu%2FLsPMKI9nZzuPKTNbddElmX2IqEiY5vxqu54aZYTYfrCuol%2FUnl%2BxbncIuXjAqjUPo9lHQ1zu7xVq7GfKUZUj096CQrJBseuaFZb2x5YTyc3UBQyNKa2vx%2BcuAC0wL2LULn26bay2ipQT4OFUv0ANlapflaUitV%2FyfH9NE9EZrDcF4K9Xta298fD%2Baw%2BD1mhGPI2H9awqBnTq7aYmlIsbVEQSUQRXuZLPyTJkgsrKWBBXqjdOpmm2elKZHiCMTzdit871oGoctsqKUAAJ%2BFWK4sqSqPOY8BTJexM2DA7uX0AfIYqS09Slb526U4d6Tvrw53CbbYr0eru7LZGNRWavZWQEKgFc7iW0LqZTfvN%2BCbbdH9r2ote4xBQUPJvfZ%2BERBx55DtbLF83uNn8Regni6NFGJm081N7Nzl0yDYxySSPTQFD3%2BxNacX3ZdgddxM3YnEXVRlj18FD9KXDGHJKco9OD%2BUWmCqlyGiJVulefyEODYotXjvIolx3GglElhskRWOoK3TPBhCB5B9w9yh0IVJhr%2FfnWm0yI8pTs5YSi65q0QDJDWFbw5WMrw0pDS9iUbl5XKSwXNwnn7vfwFB8Pvlg1LnR91SZU%2B7ElVhpKUCcokDPig4o1blAW3Wn0AznOEmQM%2F8zA1nE4q7w08ze3e%2FWvg7bvLu2AAQ5ZF5do8zPqFAQF6Ue4fUmKAKiFBu%2BUaca2PUT1iu0adM32eStV%2BTmY7FVvhDZksbncmGWrLKkXGCIAGD062n0CgGnD01uROLuBdgtiq701JlxZVDEskV%2FxYoEGpoHNr8LjCepd%2FkNNoIrKTeK2rbHiwhP3TfVbcrVhFHcXBqCm3w4M4MhmhtQpeRDXaYH7rUq01A65FyNIjh0L5mG2AXl13rt%2FKXpeAjdL%2FKQCx4hpnhFcCl8iRbxUGCL7DDJN23MZr3NyzjVdQ2jHfqMudOkigg9RBZUWhaZp5Z1iPxEp20Q1bnAyPrlB2tQQ%3D%3D,NA,NA,NA,NA,NA,#790936206,Yoko,3 en 1,YK-6558,NA,NA,Recargable,Removibles,NA,NA
1702, Combo Remington Afeitadora Pf7200 + Kit Corte 5 En 1 Pg181 ,2449,NA,0,24,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-790894360-combo-remington-afeitadora-pf7200-kit-corte-5-en-1-pg181-_JM,NA,NA,NA,NA,NA,#790894360,Remington,Comfort,PF7200,NA,NA,220,Flexibles,NA,NA
1703, Afeitadora Philips Hq 6946 C/cortapatilla Uso Con Cable ,4590,NA,5,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GROUUP,https://articulo.mercadolibre.com.ar/MLA-618753163-afeitadora-philips-hq-6946-ccortapatilla-uso-con-cable-_JM,NA,NA,NA,NA,NA,#618753163,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704, Lana Eléctrico Recargable Bola Cabello Máquina Para Afeita ,1113,NA,0,9,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785070040-lana-electrico-recargable-bola-cabello-maquina-para-afeita-_JM,NA,NA,NA,NA,NA,#785070040,AGENT-WALKERS,NA,Fancy,NA,NA,NA,NA,NA,NA
1705, Maquinas Profesionales Para Corte De Cabello ,13600,NA,0,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LUCASROJAS386,https://articulo.mercadolibre.com.ar/MLA-792538805-maquinas-profesionales-para-corte-de-cabello-_JM,NA,NA,NA,NA,NA,#792538805,Wahl,Varios,Varios,NA,NA,NA,NA,NA,NA
1706, Lápiz Labial Afeitado Ceja Afeitadora Depiladora Ceja Eléctr ,1091,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/JCTAGAR,https://articulo.mercadolibre.com.ar/MLA-792889705-lapiz-labial-afeitado-ceja-afeitadora-depiladora-ceja-electr-_JM,NA,NA,NA,NA,NA,#792889705,AGENT-WALKERS,NA,AGENT-WALKERS,NA,NA,NA,NA,NA,NA
1707, Maquina Afeitar Recargable Braun 310s Lavable Kit 6 Cuotas ,4379,NA,1,23,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,24,https://perfil.mercadolibre.com.ar/TIENDAEASYSHOPPING,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=3wFnS6zUsIceViWWdDaUSf%2BZU4a2O2TXvtBu%2BZrQ0dhq4OnyJ7cEdCi6Y%2B1ko6P7vs7DSk8L%2F7HW%2FAy7nfq5zIODcP%2FzPlOzQj8Gcay3GqAEaphLuY9AHF2hmgjXJNmq729jiKGS48Q4uPDthpJFtV0NaF9O2p9ydjy%2BYABDgYEDzS6x13Q93KB2p7I07T6TtAAZXug%2F7Ndn%2BChFszTcBI3WYDo4Dg0ZMnjo2VAn8vXYLT48KZvx7EAj7lFTIi5XIiFqEuBVDcj6bm9fpODufwKzGATryaHjkeXb0c5kALcM9O15GjnWzqwRGGN1SwHnToFfCqzIeVRTtxnS%2BKs2Nt%2FHMYmmmLJYoR3yKOXPdnK%2B9PRaVBkZDB78SEVqcOezihp9gM6R9SUWgtlMCb79d1gzskSSIOnPvZUn65nyvoZgYDrjkjwGgKE4FNEto1Xgvb76DYeqqvmgDC2v4nEgklxRSGHtkWuiSMeKJlS9%2BiW7s2ElUf9MJ73ZhWqyOz%2BiiKFOVaAPm0AlBQ55JOSykAh8VcoNvQs02G0pcgfQvi36hz1iaEh4SfwT3HlWXvgBesmqT4o%2BuacX5Srmtkiq3Ub%2FsVhjBZD9z2bAS%2BtgByUHnI0SPRpEc8KilPWkuqYY011hXZ6fe8gL8jIHrIYM6McEwCDxsOjyGFspdYRSQNJd4mNK6uGvm4pEMVj65y3GxyCiJgEd0UHsyZ%2FJeiCe%2BO8XorgsgWsVZNnCHCv6ATAbod3YonClOo3sCgR7Ip%2BFgDSd5uRdgp6jSbVNclggmhRHNCy6W%2FmzSdrAi2NRbbgrmNcWaNssPI4h7ZgBXdlukc1c3Q8wd%2BYlVXNjCUrMqE0odRqFPpXwu5xeSjWZXqFA56ERExR%2FYOM%2BH5gpFAzUl2%2FDDfv%2FfVcguT9NRxIInR2jrHELoWlyyU8ldS0DwjDdUtBiwlf6GvApgH0fN2OYCpYsY8EosjfTD%2F%2FAm8Uzh9BoShPTmZgAdtnNcVrAujO56poirnBSDWstqanx0Fuj4NPIB1C0VWiXqNvgCcoAzD7T0z%2BjAOkph629am7hYpiJ7NR7zKryUzMwF2AJuGoPcco9ParM9Ph9UhRRDisqVgRSoSkNJzANWRinbFWd%2F4pmeqdJU%2F2jMtr%2BQuNStS71DCwEeCoC2kHcuhnvM4sSLOaFgMeq47R%2FSzRPgtGbXncBMilglCBf9gGiy9cXpkZYlShIk4IqYLh07CqC9rH6mvk7jXLA7Mb1cKcG59nysGQCkQM2VD6nnSkiqkTI%2BTvTxaqZbvl01NHOKhXMaEvPAmpbvRNP%2FyzkepU3OAW%2BAIRQYIRUFusJUhDQrP9gi1xrxhD5Zp0yHS0wzE0EkKr%2Fx8nAtx1fBJ1BQyqc3bSUEqXia9QnHR5Nb4xdnWA3nTiVdlvN6YN4BuZV%2Fpu8600WdTCtEwSoTev3Ovz8NuMEUPfjYYq12my3Cl07h7ulndQTUdNitt6Sw4eQgoD%2BlOxcJA%2FKBshw2dTYNl89RD7ekuf2AjZ%2B1ViRMovPrbyk6BvIRz2Yr5xTH6kLdcfOnLyhbkVWVin5zANZyYEVm5eQSFARtlH4cQdSa6RrMK1%2FjkjU%2Fak84JW8IsSTFHMkngSdZuntU4JmdqeMHpvb98NJxUYAtEvc%2Fc%2FOqlznoWmTA6Qe0pRoTVH3oEl2%2B6Cbuubc2eZIph5hNcEL%2BYnl3Ox9xTMJTk%2Fd1AryzJte%2Bzgf5gnNP6iEhh8t4AZtPFGqdR17m13kmpODhPIqFYG38V5pdoVi9JSle2YVIzVad0sDUgXYRlk558g1qkfhqpfDzVdu5bhjMFn6xX5dNg1SN%2Fzm4Vs%3D,19,1,3,0,0,#777568487,Braun,Belleza y Cuidado Personal,310S,NA,NA,Batería,Completo,NA,NA
1708, Electronic Sexy Impermeable Mini Vibrador G Lugar Consolador ,1215,NA,0,115,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/JCTAGAR,https://articulo.mercadolibre.com.ar/MLA-797729639-electronic-sexy-impermeable-mini-vibrador-g-lugar-consolador-_JM,NA,NA,NA,NA,NA,#797729639,Best Choice,NA,TE03300,NA,NA,NA,NA,NA,NA
1709, Kit Afeitadora Corta Pelo Barba Bigote Nariz 4 Cabezales ,1000,NA,0,77,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ROMA4087574,https://articulo.mercadolibre.com.ar/MLA-804798964-kit-afeitadora-corta-pelo-barba-bigote-nariz-4-cabezales-_JM,NA,NA,NA,NA,NA,#804798964,Shinon,SH,SH-2051,NA,NA,Batería,Removibles,NA,NA
1710, Afeitadora Gama Gsh900 Inalambrica Corta Patillas Y Bigote ,2958,NA,0,5,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,6,https://perfil.mercadolibre.com.ar/DETODO+NET,https://articulo.mercadolibre.com.ar/MLA-671815703-afeitadora-gama-gsh900-inalambrica-corta-patillas-y-bigote-_JM,2,2,1,1,0,#671815703,GA.MA,NA,GSH 900,NA,70,NA,NA,177 g,1 m
1711, Shaver 1 Conteo Braun Series 1-150 Hombres ,10228,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,5,1,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694417254-shaver-1-conteo-braun-series-1-150-hombres-_JM,1,0,0,0,0,#694417254,Braun,Series 1,150,NA,NA,NA,NA,NA,NA
