search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso,Tiempo de carga
1636, Afeitadora Power Remington Pr1330 Precision Plus Power 2019 ,1979,NA,0,900,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-795291685-afeitadora-power-remington-pr1330-precision-plus-power-2019-_JM,0,1,0,0,0,#795291685,Remington,Power Fex,PR1330,NA,NA,Eléctrica,Pivotantes,NA,NA
1637, Afeitadora Rotativa Remington Pr1330 ,2199,NA,0,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/ARGENTINAIMPORT.COM.AR,https://articulo.mercadolibre.com.ar/MLA-796336141-afeitadora-rotativa-remington-pr1330-_JM,0,1,0,0,0,#796336141,Remington,Power Fex,PR1330,NA,NA,Corriente directa,PrecisionPlus modelo NUEVO,NA,NA
1638, Philips Norelco Cable Carga ,1229,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798910777-philips-norelco-cable-carga-_JM,NA,NA,NA,NA,NA,#798910777,Norelco,NA,HQ8505,NA,NA,NA,NA,NA,NA
1639," Philips Norelco Nariz Philips Norelco Serie 3300, Nariz Y Ce ",1373,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798942649-philips-norelco-nariz-philips-norelco-serie-3300-nariz-y-ce-_JM,NA,NA,NA,NA,NA,#798942649,Philips Norelco,NA,NT3355/49,NA,NA,NA,NA,NA,NA
1640, Aparato De Tracción Cervical De Tres Capas Inflable Terciop ,1135,NA,0,NA,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BESTCHOICEAR,https://articulo.mercadolibre.com.ar/MLA-794335835-aparato-de-traccion-cervical-de-tres-capas-inflable-terciop-_JM,NA,NA,NA,NA,NA,#794335835,Best Choice,NA,MR42302,NA,NA,NA,NA,NA,NA
1641, Afeitadora ,900,NA,0,NA,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ROCIOCASTROMURPHY,https://articulo.mercadolibre.com.ar/MLA-752394406-afeitadora-_JM,NA,NA,NA,NA,NA,#752394406,Philips,Philips,NA,NA,NA,NA,NA,NA,NA
1642, Recortadora Pelo Depiladora Nariz Oido Bello Sin Dolor Oreja ,612,NA,0,16,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/REINAS+RECOLETA,https://articulo.mercadolibre.com.ar/MLA-799983029-recortadora-pelo-depiladora-nariz-oido-bello-sin-dolor-oreja-_JM,NA,NA,NA,NA,NA,#799983029,reinas recoleta,NA,SM-403,NA,NA,Pilas,Giratorios,NA,NA
1643," Afeitadora Ga.ma. Gsh 900 Sistema 3 Track, 3 Cabezales ",2199,NA,76,76,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,6,https://perfil.mercadolibre.com.ar/HOGARSTORE,https://articulo.mercadolibre.com.ar/MLA-618779052-afeitadora-gama-gsh-900-sistema-3-track-3-cabezales-_JM,2,2,1,1,0,#618779052,GA.MA Italy,GSH,GSH 900,NA,70 min,NA,Giratorios,177 g,1 m
1644, Afeitadora Inalambrica Gama Gsh895 Corta Patillas Y Bigote ,2599,NA,4,99,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-622386046-afeitadora-inalambrica-gama-gsh895-corta-patillas-y-bigote-_JM,NA,NA,NA,NA,NA,#622386046,GA.MA Italy,Gsh895,GSH 895,NA,45 minutos,NA,NA,700 kg,NA
1645, Afeitadora/cortadora Dual Lavable Y Recargable Gama Gsh 950 ,3400,NA,1,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/CENTRAL-DE-BELLEZA,https://articulo.mercadolibre.com.ar/MLA-672666154-afeitadoracortadora-dual-lavable-y-recargable-gama-gsh-950-_JM,10,2,1,0,1,#672666154,GA.MA Italy,Doméstica,GSH 950,NA,50,NA,NA,164 g,1 m
1646, Afeitadora Eléctrica Recargable Philips Con 3 Cabezales Y Co ,5138,NA,1,13,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,56,https://perfil.mercadolibre.com.ar/FULLONEFULLONESA,https://articulo.mercadolibre.com.ar/MLA-676351042-afeitadora-electrica-recargable-philips-con-3-cabezales-y-co-_JM,40,11,3,0,1,#676351042,Philips,Series 1000,S1520/02,NA,NA,Batería y Corriente eléctrica,NA,NA,NA
1647," Recortadores De Barba Y Bigote,philips Norelco Barba Rec.. ",6241,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-695285678-recortadores-de-barba-y-bigotephilips-norelco-barba-rec-_JM,NA,NA,NA,NA,NA,#695285678,Philips,Norelco,NA,NA,NA,NA,NA,NA,NA
1648, Afeitadora Multifunción Braun Mg5050 Afeita Recorta Perfila ,2799,NA,4,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,15,https://perfil.mercadolibre.com.ar/ELECTROSTORE.COM.AR,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=GgLuxwDPtlV761EcgFoPRVus3m38z5twmPX6mma8CFBs7kzZ75J5mW%2FlBLOf1Tou3SAColS6klvWfAhAUdODtA%2FPZ%2FiBJMDZ5FkeoAyqcXQibPhzivU6%2BAVi2FLWnviO5T4ZqOduPUZFaWoqX2R2SE7c8lJtcH1Ki5pP5%2BsY9P4nEj3c71t1s6jcfNFuwn33dj4H1EvpuWv%2B9pGIWsPoz3gnk0GftwnfAne22hIMFmHevaOUymhCMPUm4HTmG9rRjm6ptbPwck8RuLaHXrGxjQfKr6EHW12C3WRm%2BmgG0lqu2ovn61nhxTgyvSdCRkyPky%2Fk2wcIQ7xokKx%2F1Iytj063S%2BcbwxjKATu1Noph9UCH53F7gYHfr1gRYVczkGcsmJKmocwS%2BwPhva5OH1L0V%2BIqAOSUoddxx%2Bebp8JWCMSCVqBw0hPgTQHTvQgfHShrgikC1a2zlpC6Ahajm%2Fyk8L8XelzZI7IjYgquetEAVlUwAX71q9e0hUVMwXN1%2BkmETSojs7VQEkKPCKfbNesAz9%2F5P3R95CSt%2BNkOcBirTKj0Ny5To3psN0wf9x8XdPkGNH8S5bmBiOyN%2Bsm7ojPIKE9aSc%2FBz4C46muf5xkEtv%2B6VKHgFkPlNVqi6p0k8PCdHinJ4bowUs1ZckEhpfabScGptXwaHDM%2FTsurOOCdu66P9j1uPxdpdeURxc184D5IFhb6NN3CCJqKfgGFbvzL4NCZc8vci0W6xC5dHqz%2BYGhq%2BWiqjJ%2BEGl0sgyApRClwHWuoPPXgJd3nH96v7uGK3mbTN%2BptbBssmfq7R9Lp8LkpveyCP%2BC1ekS%2F0i1AwVtb8dTLFDA4y5gvwTmL9%2F08TWDRRITGsRIk8ONtGlKQCvtsZtaFHER1vVLvW55OyqK5EnUtrFEZ2xsa5YFy5kzvAC6qsaStM2X0g9hgiK9Ecms8NbrGAOJIadUwQuFyQgb6DlDC0bJ9J3pDeoBY7pcLf7uHJ1eJXB0kZMzZeC4MLzMlfUDseR00AI2XBazpThHbJJEpHV24od4rczXMsscQZKVPZutzib20Bff5RkH%2FxZZ9GyMgs88eqMMt9sri5KDBhAnCr7MiE0zPROu8fSeei53sFnIbr62KjGRExdfAWZFue8IoL7mjiuboRVQsgOqaL3LEulEJHA0ffBDTypbbXc8s2H9gx%2Bh2%2B2QXUHF3qeCTT2tkjMTPr8jGe5tmUHPa%2F8Agzb6uzBkD5%2B8E2Hb3blrvexbwrNQvRQg9GHhCnQtC7qpn%2F3DIh5%2Fvqg2hGyfr5f3ICUY1AAFpdcqVaaqF%2FNd9ZjKAjlf2CLrguyEn4xCo6760lnOsj8XfwCQCyJqc8Mpu20BVeHaW%2BjB8ARaFixR2aKJHgkq9eh9Wpp7yc9JUYzX8HZRpllLIkX5YoWecW7K2Q9XBd4T%2BvU5FEQfpMfAeLUkDKoOR8ZOWNpmCjNwCfZ5wI6%2Fr3R%2F4bYLT0vNrarQlN%2ByShuIoe3w67I2YeWNRCrT56pI9PN98VowiO26rq2rMeI4p8cTRHzjP3Koq%2B6HG%2Fc%2BBcnYFkuegDUQ3wwPMqHpd5HfCTK%2FBCZza4Drru1CsMiEuLI8eaKjX5sMt20P5ZRspwPU%2BzQqukKIpQ2Yn%2Fj1Z3Cy3BcRuPVEn47wq4LPy1y56KtJkoePy9%2FwMPRXlKPkpXTc%2B1TLVywr0SwIFiF9EeRp%2FHGtBjTS7kXzhovPBrS6EXN6nyDuBYMo3HbM%2BxCv25M2UQft%2FXmhxWyiHE2DDfEWSBjhNHcw046QkpbFS7ZZ5BzK3vSK55OHtDwzoywfFdTAIjfoSJKRi3itJtU%2FPRGyQgx2rGowDuuprOg%3D%3D,12,2,1,0,0,#801359151,Braun,Multigrommer,MG5050,NA,NA,220V,Planos,NA,NA
1649, Afeitadora Ga.ma Gsh895 Recargable ,2508,NA,0,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTROMEGA-01,https://articulo.mercadolibre.com.ar/MLA-750164529-afeitadora-gama-gsh895-recargable-_JM,NA,NA,NA,NA,NA,#750164529,GA.MA Italy,afeitadora,GHS895,NA,NA,NA,NA,NA,NA
1650, Cortabarba Philips Bt5200/15 Beardtrimmer ,2499,NA,0,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,26,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-774140846-cortabarba-philips-bt520015-beardtrimmer-_JM,19,6,0,0,0,#774140846,Philips,Series 5000,BT5200/15,BT5200/15,60,NA,NA,NA,NA
1651, Afeitadora Electrica Braun 3000bt 3 En 1 Wet & Dry Cuotas ,5999,NA,0,24,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,31,https://perfil.mercadolibre.com.ar/AYJHOGAR,https://articulo.mercadolibre.com.ar/MLA-785130822-afeitadora-electrica-braun-3000bt-3-en-1-wet-dry-cuotas-_JM,24,5,1,0,0,#785130822,Braun,3000bt,3000BT,NA,NA,Batería,Flexibles,NA,NA
1652, Afeitadora Philips Aquatouch S1030/04 Uso En Seco/mojado ,2099,NA,0,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,561,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-785776283-afeitadora-philips-aquatouch-s103004-uso-en-secomojado-_JM,378,123,38,13,9,#785776283,Philips,AquaTouch,S1030/04,NA,NA,NA,NA,NA,NA
1653, Promo Trimmer Cortador De Barba Gama + Kit For Men Idraet ,2799,NA,0,100,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788113561-promo-trimmer-cortador-de-barba-gama-kit-for-men-idraet-_JM,NA,NA,NA,NA,NA,#788113561,GA.MA,TRIMMER GT 420,GT 420,NA,NA,Pilas,NA,65 g,NA
1654, Afeitadora Philips Aquatouch S5070/02 Eléctrica ,5759,NA,287,181,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,212,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=SS08s38XiKiyuMnAaQKFn6NtLErVMzQd8M3a6r9hoCdBiVVi7r%2BcQDRRya6jYulG%2FOgL3aQsv8PYiB%2F3Xkt2R9bo1JeFmYTwbzKexwyxybxOyLQuyuW%2Fozkgbb1hPKxvZcT%2F3GiA50hsC%2BsHtTirDto9r1F%2FUG9FA0X09DVHQ4ZqASm9zyd3%2F8750T30iocSv0mtpVjmdLtyPfJ%2B7Q76yDammgA5xNM31RP39Lza3kdpI5G2fzeaJcEgUHA1rJ9eVmb6dJiJMVi8p4SNZkCQGw2noTX7ANTyvWfqve7bXoOj2%2BCSDIa9mBpRfmvZdgfTHD9Rh%2BF2mkhIplrITvf46VDr1LW%2BCr9X5xeZyNNVvbvVCdUlDNktiPuf2P1xwAQy%2FSXaHcGrFmIhXA9FRHwCRQe0Bv%2FdYqU7gsTAHNCFhOlR%2Fzw0Klg9vn5qcqFS2GHGu3tpdmHO52JWcVJBmArPxY8dyohovSkLni6IUw%2Bfu5W3JPqapunOvnS57jOK8Yb26Jbmc8QfJj7EdhtCWPRF2bn0NAsFTa4d04hxSabyncliImC58xQvsiJi%2FnEIXu008rEujDnHDCWZbWh8wFxJvCTf1qiHfba8%2BOh33eoG8TPZ8%2BCbsiiiA%2BuvTnXccHw8sKuGHNL9jgqL2YDXEGQNV9v0KzMwNDcVAcY%2BLyMtzV1q701MedJcQ3L5GY0fkya%2Bs5C%2BEh52WmJDUwZLNvqvUGACLYEVS5FHP4IVH0ZJ4oYdkPhAJTVZd8dQz33S4pLXD7bJ8B7yqxvutmM77SQn2YrfKboWJgIExQI%2BQ4jDwgtK4uevtKBkVFoVrhX16i2J06wveHGZeyulKVNLTuow6k7GrV7AV%2BooabsG4xdI%2BlDLsaLPUabXpWltCbEvnzfbUY%2BEOaU7wRzPlvkf04uaOfHnr1r5I3TAW0x%2BhPjfkNOznpCwxDtbkyeuoI5abKoCfHtF%2B3KwPo2afhEzzh9xp%2BRR0R9w9Y0UmBknPNhU7TYAYWXWT0FkTLVtJRYfG1jey7XY1pTTjKDeFYKD%2F99AcZs32eV1sI1gl74Xj57JwRNznJdjjg5mJMxKSjx7rNON2EX9ynrSjhbp7gdtR27XDYHKzi3vY0xTzQlWb2PdARygtW9RiFTLwF515WZILzTgzy8dQKV1qJ%2FcTcM87y65vvIJaMI36K%2B44pKmywJiLvtt7yIwrioCEtsWZzo8k%2FdUZo3SbkH%2F7yAdOHLIRicmcGZeGbECrqcSDhrz4ZN3biRLVx90RIiPXeBloiNnMTxqnmpsijWNPxD7oHokOyUmpS9YlaHpcdkCTTzSv8xnnt9x2V9ObsI0W7Fk2BSUPJjqN3ksjfdpJ1bQ4hyHVUXtSHzK2%2FS%2BVM8c3Iex%2BlaeZrh3ec498ZjycdeeLAzl0BGCuBZE%2FQ95nIf35ls5b5iblufnZzCrY40aFJi9Z3X39dRntVw2%2FtSpXkaeML09uQYBiLx0xj95%2F52%2FltiEIiSM%2BRrYXe8NwiZfZZGLL%2FbdSUvsGKk%2F2%2Fofeys%2FcINymMAl%2FCLQ%2FjWM5NrWyZ0s%2Fo8VNREVvPWKVqWEq040jezbIKAk39qXgp0nxE8a7gqHsfJpQxgEqbXx5OnhjpbFd36O%2Br1ATblV4MRhbBSydKzkE30iKvom%2B7r8EaDyzKH8d9m24TUDCYBpgPwaf8xDpaCkKkpQKGySMDNOFyj23SVEouLx4PsQvnnMfNJFCK14cVbEKGNgiqgs%2BHlNQ4cnlmk7OMIFPrtbY37d8ZkeLmMqNyfRYgrPuo%2BcSdhruC39DAtqJzick50t%2BSgqZ5TkgaiNrVts1aviRA%3D%3D,141,55,13,0,3,#718847361,Philips,AquaTouch,S5070/02,NA,40,NA,NA,NA,NA
1655, Kit For Men : Tratamiento De Piel Grasa + Cortador De Barba ,1815,NA,0,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788115966-kit-for-men-tratamiento-de-piel-grasa-cortador-de-barba-_JM,NA,NA,NA,NA,NA,#788115966,GA.MA,TRIMMER GT 420,GT 420,NA,NA,Pilas,NA,65 g,NA
1656, Afeitadora Gama Gsh855 Sport ,2090,NA,0,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788261606-afeitadora-gama-gsh855-sport-_JM,NA,NA,NA,NA,NA,#788261606,GA.MA,Afeitadora,Eléctrica,Gsh855 Sport,50 min,Corriente directa,Giratorios,NA,8 h
1657, Cargador Tyzest Para Philips Norelco Hq8505 Navaja Eléctrico ,994,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-793043022-cargador-tyzest-para-philips-norelco-hq8505-navaja-electrico-_JM,NA,NA,NA,NA,NA,#793043022,TYZEST,NA,B07H9WLNC8,NA,NA,NA,NA,NA,NA
1658, Afeitadora Eléctrica Braun 3000bt Serie 3 Recargable 3 En 1 ,3599,NA,0,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,31,https://perfil.mercadolibre.com.ar/ELECTROSTORE.COM.AR,https://articulo.mercadolibre.com.ar/MLA-801369119-afeitadora-electrica-braun-3000bt-serie-3-recargable-3-en-1-_JM,24,5,1,0,0,#801369119,Braun,Serie 3,3000BT,NA,NA,110-240V,Removibles,NA,NA
1659, Afeitadora Philips Norelco Con Batería Recargable ,2138,NA,0,NA,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/VENDETODO10,https://articulo.mercadolibre.com.ar/MLA-764085758-afeitadora-philips-norelco-con-bateria-recargable-_JM,NA,NA,NA,NA,NA,#764085758,Philips,Norelco,1160X,NA,NA,NA,NA,NA,NA
1660, Cortabarba Philips Con Sistema Aspiración 6 Cuotas S/interes ,3059,NA,2,18,6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/INTECOMPRAS+WEB,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=aRiNCBkgqfjRydE9KR2b00B0gUOxA2xdNu7WCQgfykCCPNNSOMog%2BgJXfMEoYBbonhNT1k%2BwS5D%2B7IJe7lpTVlwHWylN7AfKrKbd5LfsEAm39EPi1WRtyB1F%2FbCuEgtiP4fuf%2F1UbDCxB%2FLZwnqzVzptnS5RmGQgkx%2Bw2r7CeLAbcWAX%2FGTJ8DLPQiSF8fGjlq0HKiJrKKX0UAn%2BSJOO890eX3Bud0tKUkW1MH%2FiMO%2F3ik%2FfM1bRFoUl1xaZ5LfYeMHRkOPWe96XgtPAPaGwbt1Q%2BxYZ35Pvs%2BAxd7uMvxZyhGLQKs7pOOoNnij8%2BlY8dI8mcjIqbGFr7%2F6epIzq21vu8y8eMonUaplgwjTfbqC%2F1n1e4%2FuifZZxqhpXbSCbRapAY%2BLSYb6NCN3I%2FcLeVNBQQDexGGQNXmF2sk%2B1wWpC53EId9LmNHRrcz1OCV3ygI1kXorHU6CWLHTuKItwoDBvyj3UIjQn7e2wvY1INg4wr50qOpi9Ubepqisc2yYjHB6fb2pRE%2BfELKjxjzybSoyo2aAmtlphknYEUc%2BiRfE2RK7o3vWdVCqgg7bHqdCuK50ExyZmfmiLT0Cj3tx%2B%2B2eXLXm3O3VbRlYAurj8bNYoYc2QS%2Fs%2FL%2FYvyqJqH5cdR%2BMIou7mjAOAhtjnLldEwVJbf0uLujSxTp3JwZdHlmsqWCCLI6Gb%2FVNgH2Ro0r5CdkWZBNaccsOOxN9wWOweuDeZ5VKdDxOBUr68lpAmhfGyyczzhiYw0RA%2BPbbNanQzoy2Enb1CDJn6S4jXPxWJ9iPaSsSm7EUgu%2BScW2trQwBkWBL1x8icJHDHKeskp9WuWaKeehHnUgCtTNUmWGgCEorxuCYInzq0xH0xQZ7EyrgFuIXEmCPQXWJEjlMJ2FOvkcwQnxz12TrjF54mfNTzYr6XZ1jHMZsWi06yMMaDipt0YgvHH9iMwleG0XZzU18qudVPqjMnK4r2DNIn34z9PBLp9HUOYqLwIn6vXGWKdGl6FuLdDRPD2WvCrOoDcrUsLHxvLKCbzg99z1672W112FlH0IMdIpTbDBZNldfy1I9J%2BsyzoVXmJBrDRUiJiplKy8XLsxBGybkVsUiSh2I%2Bdl23jirWaikXOSftx4U6Vhuai%2Fx0J6BtjiY8M6opeDIoSweJOohJS8PcNw5dGmunZYaq2b8zOkaTdjM%2FeQ%2FRq%2BoMY974qbhEthxacTXHTiPXc%2FHuSbocp78UEhXhMQfwYNRtg0DJ9YxJfKxLMj690spwruO5TAGTwzj2W%2BGDJyHDqzpeSUyJP5SSBaVPMfqibH8jQb0ui76xHwGwINGZV0BWCcgk1ojtpl5jOzJBgjNoi1DdWCAFMyhm%2FVgrqvNQSvPP7kjvyJKbh3swliE9fePuPGD5lbSi86aUEtQq57o2exMwsfv3CuRQwfiLZmUe5AWCb4g9V9G0ZXNfknGpvKNnQ%2FEvFbJvdWux6E5IxNGNycDOkxhZMXbFiGW8g1km1KDJcDlkOqJN%2FF91MX3zCSsacpXvEsQO6lT1DN824INB73pV37Momi0syDuGIDite1%2FMvDG%2FVBdlSVo56MSXm99VAOBx1Y%2B80da%2FjCJrrg9UXiz0zFFeLkW8hIetMY4qfvvL73iNyKIGNnk%2FzR1FFansmpmjYkdKvTQaaO4OC9Y10vQGPRQxky3ExTSEodFso1OBwIap78NGfHIcGHza0JkVSkWqxi8k9G98MjRjQhsTnUfwQjObWU0L8Nv%2BnFerMnXjOmk3Y%2BHAUwat%2F3F61S4JUP20njVB75bbJAxa3qxKLD67WlY6d5J9kbqiZsy%2Bi8y3oHuhb%2FXNMQ%2F7P9oDrbx7kCc%3D,NA,NA,NA,NA,NA,#788394116,Philips,BeardTrimmer Series 7000,BT7201/15,BT7201/15,NA,220v,Pivotantes,NA,NA
1661, Maquina Corta Pelo Nariz Oreja Inalambrica Envio Gratis ,660,NA,0,77,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ROMA4087574,https://articulo.mercadolibre.com.ar/MLA-799983340-maquina-corta-pelo-nariz-oreja-inalambrica-envio-gratis-_JM,NA,NA,NA,NA,NA,#799983340,Shinon,SH 2038,SH 2038,NA,NA,Pila,Removibles,NA,NA
1662," Cuchillas De Afeitar,afeitadora Eléctrica Philips Norelc.. ",2234,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694417205-cuchillas-de-afeitarafeitadora-electrica-philips-norelc-_JM,NA,NA,NA,NA,NA,#694417205,Philips,Norelco,Shaver 5100,AT928/41,NA,NA,NA,NA,NA
1663," Trimmers Para Barba Y Bigote,braun Bt 5090 Precision Bar.. ",8171,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694636768-trimmers-para-barba-y-bigotebraun-bt-5090-precision-bar-_JM,NA,NA,NA,NA,NA,#694636768,Braun,NA,BT5090,NA,NA,NA,NA,NA,NA
1664, Afeitadora Gama Gsh930 Lavable 70 Min De Uso Inalambrica ,4334,NA,0,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,42,https://perfil.mercadolibre.com.ar/FARMACIA+SAN-PEDRITO,https://articulo.mercadolibre.com.ar/MLA-699206808-afeitadora-gama-gsh930-lavable-70-min-de-uso-inalambrica-_JM,28,9,4,0,1,#699206808,GA.MA Italy,Afeitadora,GSH 930,NA,50 s,NA,NA,500 g,1 m
1665, Gama Afeitadora Eléctrica Gsh 950 Track System Precision Cut ,5445,NA,0,1,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/FARMACIA+SANTA-ANA,https://articulo.mercadolibre.com.ar/MLA-713292562-gama-afeitadora-electrica-gsh-950-track-system-precision-cut-_JM,10,2,1,0,1,#713292562,GA.MA Italy,Afeitadora,GSH 950,NA,70 m,NA,NA,164 g,1 m
1666, Cinco Capas La Máquina De Afeitar Eléctrico Máquina De Af ,987,NA,0,69,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-784964335-cinco-capas-la-maquina-de-afeitar-electrico-maquina-de-af-_JM,NA,NA,NA,NA,NA,#784964335,AGENT-WALKERS,NA,AGENT-WALKERS,NA,NA,NA,NA,NA,NA
1667, Kit For Men Anti Acne Exel + Corta Barba Gt555 Gama Cml ,3580,NA,0,100,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-788314592-kit-for-men-anti-acne-exel-corta-barba-gt555-gama-cml-_JM,NA,NA,NA,NA,NA,#788314592,GA.MA,TRIMMER GT 555,GT 555,NA,NA,Batería,NA,NA,NA
1668, Philips Oneblade Qp2521/10 Recortá Modelá Y Afeitá ,1980,NA,0,6,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,753,https://perfil.mercadolibre.com.ar/INTECOMPRAS,https://articulo.mercadolibre.com.ar/MLA-789391414-philips-oneblade-qp252110-recorta-modela-y-afeita-_JM,567,129,42,5,10,#789391414,Philips,OneBlade,QP2521/10,QP2521/10,45 m,220 v,Planos,NA,8 h
1669, Afeitadora Remington Hyerflex 3 En 1 Xr1395 Cabezal Ajust. ,3234,NA,0,27,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,5,https://perfil.mercadolibre.com.ar/PEROZZI_E_HIJO,https://articulo.mercadolibre.com.ar/MLA-789646874-afeitadora-remington-hyerflex-3-en-1-xr1395-cabezal-ajust-_JM,2,1,2,0,0,#789646874,Remington,HyperFlex,Xr1395,XR1330220A,NA,Batería,Hyperflex,NA,NA
