search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
162, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,24,NA,1607,19,4x,6.62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,65,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-695474743-mini-caixinha-som-bluetooth-portatil-prova-de-agua-ventosa-_JM,36,7,8,4,10,#695474743,Importado,BTS-06,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,NA,3w,0,Tweeter,Ativo/Passivo,"Banheiro, Azulejo, Vidro",2.1,NA,NA,NA
163, Caixa Som Micro System 2.1 Bluetooth 3000w Mp3 Fm Pc Bivolt ,399,NA,103,9896,12x,38.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,12,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1132330430-caixa-som-micro-system-21-bluetooth-3000w-mp3-fm-pc-bivolt-_JM,6,3,1,1,1,#1132330430,XTrad,XDG-11,NA,60 W,Caixa,"RCA, p2, USB, pen drive, sd card",NA,NA,NA,NA,2800 kg,Sistema De Som Bluetooth,NA,NA,NA,NA,NA,NA,NA,NA
164, Caixa Speaker Google Home Mini -sem Caixa -veja Video Novo ,225,NA,287,452,12x,21.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,17,https://perfil.mercadolivre.com.br/RUBIANECMOTTA,https://produto.mercadolivre.com.br/MLB-1212663833-caixa-speaker-google-home-mini-sem-caixa-veja-video-novo-_JM,15,2,0,0,0,#1212663833,Google,Home Mini,NA,3 W,Caixa,NA,NA,"3.86 """,NA,"3.86 """,350 g,NA,NA,REDONDO,Ativo,MULTIPLOS,mono,NA,NA,NA
165, Caixa De Som Jbl Go2 Preta Portátil Original Bluetooth C/ Nf ,164,NA,67,48,12x,13.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1193148180-caixa-de-som-jbl-go2-preta-portatil-original-bluetooth-c-nf-_JM,1456,101,19,5,6,#1193148180,JBL,GO 2,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,184 g,NA,NA,Subwoofer,Ativo,NA,NA,NA,NA,NA
166, Speaker Bluetooth Jbl Go2 Original Cinnamon ,28,31,1301,3,5x,6.30,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,42,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=etnBevX9SiPmBatgfemPD6REXc1%2BQzmQAjC5f76BptbUic4iKxypWMxN2lPGgs6YbqFETWd7SyRhmTXveiQ3h1ONc2iPyd9V%2BOeGsvi4EJQdKSyQEgcl2ArEYAtJOvH8aEX2cPh5valELotIiMXr0RZhAa3lsMbtOH3fJ8dSejcTQ5IcHenwltJvbifX8vazB2ubv16ibcNgr7BYowJjQhSWLDl2VhkwMljmUcmwWzFITZZPNy4IY%2BgE5XX5wloYzPA311iFXfdYYVgmu3m8jZC%2FGnjjp%2BkYUd3YHGrMQhbo%2F9Uhl%2Fh%2Fa2D%2BHwFrX8v1QoUjT%2BjZHAvpiBLJuEAxP3burBYhAOaLBaS2jVi3mDd8pCF3JCrX9DO8WNSOfA3jNd%2BWbZRzYqoRJED2Bv5SNB6OedoFv3w2j1Ezv1w6lIb7Zj3IJPz9v0IIkjSWO1ejv1u3U%2F6JCvwMNrVR5kEBF3ikiIj2uTPyFORRR3x%2BpcLih%2BzM0PQFgEXgxUAmwqa0BpjcKiXI%2F53a5Uwup1X4zeaCK6ryeJLPE5W1ii1fNvxHg55zY73oWzFy3GeveFRQHVauFn1oyznPDhAROvNHgaMhDbBxsYrHLwvBFaBQLzuf%2BUqzK5TxjqmF43GjJR9VtMn%2FlCbQL6cnsZWLfpFyRaZZj7Qf2RlCN0WuMkFJIsL9eFw5DxJktmkKEA8jS7TJrP2YTJfjtqZ9t9CvIkdtHAIl%2B%2BrG%2FFHq5lJ4B1lTPGKiPBu3KYhYDRY6wp%2BBEUHAWihNB8XqvNgBQKDbTJ45bdwzx8Pa4gQ%2FmYyiEY7Ib68M%2Br2VVmDPDAm3%2BNKDDSqMFg6N7SjbIRODcOZSiB4SD0w9lw2hD1CnBPdxR%2Be15kY0vIiayrFYHc%2BdttujcdZzErfxAmXfjmgZWrKM8y9hsJstpd8XvaRdowJPfGOzAbm7BvQZw%2FSpk5qLdwdmzVIQVPmSd6Q7rAdtHT9gI9mFcjIYGbQXtsH9Q35DGj8Xugt6mE4b%2F7GIrXOC7Afsh5x8CseJ10SuZAMAMnySvJJas%2B5EPgvEPem6ENyrVYSSN0IRWsI40Pb9FVcHd60TUQk9cDFUgm9whDTcuUSExQxpQsHIeg9dveBQSnfYO7p3C9CSPS7K7Mmyifn5QE2MPO81YeKCVy8NJ7yq4qvpDFc6I73zslASkCOjC%2FFglb%2Fz77%2BjZzOvf8baRNKr2Wx15WQW9yqdKbpgGMgHQWni9Fo4xzap5szpsYMl%2FDPYBb3uDGjLxpahw4RFIwAf2zfG6N3Myu5BCzFOSoE63ItA3xoFC8O%2FFKbDnjMSWBqLOQX78wrMXhjZ0z%2BALz%2BEg2pbWZMgbol%2BlLp6%2BPCLBHhXiMhTnoPwDT4HMQAwBIlbQnTIZqlAsIk383oBbMmyDTBNFCznPjvXvYKUnkSFuxzTJiD%2FLuE%2BlrVBTUJg8ETPIkP1DltDzdEG1VynPrAHvsPgfFv6mj9K7k7sr6vAEUSYNFXsRFQ2CgLV3vXfio21LMJoccD2fZlfJiAbysZuiYWEt4rQMhCN21RIZRCX2CbLRodXLFfQxwVdfAp1vzPda%2Ft5K30Uikfoa%2BUS7gvOp3e1JvH1W6r6uywa9eBa%2BVc69kt2fvSSo2uN%2FogENpsdps%2BK3dD2P1%2Fcmon78kyKhJ4Su1vJ66N1Q2TlNdLU9IZTJ%2BwDPszHHxUoDZagIAReLRSqVaGTLluWXkjHt4Cg5Pbr3xJcl5LyLzKtgfZ%2FeSveGuEr2Myv%2FQmDu8Hq9G0%2F1yNG3lmSMA%2F0nd2B9T8Pu6ztw%2FxbuMwh6E%2F7TLTNdDFV%2Fo6%2FV0zNxufq9CF3QTsqYoyIWEE3FwJ2kyBcSIdgXzfQ%2BaIRL2y91aLdrkHYPKy9tkpKjY6Dx8NFZsG4PqlK%2Bs%2FVtm2wR%2F%2BD2mDgzmdi7w%3D%3D,33,5,2,0,2,#1154287846,Goldenultra,GT-356BT,NA,8 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Subwoofer,Portátil,5.1,NA,NA,NA
167, Caixa Som Portátil Bluetooth Canhão Fm Mp3 Amplificada 4vias ,184,NA,304,990,12x,15.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,75,https://perfil.mercadolivre.com.br/TUDO+SOUND,https://produto.mercadolivre.com.br/MLB-1087408445-caixa-som-portatil-bluetooth-canho-fm-mp3-amplificada-4vias-_JM,45,18,8,1,3,#1087408445,Grasep,D-P4,NA,30 W,NA,USB,NA,NA,NA,NA,2.4 kg,NA,100V/220V (Bivolt),NA,Ativo,NA,NA,NA,NA,NA
168, Caixa De Som Bluetooth Jbl Go 2 Portátil Original + Nf ,164,NA,95,12,12x,13.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/VITRINESHOP-,https://produto.mercadolivre.com.br/MLB-1131215459-caixa-de-som-bluetooth-jbl-go-2-portatil-original-nf-_JM,1456,101,19,5,6,#1131215459,JBL,GO 2,NA,3 W,vertical,NA,80 dB,NA,NA,NA,NA,NA,NA,2,duplo,2,2.1,1,20 kHz,180 Hz
169, Caixa Som Bluetooth Jbl 16w Ios Android Vermelho Flip4 ,457,NA,411,141,12x,38.15,NA,Envio para todo o país,NA,NA,4.9,94,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1023582102-caixa-som-bluetooth-jbl-16w-ios-android-vermelho-flip4-_JM,86,7,0,0,1,#1023582102,JBL,Flip 4,Vermelho,16 W,Caixa,NA,80 dB,175 mm,66 mm,66 mm,NA,Flip Series,NA,NA,Ativo,NA,NA,NA,NA,NA
170, Caixa De Som Ativa 8 Pol Bt/usb/fm/aux/sd/led 80w Sp 293 ,238,NA,50,2,12x,22.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/NEASOUND,https://produto.mercadolivre.com.br/MLB-1192513044-caixa-de-som-ativa-8-pol-btusbfmauxsdled-80w-sp-293-_JM,6,1,1,0,0,#1192513044,Multilaser,Sp293,NA,80 W,Caixa,Auxiliar,NA,NA,NA,NA,2.7 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
171, Mini Caixa De Som Bluetooth Lançamento Prova Água Ventosa ,22,NA,96,173,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+HZ,https://produto.mercadolivre.com.br/MLB-1218100781-mini-caixa-de-som-bluetooth-lancamento-prova-agua-ventosa-_JM,NA,NA,NA,NA,NA,#1218100781,BTS,BTS-06,NA,3 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Ativo,De parede,2.1,NA,NA,NA
172, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,19,NA,901,10,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,30,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=fmIwzR70M3U6Q%2B%2Fu3zMoO%2FD64DVecMaMTmeowyOsn9H6FFLbbBk4nJXqkAG7PezKYibC30yyzeNpMOu6h4WygNxcXb5z2YsiEhjeGIqEImEqmZjuyu8I1jVCeN8RplDypMrUIDicW58U5dWTKyv%2F1724Z%2Fm5pKt%2BTfPuUbe%2FVH69gXLV8mf2ct0fKrPUzn%2BBBWC5m6UFn%2BbhCP5Q5RRb1o3kBQJa%2BcSkZCRo2wZt7ucG0%2FMYxLCxEkShKtLcOvbNUbp8jm3gHtOt%2Bv9oRfiPU9%2FhSK%2BqU%2FJvSTJ0NE52Ay4X%2BYHgfFGVLqHtru8kZHMI5qoOoIgFCZCJpzmbVBwOVoHtVhioYjWRgq8jVgrpU9FhiTzgJN7OFPneABn3s%2F4jWDgzmq59Ucw55qj73YaJbz3tmZ0JbT6txrak%2F4QxK2SQjxvW%2BgUAfpAtBpZeWXvSgENEyxZGfl9bBRDxn3bYtp8OsBm%2BSPFMYqtnfLEOLswSvP1OtGU8haC8zzNKuhz0Q4sUDkZoBIlsCzoZTT%2FFX15zCJhS1n8YcsQsfwqdny6QK4tu3gkqYzEyM1HDzSYAImApOiXkxFE4y4uNfcaD9ao2GKeTCPhB9DQf40FbWae3TRPKSnOGrHxpmUWaq3vKHwlfr%2BiHVnco6xNmjYcKqUM5A%2FmKdXfJz7TDELplEyhUQfloElkHvhdSyF2EPABqkvlIbtRVewP0iH4U%2F9vnWnNGW%2FuzedVHFPRyYSyOI1Jfo%2FxFUF3XiZsNWECZrr6YR%2FOdLvayh%2FcnfM4Dt6lLhpVqPt1H0Z0eP135Tzrzkb9Chhe3OOUyFokstnSFiSMJBiKXr2an0rjyK81ZddcBjdhg06%2BZ0tCxginqUwZ9IZhDmzZh%2Fe22JpwEiZ0KwPAYe5LVEZg0FkZlnx9KjgAb%2BV3c5PGG9wUlOlst5WO4dtfOstotwmwc2LENyD77HabK0abguhuy%2Bc5T%2F8Arz4MjCwwr%2FEP576XMwpv7DT2xC55Ck49ybq284BKKE5nOkxRxZ2OpD63egMBUZ83cIcbslY0QhqV5yj9vsGBM9UxH0wPgJGC0%2B4q4QpGYEHR6H%2Bai4%2BwFZsGBvK2gaKBvnSCIPsoBMXmq8aZPdKw5Ja5XxObEgo9urfWb2b5B3JCzEhoVf9JYgw2ReP%2FgQjb0z%2BB%2BBwfqUyQO0Sxc%2FpzQHNZHDiRpYEp7465pN8xEFRygH1GbzyaalKRBQ6xn%2FjcSoqvh2ALZfVcV14P53k%2FCxcKjvMtD0ooPel5GrmFvocmEBv4aHD%2FNn9cSNVrkFGYpkMT8Ngg568A79ROGlMyFfFpjTTV690KKuNtWigJvl%2FdPae3eHOx8fxI3vLRfW969puQlswXw5N2fvxxlGERoyIYR7As8R55Hyw1isdnj0UjR1Vj6DGfbD%2FmAZ4B2O6eexsLIk%2BcpTR%2FiIPdoxcK5tFWPcXz2OPgQuXOtr03zw5Dh9Cr4Az8W%2Bcylg7M4D1HKoOl8ZvSAnWUVWBYAO5e1NjFiwiA0LvrD08XEaoM8uKa%2B7sm%2Fv5cAifdhNw1w%2FlrVNpCg87WZw0dldfL5Ooe6M8K6BXHs46RbfDn46ki7rMlUJMsu6RgEGdArRHVuFjG46F2tQ%2BZpwyGPbAmLOiP%2FIyV0o0RqUE%2BPd1VrGquRBEJvwxZRo%2FolyEODhVZ%2FBlcd97WuTfKO3rnQwxNl347XB%2ByQ%2Ff7Wukv7HDEjcYettuT0MfkeqFw79yyeUXoyE%2Ff0LkF4S%2FBpsmRVdN0qUo%2BtsxfZE%2Bgnoue%2FlV%2FdSluXrMImSj6gKjDW4kh1yVWZNHYbezYfNIyMdfEXtpKuqlw8AZHm1%2FUYpN%2B5QPGXD7%2FsrmvWJYDSQJL2yyhFaK0RN%2B7NG7mr9Bg%2FQ6dkzRV46pp3Uf6KaY2%2FerjznDwL2%2FUGWeVvLQ%3D%3D,26,1,2,0,1,#1196773201,Goldenultra,Ws-887,NA,3 W,NA, ,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA
173, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,35,NA,154,88,6x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,4,https://perfil.mercadolivre.com.br/MAPA4361683,https://produto.mercadolivre.com.br/MLB-1226564499-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,2,1,0,0,1,#1226564499,GOLDENULTRA / MEX / GRASEP / SPEAKER,GT-523BT,NA,8 W,Torre,NA,NA,NA,NA,NA,NA,NA,NA,NA,"torre, caixinha de som, bluetooth",qualquer lugar,NA,NA,NA,NA
174, Caixa De Som Amplificada Led Bluetooth Mp3 Sd Microfone Sp25 ,196,NA,337,174,12x,16.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,82,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020222837-caixa-de-som-amplificada-led-bluetooth-mp3-sd-microfone-sp25-_JM,53,16,7,2,3,#1020222837,Multilaser,SP256,NA,40 W,Caixa,NA,80 dB,NA,NA,NA,NA,Deko,NA,Woofer,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Digital,2,NA,NA
175, Caixinha Jbl Go 2 À Prova D'agua - Black/red/gray/champagne ,169,NA,24,9,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/PANAVIDEO+NET,https://produto.mercadolivre.com.br/MLB-1279130908-caixinha-jbl-go-2-prova-dagua-blackredgraychampagne-_JM,1456,101,19,5,6,#1279130908,JBL,GO 2,NA,3 W,Quadrado,NA,80 dB,NA,NA,NA,0.18 kg,NA,NA,Quadrado,Passivo,Portátil,Não,NA,NA,NA
176, Caixa Som Jbl À Prova D Água 30 W Preta Jblcharge4blk ,706,NA,26,398,12x,67.57,NA,Envio para todo o país,NA,NA,5,1,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1229466321-caixa-som-jbl-prova-d-agua-30-w-preta-jblcharge4blk-_JM,1,0,0,0,0,#1229466321,JBL,NA,Preto,30 W,NA,USB,80 dB,95 mm,93 mm,220 mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177, Caixa De Som Soundbar Bluetooth P/ Tv Dj 60w Tomate Promoçao ,299,NA,47,53,12x,28.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/LEFA+SHOP,https://produto.mercadolivre.com.br/MLB-1216972411-caixa-de-som-soundbar-bluetooth-p-tv-dj-60w-tomate-promocao-_JM,2,1,0,0,0,#1216972411,Tomate,MTS-2016 mini,NA,60 W,Cilindrico,NA,NA,NA,NA,NA,NA,NA,NA,alcance,NA,Paineis e paredes,NA,NA,NA,NA
178, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,479,NA,207,9,12x,45.78,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,27,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=VrIcB4GiVUa5v8jdKZbKOOPiYA4%2FQpU5bz6Or2H9wHdFp3%2B7AVHlelEx32zHAFYqV19XbbjUzmtasL1OxOg54nW%2BuHipASyxf%2FkM8PhRBD4anI7gZuFjfhljytzNOctUPU3k1Qc2fa0z1xJ9XI2mpKstx00S5kHd9JaIoGBp%2BIFvWxA%2BZSMn5CWDSR2d1fssnSAUdeyVZfuhJoKz%2BMeaNDdAQR8h5xVTYTMmvFlRPjXNUSmyuzwinvm%2FwzHNVq6Reo%2FpN99bZDqV0IQIdAw3%2FGhzr77RotVoh5uPgfKP2O5FZuJZszeug2Rzl6AILeEZWahG2nCQ%2FfohHlHKxejvkpqrU7lKQDIw8VDkf4aLnMsUSZbzhRUJzs6tlBrPOfGD773t1lzX8uslhya7DYOsRRBCunHGRTUtDrnPNkZZ2mp0NuQJC5YH0L1dN1pMsCYt5zFT6Ktet8b8sPAkzWtp7kG09tlMjHKWOZBJY8xXRws%2FipdTTEA9oY7Fays12o4VqBTYP3ed7UkzcKNDlLe%2BUh6rcSY2Nfoj1x6HbYbl8sJoz1uo83KAqEYinrrolMMSbBci51knRZPCJZunYq01rMuPESMDKE7ne9CJdND2EGLfHXKlcGUKH0jBdPeIDApL8d6ZOPcCTXlMopt7FM6Q5fUhHoOq9bP89wmzTBoD%2FY0UfddAASmiSmZpLughLYGqmGKCHXiWDsdqbPHXLUTEiz3kwReB7DKwheJAG53kVtist2fdCUqdkpecsPu%2BtMwxu0O%2Bl9mSX872S1F68tSo32aB959IuERg9nP2hZ7PzKJHAXv6CnUnXpt0b9sqKkUXOWaBhf1G7SRo%2Bc5ufKZqvaRr5AcQ5SO80zhu5uTHxUGkYvtM4huuMkr0ApLUH15qfpaNg0ltcCBFK1rn83ueipg%2B1PFSN%2BmSVDzgbcxyDf1CeVcpLVShAATgd0XEMsrSu1K0FwwYoowgoK6s9zzW%2Bf1%2FxEJv1sPuMQqZk4q45xHtRF79IPgPZNyUa9k%2BtiNq4x%2FDgpM3dlipAtSmlKtRz1UOUAJXRGDDwWuoPOHrp%2FutOjYoncW91ejU%2FFkFurv6G9nWoGPGMxn%2BZSpE3lskbqh5o8ogf7TFY6pGrB87UmKBcBujma53EAoYAlkaBTFJ1i1S0dyrxEZV1TlsI5Mn5J93rtPH2Dq%2BkysD%2Fi3L41kVUznIElDkr2sYe6VLzf0nMOHIW%2FvCuysUkT6L7BX4UF8do5FP%2FkeLsmxYXkyAz28yQ9e5V8ZHMe1ZMihFMwYhiOZ9OzOr0IOVttWMomgosieIZe0lly5Mn1VWu9Yk9%2FSjOHITDZ7dtQEdN7lkHD0bf0SWtqAUFJnyFYbcBfQ5yDX5V6VVYH7ROIjm1kXqpIxcZS43hYl%2Ba8Bd8GJikW86FUaGoD9Et%2FSuivxcSYL7qMEiSsDdQDwWjkYoHQTf8PJdH0qSmPvMGyEg31m6a2Wjb8zwWc3D4Yjonoayw5Rw2BwFqoOuDug44lUeTLXnbdS1vlo9mkMCpPhDr%2Fdu0%2F0EI4AatKO%2BZgO3LJlMxk40ZkomBbRIyjUVvwXAQBZI6c6Q2VJ%2BJ4fauyMwKz6D3cfUNzPQpX7LVoc9%2BNo87nGhx1ExHJZv12Zoawi9tXWx6mGrD%2BHCCJkgCWQBjgdXCgSxgOZyPnN1lY%2FN7HMcia5%2FCrD9ilmw0CECHiXOTF4v6TgfUIa66EYdGR5B3B8OxNKOoI4%2BGPugVT1yvna%2BdTxa3vzfdFgevFT9erJ2T79F03JJ1JQSAWD6qJTdjCGL5%2BGznXA6cbj5NMdjOSx7tauT54dTC13JgfAJrBbhttwAqkdXDk7zUOUp1yZRR4LQ0pCH8fRsxemHYBb1YnVaO5p6pJ%2BRoirDinUVJOxZInmwHeKMfjoRzYvS,26,1,0,0,0,#1108551970,Logitech/UE,MEGABOOM,NA,36 W,Caixa,NA,80 dB,NA,1 m,22.6 cm,877 g,NA,NA,NA,Ativo,NA,2.0,NA,NA,NA
179, Combo 2 Google Home Mini Caixa De Som Speaker Wi-fi Vitrine ,324,NA,43,18,12x,27.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/CLICOU+TELECOM,https://produto.mercadolivre.com.br/MLB-1137986115-combo-2-google-home-mini-caixa-de-som-speaker-wi-fi-vitrine-_JM,1,1,0,0,0,#1137986115,Google,Google Home Mini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,156,NA,31,1,12x,13.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1587,https://perfil.mercadolivre.com.br/VENDASBANDEIRA,https://produto.mercadolivre.com.br/MLB-1278758590-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1456,101,19,5,6,#1278758590,JBL,GO 2,NA,3 W,Caixa,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA,Caixa bluetooth,Woofer,De piso,NA,NA,NA,NA
181, Micro System Jbl Ms202 Bluetooth Usb Cd Mp3 Player Controle ,797,NA,27,16,12x,76.27,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1182758548-micro-system-jbl-ms202-bluetooth-usb-cd-mp3-player-controle-_JM,NA,NA,NA,NA,NA,#1182758548,JBL,MS202,NA,10 W,Mini System,NA,NA,21.5 cm,11 cm,37.5 cm,NA,Control,NA,Ativo,Ativo,NA,NA,NA,NA,NA
182, Caixa Ativa 10 Master Voice Bluetooth Usb Bateria - Loja ,419,NA,51,49,12x,34.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM5,https://produto.mercadolivre.com.br/MLB-1187364640-caixa-ativa-10-master-voice-bluetooth-usb-bateria-loja-_JM,0,0,0,0,1,#1187364640,Master Voice,mv310,NA,200 W,NA,Auxiliar,NA,NA,NA,NA,6.34 kg,NA,NA,Woofer,NA,NA,NA,NA,NA,NA
183, Mini Caixa De Som Á Prova D'água Bluetooth Piscina Banho Mp3 ,24,NA,3400,1067,4x,6.75,NA,Chegará hoje,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,158,https://perfil.mercadolivre.com.br/VIRTUAL+KAR,https://produto.mercadolivre.com.br/MLB-917796451-mini-caixa-de-som-a-prova-dagua-bluetooth-piscina-banho-mp3-_JM,82,38,18,8,12,#917796451,Produto Importado,CBA,NA,4 W,NA,NA,80 dB,NA,NA,NA,197 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
184, Caixa Bluetooth B28s Hmaston Preta Bass Cel Usb Fm Aux ,120,NA,150,983,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,16,https://perfil.mercadolivre.com.br/AER+MAGAZINE,https://produto.mercadolivre.com.br/MLB-900668556-caixa-bluetooth-b28s-hmaston-preta-bass-cel-usb-fm-aux-_JM,13,2,1,0,0,#900668556,H'maston,B28S,NA,20 W,Caixa,USB,NA,NA,NA,NA,800 g,CAIXA DE SOM HMASTON,NA,Woofer,Woofer,"TV, SMARTTV, ESCRITORIO, HOME, SOUDBAR, HOMETHEATER",2.1,4,NA,NA
185, Mini Caixa Caixinha Som Portatil Bluetooth Amplificada Mp3 ,31,NA,672,9,6x,5.89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,27,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-919647697-mini-caixa-caixinha-som-portatil-bluetooth-amplificada-mp3-_JM,14,7,1,3,2,#919647697,Golden,MS-246,NA,8 W,Caixa,USB,NA,NA,NA,NA,NA,Reader Speaker,NA,Redondo,Papel,Portátil,Automático,1,NA,NA
186, Logitech Ue Megaboom Speaker Bluetooth Preto Promoção ,479,NA,207,9,12x,45.78,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,27,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://produto.mercadolivre.com.br/MLB-1108551970-logitech-ue-megaboom-speaker-bluetooth-preto-promoco-_JM,26,1,0,0,0,#1108551970,Logitech/UE,MEGABOOM,NA,36 W,Caixa,NA,80 dB,NA,1 m,22.6 cm,877 g,NA,NA,NA,Ativo,NA,2.0,NA,NA,NA
187, Caixa De Som Multilaser Sp217 Bluetooth Led Amplificada Usb ,235,NA,350,32,12x,19.63,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1226,https://perfil.mercadolivre.com.br/TELSOM_SP,https://produto.mercadolivre.com.br/MLB-814800966-caixa-de-som-multilaser-sp217-bluetooth-led-amplificada-usb-_JM,927,235,38,7,19,#814800966,Multilaser,SP217,Moderno,80 W,NA,NA,NA,NA,NA,NA,NA,NA,Bivolt,NA,Ativo,NA,NA,NA,NA,NA
188, Kit 3 Caixa Som Bluetooth Torre Amplificada - Mp3 Usb Fm Top ,90,NA,105,895,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/LUCRIMAXTENDNCIAS,https://produto.mercadolivre.com.br/MLB-1244442589-kit-3-caixa-som-bluetooth-torre-amplificada-mp3-usb-fm-top-_JM,1,1,0,0,0,#1244442589,Goldenultra,Torre,NA,10 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Ativo/Passivo,Todos,5.1,NA,NA,NA
