search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Tipo de casco,Tipo de visor,Edad,Modelo,Línea,Materiales del exterior,Tipo
907, Cascos Ls2 Ff390 Breaker Challenge Loris Baz ,172,NA,1,NA,18 cuotas,353.75,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450001833-cascos-ls2-ff390-breaker-challenge-loris-baz-_JM#position=9&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#450001833,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
908, Casco Bici Polisport Commuter Con Visera Y Luz Talles M-l Fl ,2405,NA,0,NA,18 cuotas,133.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-458045106-casco-bici-polisport-commuter-con-visera-y-luz-talles-m-l-fl-_JM?searchVariation=39489592055#position=10&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#458045106,Gris oscuro,NA,NA,Integral,NA,NA,NA,NA,NA,NA
909, 12mp Sj4000 Impermeable Cámara Dv Completo 1080p Dvr Video C ,2318,NA,NA,NA,18 cuotas,128.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-452409598-12mp-sj4000-impermeable-camara-dv-completo-1080p-dvr-video-c-_JM#position=11&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#452409598,NA,NA,DVR,NA,NA,NA,NA,NA,NA,NA
910, Casco Ls2 Ff353 Rapid Srite Gris Negro Mate ,103,NA,0,NA,18 cuotas,211.84,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-462916139-casco-ls2-ff353-rapid-srite-gris-negro-mate-_JM#position=12&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#462916139,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
911, Casco Mx - Fox Head Racing - V1 Race ,230,NA,12,NA,18 cuotas,473.03,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-445312740-casco-mx-fox-head-racing-v1-race-_JM#position=13&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#445312740,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross
912, Cascos Motos Hjc Cs-15 Treague Mc-5sf Terminacion Mate ,109,NA,3,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=Tyjjtf5vIFn5rQJasz%2FbCqaetck0mCV8srRvR5Mc8kw3TiwCJP1GXXAhIwYVJ1EoCmTKpYt1oFv%2BrfyyBrx3J7vSj8MJADkVZIE3oRfRZp9MPjBG24%2FhmgLT%2BeftxY4JGykMYIgQ6tOM%2BYA2FaDgch4B3ZEblm4MOA2UjYfHBqtSel0piotsj02pvluiJW7UkF9VFXJXXXeGwJmtfCh%2FryYIAFfZb3rvWhzwXPut2k8FCjCulFWOlSvn3DjvuGEUG%2Bhu%2FmFIpNspfkSBFKGO0%2BzjrfyngIvvKyr36ZFNEVwSK3V3O5FnAzWme2G3uL6LIX0dVbmebITYj87GVHwTm4nICQM806yCUwlYZ5qRT3Kfim%2FCESsqE%2BZReY9VJUyIiABMKg%2BgVfGIMHK6jwMCvPesF%2B3pv4qXtKTCmTlYg1fAJ%2B%2BIf3UD6IFWBjMZQYzfZXoY5ev9fF3B1kr6m7Wr1FIm%2F6bNiHrVBqgx2vT5%2FHfZocagtMa1rF%2FL2T676erbjeh5aKA0ESxRuQQ0ElFq7PXosm%2BnpY8MsbbvKAQPUwJHfbXCFR%2Bs%2BxGCEukpJOeCvOEmNhBp02J4FpNVSvmXYhrEudQJdwahbyFGWoIMP2P1dw9TNz0yhur6FSlhejOmyjy0dRuiXnXoKpIM2GdMV8VeAnTwGrnKNBor8GbaHwUDRyAwIkyBOPviZeBkjjlpD1W7OqgSm4WlUouJvQ7s%2FqPeS5nGi6KeP8XMM4gr4dsttJAFcXmlWkPcWN6wF7bcyzHzyx4jdNBuSi23DFrnk0WYP8GDDOfYjIgjczjhqpql6iza0geyGqHcUY4fg6n518fmhwXEVqBMlpwT14F4dIG9JcLIiWimq1Z1tS1NNIre1YnYZzranlI5%2BqPIxZESProjBildEkwdVA%2BlUuDx9VhVay10hHx%2FKGsT6XDNyidnqQIp47taODJRg%2B9bV%2BGppY1ivDwA%2FBGgb7gr2g9BbVEgyXNrpIBGrFt3xFp3TydQPySnD1R2QF03SRQHKgV3sV86ZkB2hKsaXFlxoA8%2BjRhdTPFSQ8%2Blte2h7j86eMSt9qlG%2BVgKVetFdtpaXemyMSn%2FSWcPEMxcTuK3uelqFg%2FP4bdiCSDRVNYzrQSFIkoi%2FFQbtV6cyn677Zhau%2BhEdzA3OvzYbPyxnqn3N8Emk%2Bd9IO3ZeAE9F3KEul7eHdyG4Hvs0XcbYMQs73%2F5n8XFZr8wsCvBYB7AhzTBVsgOTKohG6l8xMPRGOX0coDILjPL4U8aukkRQzRCX3jJUjeRDQAuXH1xB3tQRO0LAzguIa0Ggv0LtzZKQGcY5ufXnMdgMJMzFvL5T%2FCFSB0l9y7wgA02oPxmluBYFweZdRozhcdnExg5Gf7dxG3XJGMFqSFRbyC9rBEGqmvEFRb20ixiBwRVIHSDnjM8kvWm2qmCAl8ku7dCtWDpS5Wmv4Jq1ahTOQl3fQlbv9lVdpddyWBzR1suAzoSLPUotE3MZQuaDS80kLTg7ckIKfgq9%2BN%2BMRndVhy5KcaCYsgqOXyx9vJkw%2BaGLRN3%2FzLbtGPmbayqB5VQfTkcE6rwSx92bXHZHOUHesR%2BbJkWczfnuPJBG4mZdWytJRvb15eFslG8hmXzokF1cgKUdWj7KbUzzh7%2FTuzxBS9Ps%2BG3GaV16dLM4ndgEQ8oHCXpTeRI09RK6Mjeii2l25%2F2TeBZ4it0NYwSE5VCJ5AbMgxR2URDiK4xdpSRg50OFXsjwxbGFFeuTO5EJjytj%2Fn2oQo9cI114FXn%2FD9VO5wOVGI0MMV1s3PhumBGl%2BzqDqunDdSQOOGrRRaj%2FBjV%2BaqyPGFGb6wHD1ex8Fm25ZIad8UGShw%2Fcht4ACdCzjVbR8RlSYy9Oub5ANqmaLusd5pDSBWnC%2BdCa0y0wvQnrD4tjsSHbT2NVxnEjFAwjQQmJgEGXFtO5MfQ8hgt3lRJIp1Dy77G1dNNe%2FG19VaWLsvWSoebGg3yeYWvJYOv7OfIm8ni4Yw48omttdQwnNVcOfI%3D,4,0,0,0,0,#449739531,NA,NA,HJC,Integral,NA,NA,Treague,CS-15,NA,NA
913, Casco Bike Myth Adulto Talle M O L ,953,NA,1,NA,18 cuotas,52.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-444228611-casco-bike-myth-adulto-talle-m-o-l-_JM#position=15&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#444228611,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
914, Casco Integral Power Maxx Niño Blanco Flores Homologado ,989,NA,0,NA,18 cuotas,54.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VAIMACAMOTOS,https://articulo.mercadolibre.com.uy/MLU-459138407-casco-integral-power-maxx-nino-blanco-flores-homologado-_JM?searchVariation=41737177345#position=16&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#459138407,Blanco,NA,NA,Integral,NA,NA,NA,NA,NA,NA
915, Auto Solar Oscurecimiento Filtro Soldador Cuero Parasol Sold ,2931,NA,NA,NA,18 cuotas,162.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-454471037-auto-solar-oscurecimiento-filtro-soldador-cuero-parasol-sold-_JM#position=17&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#454471037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916, Casco Moto Rebatible Hjc Is-max Dova Mc-5f Mate Con Lentes ,249,NA,0,NA,18 cuotas,512.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=vJvh%2BhthNKpPqwOIB7QuqUQuss7%2FB6%2FT2pj%2F4hAwaNeMtoMQWF8UwH9RGq0ci1XeakP0n%2ByUlwbB9Wznj%2BeBjkLvLYENF%2FV3WEcpjD9utw%2B8OITtsrm%2Fj18bUbfh0Idtzci9zkNdmBRo5afRLJLnbORr8%2FhoY%2B4LVTT0ab0kMJ%2FRkVGz8PN9KeLpNkGQjDk0pnLLmium%2Fe9KjN7MdZGJCzE1wOzSNFr0%2BXD9ltKU3XSRz0O6P5JowJ6C7%2BHxj%2FqoyNgf2nB7uf%2Fdj9dN8E6uGIoeNrmH64McWp8X101GmtRDcIZ9RxTfB0MgvCavMM8tT5HGUbhQIxxMVfyG2WvOOUxN4YL3g%2F%2FBhbc5ql0retajEXd181bKR3XkcIBbV%2BysZ5a6HDCBfhepmY0%2BMomQyNGNkjofRoVEpnzvqB0P%2FFu1Cd0WZCCxBhttjDBAB0S0%2FyuEm%2FP6VDV6lINdsuYfBODEd%2BAMCmwTTc6c1AWRatpkhc5iMnSQl8o8ywOyAmRWRSMKHVJbNdCYUz35JiMwr9DjIAX3%2BWgZRUB%2Fswb9MNAvkbPWIDL4rzo2rGvBFWbfk66fEkurpf98ExlyiWbmDnzXgRCSeshnEou8S%2B8dv62Ov9huIIqPI5zdoBzreKWRWie9lLxbd%2Fpa3ShMa406EhfKwTBuwhK6EFE0%2FgO4Ub%2BgEjIfMpBWSOctdGsj6nwvj5aicibbqB8SMNgkrwRZfXWXHkzG6qc3ond1CFOH%2FvFx2dRJbeAPvZK8v%2BRdlRkyTxvkBfZuBU4spDb2eJkslR62Ic4sZ6V0pqDop5wnK8s2TYlvhOxXIVbSt%2F0DXDnuQvVI3a4CapHgQTNLMh7puQ1zhoctW%2Ffu64eqZf3j%2F2EQeGltRyfL1l4qd0vzrHnDwRUDvibGkiwutUFB4iRPcLeoeA%2BalQ%2BNM8mElyrMRighPoSnxvCUd7VqMg7JQS45EQzSa4%2FbJx98QTi38HKRLXFUFndDflNGlrIli33bZ4dEWLw5YxQfmh4wHeaHHHxT3OHlog4GJ%2BQ16TgNXK5E9m8kx4GD3D1vLUuWXf0KHbYgGXQX6Jw32t6dG8Dj%2BGitS4%2BX37RpjVFatTw7G4G8ZpiRIwB5GSKMp3hMFJsPIqc1k9qDB4dfrAKxL8%2BtadJiNoE2WwfxAbjldtSKiKhNX9cNo7C1L%2FgiH8tap3SGvXX9KBiDeHwT4GqvQynace%2FSCyVeUGDE7nmHVYwqERyPkhEVzvYCuIHsAm4m2vM%2FBbc70xp9UTz9vFaVveMlZnlvCU6P5TEg1yK069qCyOe7448u%2FEaaD6dRnfXyrHlGXyME4bBKy9uH4ix121mUTBbrc18rrzemat07IebdOg2lNcaI8Y%2FbB8RZ6TC%2FPrDOKhX62sfGx1TW9DhVwUef091UInZV5acNx9OUzl%2FVOQ072CqKIDOVaaNqpMy1v2GmWLndAOJPB6ydydNVTaPAFQeeS3%2BGFpWckng5KRj%2B81xE3L%2FJLpws4SoTcgKjQht178OCecbW8yldyAYa5H2lFULSCffKgqkNjLLAIIYnA6SDwlaeCHfUJr9NqpDrfbU8lUvobDvKF%2FuClzsnflDS%2F1sIDOhXW%2BkJpowLkhUJCx64EVELZP5Sl9g2CV%2FGeC0NcXzqz14qLsWqRBJwIwkh2reliF1CStTV7zmkjX3J%2FwzBgReNUSuehJXoykPdju3KivKURAQ41JgYqezumnrysv%2BJEEkVzxgZCaaMkMO33V7jz7Q6zdcaTq2G%2Fh%2F9gvhZPLJP92DWxZDFh8O%2Br31uXVPPX8JHeFpYsUx1o7DgXyeb693yRmAK%2FWDdLGenYcu0qao06GZh84EF2Zf%2FncEPHbAGwuLvXN6b5JH9RjWdWzbg1Kw7N3tEuWBWHglFp3ss4%2BSDwzshP9%2FBPO0OEeq0mcM0cCrAPuBKUg3tp7MVSQjuOSdkLCdVnI9qUrPyF1c3o3hzfDO%2FyijAzz2DbF5brPsHCFvmBGEaK8XqIHdcRQt2Ogu2rzG5GUHb,NA,NA,NA,NA,NA,#454760192,NA,NA,HJC,NA,NA,NA,Dova,IS-Max II,NA,Rebatible
917, Casco Ls2 Ff352 Rookie Fire Blanco Naranja Azul ,63,NA,0,NA,18 cuotas,129.57,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-452880036-casco-ls2-ff352-rookie-fire-blanco-naranja-azul-_JM#position=19&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#452880036,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
918, Casco Integral Acerbis | Negro Mate | Made In Italy ,99,176,0,NA,18 cuotas,203.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-456241095-casco-integral-acerbis-negro-mate-made-in-italy-_JM#position=20&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#456241095,NA,NA,Acerbis,Integral,NA,NA,NA,NA,NA,NA
919, Visor Ls2 Ff352 Iridium Gold ,1085,NA,0,NA,18 cuotas,60.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463468613-visor-ls2-ff352-iridium-gold-_JM#position=21&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463468613,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA
920," Casco Integral Ls2 Para Niños | Protección, Liviano ",99,108,0,NA,18 cuotas,203.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-457984276-casco-integral-ls2-para-ninos-proteccion-liviano-_JM#position=22&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#457984276,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
921, Ls2 Casco Integral Lentes Ff320 Trepid 1550grs Compatible Pi ,4570,NA,0,NA,18 cuotas,253.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463412938-ls2-casco-integral-lentes-ff320-trepid-1550grs-compatible-pi-_JM#position=23&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463412938,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
922, Casco Cross Jett Neon Rosado ,3912,NA,4,NA,18 cuotas,217.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-453097933-casco-cross-jett-neon-rosado-_JM#position=24&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#453097933,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross
923, Casco Dama Rosado Y Negro Power Maxx Aprobados ,1600,NA,3,NA,18 cuotas,88.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-452461634-casco-dama-rosado-y-negro-power-maxx-aprobados-_JM#position=25&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#452461634,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
924, Casco Ls2 Ff323 Arrow Carbono Loris Baz *exclusivo All Road* ,486,NA,0,NA,18 cuotas,999.54,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-459712353-casco-ls2-ff323-arrow-carbono-loris-baz-exclusivo-all-road-_JM#position=26&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#459712353,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
925, Negro Afilado Lágrima Retrovisores Para Harley Cruiser Chopp ,2901,NA,NA,NA,18 cuotas,161.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-450216988-negro-afilado-lagrima-retrovisores-para-harley-cruiser-chopp-_JM#position=27&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#450216988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926, Casco Ls2 Ff327 Fusion Matt Azul Con Lentes ,14032,NA,0,NA,18 cuotas,779.56,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463468234-casco-ls2-ff327-fusion-matt-azul-con-lentes-_JM#position=28&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463468234,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
927, Casco Integral Ls2 Arrow Evo Fibra De Carbono ,390,NA,0,NA,18 cuotas,802.10,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOPARTESTACUAREMBO,https://articulo.mercadolibre.com.uy/MLU-451855085-casco-integral-ls2-arrow-evo-fibra-de-carbono-_JM?searchVariation=42477358142#position=29&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#451855085,Plateado,L,LS2,Integral,NA,NA,NA,NA,NA,NA
928, Burbujas Biltwell ,50,NA,8,NA,18 cuotas,102.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALTOVOLTAJECO,https://articulo.mercadolibre.com.uy/MLU-446269256-burbujas-biltwell-_JM#position=30&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#446269256,NA,NA,Biltwell,NA,NA,NA,NA,NA,NA,NA
929, Casco Airoh Valor Sam Black Gloss ,223,NA,0,NA,18 cuotas,458.64,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-449087646-casco-airoh-valor-sam-black-gloss-_JM#position=31&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#449087646,NA,NA,NA,NA,NA,NA,NA,NA,NA,Integral
930, Casco Nenki Nk863 Coleccion 2019 ,2990,NA,0,NA,18 cuotas,166.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MATHILACUE,https://articulo.mercadolibre.com.uy/MLU-461682425-casco-nenki-nk863-coleccion-2019-_JM#position=32&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#461682425,NA,NA,Nenki,NA,NA,NA,NA,NA,NA,Integral
931, Casco Hjc Motocross Cl-xy Cross Up Mc2h Niño ,99,NA,2,NA,18 cuotas,203.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-449739792-casco-hjc-motocross-cl-xy-cross-up-mc2h-nino-_JM#position=33&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#449739792,NA,NA,HJC,Cross,NA,NA,Cross Up,CL-X7,NA,NA
932, Casco Ls2 Ff352 Dyno Negro Mate Y Azul ,2960,NA,0,NA,18 cuotas,164.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-463416162-casco-ls2-ff352-dyno-negro-mate-y-azul-_JM#position=34&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463416162,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
933, Casco Moto Hjc Cs-15 Liso Negro Mate ,109,NA,22,NA,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=r0ESS1J72wHwxSoLSzjMkq9yjKy%2FHUK%2BTDkkLwJyGXMVcpqvorFF%2BWmlef5wUg7048P%2BeKCtbqCfBejtcpLTsEOf2A9NI6kWweZWQw1nyT%2FGx2y8pLScQ9uUIS3g04NMYmpkPKEYEEbIRrLhI1WehBEQZaOjzKvopBFXJ9GAkVAm2FYjNvm4P7SvFu2W4kXZPGgV912d8HKNg8n7%2FpIArOIEdVhiRiE4cyD41WVQZ0nnF%2Bb5ZFEnZID0WEK5atR0o8%2BZNRAeM7MCVENV6dP7AF4TuvEx9Rz8%2FLnPXFnUugL82WzsxO6rzWoz2%2B%2FJhPmFqa5Bn3%2FuATOEhOVEhU6%2BEe981bE%2FC7YicqBIQIEjQ4Yt25bfGi%2BBWZ2gvTPRnx1Q2%2BIjYyOeBDW9jch8FKHPpsRmdjy7BA5eYTmbug0VLrDDplX1tBUUD%2FIBRLem2lJYklI5gubLnAnpuOJJytUBrCK9GU8NfT3c259kSJcjdsjERIHmoUk1MUCZ8rw5sV6cxqa6fRoyWoO9o6FqjFeUJZms2Lhcca3gV9I1XczyqFSLvyE2tC%2BFPQjU%2FKvVaREdC0xzrpPwt0wk6LtSTMHIZ6p1XgG%2BR5y1nNDmuuqF0IikpMowdVCA%2FmO8CL%2FJ1KhRukxt8uIvMNGr7t%2F2J5w16gwkB4MGPh3t8RiAgJ2hkU3pyy1Pc42aMEa0tH7w1sLj57hgu15HS91FcMUk%2BHSYWwAzelGSbCV%2FWTGCslaYI3ZW6E3iMeoeuxOuERK5fy7p3Vcqy6LycGg5jkPUBSIO%2FhTN34mffzAH4Mi1LR59DiDhRTqkeSHj6ba%2FjebNBtkhnUM3zRv51bcGRNKyknnUtRl3faU1VIP%2Fo8%2B%2BgS%2FSVUyxitU3BQYV8Iyt2izjNplygGOLBw2FZg2WADsUouJW8EjsVbmgK2FAlBEnQF4WXYQP7aCxwhZzu1%2FGGM1xlyVFlG6oL2uOcBKcqeB4oot5iPnqHhb2%2BIGmui1jydURAh0msuJEXci17NegnWgEsfQIfe1XmaiAOkfjBhmpVhaVqyu2GoatX%2Baw5vklFgUp2AMYqYODLtsOvKQfknYFHZAM1I1%2BcL3dGMz7lkIMfdtoLVjPCmvEAzwhY9MnrJdKdXj2j1aeEnM4t3Gcp5aTtz2aRAQJSNhDo7mF%2BJd4y3F5ONZ81uQB9RAMEiapt4JHygEv7949Zesb8D8B3qXE69iqPobzyjqGQhWin6Y9EZoX9Qdak%2BXMVAa2wNPU4A23I9jWomihRtiAQpSkhiZiOvPMzIeHd3aePfkSaNrUA1exc4Lr98MluKkiBrQdAOMObtY%2BCyoPPnVXhzI5KGIEtSDFNNgTe35UCxCV6N7BGQI4krDE3l7SlLLh69Ah0XCYbEmBzfL%2B3e2rEWFrLdprO5P2MBe5oWHa%2Bw9tgUMkPa1h3zlv3fqGea88xyPUfFw62x7jvJR5zzvJjOI%2FQZdx3c%2Fa7VxDkXveK6RE4Vj8c7YW%2Fnj3DiZEMCMPBuLkM7pwmV%2F6jmSk1qXYBsoWCKiuB%2FRSDJe2wiFTfGXLxdO60TKbzdNRRatbkLzNuXMkehGzBALwQi7ddHWAikU8vgKhqqUWieE%2BvR%2B7F7tnZ%2FysDzqpA7t3TooaTMWWLvgldN8fO%2BQyXOHW0Nw0hhQzWdmSldtqJ7kr7GThn4611N8Hpi1aIAASg9wsNHbhO6sPHk2QC3CIQIzbUPXQ3FkKLzNj8nmvQkOYfig%2F3OKTgqWb19fpzhvJsuBEIlREWo0JhMw85JPVZ2OKoz499BE9E9N8sYbO0fXFhC3FgCC02jSHU%2FK6T34NBOi%2BqzJP9vQn7KjmKLkbJBqTpjKJ8wdkFsreDKhZAs%2Bs0DsBj6eN4WLY86dumznyZI4NZO0IyEFyRCeFZanMpB3J9vNHNN4Zcc87gWX9EPWCjXskUDzzuJieq1GSFYAy5j8XE4rAq5weCootVvYQwQ65Hs1%2FmeUBQUsp6z1Yovo%3D,0,1,0,0,0,#444549068,Negro,NA,HJC,Integral,Simple,Adultos,CS-15,CS-15,Policarbonato,NA
934, Trottie Bebé Niños Seguridad Casco Cabeza Ajustable Cubierta ,2102,NA,NA,NA,18 cuotas,116.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456273446-trottie-bebe-ninos-seguridad-casco-cabeza-ajustable-cubierta-_JM#position=36&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#456273446,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA
935, Respirar Solar Auto Oscurecimiento Filtro Soldador Cuero Par ,2994,NA,NA,NA,18 cuotas,166.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-454470995-respirar-solar-auto-oscurecimiento-filtro-soldador-cuero-par-_JM#position=37&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#454470995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936, Ls2 Casco Integral Lentes Ff320 Crown 1550grs Compatible Pin ,4570,NA,0,NA,18 cuotas,253.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463412934-ls2-casco-integral-lentes-ff320-crown-1550grs-compatible-pin-_JM#position=38&type=item&tracking_id=95ab9d06-3772-4ed4-a107-91ea916c1e17,NA,NA,NA,NA,NA,#463412934,NA,NA,LS2,Integral,NA,NA,NA,NA,NA,NA
