search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada
1907, Mini Parlante Bluetooth 3w Fm Microsd Mp3 Audiolab Naranjo ,3.99,9.990,0,2,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOBEST+CHILE,https://articulo.mercadolibre.cl/MLC-490851520-mini-parlante-bluetooth-3w-fm-microsd-mp3-audiolab-naranjo-_JM,NA,NA,NA,NA,NA,#490851520,Audiolab,NA,NA,NA,NA,NA
1908," Altavoz De Ducha, Expower Ipx7 Altavoces Bluetooth Radio De ",39.897,NA,0,100,12,3.325,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-475004277-altavoz-de-ducha-expower-ipx7-altavoces-bluetooth-radio-de-_JM,NA,NA,NA,NA,NA,#475004277,NA,NA,NA,NA,NA,NA
1909, Parlante Bluetooth Portátil Linterna Led Radio Fm Micro Sd ,9.5,NA,0,NA,6,1.583,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ILPROYECTOS,https://articulo.mercadolibre.cl/MLC-448789124-parlante-bluetooth-portatil-linterna-led-radio-fm-micro-sd-_JM,NA,NA,NA,NA,NA,#448789124,NA,NA,NA,NA,NA,NA
1910, Parlante Hifi Bluetooth Recargable Larga Duración ,15.99,NA,0,NA,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/RUIT1103431,https://articulo.mercadolibre.cl/MLC-459831604-parlante-hifi-bluetooth-recargable-larga-duracion-_JM,NA,NA,NA,NA,NA,#459831604,NA,NA,NA,NA,NA,NA
1911, Parlante Bluetooth Karaoke Philco 757 Usb-fm-sd Recargable ,19.99,NA,0,10,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTR%C3%93NICANISHAONLINE,https://articulo.mercadolibre.cl/MLC-474130103-parlante-bluetooth-karaoke-philco-757-usb-fm-sd-recargable-_JM,NA,NA,NA,NA,NA,#474130103,Philco,NA,NA,NA,NA,USB
1912," Altavoz Bluetooth Multi-room Marshall Acton Inalámbrico, Neg ",63.801,NA,0,100,6,10.634,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-480527933-receptor-de-audio-bluetooth-para-sistema-de-sonido-homespot-_JM,NA,NA,NA,NA,NA,#480527933,NA,NA,NA,NA,NA,NA
1913, Jbl Go2 Altavoz Bluetooth Inalmbrico Ipx7 Altavoces ,15.493,NA,0,500,12,1.291,NA,NA,NA,NA,4.8,45,https://perfil.mercadolibre.cl/TOMTOPWHOLESALECL,https://articulo.mercadolibre.cl/MLC-491088109-jbl-go2-altavoz-bluetooth-inalmbrico-ipx7-altavoces-_JM,38,6,0,1,0,#491088109,JBL,GO 2,3 W,NA,Activo,NA
1914, Parlante Bluetooth Usb Led ,4.99,NA,0,100,6,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-475803480-parlante-bluetooth-usb-led-_JM,NA,NA,NA,NA,NA,#475803480,NA,NA,NA,NA,NA,NA
1915, Parlante Doble Microlab Bluetooth/ Fm/ Aux / Superstore ,9.99,NA,1,17,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUPERSTORECHILE,https://articulo.mercadolibre.cl/MLC-456098528-parlante-doble-microlab-bluetooth-fm-aux-superstore-_JM,NA,NA,NA,NA,NA,#456098528,Microlab,NA,NA,NA,NA,NA
1916, Parlante Recargable Bluetooth Charge Mod.g4 ,30.31,NA,0,300,12,2.526,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MULTISHOPPING.CL,https://articulo.mercadolibre.cl/MLC-490337287-parlante-recargable-bluetooth-charge-modg4-_JM,NA,NA,NA,NA,NA,#490337287,NA,NA,NA,NA,NA,NA
1917," Parlante Bluetooth Mini Portátil Master-g, Super Oferta!!!! ",7.99,NA,15,1,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ECOFFICE-LTDA.,https://articulo.mercadolibre.cl/MLC-435038513-parlante-bluetooth-mini-portatil-master-g-super-oferta-_JM,NA,NA,NA,NA,NA,#435038513,NA,NA,NA,NA,NA,NA
1918, Mochila Con Altavoz Bluetooth Con Altavoces De 15 Vatios & A ,408.202,NA,0,100,6,68.034,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-481837392-altavoz-bluetooth-multi-room-marshall-acton-inalambrico-neg-_JM,NA,NA,NA,NA,NA,#481837392,Marshall,NA,NA,NA,NA,NA
1919, Parlante Redmaine Ms - 220bt Portátil Con Bluetooth Radio Fm ,10.721,NA,0,999,12,893,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HUIYUCL,https://articulo.mercadolibre.cl/MLC-459069301-parlante-redmaine-ms-220bt-portatil-con-bluetooth-radio-fm-_JM,NA,NA,NA,NA,NA,#459069301,NA,MS - 220BT,NA,NA,NA,NA
1920, Estuche De Silicona Porttil Para Jbl Flip 4 Bt Altavoces ,2.761,NA,0,199,12,230,NA,NA,NA,NA,5,3,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-467022341-estuche-de-silicona-porttil-para-jbl-flip-4-bt-altavoces-_JM,3,0,0,0,0,#467022341,JBL,Flip 4,16 W,57 g,Activo,NA
1921, Foco Par Led 6 Rgb Luz Disco Fiesta Con Parlante Bluetooth ,9.89,NA,0,100,12,824,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-468586541-foco-par-led-6-rgb-luz-disco-fiesta-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#468586541,NA,NA,NA,NA,NA,NA
1922, Ampolleta Led Parlante Bluetooth Control Musica Fiesta / Hb ,5.99,11.990,93,3696,6,998,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/HBIMPORTACIONES+LTDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=jdTna9GaKPnnBt3KqitqG9MFOpNZ7Jiwty%2FgdE%2BRqOWBn%2FE2XqizRqymF702OUThcmXiCcSvH63qn9dXhofzbFeLDZwfgxBGkbkv%2FDGA1R7VJwfvOWfthOoMPBpIq2%2F5%2BOewa060fC%2BYIarKajw16eKKsu1n1RrEJfX1G2sdYwjVFUw2VlxVtgA5%2F6iDxhfuSqdwM229lyKk5M9P2CKgSyjiJTfHmAiVE%2BwEA%2FAC7iwksX%2FdvpHDAuYUJc5MczMPV22z6cC%2BbBJH0WP5ztjZ8qiZmrgp2rrAwDjqxGLXFCdPOslBsbctsqCEAmgvgWg6We1Eq%2Fl7UASPSSMYz9bFw%2F%2BCtxsk9RhX%2FMaHyhthg2jQD%2F9e9KOdOI6pGvivE7g9lUcTHkuZHVvn%2BV7AVWbqK2t0pNgdmpr71Uey6mVR7im6gq%2FETNoSjl3FUbP2HxcaCSEG%2Bd5cDKnSwuA14E5CGCbHpS7G1A%2B4BJx5BbvKDJOur5NvPSKOGBQQABpo80pwM7s50LDt8fatBw5jbb%2Bs6W3zf1KNoEmp%2FmQd0UtD9B%2BdI0F18h3m81YnBECWdiJomXCNN92mOsDRupu9mGAplXCf9YEXybyy1gz42uQ32s48hRa9AcM%2FjzXwRxO8w6kFImAaB3mawqVUh68wA29lnIz2p%2BeCZKod014QVRkhVdxIxeXyUL7GxdpitMGrxwif8TmM4dZQlqpIagRvdsKv6KwFMfomXXSIINndb2lMfymAnCEFrHAbIGqu5pphg478y72PYJ4RW94ktktKKGRn0bzOG%2FXjj98oVJd0xPKzkZxbMLsfgvgrN3VCs898x4oPWP57k4Jvm40QPzFBeTOA1Dz3pVcpkITFA4qpgDDx9DcXY5zEo1wAXqBBk1d5cEHksOkQAeTgf4DaUdZ6ugsPquqjIe81YfRW07WIQgqHI%2Bksm%2FN47Qc0NqPGXUZ2uENpmKOQChRbFi8kP3NckE%2FyZZM4kqCGfWlK7Hg3hm1jJ8VKlzVcNFeL905gveMfZ9HikPYWhUfUGF7g5xvuRoePw0ktsHxabyQyNv9KQq7yuFC%2FkRhz3ubGYi08fUIZC4zvYZDN%2FjN0nJU9Eia4TjYVGY3mdEIbm6d84zHC1yO1oq60GpqYsNqI6jogHiWdY%2B3zttMG2HhQZ%2FanIM9I3u%2Ff6T9UWu6e2CAfA%2FUZmju0enqFidHAlGkzNQI54oS%2BTqRrc9nh9muFq%2B1E0SvjQx33EsNbjZ8KvnUDVLWHCH9JebbUi08h2qYxy8BrRQmHk3Fh6DTjMs%2B82qolGesC78NswGvtO2D3AvVumrCjm87WqLHRRxgVpvGHHqt21zpOdCyZAWyF8j2ebHqB3nequ13lclxuOXwGWNwlMrI6GMIK56%2BClzW07r%2BUeHebe0VY9FzfzczoFRmhwJT9Wb1oagqvSAvKALAswJ%2B7VCkUlcz5R99Xvzzd0Yhijp%2FxEof367E97URxpTySCp8OjzOkDnAQyDTK%2FKnU7EasHmzcyGQ%2BjhoIFAs5a19QC1X%2FEd3fjqr8N27rBAykzQuRt1M6wpAVqkTUURmNdDPjfJ9iqvsVeFHsjBkLGApy2SZg6rk%2FY2Y22l6jw4uEeJGZ%2BAon3PpBjOQ%3D,3,0,0,0,0,#445285782,NA,NA,NA,NA,NA,NA
1923, Parlante Bluetooth Karaoke Philco 757bk ,19.99,NA,0,NA,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MENE8438213,https://articulo.mercadolibre.cl/MLC-478522018-parlante-bluetooth-karaoke-philco-757bk-_JM,NA,NA,NA,NA,NA,#478522018,NA,NA,NA,NA,NA,NA
1924, Parlante Bluetooth Portatil Recargable Prosound 15w Aux ,14.99,NA,0,5,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-437518149-parlante-bluetooth-portatil-recargable-prosound-15w-aux-_JM,NA,NA,NA,NA,NA,#437518149,NA,NA,NA,NA,NA,NA
1925, Parlante Portátil Recargable Novik Shock 6 + Micrófono ,54.99,NA,3,2,6,9.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VERONAMUSIC+SPA,https://articulo.mercadolibre.cl/MLC-439747587-parlante-portatil-recargable-novik-shock-6-microfono-_JM,NA,NA,NA,NA,NA,#439747587,NA,NA,NA,NA,NA,USB
1926, Huawei Am08 Parlantes Bluetooth Touch - Envio Gratis ,26.99,NA,1,5,6,4.498,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=2Q46PQQjDmTG2uv%2B%2FhUl%2FiEU%2B23wMIflBQhiJ%2FFGwFg0ornL%2F1LtzfDh%2BfepmdVJmAThDOMwZe2x%2B%2BDiQuP1xgWCCbFx1y0ZCQNd1L%2Boz5kJ0F5pRJKoyVN%2BFGQhUh5BeL7WYt6ULJb%2BWinREtqPmX1Pc67fo%2BrHMygnbQMrcKjGStqcKWJ17gLgtsEPRFmuo%2Fr1WO6IKhwzsU0CFUShwQfJ6V0WTuI81hhzF9hBRffXmMDmIS1L7SW6Ws41X%2FFaVIeayICXTJXsccigk8tXkwlMR6Y4TH7FMle4zo8dxfQ%2Ba8f1PHVakkdzElU%2FrYwz0niFwXsegRuhbNlPb0%2BPdgw6O5i8vnUbDYrsMuUTlg0VhQnJyCoPI9sGUnTX9hOxMh6mVQZPajoaFX96aGdODRwN5ASCTICQEBWJgSBmOt921ktoM2qsM6D6KAf%2Fd%2B301D1aQVlCgXWOvv7OmqcZpVJwjidSh2GUHb%2FJwdtUdnBw%2BmrmAap4gfrItfXaoYrd32gGJzPwYgI5v6AJEcSXCtdr6CGQ1G5isLDL1agUg%2F3HYYs81l%2FjS8GMmmqXDhUZsF26HieI6ouYecz%2FfEcj8lqaSISZwYvgcrRTfAWtzgVGvcz0NyuQPWs4KFoLYGRODa3FYLaUW43M9ghYYiUwRAmpJtZNZJYz5xAD67ROtsAInpl3Twhzbwbh3zlOSruxfI9dNH8R8DfDRCWGRGF06aKT56RXJHjf%2Bs5ahqbwAuWU3MWc%2FpL6UP9RMTbgDZ0%2BTLWqM4gzwym9brqyth%2Fr5CnMFwRt3D%2F5LI3pHHiFHpFo0hy9dZLQUZ30DJdItxYdDnuQ%2B2GEYNd6TNmL3We7Tge1kN%2FGFq8j6bNK5N0pOhA%2BkJiIgt09sPTK7Gq0LdW7GpUaQpIddeSy1E5P0toWM%2BSy6HGTShhckaFCUrU5b%2BNPUmn12F%2FJpcdIN6qmJ7s%2FGeRc5Z2%2BTCI9gOc81wymimobgzPBjbFWUC3sLKCbpjr11PTUbqT0RtVOj9kepSS0iWwD%2BVyyrQo2UQglzhJh%2FfdjWR1L5Uy9gjg6lDUqJOZ4FuydZqdrk8ugFqOOgqwfF2SVWEhcPZPA8NLM5JUOQ1A1ksvC0Cls5dVtrG4gj7MTVEgL5vHsr2A9Z1gAJxtyRIAfP1xXzazLvlzNwKQm5jVTCXkM6jsSOFoszPN9N7pBWwLuGH3GJfDNrMYQeX0VDMvt0E%2FzpJS8tuHTq6be58T6Mlr%2BI5ybk4oUlxtQ7PCQWAJBZWHd%2B%2FmvLkSFZuBa4zPmHSEqgUIeX5LDlzCLuFtJuuzkr734vLRvpkYGdIZgc9YdVfyFzO0SBXLUBUXc4dZ9NThMADDaDeSOGgVc7s2VM8qxudWexjwQdqv5OqOrIZxSZmNE60jRTnk4KF9JUtHAn9F6Z57hLdLugFg9OiWnQx2UJRIngPDjzQdnsHDx%2F0iQf%2B0LF8kV7uGM%2FxwyZJ%2FsRANOBPmEiy1ofh2blUqAdAT9ub9DIrTel%2BlotSCKjn2viwW%2BKlDxYvKwqHAD5J3gVJHHhU8OT%2FaYgZj9BKfdzjdSLqEhPyd5wi9rfq7vNr35L3fr%2FGp4TNqUnqEaGVDZyPY5e8GsRg%3D%3D,2,0,0,0,0,#446785218,Huawei,Swan,NA,NA,Activo,NA
1927, Jbl Flip 4 Altavoz Bluetooth Portátil A Prueba De Agua... ,117.301,NA,0,100,6,19.550,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-486988830-mochila-con-altavoz-bluetooth-con-altavoces-de-15-vatios-a-_JM,NA,NA,NA,NA,NA,#486988830,NA,NA,NA,NA,NA,NA
1928, Promoción Navidad Mini Parlante Bluetooth Dbs100 Usb Microsd ,6.99,NA,0,2,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-440172074-promocion-navidad-mini-parlante-bluetooth-dbs100-usb-microsd-_JM,NA,NA,NA,NA,NA,#440172074,NA,NA,NA,NA,NA,NA
1929," Cable De Cargador Compatible Jbl Flip 4 / Charge 3, Ue Boom ",32.466,NA,0,100,12,2.706,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-475150738-cable-de-cargador-compatible-jbl-flip-4-charge-3-ue-boom-_JM,70,11,2,1,1,#475150738,JBL,Flip 4,16 W,0.13 kg,Activo,NA
1930, Philips Altavoz Portátil Inalámbrico Bluetooth Flex... ,183.99,NA,0,9999,6,30.665,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463452775-jbl-flip-4-altavoz-bluetooth-portatil-a-prueba-de-agua-_JM,70,11,2,1,1,#463452775,JBL,Flip 4,NA,NA,NA,NA
1931, Parlante Bluetooth Portatil Omni Jacket Altec Proglobal ,120.99,NA,0,2,6,20.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-447124645-parlante-bluetooth-portatil-omni-jacket-altec-proglobal-_JM,NA,NA,NA,NA,NA,#447124645,Altec,NA,NA,NA,NA,NA
1932, Parlante Inalámbrico Bluetooth+pantalla B13w+cable+bateria ,15,NA,0,4,12,1.250,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-453953688-parlante-inalambrico-bluetoothpantalla-b13wcablebateria-_JM,NA,NA,NA,NA,NA,#453953688,NA,NA,NA,NA,NA,NA
1933," Pack 2 Ampolleta Led,parlante Bluetooth,luz Fiesta ",19.99,NA,16,7,6,3.332,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,https://perfil.mercadolibre.cl/VENTASMACUL2014,https://articulo.mercadolibre.cl/MLC-446900474-pack-2-ampolleta-ledparlante-bluetoothluz-fiesta-_JM,3,0,1,0,0,#446900474,NA,NA,NA,NA,NA,NA
1934, Ampolleta Led Parlante Bluetooth 16 Colores Puntostore D171 ,16.6,NA,0,100,6,2.767,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-459056139-ampolleta-led-parlante-bluetooth-16-colores-puntostore-d171-_JM,NA,NA,NA,NA,NA,#459056139,NA,NA,NA,NA,NA,NA
1935, Parlante Samsung Level Box Slim Rojo 8w 30horas Sumergible ,44.99,NA,0,2,6,7.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CLMC7026CL,https://articulo.mercadolibre.cl/MLC-459772917-parlante-samsung-level-box-slim-rojo-8w-30horas-sumergible-_JM,NA,NA,NA,NA,NA,#459772917,Samsung,NA,NA,NA,NA,NA
1936, Brilliant Soul Altavoz Inalámbrico Bluetooth Por Soultech... ,54.99,NA,0,9999,6,9.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463465690-philips-altavoz-portatil-inalambrico-bluetooth-flex-_JM,NA,NA,NA,NA,NA,#463465690,Philips,NA,NA,NA,NA,NA
1937, Jbl Flip 4 Waterproof Portable Wireless Bluetooth Speaker ,471.99,NA,0,NA,12,39.332,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/DUGU+STORE,https://articulo.mercadolibre.cl/MLC-475073840-jbl-flip-4-waterproof-portable-wireless-bluetooth-speaker-_JM,70,11,2,1,1,#475073840,JBL,Flip 4,16 W,3 lb,Activo,NA
1938, Parlante G13 Bluetooth Fm Micro Sd Usb Mp3 ,6.99,7.990,1,99,12,582,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-462857716-parlante-g13-bluetooth-fm-micro-sd-usb-mp3-_JM,NA,NA,NA,NA,NA,#462857716,NA,NA,NA,240 g,NA,NA
1939, Pack Oferta De Audífonos Y Parlante Bluetooth Master-g ,19.99,NA,0,NA,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GARCIASKARLETH,https://articulo.mercadolibre.cl/MLC-463067400-pack-oferta-de-audifonos-y-parlante-bluetooth-master-g-_JM,NA,NA,NA,NA,NA,#463067400,Master-G,NA,NA,NA,NA,Auxiliar
1940, Sin Hilos Bluetooth Barra De Sonido Canal 2.0 Tv Sonar Bar C ,287.99,NA,0,9999,6,47.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463473624-brilliant-soul-altavoz-inalambrico-bluetooth-por-soultech-_JM,NA,NA,NA,NA,NA,#463473624,Bose,NA,NA,NA,NA,NA
1941, Pack 5 Mini Parlante Bluetooth Usb Sd Con Luces Led ,14.99,19.490,1,99,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-465126132-pack-5-mini-parlante-bluetooth-usb-sd-con-luces-led-_JM,NA,NA,NA,NA,NA,#465126132,NA,NA,NA,NA,NA,NA
1942, Parlante Portatil Luces Locas Soundbar Water ,39.99,NA,0,NA,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CD+JUGUETES,https://articulo.mercadolibre.cl/MLC-465249286-parlante-portatil-luces-locas-soundbar-water-_JM,NA,NA,NA,NA,NA,#465249286,NA,NA,NA,NA,NA,NA
1943, Parlante Portatil Gbass Master-g Bluetooth Usb Envio Gratis ,15,NA,16,84,12,1.250,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TEKNOTIENDA.CL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=CmSsYuluq84aegKdh%2FrBk80K4bbeUa2XHFvlRs%2FRZt7ksE2iHbWx1d6AFKAdPGoO65wnP%2FSsXKEVDTCaGXpM3mhxVwa9PIo01x30kDNfvkmum6KeakCsePRwMjpjHlsMKkTrofxz5st8Fprjr7hTNIXhaPWnACwo7pEFh27EIh2SP%2B9co3e7e4xvf0RcnMA%2FCyCYFwcpk8%2F6YMdh3NdyrBUNdUADQNefSh2BEnuOcJq%2BdwE%2FK26JiStX3xeP2tQ8iL4cwHPTssap42mS7y2GQoVTawQ0fXUU%2BiGaXMRGsYs1ErpdlfDT3IoIC48zqSimNsqfco%2FUXMkvXxOaEp8kOKel16GIzJOAQmTyTDUIa%2FSMq4H5F7VuT%2BF6xg%2BheJn94RMENBv0RpqaFAvedroxKF5zD%2FY0clO%2BMl%2FBUUtd4UCK32xCOsVWSjr9LWgTxuos8ZQ2kjWJ0KRa5Lujovm5dh1ZDiald7FUR67yjp0mMOzqmUESz6v8hw3ycovBp5gPH0EzP%2FR05inJeZWVr5CoD8b%2BkeKGXrtpqvC4tbZU3VeRdGqftwReu6s%2BU%2BZqfBTPyyLtkVv7858c6EcAIKFqLBL8%2BS8HMznoHCKbL8KeFzum6sIJvCyZzntwsboGpFfgbO%2BD6dCmBRZnuZFh1S3Jo8%2FPCfuf33iNPhJ1Uiyl8FzXd8heco2EEhnzLpjHUD8Az7MeZh9EFDwSN5z8t6Kj5olY4JNiGDC%2Bd2oR6hQPecMiViGFxhaqKPjYhNnWRbrjoJ5OcoB8QWSUGFmpQ8teSS4lMAnjuwizJeiFWHgwMejQ2KekmHh%2BJzGHcTwLSZWXt9V0k70n%2BSYmIu3QqVNlUR%2FOu8I%2F75yNPhqr26x5N7FZ2VsffNn9K48r4%2Brsm6g0Gg4pnnQve88xxeNMeJIqjmSl0vuTOHFQwvDTE64cEEojk9nQYRicMI1lF6q4IDtyHezs%2FL6eGavFqk0MGXCdIDJgM0tC82CbH5BLzsuYJble9yajPTLUPM8gGqY3JPMaGkAgtKAISqaE%2FJAVxGXJSOHPe6JMqD07bOOuK8QabFt91ISOOjbxl87Im8W1t0JDkeFkX%2Ba2wFIYLK%2BYGYYn3iQs9ua7fn6HoEZ15B%2F%2F4Vr4TuvUXoQUdSUP5gqx1NiJa2cGTz6Blo6jZM5dMHPma2XjLOcEag3De5YnrDzgRCx75rH3SDtVgMbIPvWLSvqhiBlnaheuWMcn%2BHs3GZjsBQKKC2IiEvpHM2N2hmM3i8Sne%2BaRjBrQFISMq9TXLhDg6YzG5M1hGNalQDE0PffuPMDlhDMYeNJv%2FisLkB%2BsmnXYrAOcDRtK3I0VJaEFW4VUYmxQ2QSK4FQvuW6x3kgUXPXJKfydFZTh70NnMxF%2BwwUgE6nIrDi6AGtgyckXmGtsfI%2Fcl8PV%2BgqEb3TWdpMHhm5QoF0f1wBOmqOaLSE9LIvxDcuPYFLNt2JimN8lX6%2FwUQsBd5buij%2BEpgST9GDOg87aKORud%2BTh1RwlVxeO8H6%2Fqou55lsXTJTUwRV6aAUsrzPPpAE4y0e1uQDlUa4l4puMFn6THSEP7KJcLfyA32g7zDLuSoze5yrZ40e%2Fhf3Uwr%2F387zC8d5rku9yysskLdDFjw%3D%3D,NA,NA,NA,NA,NA,#455988411,NA,NA,NA,NA,NA,Auxiliar
1944, Estuche Para Jbl Flip 4 O Jbl Flip 3 Speaker Almacenamiento ,33.289,NA,0,100,12,2.774,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-475162860-estuche-para-jbl-flip-4-o-jbl-flip-3-speaker-almacenamiento-_JM,70,11,2,1,1,#475162860,JBL,Flip 4,16 W,0.18 kg,Activo,NA
1945, Maceta De Música Bluetooth // Feiyi ,24.358,NA,0,47,12,2.030,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AGENTWALKERSCL,https://articulo.mercadolibre.cl/MLC-481125716-sin-hilos-bluetooth-barra-de-sonido-canal-20-tv-sonar-bar-c-_JM,NA,NA,NA,NA,NA,#481125716,AGENTW,AGENTW,NA,NA,NA,NA
1946, Parlante Bluetooth Tdk Life On Record A26 Trek Wireless And ,54.233,NA,0,99,6,9.039,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469260138-parlante-bluetooth-tdk-life-on-record-a26-trek-wireless-and-_JM,NA,NA,NA,NA,NA,#469260138,NA,NA,NA,NA,NA,NA
1947," Pack 3 Ampolleta Led,parlante Bluetooth,luz Fiesta ",18.99,NA,2,49,12,1.582,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-459214706-pack-3-ampolleta-ledparlante-bluetoothluz-fiesta-_JM,NA,NA,NA,NA,NA,#459214706,NA,NA,NA,NA,NA,NA
1948, Parlante Bluetooth Rojo X300 Logitech ,46,NA,0,50,6,7.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-472299088-parlante-bluetooth-rojo-x300-logitech-_JM,NA,NA,NA,NA,NA,#472299088,Logitech,NA,NA,NA,NA,NA
1949, Klix Parlante Bluetooth 2.1 1600 Watts Luces Led C/remoto ,73.533,NA,0,NA,6,12.256,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/STANDOFFICE+SPA,https://articulo.mercadolibre.cl/MLC-474169279-klix-parlante-bluetooth-21-1600-watts-luces-led-cremoto-_JM,NA,NA,NA,NA,NA,#474169279,Klip Xtreme,NA,NA,6 kg,NA,NA
1950, M9 Altavoz Mifa M9 Sin Hilos Bluetooth Blanco ,5.5,NA,0,20,12,458,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FEIYICL,https://articulo.mercadolibre.cl/MLC-494452803-maceta-de-musica-bluetooth-feiyi-_JM,NA,NA,NA,NA,NA,#494452803,Genérico,para agua,NA,NA,NA,NA
