search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada
280, Parlante Flip 4 Bluetooth Jbl Prueba Agua ,107,NA,0,40,6,17.833,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/CLICKBOX_OFERTAS,https://articulo.mercadolibre.cl/MLC-458378700-parlante-flip-4-bluetooth-jbl-prueba-agua-_JM,70,11,2,1,1,#458378700,JBL,Flip 4,NA,NA,NA,NA
281, Tronsmart Element Mega Parlantes Bluetooth 40w ,55.99,NA,27,99,6,9.332,NA,Envío gratis a todo el país,NA,NA,4.5,6,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://articulo.mercadolibre.cl/MLC-454538143-tronsmart-element-mega-parlantes-bluetooth-40w-_JM,4,1,1,0,0,#454538143,Tronsmart,NA,NA,662.3 g,NA,NA
282, Marshall Parlante Kilburn Bluetooth Portátil Color Negro ,244.99,359.990,3,897,6,40.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-449030458-marshall-parlante-kilburn-bluetooth-portatil-color-negro-_JM,NA,NA,NA,NA,NA,#449030458,Marshall,Kilburn,NA,3.4 kg,Activo,NA
283, Micrófono Karaoke Bluetooth Con Parlantes Inalámbrico Usb ,5.99,6.990,132,168,12,499,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/HDFACTORY,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=dPm9RBOKDh7pI3W30Ub7zlne9cQawfzPnAJYe9FhQhUq%2FesRvjP3Nw6uTLxSTlFcaBtqYNBQJBy30ZAystrMzTYMwIOQ3MXQzgDErls60fcbg1I6LQeAG%2FDCtDDTljC2TqZ1NWDJ4IWbK%2FbyTJVpz9nL4Sqg0hM1rprlG%2BbedcKi4UX%2BGuePcl5WyBduUoQKn9qlqPZg337%2BZOQwR74fWjRWTvySRYRnSlVF25M6IOaOgsQqotdxExVkwNSndwZavv5m9KcK4GD07j5KhNx%2F07CdCTVB0Z1miQAZhiGtSDUF47Hy3%2FxLapT73zDrmQ0ga2%2BU1vIE0i4H%2FxpU9c0Ey1skNO%2BiBBP2ijuuLKtVJoKnKYVHInEJy2VhSAioTJf2awmjcjXBT7%2BNu8a917GDdP2dKkH0D%2BPqvhSwej%2FPOs37d%2BbwZR%2BMCHK4lklBIw37miSLl1koEnHX9qDPHiohPZDzzOtOFs8z8utx2w4st6LwbRpYhJyYYqaguEh8Qh3rPoNIxUbQDTlR%2FbZw1LGZKRr1rPnreCJCcBWqdCtjawzqthuWaliaiyWG1j0M2BhAB7JrhDVqTcrpUWqPo6N8c6xjTGreTW5wYpbMFzLknpPFA7tKzRUZvnkx1O6hnlLli%2F2LIXf6tl0JHVz2hLrK5khlY2S8j%2FUPYgMYM1lDJ20LQGWQyuSdg%2BtLwD9Zfej3Vt4rGSiPBKpWE6m18uPKIEQxcylD%2BqhB0btYQw%2BSfFzUB8zlKa7RKNkYZOmSG0z7m%2BedeBVGlnamHmNOq14Bg4QNbMHUQSuusxhoOo7dCx%2BpwHsn7WswkTfZMgUUkyNb%2FYKgYL4zFVrCJPN%2FVRYRwsACdG45F4eeQPPOvab0oBiAb6CiN0XbI9zqYiwn5n9KTRb7MdEH5eVHHhm2nOFTk7DuzABdAGGqAeq8NNLTS%2BorydAlElnNGaXXxZYZKv5GqEvV49RvEIomoIfRPwdz%2FDn2gnxaEV%2BtNn48cbl1zsVBEBPiDe0UnCPHrWmiafQxSOiaToq%2F2lHxHYRCcmcWaloPkAYnl1b2TPni9F3%2F6oylEytQf%2F%2F0irU%2BQ3cWYfd%2Ben9gPR2%2BGcASIWlhhtQo4g5VxMnyerDX8kpD7yMknr%2BB8HCVOStvI1AZv5%2B6LOhk%2BPbClZ6y5WIr8%2BGR03Oer%2BrFXCXB1cFOfUOmnhEfWMhZyY7DbuwzIUCsywwbk12ENZCAJ4gdMuO4mzb1hRhLCKcQImSd6XleqchzEhpEkdMnxdGkXxbwwmNYT2l8u4pSrDsPOzjshTmFIy3AtJlyrB86U2dC4nMFXdQffVU1XczhPjVAzOGsdpTvzsQONVKqtx%2B8z3e6ghICQvXfZ02jC1SxvSqI7hTUOo%2FZJYZxpPmcC2UVdbtM7%2FDYd4MG7zlHcM5YLrVeX5aTQyF7uW91eNTE7pJ7uUPSUP%2FX5eeTfiUdFB4o%2F46hQjV1HtEHVl%2BUtKMnKz1U0rgBMaJCzOLitPDch7lDX17WKEmTgzrSrPSPMZwmO88b0XsNZfeqva1yJfPD%2B%2Fv819owdLOgvB72geEvWjD6LC1WD6GaKSvH%2BR1Tr7Y97SvCjSjr2iDTuFMcMEoOZfePhNmZQG4xjg%3D%3D,1,0,0,0,0,#457050245,NA,NA,NA,NA,NA,NA
284, Radio Philco Retro Vintage Bluetooth Usb Led Clickbox ,23.99,NA,4,6,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CLICKBOX_OFERTAS,https://articulo.mercadolibre.cl/MLC-490336079-radio-philco-retro-vintage-bluetooth-usb-led-clickbox-_JM,NA,NA,NA,NA,NA,#490336079,Philco,NA,NA,NA,NA,NA
285, Parlante Bluetooth Portátil - Rolling Sound 15bt- 101db ,149.99,167.990,5,8,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-445066618-parlante-bluetooth-portatil-rolling-sound-15bt-101db-_JM,NA,NA,NA,NA,NA,#445066618,NA,NA,NA,NA,NA,NA
286, Parlante Jbl Xtreme 100% Original Sellado Oferta Precio ,175,NA,2,2,12,14.583,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/WAHL+CHILE,https://articulo.mercadolibre.cl/MLC-484351947-parlante-jbl-xtreme-100-original-sellado-oferta-precio-_JM,4,0,0,0,0,#484351947,JBL,Xtreme,40 W,2112 g,Pasivo,NA
287, Promo Navidad Parlante Bluetooth + Cargador Portatil 5200mah ,14.99,NA,9,5,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-452472108-promo-navidad-parlante-bluetooth-cargador-portatil-5200mah-_JM,NA,NA,NA,NA,NA,#452472108,NA,NA,NA,NA,NA,Auxiliar
288, Logitech Subwoofer 2.1 Multimedia Conexión Bluetooth Z337 ,64.99,79.990,8,3,6,10.832,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=85,https://articulo.mercadolibre.cl/MLC-478203535-logitech-subwoofer-21-multimedia-conexion-bluetooth-z337-_JM,1,0,0,0,0,#478203535,Logitech,Z337,40 W,NA,No aplica,RCA
289, Parlante Perro Bailarin ,15.99,NA,3,47,12,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-486737579-parlante-perro-bailarin-_JM,NA,NA,NA,NA,NA,#486737579,NA,NA,NA,NA,NA,NA
290, Parlante Jbl Xtreme 100% Original Enviógratis 12cuotas Ofert ,179.9,NA,1,13,12,14.992,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/COMPRASMART.CL,https://articulo.mercadolibre.cl/MLC-489283448-parlante-jbl-xtreme-100-original-enviogratis-12cuotas-ofert-_JM,4,0,0,0,0,#489283448,JBL,XTREME 1,40 W,2112 g,NA,NA
291, Parlante Portátil Jbl Pulse 3 Bluetooth - Electroplay ,187.99,NA,7,10,6,31.332,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/ELECTROPLAY+OFICIAL,https://articulo.mercadolibre.cl/MLC-460723606-parlante-portatil-jbl-pulse-3-bluetooth-electroplay-_JM,3,0,0,0,0,#460723606,JBL,Pulse 3,NA,NA,NA,NA
292, Marshall Parlante Acton Ii Bluetooth Color Negro ,219.99,NA,0,900,6,36.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-478447245-marshall-parlante-acton-ii-bluetooth-color-negro-_JM,NA,NA,NA,NA,NA,#478447245,Marshall,NA,NA,NA,NA,NA
293, Parlante Bluetooth Soundcore 12w Motion B + Envío Gratis ,39.99,NA,11,6,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHARLYS_SHOP,https://articulo.mercadolibre.cl/MLC-456903273-parlante-bluetooth-soundcore-12w-motion-b-envio-gratis-_JM,NA,NA,NA,NA,NA,#456903273,Soundcore,Motion B,12 W,NA,NA,NA
294, Mini Parlante Bluetooth Inalámbrico Gatito ,6.99,NA,4,96,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-449672082-mini-parlante-bluetooth-inalambrico-gatito-_JM,NA,NA,NA,NA,NA,#449672082,Wireless speaker,Gatito,NA,NA,NA,NA
295, Parlante 2.0 Edifier 1280 Db Con Bluetooth / Abregoaudio ,119.9,NA,0,4,6,19.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ABREGOAUDIOSPA,https://articulo.mercadolibre.cl/MLC-498825438-parlante-20-edifier-1280-db-con-bluetooth-abregoaudio-_JM,NA,NA,NA,NA,NA,#498825438,NA,NA,NA,NA,NA,NA
296, Parlante Harman Onyx 5 ,149.88,249.960,2,2,6,24.980,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ENTELPCSTELECOMUNICACIONESS?brandId=308,https://articulo.mercadolibre.cl/MLC-474640721-parlante-harman-onyx-5-_JM,NA,NA,NA,NA,NA,#474640721,Harman Kardon,Onyx Studio,38 W,3 kg,NA,USB
297, Parlante Karaoke Bluetooth 12'' Fiddler Fd-pklg12 ,39.99,49.990,11,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-467394862-parlante-karaoke-bluetooth-12-fiddler-fd-pklg12-_JM,1,0,0,0,0,#467394862,Fiddler,FD-PKLG12,NA,NA,NA,NA
298, Micrófono Con Parlante Karaoke Bluetooth Inalámbrico ,5.98,6.890,33,985,6,997,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-471497971-microfono-con-parlante-karaoke-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#471497971,NA,NA,NA,NA,NA,NA
299, Parlante Bluetooth Philips Sb500 30w Luces + Envío Gratis ,79.99,NA,6,2,6,13.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/CHARLYS_SHOP,https://articulo.mercadolibre.cl/MLC-484823076-parlante-bluetooth-philips-sb500-30w-luces-envio-gratis-_JM,1,0,0,0,0,#484823076,Philips,SB500N,30 W,1.01 kg,NA,NA
300, Tocadiscos Maleta Parlante Bluetooth Altavoz 33 45 Y 78 Rpm ,44.99,50.000,1,49,12,3.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=GTIrdPKj3MPDW44mqSY0NPLv0fuWOPALAN%2Fh1JmHrSryxgczHtqehneYxYR1omq%2BPLZT%2BPWYJAHQkjwDp2AEY5TqJKK36Kc7F0X5cbsRypgBYuABqyAJDv4n6YTl%2FHDdyfqMlgy8Iqtzbc12BZQ56Qxvm2VlXxm2ys1djo8rTFJ1pdGNIjovlVVStMEXaJSnwiBmQjGikVAMQJggm5mnJndlTrjzU%2FiP8AvDbv1fZyEYjfw1L2qrhO6QyPrqJvZSipbYMXHPA18vAlBvFxxeixC9WA%2B%2BKJ%2BGcaIlBEtbF%2Ft2RyVG%2BzoM1ZPNSudQbxTXN5XHcZB%2FEG8fhSw6v648vy7RFnwty9khv8Wt2vFUL4m0s3MErAjeV4jPBzB%2FUwwIMKZlf5VTf%2FgvhYcHPs3I2f4sdfcx7t%2B4KiyH2IutfavWiHtEXlSVhwhh9BGBFH0CvlgKc6kG0TA1CMVDE1yQUMnoUS9IVBZhIYYpjvuYUZYCdXbl36mhjKJDajTGn9bbvTefEIDX02HB8c3bC5p0Q5CsJV4aVas2a0CSQS7%2Bai5pEXenEzD04GJyRGqgA%2Bc%2FFZ%2BHOUBGiwxgsSuSnG45XGWwycVQjgj486k6NdQ%2F1PgDim5Whi%2BllY6IhZoiXWhbPu15HsdYiZ8zKlTuf4YHpT5gGbd5pi2%2Bgntgq4hZrOD%2BoVvrwfKUEDiCAGRrbPhbZO8nkj0w7ijbZJqTx6sYEZEuEG9EL2RrNHXqOsxjmuwbc96YjqPcH2PsXL5lG%2BFpJXE7N%2B4oFzyApNZLF4i60o85oTIyXBniyw6GqQgmRN3yGhax5CoL751jXiYtRWs5mKc5MZlv5yCjt9i2RYvpNkLRUUI8v6j0IK%2BkCPuE8YQFVOdgYxMNSHPu%2FCAMmpLBtBahOSBQdd57Zgu0rZd9AwCowIApeUg1Lz7%2FaVa3rEg2sw7M7B9PD4ztcVhZsv4m1YK945owZCna8pFS2nS8dlHnVeY2eiQxcViPIl4wvHZUwyE%2B2YDN3rsVJo5pAR%2F1WDDaqNcl5nuuMXWEEJvnA%2B%2BGpHESX3mnxXDM0hqKz%2F1z2lYJErjh1is%2F8xXQGAFF2heC%2FS%2FKQ%2FNYl1FwhuqvimWfnGJ7sQDeGTo8vBcAytfGKseXzotQPUUg%2BrJ3hV%2FCHrUMA5bY9NxcmrceUiL%2BcnzCAdW7RzS1KJn15NwUjXWyctgRtx80OXb0%2FAGASEgEI%2F%2BH5uq6qmRPA4n9RlemtGhBnU7Ju8z6G5CiqKSCJld%2FhoCc8yhVtWiSX8a%2BSUvkoF9ehfvy%2F0RXuG85PKMaCtjXdDTdLv6GbbXaEi1pkE%2F4UwJDZyCnS5ck4V5bYfHI3Ur2j0TJeFeF4HDW4hiX7VfxMdDiLXHg87JXJtD0otfRsq1CDiRxBBds9u2z1rks4ofb3uEX8RVZRw4jwDhkLt6huUjNbKn2NFxDrgpxkvBfjgerFcJC47tz6L4c5kOv%2F33%2BrERh%2B5uVtcTYXAAhRFNYsgsYk30pnYGljecwtxw1Y4CA%2B2ICC6ta4C7duWDiR3r8oQ3cXHlsSH3bfsgZsmn6ksxGy2nya3S37HjORjjcG%2FOTU8h66KxMRWkAqLD3N2Kg7qz%2BUXg966FFCp1L,NA,NA,NA,NA,NA,#496760950,NA,NA,NA,NA,NA,NA
301, Parlante Audiolab Bluetooth 113 Azul Fm/aux/microsd ,11.99,NA,2,NA,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-484795207-parlante-audiolab-bluetooth-113-azul-fmauxmicrosd-_JM,NA,NA,NA,NA,NA,#484795207,Audiolab,NA,NA,512 g,NA,NA
302, Parlante Portatil Flama Led 3d Bluetooth Subwoof Fuego ,12.99,17.990,2,98,12,1.082,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-462277926-parlante-portatil-flama-led-3d-bluetooth-subwoof-fuego-_JM,NA,NA,NA,NA,NA,#462277926,NA,NA,NA,NA,NA,NA
303, Parlante Bluetooth Zukabass Skin Microlab / Mundo Electro ,11.99,17.990,5,19,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461865838-parlante-bluetooth-zukabass-skin-microlab-mundo-electro-_JM,NA,NA,NA,NA,NA,#461865838,Microlab,Skin Series,20 W,NA,NA,NA
304, Parlante Bluetooth Zukabass4 Mlab Paisley / Mundo Electro ,11.99,17.990,4,6,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-482475529-parlante-bluetooth-zukabass4-mlab-paisley-mundo-electro-_JM,NA,NA,NA,NA,NA,#482475529,Microlab,Zukabass 4 Paisly,20 W,NA,NA,Auxiliar
305, Sistema De Audio Hom Theater Aiwa Envios Gratis Awa-399bt Vc ,49.99,NA,3,17,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-480626545-sistema-de-audio-hom-theater-aiwa-envios-gratis-awa-399bt-vc-_JM,NA,NA,NA,NA,NA,#480626545,Aiwa,NA,NA,NA,NA,NA
306, Barra Parlante Bluetooth Master- G ,18,NA,1,2,12,1.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GOME2399470,https://articulo.mercadolibre.cl/MLC-453245660-barra-parlante-bluetooth-master-g-_JM,NA,NA,NA,NA,NA,#453245660,NA,NA,NA,NA,NA,NA
307, Jbl Parlante Portatil Go 2 Bluetooth Color Cyan ,27.99,34.990,4,5,6,4.665,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL,https://articulo.mercadolibre.cl/MLC-475214935-jbl-parlante-portatil-go-2-bluetooth-color-cyan-_JM,38,6,0,1,0,#475214935,JBL,GO 2,3 W,NA,Activo,NA
308, Parlante Bluetooth Charge Mini Excelente Sonido Luces Colore ,13.99,NA,6,4,12,1.166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/KIOSKOFAST.COM,https://articulo.mercadolibre.cl/MLC-473441282-parlante-bluetooth-charge-mini-excelente-sonido-luces-colore-_JM,NA,NA,NA,NA,NA,#473441282,JBL,III,25 W,560 g,NA,NA
309, Microfono Parlante Karaoke Inalambrico Bluetooth Recargable ,5.99,9.990,41,89,12,499,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-461979703-microfono-parlante-karaoke-inalambrico-bluetooth-recargable-_JM,2,0,0,0,0,#461979703,NA,NA,NA,NA,NA,NA
310, Reflexion Klip | Parlante Metálico Portátil Bluetooth ,8.99,14.990,3,7,6,1.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SMARTMARKET+CHILE,https://articulo.mercadolibre.cl/MLC-461210600-reflexion-klip-parlante-metalico-portatil-bluetooth-_JM,NA,NA,NA,NA,NA,#461210600,NA,NA,NA,NA,NA,NA
311, Xiaomi Mi Square Box 2 Parlante Bluetooth + Cable Aux +envío ,26.99,NA,16,2,6,4.498,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/DOLC32,https://articulo.mercadolibre.cl/MLC-455845024-xiaomi-mi-square-box-2-parlante-bluetooth-cable-aux-envio-_JM,1,0,0,0,0,#455845024,Xiaomi,NA,NA,237 g,NA,Auxiliar
312, Parlante Portátil Inalámbrico Y Waterproof Con Bluetooth ,2.883,NA,0,8,12,240,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-466871773-parlante-portatil-inalambrico-y-waterproof-con-bluetooth-_JM,NA,NA,NA,NA,NA,#466871773,NA,NA,NA,NA,NA,NA
313, Parlante Recargable Bluetooth Fujitel Sd Fm 3.5mm Portatil ,7.99,NA,17,83,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-450529330-parlante-recargable-bluetooth-fujitel-sd-fm-35mm-portatil-_JM,NA,NA,NA,NA,NA,#450529330,Fujitel,NA,NA,NA,NA,NA
314, Parlante Recargable Bluetooth Audiolab Mini Portatil ,6.5,NA,3,80,6,1.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-485463810-parlante-recargable-bluetooth-audiolab-mini-portatil-_JM,NA,NA,NA,NA,NA,#485463810,Fujitel,NA,NA,NA,NA,NA
315, Oferta Parlante Activo Elevate 115 Con Bt. Abregoaudio ,79.9,NA,22,6,6,13.317,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/ABREGOAUDIOSPA,https://articulo.mercadolibre.cl/MLC-445678439-oferta-parlante-activo-elevate-115-con-bt-abregoaudio-_JM,0,0,1,0,0,#445678439,NA,NA,NA,NA,NA,NA
316, Parlante Portatil Bluetooth Vivitar Color Negro Oferta Navid ,5.99,NA,6,NA,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-451574112-parlante-portatil-bluetooth-vivitar-color-negro-oferta-navid-_JM,NA,NA,NA,NA,NA,#451574112,NA,NA,NA,200 g,NA,NA
317, Logitech Ue Boom2 Parlante Bluetooth Black/grey ,71.99,154.990,15,20,6,11.998,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-447406308-logitech-ue-boom2-parlante-bluetooth-blackgrey-_JM,3,0,0,0,0,#447406308,NA,NA,NA,NA,NA,NA
318, Mini Parlante Bluetooth Aiwa Diseño Flag 21322 / Fernapet ,8.99,NA,30,100,6,1.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-443170495-mini-parlante-bluetooth-aiwa-diseno-flag-21322-fernapet-_JM,NA,NA,NA,NA,NA,#443170495,Aiwa,NA,NA,NA,NA,NA
319, Parlante Alternativo Jbl Con Bluetooth ,14.99,NA,4,96,12,1.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPERIOGAMERS+PE%C3%91AFLOR,https://articulo.mercadolibre.cl/MLC-475646758-parlante-alternativo-jbl-con-bluetooth-_JM,NA,NA,NA,NA,NA,#475646758,JBL,NA,NA,NA,NA,NA
320, Pack Oferta De Audífonos Y Parlante Bluetooth Master-g ,19.99,NA,8,2,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3GMARKET,https://articulo.mercadolibre.cl/MLC-463051014-pack-oferta-de-audifonos-y-parlante-bluetooth-master-g-_JM,NA,NA,NA,NA,NA,#463051014,Master-G,NA,NA,NA,NA,Auxiliar
321, Parlante Kolke Urban Bluetooth Karaoke Con Micrófono Luz Usb ,17.99,25.990,280,2,6,2.998,NA,Envío a todo el país,NA,NA,4.6,28,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-435726618-parlante-kolke-urban-bluetooth-karaoke-con-microfono-luz-usb-_JM,22,4,1,0,1,#435726618,Kolke,Parlante Kolke Urban Bluetooth Karaoke Con Micrófono Luz Usb/Sd #43,NA,NA,NA,NA
322, Parlante Portatil Llama Led 3d Bluetooth Subwoof Fuego ,9.99,14.990,1,99,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-462278356-parlante-portatil-llama-led-3d-bluetooth-subwoof-fuego-_JM,NA,NA,NA,NA,NA,#462278356,NA,NA,NA,NA,NA,NA
323, Aiwa Parlante Portátil Bluetooth Wireless Hifi Color Rojo ,15.99,29.990,8,892,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-456306505-aiwa-parlante-portatil-bluetooth-wireless-hifi-color-rojo-_JM,NA,NA,NA,NA,NA,#456306505,Aiwa,NA,NA,NA,NA,NA
324, Tornamesa Portátil Bluetooth Victrola ,49.99,69.990,5,2,6,8.332,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-474500089-tornamesa-portatil-bluetooth-victrola-_JM,0,0,1,0,0,#474500089,Victrola,VSC-550BT,NA,2.69 kg,Activo,"RCA, Auxiliar"
325, 2 Microfono Karaoke Inalambrico Bluetooth Parlante Ml3143 ,13.99,NA,31,19,6,2.332,NA,Envío a todo el país,NA,NA,3.5,2,https://perfil.mercadolibre.cl/IMPORTADORATECNOPRO,https://articulo.mercadolibre.cl/MLC-451080526-2-microfono-karaoke-inalambrico-bluetooth-parlante-ml3143-_JM,0,1,1,0,0,#451080526,NA,NA,NA,NA,NA,NA
326, Parlante Aiwa Usb Aux Bluetooth Party Over Envío Gratis Vc ,49.98,NA,2,4,6,8.330,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-463476826-parlante-aiwa-usb-aux-bluetooth-party-over-envio-gratis-vc-_JM,NA,NA,NA,NA,NA,#463476826,Aiwa,NA,NA,NA,NA,Auxiliar
327, Amazon Echo Dot 3ra Gen Con Alexa Nuevos Blancos Negros Gris ,36.99,NA,20,2,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOKKSTAR,https://articulo.mercadolibre.cl/MLC-471890271-amazon-echo-dot-3ra-gen-con-alexa-nuevos-blancos-negros-gris-_JM,NA,NA,NA,NA,NA,#471890271,Amazon,NA,NA,NA,NA,NA
328, Parlante Bluetooth Fiddler The Nano Fd-10u-g ,6,NA,34,10,12,500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOLOGIAJYJ,https://articulo.mercadolibre.cl/MLC-460141884-parlante-bluetooth-fiddler-the-nano-fd-10u-g-_JM,NA,NA,NA,NA,NA,#460141884,NA,NA,NA,NA,NA,NA
329, Parlante Portátil Bluetooth Philips Bt7900a 14w ,74.99,NA,3,69,6,12.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROVIDENCIA+HOGAR,https://articulo.mercadolibre.cl/MLC-467348591-parlante-portatil-bluetooth-philips-bt7900a-14w-_JM,NA,NA,NA,NA,NA,#467348591,Philips,NA,NA,NA,NA,NA
330, Bang & Olufsen Parlante Portatil P2 Azul - Mobilehut ,131.99,NA,1,15,6,21.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-475842919-bang-olufsen-parlante-portatil-p2-azul-mobilehut-_JM,NA,NA,NA,NA,NA,#475842919,mobileHUT,Parlante portatil P2 Azul,50 W,NA,No aplica,NA
331, Kit 2 Cajas Parlante Profesional 15 Activas Mp3 Vmr Usb Amp ,229,NA,2,10,12,19.083,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XPRO.STORE,https://articulo.mercadolibre.cl/MLC-435771119-kit-2-cajas-parlante-profesional-15-activas-mp3-vmr-usb-amp-_JM,NA,NA,NA,NA,NA,#435771119,NA,NA,NA,NA,NA,NA
