search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Formato,Marca,Modelo
1100, Drunkqueen - Auriculares Bluetooth V4.1 + Edr Con Cancela ,82,NA,0,NA,18 cuotas,165.37,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464977436-drunkqueen-auriculares-bluetooth-v41-edr-con-cancela-_JM,NA,NA,NA,NA,NA,#464977436,NA,NA,NA
1101," Mpow Auriculares Bluetooth, Auriculares Inalámbricos Over ",90,NA,0,NA,18 cuotas,181.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464977750-mpow-auriculares-bluetooth-auriculares-inalambricos-over-_JM,NA,NA,NA,NA,NA,#464977750,NA,Mpow,NA
1102, Auricular Inalambricos Aiwa Aw2 Pro Bluetooth ,1481,NA,0,99,18 cuotas,82.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-461774420-auricular-inalambricos-aiwa-aw2-pro-bluetooth-_JM,NA,NA,NA,NA,NA,#461774420,Con Vincha,NA,NA
1103, Jlab Audio Jbuddies Studio - Auriculares Inalámbricos Ple ,75,NA,0,NA,18 cuotas,151.25,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464995973-jlab-audio-jbuddies-studio-auriculares-inalambricos-ple-_JM,NA,NA,NA,NA,NA,#464995973,NA,NA,NA
1104, Imán Metal Blurtooth Inalámbrico Deporte Auricular Manos Lib ,1839,NA,NA,100,18 cuotas,102.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-451775581-iman-metal-blurtooth-inalambrico-deporte-auricular-manos-lib-_JM,NA,NA,NA,NA,NA,#451775581,Sin Vincha,NA,NA
1105, Plantronics Voyager 5200 - Auriculares Bluetooth ,168,NA,0,NA,18 cuotas,338.80,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-465024026-plantronics-voyager-5200-auriculares-bluetooth-_JM,NA,NA,NA,NA,NA,#465024026,Headset,Plantronics,5200
1106, Auriculares Jbl Bluetooth Modelo Free ,235,NA,3,996,18 cuotas,473.92,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-453743630-auriculares-jbl-bluetooth-modelo-free-_JM,NA,NA,NA,NA,NA,#453743630,NA,NA,NA
1107, Unisar Tv Oyente J3 headset Auriculares Inalámbricos Extr ,69,NA,0,NA,18 cuotas,139.15,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-465079951-unisar-tv-oyente-j3headset-auriculares-inalambricos-extr-_JM,NA,NA,NA,NA,NA,#465079951,NA,NA,NA
1108, Auricular Con Bluetooth Para Celular ,600,NA,0,NA,18 cuotas,33.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PERERAMAR2010,https://articulo.mercadolibre.com.uy/MLU-452208477-auricular-con-bluetooth-para-celular-_JM,NA,NA,NA,NA,NA,#452208477,NA,NA,NA
1109, Auriculares Inalámbricos Bluetooth Manos Libres Crown ,1850,NA,0,20,18 cuotas,102.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TIENDAVIRTUAL+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-452466512-auriculares-inalambricos-bluetooth-manos-libres-crown-_JM,NA,NA,NA,NA,NA,#452466512,Con Vincha,NA,NA
1110, Auriculares De Centro De Llamadas De Oficina De Doble Ore ,177,NA,0,NA,18 cuotas,356.95,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-456143606-auriculares-de-centro-de-llamadas-de-oficina-de-doble-ore-_JM,NA,NA,NA,NA,NA,#456143606,NA,Headsets.com,NA
1111, Auricular Inalambrico Bluetooth Stereo Varios Colores ,990,NA,0,500,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ACCESOPC3000,https://articulo.mercadolibre.com.uy/MLU-455531027-auricular-inalambrico-bluetooth-stereo-varios-colores-_JM,NA,NA,NA,NA,NA,#455531027,Sin Vincha,NA,NA
1112," Motorola Hk115 Auriculares Bluetooth True Comfort, Ligero ",64,NA,0,NA,18 cuotas,129.07,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-458571900-motorola-hk115-auriculares-bluetooth-true-comfort-ligero-_JM,NA,NA,NA,NA,NA,#458571900,Clip-ear,Motorola,HK115
1113, Auricular Altec Evolution 2 Bluetooth C/micrófono Blanco ,69,NA,0,8,18 cuotas,139.15,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LACOMPRAPERFECTA_UY,https://articulo.mercadolibre.com.uy/MLU-453041566-auricular-altec-evolution-2-bluetooth-cmicrofono-blanco-_JM,NA,NA,NA,NA,NA,#453041566,Con Vincha,Altec Lansing,Generico
1114, Hkln4604 Hkln4604a Auricular Giratorio Original Motorola ,63,NA,0,NA,18 cuotas,127.05,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-459026957-hkln4604-hkln4604a-auricular-giratorio-original-motorola-_JM,NA,NA,NA,NA,NA,#459026957,NA,Motorola,NA
1115, Auricular Vincha Bluetooth Y Tarjeta Memoria 6 Colores ,771,NA,1,66,18 cuotas,42.84,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/EL+MEJOR_PRECIO_URUGUAY,https://articulo.mercadolibre.com.uy/MLU-459090350-auricular-vincha-bluetooth-y-tarjeta-memoria-6-colores-_JM,NA,NA,NA,NA,NA,#459090350,Con Vincha,NA,NA
1116, Auriculares Ayl Bluetooth V4.1 Con Gancho Para La Oreja - ,52,NA,0,NA,18 cuotas,104.87,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464282313-auriculares-ayl-bluetooth-v41-con-gancho-para-la-oreja--_JM,NA,NA,NA,NA,NA,#464282313,NA,AYL,NA
1117," Auriculares Bluetooth, Pandawill 30hr Playtime V4.1 Auric ",72,NA,0,NA,18 cuotas,145.20,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464419918-auriculares-bluetooth-pandawill-30hr-playtime-v41-auric-_JM,NA,NA,NA,NA,NA,#464419918,NA,Pandawill,NA
1118, Auriculares Jbl Manos Libres T110 Bluetooth Celular Jakers ,68,NA,0,5,18 cuotas,137.13,NA,Envío a todo el país,NA,NA,4.4,58,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-460446067-auriculares-jbl-manos-libres-t110-bluetooth-celular-jakers-_JM,39,12,3,0,4,#460446067,Sin Vincha,JBL,T110
1119, Soporte Celular Para Bici + Auricular Deportivo Worldmaster ,1352,NA,0,NA,18 cuotas,75.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/WORLDMASTER+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-464571121-soporte-celular-para-bici-auricular-deportivo-worldmaster-_JM,NA,NA,NA,NA,NA,#464571121,NA,NA,NA
1120, Parlante Amplificado 8p Bluetooth Karaoke + Auricular Inalam ,1999,NA,0,999,18 cuotas,111.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://articulo.mercadolibre.com.uy/MLU-465345041-parlante-amplificado-8p-bluetooth-karaoke-auricular-inalam-_JM,NA,NA,NA,NA,NA,#465345041,NA,NA,NA
1121," Slub - Auriculares Inalámbricos Con Bluetooth, Impermeabl ",69,NA,0,NA,18 cuotas,139.15,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464670871-slub-auriculares-inalambricos-con-bluetooth-impermeabl-_JM,NA,NA,NA,NA,NA,#464670871,NA,NA,NA
1122, Auriculares Inalambricos Edifier W570bt Negro Wireless ,52,NA,1,146,18 cuotas,104.87,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-456258949-auriculares-inalambricos-edifier-w570bt-negro-wireless-_JM,NA,NA,NA,NA,NA,#456258949,NA,Edifier,W570BT
1123, Esonstyle S9 Auriculares Bluetooth Con Cancelación De Rui ,90,NA,0,NA,18 cuotas,181.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464671116-esonstyle-s9-auriculares-bluetooth-con-cancelacion-de-rui-_JM,NA,NA,NA,NA,NA,#464671116,NA,NA,NA
1124, Auricular Bluetooth Bs3 Sport Magnetic ,899,NA,1,9,18 cuotas,49.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MASTERCASE+CO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=8WJYrFpPadfD%2BSzaC9DukktHwa6AXStSmvBus%2F3ZocwZozXrFIqsFYG9X8ROGcdfoqEODNLOr9N3KJL%2FeUq1V2nkJ3Z2LxKdQG6RMvhmnvs73%2Bkyd92Xz5URGdZFtamc5O7ORy4W7zt%2FNppTYTZiZqw9jHRJhPwLoNpugnWucbsf7HkFIMqG3nLADrtjBckz5MYJGY71zvwm6SJrU%2FjH0k%2BT7c9crsLr1x8XImpmUGWF0QyLymeM7fQOWCSOopH2d0ZAUHYFUD4%2Bxew4ZRIDwdGJpdcS0g3wA33kRTEQVddL8ao3A3w3XaEAEm90gWJnll9KQIWWDzuYK7IOqDV%2FKIYNCMVHSvhuoRAkvbegvIAf%2B19%2FqYZMHgb8RRW%2FKQH8EPXYSk229%2B691x1py8ewD7Bm40fkbYuDG1Ga4K%2BKdZ6oCX8hg0Z7hNM2CvIJmYKecFMQ623IwEp9As738hQF24FNRdRHl2FsUNocpDAurevn%2F4LOorFoPGDTfvjv9kW%2FJLylU9Xuy8nXl3aIIUUHdR9b4WEiVp8IRU4hGp7sFIjhOIahMAx3RlSmLdTNihs54NKq174tQ%2FCmq1icW3HDWYURE%2Fmci4FYO%2B1n4mkkhvmLOm2G%2FGLlVqZxmLFZvxvMm8KMl280lxcFVNuPd2iK4Z%2FA5BhJK95%2BkerGJ5WWE%2B8TAJce5K5rV%2BnyUntDk%2Ff4L8TGVviqWVi0eMH32rXd2Jo5%2FKypsEtiHGr2O2pLMsPGszASPCyt%2F1RP5wbCTiPghMf8ASeQaGuskVFS8SeJSWhKvM8vdY8mWQFShQ28Rp5THKbY5FZMzWUZDoUNR2p2OwtLG3d9NPLE9HOcJK8b3ENtpox2fCRo1TuPE3f43muFpd7Q1Bm4y6Sg%2BLhS9XajJUFfmRRPNKio149Uc6jUAc5rn4AACy83kxRmfgRyBK0axuVyP4T4L%2BymcijFwPJElvhiYeD%2BnhD1CaDHL5tOAoc8WPLtowzmZHb7KGQYknS%2BG0NnF6qlaXdAj2ZNBw1XfLo4heE5%2FjUJCA4LAIRXUWFMhcMfL4sEExN%2Ba%2FgCSGvRldAy6LmqMk4PUp5gqnCSrUhCauOpeykSv406xQOOPF06d1SjLh89YdnBixDdMi%2FNxM6bCxPl2Rf%2BrEQKTPIQNC00BRyaC83AK00oIGEVS72UZvlrNV44bjPdmP5o1l%2BNG8aMkdYGN%2BW7bI033LdOMDtBG5cZ6WMPeUOg6TSNx3un%2BTZZw9UCalIH10d2ESQ7%2FSUVWjFp323YYrU7Xi8U0%2B%2F%2B5iuzalt5lrkpar56Z8P2ytOIYjiD8PHtbQgKeXuLOYXQ3425NPmbXF1fAoVlUzqIpEbNXX6gSyIvsOVetzkHdqLG0NlL6ijIvuDPlH8YTE4f9Ddz4gucKwD5ZTScPtXBft7ofwRF6UAL5SIaW6v6pmDlYVVZ1rke5asGdEX8p%2FzAjnXbhqKuQSArrrmaq3v7GYHmjOiQGz%2B989VXdeTD4tD9l2w26URghcsIDZM3oCUtEyvpag1ajVqCy1Z6MXa8v2AV8BYfNW8KpUQJiSZGDrWxG0edNuaVXx8QuaAouO3WCnkzY4wI%2FS1exKO3jkP1fQFpUT%2BoNfG4TjM9SgXOuCfejjVvgN8GYuVIESu2ilc9pbkgvPNzSG9eu%2Fg2Abp4gAjy0eO45%2BDSYahpr989ICdD9kdUMw%3D%3D,NA,NA,NA,NA,NA,#462671521,NA,NA,NA
1125," Jlab Audífonos Jbuds J5m, Color Negro/rosa Bluetooth Negr ",67,NA,0,NA,18 cuotas,135.12,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464690397-jlab-audifonos-jbuds-j5m-color-negrorosa-bluetooth-negr-_JM,NA,NA,NA,NA,NA,#464690397,NA,NA,NA
1126, Auriculares Bluetooth Manos Libres Ifrogz Resound Febo ,1490,NA,108,5000,18 cuotas,82.78,NA,Envío a todo el país,NA,NA,4.8,10,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-443906684-auriculares-bluetooth-manos-libres-ifrogz-resound-febo-_JM,8,2,0,0,0,#443906684,Con Vincha,NA,NA
1127, Auriculares Bluetooth V4.2 Magnéticos Auriculares 8h Play ,69,NA,0,NA,18 cuotas,139.15,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464691674-auriculares-bluetooth-v42-magneticos-auriculares-8h-play-_JM,NA,NA,NA,NA,NA,#464691674,NA,NA,NA
1128," Auricular Xo Mini Bluetooth B18, Espectacular!!! ",650,NA,1,9,18 cuotas,36.11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MASTERCASE+CO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=D0SFq0O4T6xPJ6VP0lr1NIHWZQyKQADt6uy41c04TAf%2FbBEFd%2BIg89iImkage%2BkkpIuhTKmld5NX756tumeQjzebC2XUAW9%2BQVCaIuM7D3eO81lacbvJJGluPDz1xnzxxYVgtY5snsb1XZKOW5WoxMzdNXdL6vrJlNELtZBsU%2BOSawdhuA4ByPnNmrVrf4BJR3ae6NEl7wod4ZZI6huVcUUigZUwQiujx4LXTwQk%2B2HCh4MKz9msE7WEhun3BVi8dw9UGZ5DeL3fWCGc1L459LGeoTkAF8zXAMybQq33E1xNK2IJvV6ZggRfAGGZE%2B%2FY3N%2FGhKqqTdpCI5QMsmGnbrv%2BYTn1i91ysa8TDeOn6R8ikkzUFnTVnGXOieyK%2Fs2ZjLQlKouw5%2BZCuZarPdvbU%2Fqhqt%2FaGM4VI5kuZAhEWvb66KRRYnO8V%2B6w0VCxeY3dWEYlBAc1nuczJx6hjWU4hYt11xCKZVqxV6bneiRW7jA2rKOBzBXady7%2Fjuk7WekU9%2F%2BDMZl7IyfMCdbtkTBvt7ZrfY73wIsd0f4xwU5R46N7sD82xx%2BPdwJPdSZ4BJ53R8FGBCu6q0J0OGCe%2BwgeOgLuGZrSIPWv8pxKyt0zgsny8Z3xBnjLaZYYOOgmnEP2bmFmU02VA9qxPKTSpxzHLBE10TRuadU87TZ6S%2FSEBBsQtSN4lSrD6ywIvdGBz3X%2FcHAROM6D0RcT8CJKwrjlwG9t7R7PVCfCT7hH9Z2VvIJZfCljMZOYb%2F9TkugxJvU7BTx3Pi%2Bt3hVucZtIZPsx2Zek%2BB0uSh0IX1EntU8ZR3vD%2FkePVZQEJU5P8WJxNdS%2FqH3cYaTB9Eot5AusFEITT5i1s3WXL19lwsM2XVbHW6K16arjOUoPrTYLL0AITAOnv8%2FpHqT10Q5Xp%2FO43hryofyfWGy7%2BGPxNd1KcCejmplkYSvmN3OmhenlAaveUgc9FItZsM3%2Bm1QsG9vLAnBzVpgYJh8H3HwpmMpLguC9%2FmHRR%2FMzz2mWNVjg%2BXrFymzXLGOOA0iAOATdwfKIDLgMbWZR7tujv2t5U6%2F1D1aXLyetT2dtZF0X2pwj0hecS7bVjwngmsuTLZuJGApJqwf8QNJr2Hfoic%2F5tZ%2F7%2FuuLnyaW2mMEXzmajZ8ILVtrW3leIwqcomD5ygYtUE9%2FfJ86PeWjCINv9lp8TY7yhO2wcz%2FJq46dEXJnCCxXrlPd26PPnU1yOBkcZTYKACvRF5jZUReP2nDTO50cw4A%2BYlZT7B9%2FMGX%2BwiVBsa4hTRhn%2B%2F6Gf9sYdYMmIGe%2FGOI%2B%2BdYKBoQDXglw3r2rz%2BhHimsNYdBffk8UiT97GxU%2BDGm%2BGO%2BjkSn6LeZfy6F37xupTurMkere0k5mAxZHXg3x%2Bqzl%2FAZNaldHaQgEMxk%2Blu7XOnMgTPxMSQPbb9xm4nsmi1wgfJE2Ykuuf79BbLmbSGMPfJ3NfVil1AjY0s15amDbymb1YLjBS3mylvoh5uvzjvjFZqUB8NUCJ5umGpaiAPa0mKvJrtuutm%2B76%2FUN5xKCF%2BdJlA71TmvbXlYGKqiJMI3dQx0JE2iTNr5YtLffZuRXSa0ifpxrzPMTHC4%2FPj%2BpYamLQj3T9Lff92JRjDJznap21y%2B%2F6qGDq4h1dqnMALaIh4%2BqgZvcp2T3tJM7p11fFGZijZgO77A5R%2FWXcgGomGS0ZziLCiUcCrjdZw1MKFlWEA%3D%3D,NA,NA,NA,NA,NA,#459196110,NA,NA,NA
1129, Auricular Con Bluetooth Epb Ledstar Bigsale ,499,NA,0,10000,18 cuotas,27.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BIG.SALE,https://articulo.mercadolibre.com.uy/MLU-450718572-auricular-con-bluetooth-epb-ledstar-bigsale-_JM,NA,NA,NA,NA,NA,#450718572,Sin Vincha,Ledstar,NA
1130, Binbao Auriculares Bluetooth Hi-fi Estéreo Wireless Auric ,63,NA,0,NA,18 cuotas,127.05,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464696776-binbao-auriculares-bluetooth-hi-fi-estereo-wireless-auric-_JM,NA,NA,NA,NA,NA,#464696776,NA,NA,NA
1131, Auricular Bluetooth Energy Sistem Sport 1 - Rojo ,27,NA,1,99,18 cuotas,55.44,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/BACKUP.UY,https://articulo.mercadolibre.com.uy/MLU-453854222-auricular-bluetooth-energy-sistem-sport-1-rojo-_JM,1,0,0,0,0,#453854222,Con Vincha,Energy Sistem,Sport Bluetooth
1132, Auriculares Bluetooth Auriculares Deportivos Collar Auric ,67,NA,0,NA,18 cuotas,135.12,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464838868-auriculares-bluetooth-auriculares-deportivos-collar-auric-_JM,NA,NA,NA,NA,NA,#464838868,NA,NA,NA
1133, Auriculares Bluetooth Yada Cargador De Auto Aunque Este Apag ,475,NA,0,10,18 cuotas,26.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-451244854-auriculares-bluetooth-yada-cargador-de-auto-aunque-este-apag-_JM,NA,NA,NA,NA,NA,#451244854,Sin Vincha,NA,NA
1134," Mpow S8 Auriculares Bluetooth, 9 Hrs Reproducción Auricul ",72,NA,0,NA,18 cuotas,145.20,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464840171-mpow-s8-auriculares-bluetooth-9-hrs-reproduccion-auricul-_JM,NA,NA,NA,NA,NA,#464840171,NA,Mpow,NA
1135, 6 auricular Micrófono Windscreens/solapa (lavalier) Fitne ,41,NA,0,NA,18 cuotas,82.68,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464884080-6auricular-microfono-windscreenssolapa-lavalier-fitne-_JM,NA,NA,NA,NA,NA,#464884080,NA,NA,NA
1136, Auriculares Klip Xtreme Khs-672bk Black Bluetooth ,1200,NA,0,99,18 cuotas,66.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-465384149-auriculares-klip-xtreme-khs-672bk-black-bluetooth-_JM,NA,NA,NA,NA,NA,#465384149,Con Vincha,Klip Xtreme,KHS-672
1137, Maxtop Aeh3000-m2 negro Auricular Micrófono Para Motorola ,50,NA,0,NA,18 cuotas,100.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464912774-maxtop-aeh3000-m2negro-auricular-microfono-para-motorola-_JM,NA,NA,NA,NA,NA,#464912774,NA,Motorola,NA
1138, Auriculares Sennheiser Urbanite Xl Bluetooth ,299,NA,NA,2,18 cuotas,602.98,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PALACIO+DELAMUSICA?brandId=20,https://articulo.mercadolibre.com.uy/MLU-446983426-auriculares-sennheiser-urbanite-xl-bluetooth-_JM,NA,NA,NA,NA,NA,#446983426,NA,Sennheiser,URBANITE XL
1139, Forma De G Aoer 1 pines  auricular Ptt Para Motorola Rad ,43,NA,0,NA,18 cuotas,86.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464913106-forma-de-g-aoer-1pinesauricular-ptt-para-motorola-rad-_JM,NA,NA,NA,NA,NA,#464913106,NA,Motorola,NA
1140, Auricular Edifier W855bt Bluetooth Nfc 20 Horas Aptx 32 Oms ,172,NA,0,10,18 cuotas,346.87,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://articulo.mercadolibre.com.uy/MLU-455615474-auricular-edifier-w855bt-bluetooth-nfc-20-horas-aptx-32-oms-_JM,NA,NA,NA,NA,NA,#455615474,Con Vincha,Edifier,W855BT
1141, Keyblu Flexible Ear Receptor Auricular Para Motorola Radi ,53,NA,0,NA,18 cuotas,106.88,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464913817-keyblu-flexible-ear-receptor-auricular-para-motorola-radi-_JM,NA,NA,NA,NA,NA,#464913817,NA,Motorola,NA
1142, Tenq Split Tubo De Aire Headset Auricular Ptt Earpieces S ,81,NA,0,NA,18 cuotas,163.35,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464913904-tenq-split-tubo-de-aire-headset-auricular-ptt-earpieces-s-_JM,NA,NA,NA,NA,NA,#464913904,NA,Motorola,NA
1143, Auriculares Ebox Eeb8600b Bluetooth ,712,890,NA,637,18 cuotas,39.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LIBRERIASDELLITORALSA?brandId=564,https://articulo.mercadolibre.com.uy/MLU-460431224-auriculares-ebox-eeb8600b-bluetooth-_JM,NA,NA,NA,NA,NA,#460431224,Sin Vincha,NA,NA
1144, Auriculares Inalámbricos Con Bluetooth Para Motorola Xv X ,118,NA,0,NA,18 cuotas,237.97,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AKAESURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464914015-auriculares-inalambricos-con-bluetooth-para-motorola-xv-x-_JM,NA,NA,NA,NA,NA,#464914015,NA,Motorola,NA
