search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de filtros del parlante,Conectores de entrada,Peso,Color,Potencia de salida (RMS)
452,Parlante Inalámbrico Bluetooth Usb Porta Celular V8,39.9,NA,3,84,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BAGL6561050,https://articulo.mercadolibre.com.co/MCO-509993512-parlante-inalambrico-bluetooth-usb-porta-celular-v8-_JM,NA,NA,NA,NA,NA,#509993512,NA,NA,NA,NA,NA,NA,NA,NA
453,Parlante Portable Bose Soundlink Color Ii Bluetooth,482,NA,3,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/GABRIELFERNANDOFIALLO,https://articulo.mercadolibre.com.co/MCO-465163001-parlante-portable-bose-soundlink-color-ii-bluetooth-_JM,6,1,0,0,0,#465163001,Bose,SoundLink,SOUNDLINK COLOR II,Activo,Auxiliar,0.54 kg,Agua,NA
454,Bafle Activo Recargable Con Usb-bluetooth-fm,165.555,NA,2,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AUDIO+BRAND,https://articulo.mercadolibre.com.co/MCO-516503175-bafle-activo-recargable-con-usb-bluetooth-fm-_JM,NA,NA,NA,NA,NA,#516503175,NA,NA,NA,NA,NA,NA,NA,NA
455,Cabina De Sonido X8 De Mymobile Parlante Bluetooth Woffer,219.9,NA,1,99,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ARTICULOSALTAGAMA,https://articulo.mercadolibre.com.co/MCO-478994193-cabina-de-sonido-x8-de-mymobile-parlante-bluetooth-woffer-_JM,NA,NA,NA,NA,NA,#478994193,NA,NA,NA,NA,USB,NA,NA,NA
456,Mini Parlante Bluetooth Con Iluminación Led,13,NA,59,8,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/WWW.ALSOLNEGSAS.COM,https://articulo.mercadolibre.com.co/MCO-481047014-mini-parlante-bluetooth-con-iluminacion-led-_JM,0,1,0,0,0,#481047014,NA,NA,NA,NA,NA,230 g,NA,NA
457,Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original Ro,470.3,NA,18,99,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,73,https://perfil.mercadolibre.com.co/AEY+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-492584002-parlante-jbl-charge-4-bluetooth-sumergible-100-original-ro-_JM,66,5,2,0,0,#492584002,JBL,NA,Charge 4,Activo,NA,NA,NA,30 W
458,Parlante Karaoke Nex Ksp4010bt,219.99,NA,3,20,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CENCOSUDCOLOMBIASA?brandId=301,https://articulo.mercadolibre.com.co/MCO-479924513-parlante-karaoke-nex-ksp4010bt-_JM,NA,NA,NA,NA,NA,#479924513,Easy,NA,NA,NA,Entrada para Micrófono,NA,NA,NA
459,Parlante Speaker Bluetooth Wireless Jc-216,16,NA,3,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LICHOCARO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=lIqFR3nZRJSDVao9eJQhKfzEsyDCVBuff%2BkDLIOTXHI6z2UejTU3OX5%2FLO94Ni2LVoyy7eYt7HdMw7kW7AhzG7hSKr9LYxCM4IJSC%2FIM9sx7shuN7fXmPDYpwApI93%2FkgKBQ4w%2BJoC4o2CeTuzCFElndf37dGFcui0boDU7SavaAV4rMVzttpnBe1gI5luEdN9pu%2BGDy%2FeG1XRw8oxqZTDqsc36%2BKOwvlHUBT18zrjQgkt0b%2B2g74qmShJdZ5o6GjnNxFf4dnp64S%2FZBbpRK13corAqyjSB1M%2Bn5DfKkE4usGsGNSUlK4X9VBmu15vxvkpf3y1GJnTEhDBYaEFyNLdkuiIVVbvJbPZMXLp%2FAkEF4dUKEdwSqhlwRxjHetWwieOwJnRdwAl3ve5LKcnRgunTSeI%2FptFxmfb6LIeJ4unFCtSjdhKEN69PxKeKHAtaG2NLslc0H0jS%2BoZNAhGto8GaYvczEn96neRQFfMCvbo2Vyo2osBj28FgS%2BUaWMOlUkr3%2Fqg3fTS1rQ5iiVK6RhrmUZdMgrZksqgr65ja7B%2BkICKlCfgfxFR9wlQ4gHIsMUnsecBC4Ve26b2TpYycaxOvgnSGWU2osWMnO0Jvm95YP%2FtnA87njNsKfVoG1BSebVxomrb21S8CD8rEhFVy9U%2FcjTEWEagVL31YteSRQ8zxoTs9iu3uzr2XPVIULYrMDidRx11SiTuczIdJNasaSYUhiKztJJC%2FINR6xV3B%2F9YTBietXSEZEBuY6yl1ngI%2FtmVtqoXYOaQqm9jl%2FJ7ZmNHaN1hqM7DjM9IlbHFw8WUICQVQ5aywJzsGOHk%2F9KC4QEYosYUrP8PRat7s7QQuAujAPfeVYrOrU1tDiTK0a2JYlPzkLaGnKZ31J027ci1cxAEEcQJM%2B0slp1kOJkxBRdhZVh1LfJopauq1OsHMI8H%2BPXAyhGI20aCc5wUsdzahWl9R0lSFS1qcBrRp7cOKT5bO444cM%2B1EEPYiDAD3GxkEvFMVyoSnhahoHpMKllSandggSrOWciuaPdarH2taB%2BY1f%2Boo5U%2FcyYq2P1ShPpKl2kJLc7bN1S9IkG9xjzlieIYy2PePFbnO2qpkRtnHmdzctbDrNX3%2FdbTr3aCHvFHc4MJqrZW%2BXH6Umnf9KMgV7a04eTzeTKQ0SihnUavBU4n%2BXQgNp7giL%2F9RAzYWpZ7co8pCyuuC0eCK8kJqcKc8bquaubP1oC4Ryvj1EPfWk%2Fksf4CM%2BWEOiWvMR8gJQFzM3beMqkAerU7vBy5PYmbUH3Ex7B6mJbF4rw0hLetr4AXg4bfGZCla44i2Bsk6EpNZCSq6Xts6nbqbvjqD498pZ3ygb1q7ejolZTd1IpxZxSl0l%2FPCxvX1KJqz0q4ykGZn1Wfj7sWD8EUNe48csHwaozGgFa4fn98%2BVZ3btTStyxatLwaSKewddywExoXccye%2F2NzD6%2B%2FyLG84ol7dneq8jsW6Cb1hpR%2FN6lTbc2d081t%2BZ3OrGubc38UNvxJQU4smnib95UyMcw9yGnF9DztkkGdayIYEvj%2F10HzHDa6UjOxMVx%2BcOKQLJ18zQjbnuRTYSZrnO0j0lmiTSHH5KXiY2SRGSoL0n65CRWjIKnYqUIcQZSfJHvuUfwTouDGbJpg1bfMFOrryUUQ%3D%3D,NA,NA,NA,NA,NA,#495092379,NA,NA,NA,NA,NA,NA,NA,NA
460,Parlante Portable Bose Soundlink Color Ii Bluetooth Rojo,499,NA,7,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-446767975-parlante-portable-bose-soundlink-color-ii-bluetooth-rojo-_JM,6,1,0,0,0,#446767975,Bose,SoundLink,Color II,Activo,Auxiliar,1.2 lb,NA,NA
461,Parlante Bluetooth Portátil Lg Xboom Go Pk3 16w,289.9,369.9,2,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LAGOBO+DISTRIBUCIONES?brandId=335,https://articulo.mercadolibre.com.co/MCO-509429448-parlante-bluetooth-portatil-lg-xboom-go-pk3-16w-_JM,NA,NA,NA,NA,NA,#509429448,LG,XBOOM Go,PK3,NA,NA,NA,NA,16 W
462,Sistema De Altavoces Bluetooth Harman Kardon Aura Studio 2,1090.8,NA,2,10,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PRUXIA,https://articulo.mercadolibre.com.co/MCO-462251105-sistema-de-altavoces-bluetooth-harman-kardon-aura-studio-2-_JM,NA,NA,NA,NA,NA,#462251105,Harman Kardon,NA,HKAURASTUDIO2BLKEU,Activo,NA,7.01 lb,NA,NA
463,Jabra 7510309 Speak 510 Para Ms Bluetooth Y Altavoz Usb,507.99,NA,2,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-488362078-jabra-7510309-speak-510-para-ms-bluetooth-y-altavoz-usb-_JM,NA,NA,NA,NA,NA,#488362078,Jabra,NA,NA,NA,NA,NA,NA,NA
464,Mini Speaker S207 Calidad De Sonido Bluetooth Speaker,59.9,NA,10,989,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BOGALIACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-455334577-mini-speaker-s207-calidad-de-sonido-bluetooth-speaker-_JM,NA,NA,NA,NA,NA,#455334577,NA,NA,NA,NA,NA,NA,NA,NA
465,Nuevo Parlante Jbl Clip 3 Sumergible Bluetooth 10 Horas,239,299,3,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,4,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=81,https://articulo.mercadolibre.com.co/MCO-502944533-nuevo-parlante-jbl-clip-3-sumergible-bluetooth-10-horas-_JM,2,2,0,0,0,#502944533,JBL,NA,Clip 3,Activo,NA,NA,NA,3 W
466,Parlante Ducha Bluetooth Resiste Agua Manos Libres Celulares,18.5,NA,3,117,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BAGL6561050,https://articulo.mercadolibre.com.co/MCO-487723929-parlante-ducha-bluetooth-resiste-agua-manos-libres-celulares-_JM,NA,NA,NA,NA,NA,#487723929,NA,NA,NA,NA,NA,NA,NA,NA
467,Combo Parlantes Pc Logitech Z906 Sonido Adaptador Bluetooth,1059.9,1430.999,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DECME+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-467858575-combo-parlantes-pc-logitech-z906-sonido-adaptador-bluetooth-_JM,NA,NA,NA,NA,NA,#467858575,Logitech,NA,NA,NA,RCA,NA,NA,NA
468,Parlante Bafle Recargable Bluetooth 8 Micrófono Control,158.9,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BUONA+VITE,https://articulo.mercadolibre.com.co/MCO-504854342-parlante-bafle-recargable-bluetooth-8-microfono-control-_JM,NA,NA,NA,NA,NA,#504854342,NA,NA,NA,NA,NA,NA,NA,NA
469,Parlante Amplificador B13 Potente Sonido Usb Bluetooth,99.99,NA,2,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRASONLINECOLOMBIA2014,https://articulo.mercadolibre.com.co/MCO-486183583-parlante-amplificador-b13-potente-sonido-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#486183583,NA,NA,NA,NA,NA,NA,NA,NA
470,Micrófono Karaoke Inalambrico - Bluetooth Parlante Portatil,59.9,NA,38,6,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/DLOKY_MEDELLIN,https://articulo.mercadolibre.com.co/MCO-488869227-microfono-karaoke-inalambrico-bluetooth-parlante-portatil-_JM,1,0,0,0,0,#488869227,NA,NA,NA,NA,NA,NA,NA,NA
471,Kit Google Home Mini + Luz Led Wifi General Electric,189.9,NA,3,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SOLUCIONES_DOMOTICA,https://articulo.mercadolibre.com.co/MCO-509293885-kit-google-home-mini-luz-led-wifi-general-electric-_JM,NA,NA,NA,NA,NA,#509293885,NA,NA,NA,NA,NA,NA,NA,NA
472,Amplificador De Voz Con Microfono 18 W Altavoz Portatil Mega,476.99,NA,1,12,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FELIPE+TOBON,https://articulo.mercadolibre.com.co/MCO-501354740-amplificador-de-voz-con-microfono-18-w-altavoz-portatil-mega-_JM,NA,NA,NA,NA,NA,#501354740,NA,NA,NA,NA,NA,NA,NA,NA
473,Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original Ama,469.9,NA,1,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,73,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-514522075-parlante-jbl-charge-4-bluetooth-sumergible-100-original-ama-_JM,66,5,2,0,0,#514522075,JBL,NA,Charge 4,Activo,NA,2.13 lb,NA,30 W
474,"Parlante Bluetooth, Stereo, Fm, Usb. Tf",29.9,NA,2,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AS+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-503171324-parlante-bluetooth-stereo-fm-usb-tf-_JM,NA,NA,NA,NA,NA,#503171324,NA,NA,NA,NA,NA,NA,NA,NA
475,Parlantes 2.0 Bluetooth Logitech Z207 Para Pc Celular Tablet,119.9,159.9,5,32,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-471049256-parlantes-20-bluetooth-logitech-z207-para-pc-celular-tablet-_JM,NA,NA,NA,NA,NA,#471049256,Logitech,NA,NA,NA,NA,NA,NA,NA
476,Parlante Kalley 8 Bluetooth K-spulgadas Usb Pk50bled,350,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LEAL+IMPORTACIONES,https://articulo.mercadolibre.com.co/MCO-506664854-parlante-kalley-8-bluetooth-k-spulgadas-usb-pk50bled-_JM,NA,NA,NA,NA,NA,#506664854,NA,NA,NA,NA,NA,NA,NA,NA
477,Mini Parlantes Bluetooth Ebs 10 Watts Reales Imantados +enví,120,NA,2,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CAPO0724,https://articulo.mercadolibre.com.co/MCO-466856729-mini-parlantes-bluetooth-ebs-10-watts-reales-imantados-envi-_JM,NA,NA,NA,NA,NA,#466856729,NA,NA,NA,NA,NA,NA,NA,10 W
478,Estuche Duro Parlante Altavoz Jbl Clip 2 & 3- Impermeable,55.9,NA,8,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/INVERSIONES_RD,https://articulo.mercadolibre.com.co/MCO-458744951-estuche-duro-parlante-altavoz-jbl-clip-2-3-impermeable-_JM,NA,NA,NA,NA,NA,#458744951,JBL,NA,Clip 2,NA,NA,90 g,Negro,NA
479,Mini Parlante Bluetooth Portable Usb Aux Fm Micro Sd Luz Led,18.5,NA,6,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ADISCOLIMPORTADORES,https://articulo.mercadolibre.com.co/MCO-497330306-mini-parlante-bluetooth-portable-usb-aux-fm-micro-sd-luz-led-_JM,NA,NA,NA,NA,NA,#497330306,NA,NA,NA,NA,NA,NA,Negro,NA
480,Parlante Portátil Sony Extra Bass Con Bluetooth -srs-xb31,327.9,NA,4,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,41,https://perfil.mercadolibre.com.co/CARLOSRAMIREZRICO,https://articulo.mercadolibre.com.co/MCO-463932755-parlante-portatil-sony-extra-bass-con-bluetooth-srs-xb31-_JM,35,4,1,1,0,#463932755,Sony,EXTRA BASS,SRS-XB31,Activo,NA,NA,NA,NA
481,Speaker Parlante Bluetooth Con Radio Fm Sd Modelo Y3,22.9,NA,8,8,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTKET.CO,https://articulo.mercadolibre.com.co/MCO-498308938-speaker-parlante-bluetooth-con-radio-fm-sd-modelo-y3-_JM,NA,NA,NA,NA,NA,#498308938,NA,NA,NA,NA,NA,NA,NA,NA
482,Parlante Portable Bluetooth Fshang E2 Mini Dorado,34.9,NA,4,21,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTFONE+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-493226530-parlante-portable-bluetooth-fshang-e2-mini-dorado-_JM,NA,NA,NA,NA,NA,#493226530,NA,NA,NA,NA,NA,NA,NA,NA
483,Parlante Bose Soundlink Revolve Plus-bluetooth + Obsequio.,1207.179,1327.999,10,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,8,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-494603298-parlante-bose-soundlink-revolve-plus-bluetooth-obsequio-_JM,7,0,0,0,1,#494603298,Bose,SoundLink,Revolve+,Activo,NA,NA,NA,NA
484,Cabina Sonivox Ss88 Parlante Reproductor Bluetooth,169.9,NA,1,14,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VSHOP-INTERNATIONAL,https://articulo.mercadolibre.com.co/MCO-496281523-cabina-sonivox-ss88-parlante-reproductor-bluetooth-_JM,NA,NA,NA,NA,NA,#496281523,NA,NA,NA,NA,NA,NA,NA,NA
485,Parlante Bluetooth Jbl Charge 4 Sumergible Azul 100% Origin,656,NA,3,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,73,https://perfil.mercadolibre.com.co/AUDIOVISUALESDECOLOMBIA,https://articulo.mercadolibre.com.co/MCO-510452653-parlante-bluetooth-jbl-charge-4-sumergible-azul-100-origin-_JM,66,5,2,0,0,#510452653,JBL,NA,Charge 4,NA,USB,NA,NA,NA
486,Parlante Para Perifoneo Recargable Fm/sd/usb,34.9,NA,1,998,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IDALIOSORIOGUERRERO,https://articulo.mercadolibre.com.co/MCO-505725013-parlante-para-perifoneo-recargable-fmsdusb-_JM,NA,NA,NA,NA,NA,#505725013,nanotec,NA,NA,NA,USB,NA,NA,NA
487,Parlante Bluetooth Micro Sd Usb,34.99,NA,5,95,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECNONOVEDADESCO,https://articulo.mercadolibre.com.co/MCO-485831375-parlante-bluetooth-micro-sd-usb-_JM,NA,NA,NA,NA,NA,#485831375,NA,NA,NA,NA,NA,NA,NA,NA
488,Mouse Logitech Bluetooth M535,76,NA,14,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-447330919-mouse-logitech-bluetooth-m535-_JM,NA,NA,NA,NA,NA,#447330919,Logitech,NA,NA,NA,NA,2.89 oz,NA,NA
489,Bafle Parlante Cabina De Musica Usb Bluetooth Portatil Envio,99,NA,46,27,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/VENTASBOGOTAOFICIAL,https://articulo.mercadolibre.com.co/MCO-461479650-bafle-parlante-cabina-de-musica-usb-bluetooth-portatil-envio-_JM,3,0,0,0,0,#461479650,NA,NA,NA,NA,NA,NA,NA,NA
490,Parlante De Ducha Bluetooth,24.9,NA,7,6,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,2,1,https://perfil.mercadolibre.com.co/TELEPRODUCTOS+BOGOTA,https://articulo.mercadolibre.com.co/MCO-491980849-parlante-de-ducha-bluetooth-_JM,0,0,0,1,0,#491980849,NA,NA,NA,NA,NA,NA,NA,NA
491,Mini Parlante Bluetooth Fm Sd Usb .,16,NA,3,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LICHOCARO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=gWy8nyxzORcUXPUFYPxXYi5Tw6p%2F5cA9ZpMfhTtqU0oQXRR4AKodEIqF80SVAl%2FF6vXdOFlpv30RQ3T8IRU6dtlkf84kJcOFVMYpmpXjEevb8SMw1b0rSf9OH55eAUc1EI4x1IA8NyQ6Y0q27j5lC%2B8qYz0TAOAxxAPugNiZ8ULEL7jbuek6N%2B1hdZ%2BOrGO4VQ6cZKzph6vZq4ZZuXvkLuvlH1Qud%2FreijEFuckdsxPukAcPD%2FIarfmyMU0lO5pxmIensy2YbjfcbuDRYVqqEY%2Fh7vmeEv2HHMDGavU0Z82g4N2oMwB4baW6fOKSxM%2BUh4MxQ%2B5Wy3yJboFITuCAs3wCZJGoKCRziPerhvW77FoxGY%2BtY8CkIiF8vpaeYdUElxAM15X1m1RcK18zXVEVNiV8JOOhuNuLhhzvfNNrYNh35I1QGeLgT1bqX82I1dZYidneLuRn582MlBdZCJv2wI%2FivpHsLn%2FOiofZYw45IwhpB%2Fp2LzYX2bWbjQchBGwjyj7ifiN%2FqeU%2FT6NZdiMJfGUWPHgWY2CHndIKyaJqs3RPiStm1bEgsrkN0vdu13v%2BmlOJATnkbA7wmT3ugAHQrn3uUgG5kMETUl6nKC7D%2Bj03qJOUFtoT3bJMjl5DaORnOUKT7cK2ebbzQK%2FeLOeLDSJDhYO%2Bm%2FRTgAxKavKIsoARgzi46%2FXHNGnjY9wVLWh56KkMPvKlUHdnxyEBnJxro0o4kV9%2FgdJG%2F3ED3S207R0ubJJ9YVvuJIS2nQr0TNoFlbDt0aKihMqFb6p5dUjcmLzizHMuDfwm3FkxJJnDFsDdbRM91Ufvem4v4nqci1un46SbmYJTd%2BuxSlTI55SgsonGcqlkXA9xOlIqF7GfU0ix4UeT6RpfmRxR6NoqcanujR6PY6gJMslennXStGf6ir4PWcPqTk3hQuepPDiWX1FrYdBFyo5I%2BOekc%2FsId3AUKaLcGEQWvTzcqgxs98eWSQzCK4oTKs8TawcvWKQnVBq3zvlr9YEGpXhR4agTJ8hKV5OTG89UzhFJ8y6KWvIkVbMc0CZISo6UajbUrjjooAn1%2BTLBAK2u3TXSN2kTzpA65es2%2FvwiRC5kkac1pComrE%2FkMmhKsnBqio7t0hD34r29e3m72DWdTn2a7buDA7hqoxoWkj8ynVl7bRLIeNRBMuvchC1VMKasE8pWV7WiOvBMq3DDXA4gvgte%2FL1%2BGsfFn3KMYS%2FvG%2BoSb3FU8BB%2BVcuRcvKtidoXTTUF8gJCEP3LbpNl0qLQMA8be1vv9WndEvA6j5%2FS9OejuxMI71%2BVu%2BLyEoI0FndJVMSAQCXGnRW3GlBepDZUiH3lqLc1FAsFUlF1VbH00x007Eb4wNeWHx8VvVv5kLPr0ZsMhVV40nBH22TDJ6wRSiGaJsYtq%2BtBEXfBlR6%2BcU4yE5F8OHd6m7PiUAW7q6MxR%2BlHP3sfG%2FdATUOSCZPjCZHQSUC361mn8rsoaS7kLNa%2B%2Bgo0cNaYvkJPtUF%2FaZvNHEU6Eq%2BxZrH46my0f7VLfU%2BlKkbMNEMVhP2JMA2vHsmMr6FhsF5girMNQDO%2FvXiMDZDX%2BuStGrySJ5Wnu6BwkM2fMNc1%2BInQgl%2BHwjUT36uwPW0xegz3f5otc9%2FtVo2PM%2B2DSzgp8Y053ewP7OO5FA%3D%3D,NA,NA,NA,NA,NA,#495092379,NA,NA,NA,NA,NA,NA,NA,NA
492,Parlante Bluetooth Portatil Resistente Al Agua Jbl Ch4,499,NA,115,77,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,11,https://perfil.mercadolibre.com.co/REP.GALAXIA,https://articulo.mercadolibre.com.co/MCO-457598389-parlante-bluetooth-portatil-resistente-al-agua-jbl-ch4-_JM,9,2,0,0,0,#457598389,JBL,NA,CH-4,Pasivo,NA,965 g,NA,30 W
493,"Parlante Bluetooth Reloj, Usb, Fm V06",94.9,NA,2,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CUCA3569032,https://articulo.mercadolibre.com.co/MCO-494643984-parlante-bluetooth-reloj-usb-fm-v06-_JM,NA,NA,NA,NA,NA,#494643984,NA,NA,NA,NA,NA,632 g,NA,NA
494,Parlante Portable Bose Soundlink Color Ii Bluetooth Blanco,499,NA,9,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-448282917-parlante-portable-bose-soundlink-color-ii-bluetooth-blanco-_JM,6,1,0,0,0,#448282917,Bose,SoundLink,Color II,Activo,Auxiliar,NA,NA,NA
