search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Formato,Marca,Color
213, Auriculares Inalámbricos Huawei Honor Flypods Lite Bluetooth ,164,NA,0,99,18 cuotas,337.99,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463062578-auriculares-inalambricos-huawei-honor-flypods-lite-bluetooth-_JM#position=1&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#463062578,NA,NA,Huawei,NA
214, Auriculares Manos Libre Bluetooth Energy Sistem Envio Gratis ,30,NA,3,9997,18 cuotas,61.70,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-458755698-auriculares-manos-libre-bluetooth-energy-sistem-envio-gratis-_JM#position=2&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#458755698,NA,NA,Energy Sistem,NA
215, Auriculares Jbl Free Negro Bluetooth Con Micrófono Zonatecno ,215,NA,1,2,18 cuotas,442.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-459151153-auriculares-jbl-free-negro-bluetooth-con-microfono-zonatecno-_JM#position=3&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#459151153,Free,Con Vincha,JBL,Azul
216, Auricular Bluetooth Samsung Headset Original ,1215,NA,0,99,18 cuotas,67.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/SIRIOURU,https://articulo.mercadolibre.com.uy/MLU-461508290-auricular-bluetooth-samsung-headset-original-_JM#position=4&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#461508290,NA,NA,Samsung,NA
217, Auriculares Bluetooth Manos Libres Ifrogz Impulse Duo Febo ,1390,NA,37,49997,18 cuotas,77.22,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-444044891-auriculares-bluetooth-manos-libres-ifrogz-impulse-duo-febo-_JM#position=5&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,1,0,0,0,0,#444044891,NA,Sin Vincha,NA,NA
218, Auriculares Gorro Manos Libres Bluetooth Integrado Febo ,485,NA,0,99999,18 cuotas,26.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-464000626-auriculares-gorro-manos-libres-bluetooth-integrado-febo-_JM#position=6&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#464000626,NA,NA,NA,NA
219, Auricular Manos Libres Vincha Energy Sistem Dj Futuro21 ,739,NA,18,10,18 cuotas,41.06,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449377832-auricular-manos-libres-vincha-energy-sistem-dj-futuro21-_JM#position=7&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,4,0,1,0,0,#449377832,DJ2,NA,Energy Sistem,NA
220, Auriculares Inalambrico Bluetooth Radio Fm Micro Sd P23 ,749,NA,13,3,18 cuotas,41.61,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/LAMEJOROFERTA_URUGUAY,https://articulo.mercadolibre.com.uy/MLU-444141654-auriculares-inalambrico-bluetooth-radio-fm-micro-sd-p23-_JM#position=8&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,1,0,0,0,0,#444141654,NA,Con Vincha,NA,NA
221, Mpow Jaws Gen-4 Auriculares Bluetooth Wireless Neckband Head ,2185,NA,0,100,18 cuotas,121.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457844467-mpow-jaws-gen-4-auriculares-bluetooth-wireless-neckband-head-_JM#position=9&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#457844467,PAMPBH025BB-USAA3-PTX,NA,Mpow,NA
222, Auriculares Bluetooth Inalámbricos + Power Bank Auto Recarga ,1890,NA,2,99997,18 cuotas,105.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-461591502-auriculares-bluetooth-inalambricos-power-bank-auto-recarga-_JM#position=10&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#461591502,NA,Con Clip,NA,NA
223, Auriculares Bluetooth Tipo AirPods iPhone C/base De Carga ® ,790,NA,3,47,18 cuotas,43.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-456547609-auriculares-bluetooth-tipo-airpods-iphone-cbase-de-carga--_JM#position=11&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#456547609,NA,NA,NA,NA
224, Mini Auriculares Bluetooth Headset 4.2 Base Y Cargador ,1599,NA,0,3,18 cuotas,88.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-463222130-mini-auriculares-bluetooth-headset-42-base-y-cargador-_JM#position=12&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#463222130,NA,NA,NA,NA
225, Auriculares Bluetooth Con Orejitas De Gato ,1790,NA,3,NA,18 cuotas,99.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NORMISUR+S.A?brandId=298,https://articulo.mercadolibre.com.uy/MLU-459390231-auriculares-bluetooth-con-orejitas-de-gato-_JM#position=13&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#459390231,NA,Con Vincha,NA,NA
226, Auricular Bluetooth Inalambrico I9s Android Ios ,899,NA,3,2,18 cuotas,49.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=P%2F9ibUETkJu2HTZhpcasygEULIA02puh9KMnqxfHZd4uCVxHO0IO0jzwAPeGK306G3lWOw8ordaa%2B6XbXBFr%2F3PwXts18JKbWHJWIOUEr4NMd2FlV4mmJw0NN6VDEaqtHMyg7iP%2FHzH7Bybjkzpk5nOcmsqcaKtnb%2BYnYEGEVZe7wKsetFTR%2FpFo291gedQCbamdXs%2BXjeR5qGFhApxQWxUe%2Fwh%2BcPabm42ccDmeImRzajWOjvna5WXI9t0PG32Ea2jxJEdse7y5bbc7UPcil%2FlmDIqo75KoOrhHQdRz8HulBVMyjk%2BygHjwCIlnEMKKpGd5CVcnuNGU%2FS1jI5vl2xieKPw0v0orCVaMDH207ZcBKiJHvF7hA3CmLNcyRC9HiGXtwWQmFAbjsLSDbe%2F7gu4HCjfpL5HLRx6RGYAPB9ch8fa1zCEiScFFTEQSJ1qWlqdollcdiEGQiqIunkYzkRfYQ1EQuNJgHWhteRqdRMBDZlNBeqLG86o1hsR9eyf%2F9JBBw65iSzvt7cb4zSg%2B58T74XhFAsUyF9cEe9nUGYUV2ODI2iODSkGBTQqrSTTBRGBFHbIQ5bPlxFWMMtN7FYa1ms8zA3fqTn3jTc7HQCkkRFLCupWbYyfZNZaQfR9cn%2FYlB0cIau4i7AeVMkzyxdW0SlvmBRNjazRR8TKeng9yq133%2BoOnIBpjC2cesDhjjlN6mGOY7HI1duFUtGDZgx7EczKj1T9rcDepb2OAvnjVTNf6JfgNjJoHaGNeEs94qgkheL60XCnqpmY8fuSLno%2BI0Toqub3U8KIShz9Ar3vzoSmmkpmftvWYQOyag2AxOoLqUA%2FNVwCdIHVPf1VJ0Y8zWcRI6NQVatINt2CwpqApn9nR%2BIZAqU69vN7v6A9TaZbE0jodZ9UKOzOwCCU7SnAAiyJ1lQTEU105%2BPorSpePRaSlsjhRvXE%2BKQQqMhRTkY6t%2BNI%2BQkpazI%2Bi6aTMA3l0CzNHGjbIjcOIXO8WHt%2BAs70bKc%2BUnCW%2FE8JWCg1of0whuLKPNGnRX08glch7CDHfdTZTkRvx11lAFYTd88Fg5aVxFLLw6y5COgJTqyfxXDkL9hwao8M%2FUUgHxlvo6C5VQUh5LO%2FFgcUsasUwh8u4Hvv8zJnnbPLmE7YHZ4Apt%2F1i43SBjPaEIs0KReCQcQraxqsaLb9AZLkyMsk%2FzdkP%2B5HVPg09JwrsK2zfpabOL9yrcXXUKGfobiB40J1%2FiypSry1b4MhelRj10KLdW61mIL9NSAysQyW4P2OvXOdy%2FPnDGkjZnQ9y5TEmMWNzgnyI3DAz7biZcCneM0IlTbP0mz8usevIVeHZd29GbrOYZT4GuKH623GMrLZAm%2B7jATc9zOgyu3vomEUK5HxRv6reDUHKcwYLgW%2BQNUHn%2B6xlx5R8jHbsKw6yRP49j0Uh%2B8PH8ERuMAErQrSPZJfxXbyzEtl2BVMRUrhkm%2BdJMM9PlAmQBhEGxGLplpgq2vmmIXw%2F%2BeE9Z%2B4DSeRUVGE2njkQwoQAy5B00inOSWCDvOVBQpxItp%2F7ELK%2FRwhI9CDoSSE3zg%2BLBFy6MHux66EqdIKGipRpKtZ5%2BnJenLENr89Lq2x6u718nOcT0dyHqUsvr%2Bu%2FPaSi7Apwh0sLiXk6pFuv3XuAva3ULBestenAd%2Be%2B3zbq3UMDccLeGZ%2B1NCS0WXzWAhpd9Oirf3EJQio6o032dkUXx5BZTskPXkvzI8fUUffQGe6rKdstkD9mxcJ%2F7cDxCqZrjOH7bfm1L%2BWt7G9GIUlBnJg7PZsozd0GkVQXlxd%2FXbbGgU9tRaYIXH8KztuA,NA,NA,NA,NA,NA,#465689503,NA,Sin Vincha,NA,NA
227, AirPods I7s Auriculares Bluetooth Base De Carga Manos Libres ,17,NA,2,99997,18 cuotas,34.96,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CUANTA2,https://articulo.mercadolibre.com.uy/MLU-461487744-airpods-i7s-auriculares-bluetooth-base-de-carga-manos-libres-_JM#position=15&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#461487744,NA,NA,NA,NA
228, Auriculares Bluetooth Jbl Endurance Jump + Envios Gratis ,99,NA,2,9998,18 cuotas,203.61,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463376907-auriculares-bluetooth-jbl-endurance-jump-envios-gratis-_JM#position=16&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#463376907,JUMP,NA,JBL,NA
229, Auriculares Bluetooth Crown Inalámbricos Con Microfono Cm$ ,1540,NA,0,6,18 cuotas,85.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DULANDIASA,https://articulo.mercadolibre.com.uy/MLU-452791803-auriculares-bluetooth-crown-inalambricos-con-microfono-cm-_JM#position=17&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#452791803,NA,NA,NA,NA
230, Huawei Y9 Prime 128gb Rom/4gb Ram + Auricular Inalam. Bde ,357,NA,0,999,18 cuotas,734.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BLACKDOGELECTRONICS,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=XsyJg15Kzg%2BwKEB0GJwy42Dlw%2FyBU8JjBwVqK28ME9EGJQHLx6MisnCm%2Bex1c4KkDLQj%2FpVK7WIZwBTf%2FO3peizV%2BRmIOq6Uiv62RGvcayzpHleSBMyxhJ7%2BxzbTId46PJlRS%2FywIK4YdzRLIMOXfT87fdSP%2F11x6Of8dBHCOSpgSnSAdmeaTr2jH4hezrhcM1ZPa0iCwNITjPtzRclu9FX8CBKg0IKbShoMeU7qA3WNFr6eRt8XNU2M%2FmjaevYACoVmgqMaWT3%2BunG7J8MW8p9uzHllTw%2BGm1S%2FBR8r9TA2oby5QYt6mdQZ6A%2BTHsg5iJ9DI4UJFg85v55wiIB3GULsnHHTzb96ShGpERGsnoJJBn38QIcgOSFpezk%2FGFUM3T7TuIk%2F3VyN8r2lEV6iKL2hO5F1Yvs8LWNLF7PrFTAiUpi7S7gK3RgJqu2Hyj88iaN3QCUq%2FAzy4enBsljW8Q1aGX7w4KMe0YykfAYc3TUMLHSTlu2jmZ027gIGCYVDmmOM5DFCjPGpMOPsZ9Htzox%2FlwK6fqAM3nhCrY%2FQCawrK19Qz%2FjqBRFzr6imlcUJ41Z6x4V2hQz4stvB3wxXNSSQ5htwKSXDapngP5nfzaCqsxFmP8X%2FxrBVxs24wbR2IvF37xUdjkKhDu%2FA8ceYCPTiBMzQ4q6YgET3p%2Fo2vKuxk4AlfwJaVcI3BKWkA1U86yJsdeRzvyWLEv3avV1YTDK2MXaJICBEZRXKRKCch2V6RC4eQlobo%2FPQaI7txQgkF%2F%2FP0e5z7QSK%2B7yc%2FZo7FKlzm8pbtncGLIr72RXhp%2BsM7vJ9Stzptzx1P4sFV1dljZ2GDOzZUX6336A2bY7Hex02XuaAkveewkg7aDuOVkehrEK1oDDrpPr7yeZXU6LLd9L9f4icWS0to07ipy638MnYeszJ5W7DILgng8r9V%2BX1rHqLensZ7fu8XLsYsKkSkJt2jGLIPSKc%2Fzc%2Fn763UqW3UaAscx5wCVHukNe9Xff5%2BFCsSRORmgkHHubN1rOHndXYa9a5F1SWIB0Lu8RkMQ4UHRQcfrNwj%2BLMBngBIa4Ms%2Fi8jPs63rydPViJoIvrXUUABPagZx9AZWwrvRJyopxReZtmzYmnzfnlreiJARNWT%2BHrip7R%2FBpr6Lsd3sEifZK0Hil013WM1tl2VFU809liGGBMVA%2FwarFr6zYDFc0spdkPva%2FdiOWdr5KpQ6%2F6%2BSpImQXovJR2cyd1FDoksGV0oEDRLeWXVgo4WqCOVZMX8ZM%2BA372CrIIY%2F8CSbAE%2FyHW5Vu2tIYqOWH4jntEp5WOhvMPV8t5ojGwCw0nqZUBIW3FK6LHf3TDW9J%2FaS%2FXVxMx8STmmBkEJ7%2BiDu2weNQ26vyqJMb7rqwMBrt59ynr4PDwjfuaVjm%2BxHmr0DqJVziIL1ClhClZKwajiMeYI%2FLInUYyi0f2MMLtubng9sxWFszn4bBKTj2O55nKVR7yctS9bg7GKJqgD%2FAKDxg7PuyIqdeiYKONc69%2Fm5JnYVE6K3ii5k%2Bmkywc6OmKyv0FIITdr4KdmROOqC2mgsztftMcfI2ZXEtrWZDlVmVdcTLgvVVkqSycBE0G5K2qcBK1MBCv4ecFqXTvQFf%2Bd6U4OICRGGgwu6BD6uCBGWGCyWNU3rc8UrdHf4gqBaYX4f93VUg5cFbWW3za7B41qa63eiFzn2xyhqEUTHV8RDUX87OB3vPgm%2BWiMyX3E%2BndtDz9h5%2Fi2juPyPIq%2F9zzW7J%2FzvvZu%2BqJV8%2BUuOvmgQ9%2FRYIauAsMAshfGc%2Bn3QcVFPtOq325QHJaA0Y4MPGHU0BSgXi1QrxVFj93,NA,NA,NA,NA,NA,#463327673,Y9,NA,Huawei,NA
231, Auricular Bluetooth Inalambrico I9s Android Ios ,899,NA,3,2,18 cuotas,49.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-465689503-auricular-bluetooth-inalambrico-i9s-android-ios-_JM#position=19&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#465689503,NA,Sin Vincha,NA,NA
232, Auriculares Jbl Bt Manos Libres Celular iPhone Samsung ® Ty ,1990,NA,0,500,18 cuotas,110.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457116944-auriculares-jbl-bt-manos-libres-celular-iphone-samsung-ty-_JM#position=20&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#457116944,BT,NA,JBL,NA
233, Auriculares Energy Sistem Sport 3 Bluetooth 8hs Musica Amv ,55,NA,5,10,18 cuotas,113.12,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-455871120-auriculares-energy-sistem-sport-3-bluetooth-8hs-musica-amv-_JM#position=21&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#455871120,NA,Con Vincha,Energy Sistem,NA
234, Auriculares Manos Libre Jbl Free X Bluetooth Negro Mfshop ,238,NA,0,10,18 cuotas,489.49,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MFSHOPUY,https://articulo.mercadolibre.com.uy/MLU-462104184-auriculares-manos-libre-jbl-free-x-bluetooth-negro-mfshop-_JM#position=22&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#462104184,Free X,NA,JBL,Negro
235, Audifono Auriculares Havit Bluetooth Manos Libres Correr ® ,9999,NA,0,1000,18 cuotas,555.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-463467891-audifono-auriculares-havit-bluetooth-manos-libres-correr--_JM#position=23&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#463467891,H919BT,NA,Havit,NA
236, Samsung Galaxy A20 6.4' 32gb 3gb + Auriculares + Regalos P M ,234,NA,14,91,18 cuotas,481.26,NA,Envío a todo el país,NA,NA,4.8,14,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-462551300-samsung-galaxy-a20-64-32gb-3gb-auriculares-regalos-p-m-_JM#position=24&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,11,3,0,0,0,#462551300,A20,NA,Samsung,NA
237, Auricular Bluetooth Inalambrico Motorola Hk115 ,1190,NA,0,NA,18 cuotas,66.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IGNACIO.GOMEZDF,https://articulo.mercadolibre.com.uy/MLU-463908471-auricular-bluetooth-inalambrico-motorola-hk115-_JM#position=25&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#463908471,HK115,NA,Motorola,NA
238, Auricular Sony Bluetooth ( New ) ,33,NA,13,6,18 cuotas,67.87,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.uy/LAURALOVE04,https://articulo.mercadolibre.com.uy/MLU-446764370-auricular-sony-bluetooth-new--_JM#position=26&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,0,0,0,1,0,#446764370,NA,Con Vincha,Sony,NA
239, Auricular Bluetooth St2-x Circuit ,488,NA,7,50,18 cuotas,27.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-447717711-auricular-bluetooth-st2-x-circuit-_JM#position=27&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#447717711,NA,NA,NA,NA
240," Auricular Bluetooth Inalambrico Ledstar I7tws, Macrotec ",13,NA,3,7,18 cuotas,26.74,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MACROTEC_TIENDA,https://articulo.mercadolibre.com.uy/MLU-458880938-auricular-bluetooth-inalambrico-ledstar-i7tws-macrotec-_JM#position=28&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#458880938,NA,Sin Vincha,NA,NA
241, Nuevo 2pin Tubo Garganta Mic Auriculares/auricular Ptt Para ,1282,NA,NA,100,18 cuotas,71.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456541332-nuevo-2pin-tubo-garganta-mic-auricularesauricular-ptt-para-_JM#position=29&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#456541332,NA,NA,NA,NA
242, Auriculares Inalámbricos Fifo Myme Fit Arch2 Negro Dcshop ,23,NA,0,99,18 cuotas,48.74,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DCSHOPCOMUY,https://articulo.mercadolibre.com.uy/MLU-463051510-auriculares-inalambricos-fifo-myme-fit-arch2-negro-dcshop-_JM#position=30&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#463051510,NA,NA,NA,Negro
243, Auriculares Bluetooth Eurocase Yokohama Bt Con Micrófono ,895,NA,5,2996,18 cuotas,49.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-455936096-auriculares-bluetooth-eurocase-yokohama-bt-con-microfono-_JM#position=31&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#455936096,EUHP-620,Con Vincha,Eurocase,NA
244, Auriculares Manos Libres Inalambricos Bluetooth Rojo ,299,NA,0,NA,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449477819-auriculares-manos-libres-inalambricos-bluetooth-rojo-_JM#position=32&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#449477819,NA,NA,NA,NA
245, Auriculares Bluetooth Jbl T110 Inalámbricos Celular 6hr - Pm ,45,NA,21,18,18 cuotas,94.59,NA,Envío a todo el país,NA,NA,4.4,60,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-464675497-auriculares-bluetooth-jbl-t110-inalambricos-celular-6hr-pm-_JM#position=33&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,39,13,4,0,4,#464675497,NA,Sin Vincha,JBL,NA
246, Auriculares Manos Libre Jbl Endurance Sprint Bluetooth Rojo ,79,NA,0,7,18 cuotas,164.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECSYS+ML,https://articulo.mercadolibre.com.uy/MLU-462571700-auriculares-manos-libre-jbl-endurance-sprint-bluetooth-rojo-_JM#position=34&type=item&tracking_id=5eb135df-ebe7-4838-ad11-ca5a1a5a9dc0,NA,NA,NA,NA,NA,#462571700,Endurance Sprint,NA,JBL,NA
