search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del exterior,Edad,Género,Materiales del interior,Modelo alfanumérico,Peso
1349, Casco Cerrado Para Dama Rocket Force Zion White Rider One ,"1,998",NA,2,1,18 meses,111.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-638526617-casco-cerrado-para-dama-rocket-force-zion-white-rider-one-_JM?searchVariation=26585412968,NA,NA,NA,NA,NA,#638526617,White,xs-s-m,Rocket Force,S-09,Zion,Integral,NA,NA,NA,NA,NA,NA,NA
1350, Casco Cerrado R7 Racing R7-105 Dientes Amarillo Neon Moto ,859,NA,26,2,18 meses,47.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/MOTOBOUTIQUEBIKE.COM,https://articulo.mercadolibre.com.mx/MLM-625540701-casco-cerrado-r7-racing-r7-105-dientes-amarillo-neon-moto-_JM?searchVariation=25913862534,1,0,0,0,0,#625540701,"L,XL",,R7 Racing,DIENTES,R7-105,Integral,NA,ABS,NA,NA,NA,NA,NA
1351, Motocicleta Scooter Cara Abierto Mitad Cuero Casco Rojo ,463,NA,3,199,18 meses,25.75,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VICAMSTOREMX,https://articulo.mercadolibre.com.mx/MLM-657532583-motocicleta-scooter-cara-abierto-mitad-cuero-casco-rojo-_JM,NA,NA,NA,NA,NA,#657532583,NA,NA,Brand New,NA,NA,NA,NA,NA,NA,NA,NA,NA,689 g
1352, Casco 3/4 Con Mascara O Burbuja ,"1,880",NA,2,3,12 meses,185.73,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/QUKA9782231,https://articulo.mercadolibre.com.mx/MLM-640375715-casco-34-con-mascara-o-burbuja-_JM,NA,NA,NA,NA,NA,#640375715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353, Casco Abatible Modular Ls2 Ff370 Negro Con Mica Interna ,"3,050",NA,4,3,18 meses,169.47,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-556085894-casco-abatible-modular-ls2-ff370-negro-con-mica-interna-_JM?searchVariation=23827530902,NA,NA,NA,NA,NA,#556085894,Negro brillante,"Negro brillante,M,L,XL",LS2,FF370 Easy,FF370 Negro Mate,Rebatible,Doble,HPTT (High Pressure Thermoplastic Technology),Adultos,Unisex,Hipoalergénico,FF370,NA
1354, Casco Rkt -13 Series Heartbreaker Mujer ,"2,699",NA,3,2,18 meses,149.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,17,https://perfil.mercadolibre.com.mx/ESNAKIZAR_GUADALAJARA,https://articulo.mercadolibre.com.mx/MLM-640966121-casco-rkt-13-series-heartbreaker-mujer-_JM?searchVariation=32222905734,15,1,0,0,0,#640966121,Carbon/Blanco,"Rosa,S,M",Joe Rocket,HEARTBREAKER MUJER ROSA,Heartbreaker,Integral,Simple,A.T.P.A,Adultos,Femenino,Poliestireno,13,NA
1355, Motocicleta Medio Casco Dot Open Face Cruiser Bike Skull Ca ,904,NA,1,2,18 meses,50.26,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SUNTEKSTOREMX,https://articulo.mercadolibre.com.mx/MLM-661790645-motocicleta-medio-casco-dot-open-face-cruiser-bike-skull-ca-_JM,NA,NA,NA,NA,NA,#661790645,NA,NA,Unbranded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1356, Casco 3/4 Junior Negro ,272,NA,5,8,12 meses,26.87,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MAFE3726166,https://articulo.mercadolibre.com.mx/MLM-632126312-casco-34-junior-negro-_JM?searchVariation=40174499418,NA,NA,NA,NA,NA,#632126312,Negro,JUNIOR,Alessia,3/4,CAS-3/4-006,Abierto,Simple,Polipropileno,Niños,Unisex,Poliestireno,NA,NA
1357, Casco Ls2 Ff353 Rapid Grid Carbón Blanco Rojo Con Mica Humo ,"2,488",NA,3,4,18 meses,138.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-644795513-casco-ls2-ff353-rapid-grid-carbon-blanco-rojo-con-mica-humo-_JM?searchVariation=28038409024,NA,NA,NA,NA,NA,#644795513,NA,"M,L,XL,XXL",LS2,FF353 Rapid,Grid + MH,Integral,Simple,HPTT (High Pressure Thermoplastic Technology),Adultos,Unisex,Hipoalergénico,FF353,NA
1358, Casco Ls2 Ff353 Rapid Happy Dreams Clown Fosforescente ,"2,087",NA,3,3,18 meses,115.98,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-679235631-casco-ls2-ff353-rapid-happy-dreams-clown-fosforescente-_JM?searchVariation=38898524282,NA,NA,NA,NA,NA,#679235631,NA,"L,XL,XXL",LS2,NA,Happy Dreams Clown,Integral,Simple,HPTT (High Pressure Thermoplastic Technology),Adultos,Unisex,Hipoalergénico,NA,NA
1359, Casco Juvenil Azul Moto Bici Yamaha Italika Honda Niño ,240,NA,24,1,12 meses,23.71,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,4,https://perfil.mercadolibre.com.mx/BEEPMOTO,https://articulo.mercadolibre.com.mx/MLM-579481815-casco-juvenil-azul-moto-bici-yamaha-italika-honda-nino-_JM?searchVariation=19445801199,4,0,0,0,0,#579481815,NA,NA,Honda,NA,Integral,Integral,NA,NA,NA,NA,NA,NA,NA
1360, Casco Doble Mica Tornasol Negro/azul ,380,NA,4,1,18 meses,21.11,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/CHOPPER1983,https://articulo.mercadolibre.com.mx/MLM-667164106-casco-doble-mica-tornasol-negroazul-_JM,NA,NA,NA,NA,NA,#667164106,NEGR AZUL,UNITALLA,dazon,NA,Dz,Integral,Doble,ABS,Adultos,Unisex,Poliestireno,NA,NA
1361, Casco Shaft Varios Modelos + Mica Iridium O Humo Rider One ,"2,199",NA,61,8,18 meses,122.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-583768063-casco-shaft-varios-modelos-mica-iridium-o-humo-rider-one-_JM,3,1,0,0,0,#583768063,Brillante,"M, L, XL",Shaft,cerrado,Varios,Integral,Simple,Policarbonato,Adultos,Unisex,Poliestireno,NA,1500 g
1362, Casco Motociclismo Abierto Bola Ocho ,"1,150",NA,3,3,12 meses,113.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/BIKERSBROTHERSHOP,https://articulo.mercadolibre.com.mx/MLM-599350050-casco-motociclismo-abierto-bola-ocho-_JM?searchVariation=30551655588,NA,NA,NA,NA,NA,#599350050,NA,"M,XL",Faseed,bola 8,710,Abierto,NA,NA,NA,NA,NA,NA,1.45 g
1363, Casco Cerrado Rocket Force S-06 Titan Negro Rider One ,"1,998",NA,1,3,18 meses,111.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-661275932-casco-cerrado-rocket-force-s-06-titan-negro-rider-one-_JM?searchVariation=32055269975,NA,NA,NA,NA,NA,#661275932,Negro,M-L-XL,Rocket Force,S-06,Titan,Integral,NA,NA,NA,NA,NA,NA,NA
1364, Moto Scooter Cara Abierto Mitad Casco Cuero Con Visera ,"1,483",NA,1,199,18 meses,82.43,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DODOCOOLMX?brandId=1813,https://articulo.mercadolibre.com.mx/MLM-680445266-moto-scooter-cara-abierto-mitad-casco-cuero-con-visera-_JM,NA,NA,NA,NA,NA,#680445266,NA,NA,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA,NA
1364, Moto Scooter Cara Abierto Mitad Casco Cuero Con Visera ,"1,483",NA,1,199,18 meses,82.43,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DODOCOOLMX?brandId=1813,https://articulo.mercadolibre.com.mx/MLM-680445266-moto-scooter-cara-abierto-mitad-casco-cuero-con-visera-_JM,NA,NA,NA,NA,NA,#680445266,NA,NA,No Brand,NA,no model,NA,NA,NA,NA,NA,NA,NA,NA
1365, Casco Risky Abatible Certificado Colores Feather Tallas ,"1,699",NA,3,12,18 meses,94.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-655536874-casco-risky-abatible-certificado-colores-feather-tallas-_JM?searchVariation=30702573468,NA,NA,NA,NA,NA,#655536874,NA,"M,L,XL",Alessia,ABATIBLE / MODULAR,CAS-VA-10,Rebatible,NA,NA,NA,NA,NA,NA,NA
1366, Casco Tipo Cross Multicolor Bkr Ecer2205 Radical Tallas ,"2,099",NA,1,3,12 meses,207.36,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-674417705-casco-tipo-cross-multicolor-bkr-ecer2205-radical-tallas-_JM?searchVariation=34878375438,NA,NA,NA,NA,NA,#674417705,NA,"S,M,L",BKR,NA,Radical,Tipo Cross,NA,NA,NA,NA,NA,NA,NA
1367, Casco Abatible Shaft Sh-3690 Break Rojo Mate ,"2,190",NA,1,3,18 meses,121.67,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-702836697-casco-abatible-shaft-sh-3690-break-rojo-mate-_JM?searchVariation=40979703560,NA,NA,NA,NA,NA,#702836697,NA,"L,XL",Shaft,NA,Break,Rebatible,Doble,NA,NA,Unisex,NA,NA,NA
1368, Casco De La Motocicleta El Modo De Luz Fra 4 Led Casco De ,249,NA,2,197,18 meses,13.88,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRATECHMX,https://articulo.mercadolibre.com.mx/MLM-675150577-casco-de-la-motocicleta-el-modo-de-luz-fra-4-led-casco-de-_JM,NA,NA,NA,NA,NA,#675150577,NA,NA,No Brand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369, Casco 3/4 Chopper Torc Baller Negro ,"1,730",NA,3,1,18 meses,96.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,22,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-632781058-casco-34-chopper-torc-baller-negro-_JM?searchVariation=28561881331,20,2,0,0,0,#632781058,Negro,S,Torc,T-50,Baller,Abierto,NA,Policarbonato,Adultos,Unisex,EPS,NA,NA
1370, Casco Integral Joe Rocket Rkt 7 Reactor Ngo/plata Mica Humo ,"2,230",NA,4,15,12 meses,220.31,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,38,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-619838129-casco-integral-joe-rocket-rkt-7-reactor-ngoplata-mica-humo-_JM?searchVariation=27727926488,33,3,1,0,0,#619838129,NA,"S,M,L,XL,XXL",Joe Rocket,Reactor,RKT 7 Reactor BLK/SLV + MH,Integral,Simple,Armazón de A.T.P.A.™ avanzado (Advanced Thermo-Poly Alloy Shell),Adultos,Unisex,Hipoalergénico,RKT7,NA
1371, Casco Ls2 Ff353 Rapid Deadbolt Negro Mate Naranja Mica Humo ,"2,488",NA,1,4,18 meses,138.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-644795606-casco-ls2-ff353-rapid-deadbolt-negro-mate-naranja-mica-humo-_JM?searchVariation=30679462947,NA,NA,NA,NA,NA,#644795606,NA,"M,L,XL,XXL",LS2,FF353 Rapid,Deadbolt + MH,Integral,Simple,HPTT (High Pressure Thermoplastic Technology),Adultos,Unisex,Hipoalergénico,NA,NA
1372, Casco Cerrado Ls2 Rookie Test Machine Rider One ,"2,088",NA,2,1,18 meses,116.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-639000963-casco-cerrado-ls2-rookie-test-machine-rider-one-_JM?searchVariation=26691515037,NA,NA,NA,NA,NA,#639000963,Negro mate,L-XL,LS2,7103-2809,Test Machine,Integral,NA,NA,NA,NA,NA,NA,NA
1373, Casco Cerrado Shaft Primitive Morado Mate Rider One ,"1,798",NA,2,2,18 meses,99.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-657277968-casco-cerrado-shaft-primitive-morado-mate-rider-one-_JM,NA,NA,NA,NA,NA,#657277968,LILA MATE,S-M,Shaft,SH571,PRIMITIVE,Integral,NA,NA,NA,NA,NA,NA,1.5 kg
1374, Casco Shaft Integral Exo Sh520 Varios Colores ,"1,799",NA,13,4,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4,1,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-660876027-casco-shaft-integral-exo-sh520-varios-colores-_JM?searchVariation=41030659847,0,1,0,0,0,#660876027,NA,"S,M,L,XL",Shaft,EXO,SH520,Integral,Simple,ABS,Adultos,Unisex,Resina termoplástica,NA,NA
1375, Casco De Carrera Moto Bailide Tapa De Seguridad Para Niños ,400,NA,1,1,18 meses,22.22,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SESUCONSA.COM,https://articulo.mercadolibre.com.mx/MLM-661506967-casco-de-carrera-moto-bailide-tapa-de-seguridad-para-ninos-_JM?searchVariation=32120331254,NA,NA,NA,NA,NA,#661506967,NA,S,BLD,NA,BAILIDE,Integral,NA,NA,NA,NA,NA,NA,NA
1376, Casco Integral Joe Rocket Rkt 14 Series Solid Blk Negro Mate ,"2,199",NA,45,14,12 meses,217.24,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,4,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-549502971-casco-integral-joe-rocket-rkt-14-series-solid-blk-negro-mate-_JM?searchVariation=31792663192,4,0,0,0,0,#549502971,NA,"S,M,L,XL,XXL",Joe Rocket,RKT 14,Solid Black,Integral,Doble,Armazón de A.T.P.A.™ avanzado (Advanced Thermo-Poly Alloy Shell),Adultos,Unisex,Hipoalergénico,RKT14,NA
1377, Casco Shaft Wasp Green Con Lentes 2018 + Regalos Rider One ,"2,099",NA,3,1,18 meses,116.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-617567122-casco-shaft-wasp-green-con-lentes-2018-regalos-rider-one-_JM?searchVariation=21544138025,NA,NA,NA,NA,NA,#617567122,NA,NA,Shaft,Cerrado,Wasp,Integral,NA,ABS,NA,NA,NA,NA,1500 g
1378, Motocicleta 3/4 Casco De Cara Abierta Con Visera De Pantall ,700,NA,1,9,18 meses,38.94,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CARMOTORSPORTSMX,https://articulo.mercadolibre.com.mx/MLM-660679791-motocicleta-34-casco-de-cara-abierta-con-visera-de-pantall-_JM,NA,NA,NA,NA,NA,#660679791,NA,NA,Unbranded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379, Casco Negro Cerrado Motoneta Moto Bici Niño Niña... ,274,NA,4,5,18 meses,15.22,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ENDORCOMIC,https://articulo.mercadolibre.com.mx/MLM-657589208-casco-negro-cerrado-motoneta-moto-bici-nino-nina-_JM?searchVariation=39399687364,NA,NA,NA,NA,NA,#657589208,Negro,infantil,Alessia,Baby,C-013,Integral,Simple,NA,Niños,Unisex,NA,NA,NA
1380, Casco De Motocicleta Half Face Gorra De Bisbol Estilo Con ,663,NA,1,199,18 meses,36.84,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TOMTOPWHOLESALEMX,https://articulo.mercadolibre.com.mx/MLM-670624542-casco-de-motocicleta-half-face-gorra-de-bisbol-estilo-con-_JM,NA,NA,NA,NA,NA,#670624542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381, Casco De Moto Medio Rostro Abierto Casco De Proteccin De ,665,NA,0,200,18 meses,37.00,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TOMTOPWHOLESALEMX,https://articulo.mercadolibre.com.mx/MLM-670622729-casco-de-moto-medio-rostro-abierto-casco-de-proteccin-de-_JM,NA,NA,NA,NA,NA,#670622729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382, Casco Integral Joe Rocket Rkt 7 Hardcore Negro Mate / Plata ,"1,699",NA,7,13,18 meses,94.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,5,https://perfil.mercadolibre.com.mx/WONDERBIKES,https://articulo.mercadolibre.com.mx/MLM-661925314-casco-integral-joe-rocket-rkt-7-hardcore-negro-mate-plata-_JM?searchVariation=32216366064,5,0,0,0,0,#661925314,Negro mate,"Plata,S,M,L,XL,XXL",Joe Rocket,RKT 7,Hardcore Negro Mate / Plata,Integral,Simple,ATPA,Adultos,Masculino,HIPOALERGENICO,NA,NA
1383, Casco Motocicleta Brp Can-am Spyder Gsx-2 ,"3,825",NA,0,1,18 meses,212.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/LOGINLIQUIDATORSTORE,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=QnahAkVbss%2FbDGQQjWpzei9tDq62jT9WD11Q8hJVoj35WyjfDtcAzaDEZoCiJ6QqDnm8rmQZfE2LprSZAigRLYEitFCMFwJwTaBvi2kTIFVjEBf6zOI2kW%2FZOGBFYyIZ5CtRVAGCNUYgyE4cmcOcxlJ5HCw0%2BRQkNh%2BeznfZ8w63wDcXKl9L11MPEJoYDSWrVxuZPIJuYPI8wT%2BfOgDgXFsuiTSDg%2Fz9dOeasXyp%2Fm87YG6IYqmijX%2BztZJUWpf33W1KP5t6NZRydl8DXSirev8ScAUM%2BdWqHaCKTjeraarr3kwZTyysNOPQHjFJfsqcu7tbF1mOK8SGsqBdWPrvrPeTnpG0wmlNPkH3LY4YMRz7WBObTunD2OiMTAjoU3GniqZVDGvFVf4zJbg77mfqahhrWAEFynsKLqrpvuFB0SY58WHCQXPRVSNOpD%2F5YCXRocLX%2FyeXbg%2FzIcFCWM%2BO3IP9r80bK2YZxKDZwnNjB1Z9bLazCWNVBUwfvgG8Fsod7bEoTq1CzFzh0SMXaV%2FdxSCQO2%2FKKCBJ8pUnJOxyCsQwF9soHAHdk3rPI3zJzahZeYiLdOYoK6KiXmyThdkCR7z%2B1fgN8iYEK6oSRXgUgS8lw6Upis6v0dNP3u5K%2B%2F0gWs2lf0L9zbJZrBEgjxeGsk7FdV%2BslfdHNwgukHpCYMvwBFUTBvigppHBrs5VSy8atECgCuIq7Z8nVaSXLtiHSbjBo1Tgmq5hXzoSU6P3MDRMYoXDj%2B5Uoxz%2BYqeM6wnIzDqRthCgTfuYsIYHkT%2BwNyrzi%2F1pgwacDMKSnriDUix4dt3w6gIllf%2BPJeRaKf8xkjxnGOmDAFsPCmfXXuJz91Ey9HleEyCFA7ImLKxmo9htIh4d5WqxyT1JF0LZkB8y651k2lGh0XvgDWkVUQ%2BRBCQCSTyElugrTsc%2Bau7A21cKIh2JjRlerVS%2FLVY3WSsfOxJ9h9LSTDDMG6SCSZ6a6DN98neFJ6DdPnZBHIUcr6lfCy2ef26Onypic5Ld5widLJFbOgnJ74JKoCVoETy7WK2%2FHNqf8YlofaU8rxeEi%2FRM41gvdXRJPQnnuxUih5TSgKpyPcuFB%2B2mpDMqrd%2F%2B8sgM%2FCtErQtRjFpYya7CKZ2QhDjMO%2BNSoFkMQdN3gZ2e8p64%2BewgwDHCsbXmBQB%2BUxX0xbYYvpn0oIE3S38WA2rsRy5Ub%2FYgiHJnOAcGbcbxggFzvBF1TM%2BCOkFK0L1gV5LR14BTXjNPrBEBYpWkwg6ve5TNVln%2FLRp20RBptKzV9tZ4kzVbEtk8Jxkf%2BJ2MHoCovQDGiN%2FYithCCvRdllAQg2GpkHi%2B5aRORM9yoaHRhKG2YabKcibjESqvJqFCiX3PAizNgLe2bnkEdlqjJlH%2F8T%2BXYjQLnKlOksDPSGp88raQCqym2kATzD3ysmSUqus1BJBldH9KJb3DjTcRfym4Z%2BmeYqIesJ17H8JldXDMpnK50tQAcX4D7Ly6TYAk%2FGx5kahMKnWpPYa19a2evSeGH7GQThhbe5Ly%2FQWEefmV%2BBqUGi8ZA2QpRoIdFFi92JlUxNG9WQa3QwxH%2F0OqFxvbP%2B%2F98XOeh2VRvkN2gbrXwf84YTBnB8JL%2FEaFTLHFOUOZIYBDozR%2Bo1DMVG4jrfovD7hqw5HWpDOSey%2FcANj3sCpAqU%2FuFLttKg4NoC%2FkFGwCtFABuuaf5mHm1GtMDC0h8tQZsXaLjQPiCF7Q85OaNXQZbqJ3R8tVCAxLNs46GMplDeAWOF19d3nHN1fj45UimojqAwvaQXmMbXUdtxCXrxKP79BQRwku0mo77alRdMfYkJGhn8TSquPo%2BSrsV1A%3D,NA,NA,NA,NA,NA,#574044784,Plata,Unisex,Can-Am,Helmet,Gsx-2,NA,NA,NA,NA,NA,NA,NA,NA
1384, Casco Integral Ls2 Rookie X Ray Ff352 4 Estrellas De Sharp ,"2,089",NA,28,4,18 meses,116.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,5,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-599846444-casco-integral-ls2-rookie-x-ray-ff352-4-estrellas-de-sharp-_JM?searchVariation=28388436057,4,1,0,0,0,#599846444,Negro,"GRIS,M,L,XL",LS2,NA,FF352,Integral,Simple,HPTT,Adultos,Unisex,EPS,NA,NA
1385, Casco Integral Ls2 Ff320 Stream Stinger Dot / Ecer-2205 ,"3,732",NA,6,10,18 meses,207.35,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-598761889-casco-integral-ls2-ff320-stream-stinger-dot-ecer-2205-_JM?searchVariation=23680100106,3,0,0,0,0,#598761889,Rojo,"NEGRO,M,L",LS2,Stream,Stinger,Integral,Doble,NA,Adultos,Unisex,NA,NA,1550 g
1386, Casco Integral Joe Rocket Rkt 7 Hardcore Mat Plata Mica Humo ,"2,230",NA,1,15,12 meses,220.31,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-661725056-casco-integral-joe-rocket-rkt-7-hardcore-mat-plata-mica-humo-_JM?searchVariation=32176183237,NA,NA,NA,NA,NA,#661725056,NA,"S,M,L,XL,XXL",Joe Rocket,RKT 7,RKT 7 Hardcore Negro Mate / Plata + MH,Integral,Simple,Armazón de A.T.P.A.™ avanzado (Advanced Thermo-Poly Alloy Shell),Adultos,Unisex,Hipoalergénico,NA,NA
1387, Casco Shaft Protect Orange + Regalos Rider One ,"1,799",NA,6,1,18 meses,99.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-591132274-casco-shaft-protect-orange-regalos-rider-one-_JM?searchVariation=40614401284,NA,NA,NA,NA,NA,#591132274,Negro,XL,Shaft,SH-581,Protect,Integral,Simple,ABS,Adultos,Unisex,Poliestireno,NA,1500 g
1388," Afunta G9000 Stereo Gaming Headset Compatible Mac, Ps4 Az ",882,NA,2,8,12 meses,87.13,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/VENE-GAS,https://articulo.mercadolibre.com.mx/MLM-697366637-afunta-g9000-stereo-gaming-headset-compatible-mac-ps4-az-_JM,NA,NA,NA,NA,NA,#697366637,NA,NA,AFUNTA,NA,FBA_KOTION.G9000.Blue,NA,NA,NA,NA,NA,NA,NA,NA
