search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados
27, Capacete Pro Tork Fechado Automatico Sport Moto 788 ,149,NA,100,35,12x,14.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1212100095-2-capacetes-aberto-new-liberty-3-moto-oferta-promoco-_JM?searchVariation=35354053570,1186,280,102,15,19,#1212100095,Varias,56/58/60,Pro Tork,NA,New Liberty Three,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA
28, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,134,NA,898,2530,12x,11.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,48,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-969334380-capacete-pro-tork-moto-evolution-nos-_JM,41,3,3,0,1,#969334380,Dourado (City),"56,58,60",Pro Tork,Capacete,Nos,Integral,Simple,ABS,Adultos,Unissex,Nylon Pluma,1.47 kg,NA,NA,NA
29, Capacete Moto New Liberty Four Pro Tork R8 Fechado ,60,NA,996,27,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1563,https://perfil.mercadolivre.com.br/PHOENIX+ACESS%C3%93RIOS,https://produto.mercadolivre.com.br/MLB-977356315-capacete-moto-sm-automatico-marino-pro-tork-motoboy-_JM?searchVariation=20808453870,970,338,149,57,49,#977356315,"Amarelo,Azul,Branco,Branco/Preto,Cinza,Preto,Preto-fosco,Rojo/Negro,Rosa,Rosa/Preto,Verde/Negro,Vermelho","56,58,60",Pro Tork,SM,Sport Moto,Integral,NA,ABS,NA,Unissex,NA,NA,NA,NA,NA
30, Capacete Sm Moto Automatico Marino Pro Tork Motoboy ,59,NA,497,92,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,806,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008373865-capacete-sm-moto-pro-tork-sport-moto-788-marino-automatico-_JM?searchVariation=22726180496,484,190,90,22,20,#1008373865,Vermelho,"56,58,60",Pro Tork,SPORT MOTO,788,Integral,NA,ABS,NA,NA,NA,1.04 g,NA,NA,NA
31, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,55,NA,628,69,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1190902717-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=37973983683,1186,280,102,15,19,#1190902717,Preto,"56,58,60",Pro Tork,NA,New Liberty Three,Aberto com Viseira,NA,NA,NA,NA,NA,NA,NA,NA,NA
32, Capacete Moto Feminino Pro Tork 788 Preto Fosco Rosa ,90,NA,938,34,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-917557595-capacete-moto-pro-tork-viseira-r8-fechado-promoco-_JM?searchVariation=17757880686,1407,403,181,62,70,#917557595,Vermelho,"56,58,60",Pro Tork,LIberty R8,R8,Integral,NA,NA,NA,Unissex,NA,NA,NA,NA,NA
33, Capacete Moto Aberto Pro Tork New Liberty 3 Three ,167,184,247,2579,12x,13.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,87,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172424994-capacete-de-moto-retro-branco-azul-pro-tork-vintage-_JM?searchVariation=32457692709,64,16,6,1,0,#1172424994,Azul-escuro,"56,58,60",Pro Tork,Capacete,Vintage,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
34, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Extr ,199,NA,311,2621,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,652,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1182548689-capacete-moto-cross-c-viseira-pro-tork-varias-corestamanho-_JM?searchVariation=33240848583,477,98,44,17,15,#1182548689,"Azul,Amarelo,Azul,Bordô,Cinza,Laranja,Verde,Vermelho","56,58,60",Pro Tork,NA,Adventure,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
35, Capacete Moto Mixs Fokker Storm Fundo Preto Fosco Tork ,57,NA,806,2520,10x,6.48,NA,Envio para todo o país,NA,NA,4.4,806,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836775816-capacete-pro-tork-fechado-automatico-sport-moto-788-_JM?searchVariation=15907429717,484,190,90,22,20,#836775816,"Laranja,Amarelo,Azul,Branco,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacetes,Sport Moto 788,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
36, Capacete Moto Axxis By Mt Skull Caveira Preto Fosco ,98,NA,923,1359,12x,8.24,NA,Envio para todo o país,NA,NA,4.4,2123,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108201423-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=35910915051,1407,403,181,62,70,#1108201423,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
37, Capacete Moto Protork New Liberty Four Varias Cores Escolha ,57,NA,1156,814,10x,6.52,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,1592,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-976779410-capacete-de-moto-pro-tork-new-liberty-four-4-preto-fosco-_JM?searchVariation=21592696088,1056,338,143,32,22,#976779410,"Preto-fosco,Azul,Branco,Cinza claro,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,New Liberty,New Liberty Four,Integral,NA,Casco injetado em ABS,Adultos,Unissex,Material ABS,NA,NA,NA,NA
38, Capacete Moto Feminino Axxis Eagle Lady Catrina Vermelho ,166,NA,518,148,12x,15.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1723,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1092152051-capacete-moto-jet-3-articulado-escamoteavel-robocop-varios-_JM?searchVariation=26926657801,1244,333,93,23,29,#1092152051,Cinza-claro,"58,60",Pro Tork,V-Pro Jet 3,V PRO,Escamoteável,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
39, Capacete Street Sport Moto For Girls Pro Tork Feminino ,60,NA,358,2013,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,806,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1008562468-capacete-sport-moto-automatico-protork-preto-fosco-promoco-_JM?searchVariation=22736325021,484,190,90,22,20,#1008562468,"Preto-fosco,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Preto/Cinza,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,sm 788,Sport Moto,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
40, Capacete Sport Moto 788 Automatico Pro Tork San Marino ,399,NA,210,2,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-702919658-capacete-moto-axxis-by-mt-skull-caveira-preto-fosco-_JM?searchVariation=32770177145,18,2,1,0,0,#702919658,Preto - Skull Fosco,62,Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,1430 g,Micrométrico,Inmetro,NA
41, Capacete Moto Jet 3 Articulado Escamoteavel Robocop Varios ,159,NA,226,122,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,241,https://perfil.mercadolivre.com.br/EMPORIUM+LIVRE,https://produto.mercadolivre.com.br/MLB-1193560008-capacete-moto-cross-pro-tork-preto-mxpro-trilha-oculos-788-_JM?searchVariation=34009613384,175,45,14,2,5,#1193560008,Preto,"58,60",Pro Tork,NA,Libety Mx Cross,Cross,NA,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
42, Capacete Moto Aberto New Liberty 3 Pro Tork ,129,NA,1255,33,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,65,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-976930467-capacete-moto-feminino-pro-tork-788-preto-fosco-rosa-_JM?searchVariation=20790341181,48,13,2,1,1,#976930467,"Rosa,Amarelo,Azul,Cinza,Laranja,Rosa,Rosa-escuro,Vermelho","58,60",Pro Tork,Evolution G4,Pro Neon,Integral,NA,NA,NA,Unissex,NA,NA,NA,NA,NA
43, Capacete New Liberty Three Moto Aberto Pro Tork New Liberty ,137,NA,296,1863,12x,13.09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,495,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1172424054-capacete-de-moto-evolution-fechado-preto-pro-tork-g6-pro-_JM?searchVariation=32457999916,350,85,37,6,16,#1172424054,Vermelho,"56,58,60",Pro Tork,G6,G6 Pro,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
44, Capacete Moto Sm Automatico Marino Pro Tork Motoboy ,59,NA,3881,1682,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1602,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-808714522-capacete-moto-aberto-pro-tork-new-liberty-3-three-_JM?searchVariation=19635871969,1186,280,102,15,19,#808714522,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
45, Capacete Moto Pro Tork Viseira R8 Fechado Promoção ,129,NA,258,83,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,6,https://perfil.mercadolivre.com.br/JN.MOTOS,https://produto.mercadolivre.com.br/MLB-1122944031-capacete-moto-new-liberty-four-pro-tork-r8-fechado-_JM?searchVariation=29027404207,4,1,1,0,0,#1122944031,"Verde,Amarelo,Azul,Azul-claro,Laranja,Plata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
46, Capacete Moto Axxis Eagle Preto Fosco Lançamento ,69,80,929,6,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1602,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-1106473935-capacete-new-liberty-three-moto-aberto-pro-tork-new-liberty-_JM?searchVariation=27805145025,1186,280,102,15,19,#1106473935,Preto,56,Pro Tork,New Liberty,Three,Aberto,Simple,ABS,Adultos,Unissex,NA,1290 g,NA,NA,NA
47, Capacete Protork Coquinho Moto Custom Couro Boulevard Harley ,129,NA,646,2,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,73,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1133425750-capacete-moto-mixs-fokker-storm-fundo-preto-fosco-tork-_JM?searchVariation=29861287135,53,8,8,2,1,#1133425750,Amarelo,58,Mixs,Capacetes,MX2,Fechado,NA,NA,NA,NA,NA,NA,NA,NA,NA
48, Capacete Moto Cross Pro Tork Preto Mxpro Trilha + Óculos 788 ,119,NA,214,188,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/PISTAMOTO,https://produto.mercadolivre.com.br/MLB-1187002364-capacete-moto-tork-r8-viseira-azul-rede-elastica-touca-_JM?searchVariation=33550143589,1407,403,181,62,70,#1187002364,"Amarelo,Azul,Azul-claro,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,R8,Integral,NA,NA,NA,NA,NA,1200 g,NA,NA,NA
49, Capacete Moto P/ Mulher Fechado Rosa Com Viseira Espelhada ,399,NA,196,1,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,29,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1107073421-capacete-moto-axxis-eagle-preto-fosco-lancamento-_JM?searchVariation=31076436912,20,8,0,1,0,#1107073421,Preto - Fosco,62,Axxis,Axxis,Eagle,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
50, Capacete Sm Moto Pro Tork Sport Moto 788 Marino Automático ,59,NA,1085,2494,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,1602,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-836050871-capacete-moto-aberto-new-liberty-3-pro-tork-_JM?searchVariation=15942556351,1186,280,102,15,19,#836050871,"Vermelho,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,New Liberty 3,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
51, Capacete Moto Mixs Fokker Storm Fosco Ou Brilhante 2019 ,129,NA,714,236,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-1119741753-capacete-moto-p-mulher-fechado-rosa-com-viseira-espelhada-_JM?searchVariation=28800127599,1407,403,181,62,70,#1119741753,Viseira Cromada,"56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
52, Capacete Moto P/ Mulher Fechado Rosa R8 Viseira Espelhada ,399,NA,110,432,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1178433100-capacete-moto-feminino-axxis-eagle-lady-catrina-vermelho-_JM,2,0,0,0,0,#1178433100,"53/54-(PP/XS),55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,Axxis,Eagle,Lady,Integral,Simple,ABS,Adultos,Unissex,"Exopor, multi tecidos",NA,NA,NA,NA
53, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,159,NA,82,48,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,73,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1133297836-capacete-moto-mixs-fokker-storm-fosco-ou-brilhante-2019-_JM?searchVariation=31513588498,53,8,8,2,1,#1133297836,"Clique na cor desejada,Azul com Vermelho Brilhante,Azul com Vermelho Fosco,Clique na cor desejada,Preto com Amarelo Brilhante,Preto com Amarelo Fosco,Preto com Azul Brilhante,Preto com Azul Fosco,Preto com Grafite Brilhante,Preto com Grafite Fosco,Preto com Laranja Brilhante,Preto com Laranja Fosco,Preto com Rosa Brilhante,Preto com Rosa Fosco,Preto com Verde Brilhante,Preto com Verde Fosco,Preto com Vermelho Brilhante,Preto com Vermelho Fosco","56,58,60,62,TAMANHOS DISPONÍVEIS",Mixs,Fokker,Mixs Fokker Storm,Cross,Simple,Casco construído em resina termoplástica ABS de alto impacto;,Adultos,Unissex,Isopor interno com aletas para absorção e dissipação de choque;,1.6 kg,NA,NA,NA
54, Capacete Moto Pro Tork Evolution G4 Las Vegas + Viseira Extr ,121,NA,105,37,12x,10.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,11,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-799885731-capacete-moto-ebf-fechado-unissex-varias-corestamanho-_JM?searchVariation=29524996254,7,3,1,0,0,#799885731,"Preto-fosco - Naranja,Preto-fosco - Plata,Preto-fosco - Rojo,Preto-fosco - Rosa,Preto-fosco - Verde","56,58,60",EBF,Spark,Black Edition,Integral,Simple,ABS,Adultos,Unissex,NA,1300 kg,NA,NA,NA
55, Capacete Moto San Marino Todas Cores ,134,NA,898,2530,12x,11.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,48,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-969334380-capacete-pro-tork-moto-evolution-nos-_JM,41,3,3,0,1,#969334380,Dourado (City),"56,58,60",Pro Tork,Capacete,Nos,Integral,Simple,ABS,Adultos,Unissex,Nylon Pluma,1.47 kg,NA,NA,NA
56, Capacete Moto P/ Mulher Fechado Rosa R8 Viseira Espelhada ,59,NA,740,2099,10x,5.99,NA,Envio para todo o país,NA,NA,4.6,1024,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-884032408-capacete-moto-aberto-liberty-pro-tork-preto-fosco-_JM?searchVariation=22016996409,744,190,62,11,17,#884032408,"Preto-fosco,Amarelo,Azul,Branco,Prata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Liberty,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
57, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Rosa ,352,NA,305,1567,12x,33.73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,355,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-690842598-capacete-moto-protork-attack-escamoteavel-robocop-articulado-_JM?searchVariation=30579676710,234,72,29,15,5,#690842598,"Amarelo,Azul,Branco Listra Colorida,Cinza,Laranja,Preto Listra Colorida,Rosa,Verde,Vermelho","56,58,60,62",Pro Tork,Unissex Escamoteavel,Attack,Integral,NA,ABS,NA,NA,NA,NA,NA,NA,NA
58, Capacete Moto Mixs Fokker Storm Fosco Ou Brilhante ,159,NA,82,48,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,73,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1133297836-capacete-moto-mixs-fokker-storm-fosco-ou-brilhante-2019-_JM?searchVariation=31513588498,53,8,8,2,1,#1133297836,"Clique na cor desejada,Azul com Vermelho Brilhante,Azul com Vermelho Fosco,Clique na cor desejada,Preto com Amarelo Brilhante,Preto com Amarelo Fosco,Preto com Azul Brilhante,Preto com Azul Fosco,Preto com Grafite Brilhante,Preto com Grafite Fosco,Preto com Laranja Brilhante,Preto com Laranja Fosco,Preto com Rosa Brilhante,Preto com Rosa Fosco,Preto com Verde Brilhante,Preto com Verde Fosco,Preto com Vermelho Brilhante,Preto com Vermelho Fosco","56,58,60,62,TAMANHOS DISPONÍVEIS",Mixs,Fokker,Mixs Fokker Storm,Cross,Simple,Casco construído em resina termoplástica ABS de alto impacto;,Adultos,Unissex,Isopor interno com aletas para absorção e dissipação de choque;,1.6 kg,NA,NA,NA
59, Capacete Moto Fechado R8 Viseira Fumê Pro Tork Prata ,185,NA,128,8,12x,15.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,31,https://perfil.mercadolivre.com.br/QUALITY+SP?brandId=515,https://produto.mercadolivre.com.br/MLB-799854999-capacete-moto-aberto-coculos-solar-ebf-varias-corestamanho-_JM,16,12,2,1,0,#799854999,Preto fosco e amarelo,"56,58",EBF,Freedom,Freedom Square,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
60, Capacete Moto Mixs Gladiator Escamoteavel Robocop Articulado ,60,NA,77,23,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-991991572-capacete-protork-coquinho-moto-custom-couro-boulevard-harley-_JM?searchVariation=22832221554,4,1,0,0,0,#991991572,Preto - Preto,UNICO,Pro Tork,Custom,COQUINHO,Aberto,NA,Couro,Adultos,Unissex,Nylon,NA,NA,NA,NA
61, Capacete San Marino Masculino Feminino 56/58/60 Pro Tork ,65,NA,2,598,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=6IWajuE%2BXRy1RbRngnUGOEaH8ag%2FgLGO12sZh5SfvR7VRPDnaty5%2FEcMsu%2B4N61hGuHtsuzxyjmfmfNi6dnBXRYAGD5%2B%2Bvz2qHYPWNk%2BEQEtrm4FAuF%2F0WSuBXLMb1A9Qej6S8Z5GMCKJIw3iAlv%2BNJNUi4JwYa43gM9RVIQnuY8za0hbph6LGgdqYS5KLGbc%2BhekV71BsE6h3A9qrlTv4TUT52ytjrZ00b6r3HoZAnxsZpWWjyIsUotqi4q7XL%2BqbuQINvta%2FUYGZouA7xmtSpy3tkMXfodjRu%2B4lru5Q5CZiV58lD%2BqS9NN%2Fv1uh6OSTtBiWWX6degYV4sAy5XXBTGQ6c8S16szWBTtmEbP86dLul2mfRqxJ%2FpuRT%2BYjq%2FLmGBKCD3auaE%2BQvjx8tSdukFOaq3jPpnDTGBH3pZ8qKYPzWsW8np9i7OkHzsMSPRKegCLb9MZREkI0w9xUymaeTq9hAhqovBejegXSBArefuv9Lnbbbft4ecrGq28ACUUWz9DVHSsDyx0GzZ6eUVuLWmc8cM6dH42p4aLo3pjkvTi88rICczGW7PptqQ90vXt09cwrHUGYuHTsAKyc9KvTBCLfXs7AOL7NwcgCq69WXaDnYLUy2kFdm2%2BFj6JHMPWc6cB02R8rCfEARXM94kL9d7ga02QLzXO95%2F8f1Rw8pM5eXIU36XgwU%2B%2BNBXdofw%2BGx8huCiWXdUZHAxUQE8A0VTMp7mtZDxZs4g4u3PEzJIDcREKqGhLu2WlEyzEvgBA1VclooC8M8AP5a52FmN3a9e6pxiiR2NiLHFzyjdMm7wHOzqthJpOxdfYZZpweLQ70owxB4SAPBOnALONZx5R9qSIdt1pHeGFXZ8UxRkR%2F0cRpzMjmad4xMI5m1Aj6dfzxLZUBKflTVmJrfj4%2FDLcmYeZ%2BV5tlAOYTCgbA2%2FGGm4gZUnECLC9uq89OFcXozQNbNI41dUTxRTFFP33iqnmM%2BBZredT19dkrkQ9zRny8raymd%2FbcxngU%2BKy687wUwkylLW1V22DfFG%2BWBju6RPrQfmf7D9CJImXfJrHhhS8pD2HLK%2F7s3uUm1z06%2FbnMPGjsnpa7HZA8k5smR3F6QXXY1GDA3J7mgCro5sCcyBP6H%2Bfwl0ySYCMnyV5bXYKr3OiNtM2DljJO%2BHR5dKmQeHW4T1NBMdJ1Y%2F4%2BY6F%2FGa0DAhnKbTfAdkKssW2KLulc5IY6jKMCDBASMItFde4HixWpbmrGmlQNw61KOHHtRk08biPdUvnk44ztwetZItd4cY3TsKttjBPb1gV8kZtpXNCzBpkhpbq2tvvCMfXTxCwwUTsjceMJUSuQVafY4wT7J%2BdlvqbGrkzwJrH8Zxr5dCjwLUsS2leuwYfdv6vIf0XZIhso2v5Wfg93XpxX%2FEkatA91z%2FosJbJOR%2FyX7V5c8%2FSDLS5MLzhOKXlja3kfE9tZH5k4c2t1ZNVlxlQ5O1tz07hhqV1tWgQndszwODZlINbFWU%2FYhtQi%2BjUL6qHyoFv0L71ltMAOmXwkiLOQmnOzz3EqpRkLd7ebzwcO6h9kRaG9ReT9ulpnbDuI3uL8ZFvpnIYFF8CCu5s9%2BE0e1yYbDFwHd%2BrfIRGnvQ1dRr5Kn55IifnyJf73dS5YenS9NyhUvPo7FamBwkETRWA1dE5YrElpcpft5XbuvlBGExUIRk9KvG1L%2BqtKKvvG3RXzaLPoiDNU%2BG%2FUacazOor8iqKpftiQuYYPNUzVLSx6Hl%2B%2F5phAgDEPwjkXCCanGEM2V2UiH%2BAYzSHHOIZ%2BBJjgnmVAOCDxwuM%2FRIw3QD1SbwAPIHXP1wCuGNtMqIV%2Bz1DDLdGm6gY2q%2B8UBiKWGcGz2hZbKgWfpf1VZpAGT7T9Q99aalxq6bXpBo7ipyQnJNp%2F1pYDJS4ZHchU5AMkYqfosXytBmNbW5NHdpICUi,NA,NA,NA,NA,NA,#1245212793,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA
62, Capacete Aberto Pro Tork Moto Liberty Three ,93,NA,175,1703,12x,8.97,NA,Envio para todo o país,NA,NA,4.4,2123,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-1108198982-capacete-moto-fechado-r8-viseira-fum-pro-tork-prata-_JM?searchVariation=27938017043,1407,403,181,62,70,#1108198982,"Prata,Amarelo,Azul,Azul-claro,Laranja,Prata,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
63, Capacete De Moto Peels Mirage Techride Várias Cores ,399,NA,110,432,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/RS1+OFICIAL?brandId=36,https://produto.mercadolivre.com.br/MLB-1178433100-capacete-moto-feminino-axxis-eagle-lady-catrina-vermelho-_JM,2,0,0,0,0,#1178433100,"53/54-(PP/XS),55/56-(P/S),57/58-(M/M),59/60-(G/L),61/62-(GG/XL)",NA,Axxis,Eagle,Lady,Integral,Simple,ABS,Adultos,Unissex,"Exopor, multi tecidos",NA,NA,NA,NA
64, Capacete Moto Fechado R8 Protork Top #touca # Viseira Fume ,478,NA,43,5,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1176265589-capacete-moto-axxis-skull-caveira-fosco-viseira-extra-_JM?searchVariation=32772356762,1,0,0,0,0,#1176265589,Preto,"60,62",Axxis,NA,Skull,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
65, Capacete Moto Fechado Protork R8 + Viseira Fume+ Touca 2018 ,379,449,48,11,12x,31.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/COMPETIZIONEMR,https://produto.mercadolivre.com.br/MLB-1153520502-capacete-norisk-ff391-preto-fosco-capacete-moto-_JM?searchVariation=31104271549,2,0,0,0,0,#1153520502,Preto - Fosco,"56,58,60,61",Norisk,FF391,FF391,Integral,Simple,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
