search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do exterior,Idade,Gênero,Materiais do interior,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados
896, Capacete Moto Motoqueiro X11 Volt Lines Dash Motociclista ,299,NA,62,32,12x,24.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,44,https://perfil.mercadolivre.com.br/CMC+RIDERS,https://produto.mercadolivre.com.br/MLB-744271295-capacete-moto-motoqueiro-x11-volt-lines-dash-motociclista-_JM?searchVariation=26564178980,31,9,2,1,1,#744271295,Preto/Vermelho,"56,58,60,62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897, Capacete Moto Ebf New Spark Fechado Borboleta Branco E Rosa ,152,NA,210,13,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,17,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-838670884-capacete-moto-ebf-new-spark-fechado-borboleta-branco-e-rosa-_JM?searchVariation=26716103419,14,3,0,0,0,#838670884,Branco - Rosa,"56,58,60",EBF,New Spark,Borboletas,Integral,Cristal,ABS,Adultos,Feminino,Resina termoplástica,1400 g,Engate Rápido,Inmetro,Urbana
898, Capacete Sport Moto Automatico Marino Pro Tork Preto Fosco ,69,NA,32,34,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,1563,https://perfil.mercadolivre.com.br/JP+MOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-743848438-capacete-sport-moto-automatico-marino-pro-tork-preto-fosco-_JM?searchVariation=25112036372,970,338,149,57,49,#743848438,"56,58,60",,Pro Tork,Sport Moto,Sport Moto,Integral,NA,NA,NA,NA,NA,1.04 g,NA,NA,NA
899, Capacete Moto Preto Fosco Atomic Pro Tork ,104,NA,12,1796,12x,9.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+2?brandId=721,https://produto.mercadolivre.com.br/MLB-982018361-capacete-moto-preto-fosco-atomic-pro-tork-_JM?searchVariation=20996698226,NA,NA,NA,NA,NA,#982018361,"Preto-fosco,Amarelo,Azul,Branco,Plata,Preto,Preto-fosco,Rosa,Vermelho","56,58,60",Pro Tork,Atomic,Atomic,Aberto,NA,ABS,NA,NA,NA,NA,NA,NA,NA
900, Capacete Moto Feminino Aberto Atomic For Girls Cores Brinde ,122,NA,19,2982,12x,10.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ADSTORE+2017,https://produto.mercadolivre.com.br/MLB-1110453207-capacete-moto-feminino-aberto-atomic-for-girls-cores-brinde-_JM?searchVariation=29452616082,NA,NA,NA,NA,NA,#1110453207,Branco,"56,58,60",Pro Tork,NA,Atomic For Girls,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
901, Capacete Moto Ebf New Spark Black Edition Preto E Vermelho ,152,NA,32,2,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-860989523-capacete-moto-ebf-new-spark-black-edition-preto-e-vermelho-_JM?searchVariation=29476986766,1,1,0,1,0,#860989523,Preto - Rojo,"56,60",EBF,New Spark,Black Edition,Integral,Cristal,ABS,Adultos,Unisexx,Resina termoplástica,1400 g,Engate Rápido,Inmetro,Urbana
902, Capacete Moto Peels Mirage Techride C Oculos Verde Fos N Ebf ,284,NA,5,6,12x,23.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,306,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1190707508-capacete-moto-peels-mirage-techride-c-oculos-verde-fos-n-ebf-_JM?searchVariation=33812375708,209,54,30,8,5,#1190707508,Verde,"L - 60,M - 58,XL - 62,S - 56",Peels,NA,Mirage,Integral,Simple,ABS,Adultos,Unissex,ABS,NA,NA,NA,NA
903, Capacete Moto Cross Th1 Factory Edition Neon Tam 56 58 60 ,247,NA,16,148,12x,23.69,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,17,https://perfil.mercadolivre.com.br/MHF+CAPACETES,https://produto.mercadolivre.com.br/MLB-837203081-capacete-moto-cross-th1-factory-edition-neon-tam-56-58-60-_JM?searchVariation=22320994468,13,2,2,0,0,#837203081,"Amarelo,Azul,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Capacete,TH-1 Factory Edition Neon,Cross,NA,ABS,Adultos,Unissex,Não se aplica,NA,NA,NA,NA
904, Capacete Aberto Moto Feminino Thunder Mandala Ebf Cores ,129,NA,45,5,12x,10.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/MOTOPAN+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-754167562-capacete-aberto-moto-feminino-thunder-mandala-ebf-cores-_JM,0,1,1,0,0,#754167562,"PRETO BRILHO/LILAS / 58,PRETO BRILHO/LILAS / 60,PRETO BRILHO/ROSA / 60",NA,EBF,Thunder,THUNDER MANDALA,Aberto,Simple,ABS,Adultos,Feminino,NA,NA,NA,NA,NA
905, Capacete Moto Feminino Mixs Fokker Gtx Preto Rosa Fosco ,152,NA,8,2,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,29,https://perfil.mercadolivre.com.br/THUNDER+PARTS,https://produto.mercadolivre.com.br/MLB-1209396391-capacete-moto-feminino-mixs-fokker-gtx-preto-rosa-fosco-_JM?searchVariation=35152265877,16,7,4,1,1,#1209396391,NA,60,Mixs,Fokker,GTX,Integral,Cristal,ABS,Adultos,Feminino,Resina termoplástica,1350 g,Micrométrico,Inmetro,Urbana
906, Capacete San Marino Masculino Feminino 56/58/60 Pro Tork ,65,NA,2,598,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RTiW9u%2Br7ReUEE7AZvswDkE6kHhslj69tjGqBpcPFPx9mFqDWRP1ldFzBPAMNicH7QJTI4MyJlFGD0B7K%2BtnjYXVuoqYnroAmRzM7owNZHJ7Hs3WKAY9QGD%2Fi3r7IypMaSL%2F4Z5%2BMmVfnYOoSuQaIUq0I9Q0F%2B3U3DIp2Cs8HtJbGQe6L%2B1VxRFRfmW9OyRoGSjSyTfj5IIwwECoSCs%2BVSogONElB3mwSHLT5lJ9YpeVA1%2Brt%2Bv6bwbFQk4uFcB1ePuCesENDTyi9%2BoeqzEWlfeFdVO5D%2FvoOBdOX70LWVZIOw2XrxqGHVsJCPYZpVHTOfzTlT654FUxnRpuYtkPoYSsLhYUTSXKKEV6%2BOpfkrLENQBjisbv5tYcku0SXYELRKWfAVwpP%2FKAPrTmQU0H1jKHWWuP5P%2BTqVRNldTL4dqvqZWGztrbr7%2BnpHYjNsmMKfXn%2BY1oEyCT0N35tNBA0GDPsaUR7y9QcfNfR32sVrrbSabvKgACCVJ%2B4o%2FLT1xMfdKP3n3GtnOHy8udVwWysP1kzXSQrE%2BVz11rzUpRCTyYxFe8zD3c%2B4%2Bn51%2FhwUS7A5lJhly6bqEk%2B5pG435EZ3p9qZ8pBPbEttrCL2%2BqoMB4SGkd7MUnFc04r6wac9MvtJanbAne8oBXz4BIejP0b%2BqgBlG%2F7PanwrqHErP8%2BlrMoSovvm2eWSMXfqxLiwu%2FUhjxKpDBeupoZiUAoo1dOqvmqTStu%2B%2BWmh%2Ff9HeN1jOT9URg9C7%2BOlq7TY25FmPRqk7u7Q38zCx79tHYuyQy1qN1hFZSYy2PTjXQAUDz7WBloksBtFQMYkbBYtEaYZ5RzLevBf2HIOoSfBx1MX4o5n8QCWtCC2cIImoWJNwckmMqakzRts6g9AKXbCrnlXWKwYyC20lwwj9Jbd387wepGmP3Fiuj%2BGdO6HFB3%2FDXuW%2BwFufc1l8ixpx6pvLpzRSb%2FxzNXgy71QodH0Rg9BxMciDP%2FceItw5BByblPqKGhI33rElraGmU2eI7GaY33wJJGpugOiPrZ%2BO7qzDzeWLkPJ00s673kp9X8k%2FC71bcfKnNN1OLkTXRuiA8hQpCv2G9W59JBVBQYUYJ0Xpe%2BRiC9Wn8Iya%2Fe%2F3xmeIH8ygFbE6Z%2B1qO7WWifgv4utwTcxlYfhvSyUHdROIKdW1qibtvjWIgU6Cqku5ZC8gfxSn1KFFg3qEdkg6pwgW0vJ63KPvkLgIjSAQvn%2FM7vDO%2F0xHwtkjBg2MhEjka4Pn5tyzE849iFylIoXVZCvHZxIBseHIjdWjBrbMv2jUs9UXNrQbOa%2Fw7GsSgTBy3aZPf4%2Bw5xDfihmi4XUI4pWa85edVkaHNEYjiqaVfNdK30ApMXbLPI%2FKHNAm5DKNbO2x6XG%2FdQTi9nFGO6dMeKsTkhKIh57Dq6JI5qeYkDeu49GyVmlHl432Kc5hnL1WQTOtjBCWGDwHDCTQ7UZFxQU8endj2%2BzerUIQq7Kqm%2FptKuM5Hau5L2e0orKm3WMvHnTVJtNoEACRkI%2FIbT90p4qg7RHLcV4rtAIVotYpGePhdMqlAIay2RYnUtbAFw48zI3KMRZgSFdXhqDFLLhv2p4Cl5vZmiE7gFnm8luA%2FOEfM0GNfjSub%2FWGIYnZ9y7BFUAE9wjp1sp9mxPPU8Cl6hYKSyDjf6Lwl5fg8nj7JO53R2ndWnRCTJhcszi0b1327BCNyk9WiH8K5b6CCqsQytI%2FP6zT6MTmTCEakQdGupu0fSyBw%2Fslp2gu8gmnW4En4liTfXcQyu2bIKhIo6%2BdR4u3CzqVFaTFnRyOJexj07QfVM15DoP277gqMWwKZR6EwhIIyfi830iG2vpn3CzZy1pm7zftOEHu7oz2abkyAfAiGBGFgEU4csgEkaNUTUV0Y8QloinevftdOz5eavolbbkt6Xc%2FH0fj7zNAaQYkQxSTrRlKx,NA,NA,NA,NA,NA,#1245212793,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,Simple,NA,Adultos,Unissex,NA,NA,NA,NA,NA
907, Capacete Liberty Evolution G7 Motoboy Moto Pro Tork ,149,NA,10,4,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1024,https://perfil.mercadolivre.com.br/GAME+EXPRESS-SP,https://produto.mercadolivre.com.br/MLB-1239462918-capacete-liberty-evolution-g7-motoboy-moto-pro-tork-_JM?searchVariation=37878609105,744,190,62,11,17,#1239462918,Azul,"56,58,60",Pro Tork,NA,Liberty Evolution G7,Integral,Simple,Injetado em ABS de alta resistência,Adultos,Unissex,Forro antialérgico,NA,NA,NA,Urbana
908, Capacete Protork Moto Fechado Integral R8 Viseira Cromada ,142,NA,30,1485,12x,11.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,2123,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147318508-capacete-protork-moto-fechado-integral-r8-viseira-cromada-_JM?searchVariation=30662034496,1407,403,181,62,70,#1147318508,"Prateado,Amarelo,Azul-claro,Azul-escuro,Laranja,Prateado,Rosa,Verde,Vermelho","56,58,60",Pro Tork,R8,R8,Integral,Simple,ABS,NA,NA,Poliestireno,1200 g,Micrométrico,Inmetro,Urbano
909, Capacete Moto Mixs Fokker Gtx Air Fosco Lançamento 2018 ,154,NA,5,1,12x,14.72,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,29,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-954505911-capacete-moto-mixs-fokker-gtx-air-fosco-lancamento-2018-_JM?searchVariation=28908754826,16,7,4,1,1,#954505911,"Amarelo-néon,Preto com Azul,Preto com Laranja,Preto com Prata,Preto com Rosa,Preto com Verde,Preto com Vermelho,Selecione a cor, entre as opções disponíveis.","56,58,60,62,Selecione o tamanho, entre as opções disponíveis.",Mixs,2018,Fokker GTX Fosco,NA,NA,NA,NA,NA,NA,1.6 kg,NA,NA,NA
910, Capacete Moto Ebf E0x Frost Preto E Vermelho Fosco ,184,NA,21,2,12x,17.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-835310885-capacete-moto-ebf-e0x-frost-preto-e-vermelho-fosco-_JM?searchVariation=29711074096,1,0,0,0,0,#835310885,Preto - Vermelho,"56,60",EBF,E0X,Frost,Integral,Simple,ABS,Adultos,Unissex,Resina termoplástica,NA,NA,NA,NA
911, Capacete Bell Moto-9 Tagger Trouble ,699,NA,3,5,12x,58.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STARRACER+OUTLET,https://produto.mercadolivre.com.br/MLB-1199335339-capacete-bell-moto-9-tagger-trouble-_JM,NA,NA,NA,NA,NA,#1199335339,Tagger Trouble,61,Bell,NA,Moto-9,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
912, Capacete San Marino Pro Tork Masculino Feminino 56/58/60 ,69,NA,2,10794,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AT+E-COMMERCE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=aj0giBrl2Z2NvhXdIbO5LzTr8O0ha7VrPmN2pJV1Q517q96nUmBtfUatMXdxdHtA9Es5uyJugPJH9mQwkyYU7QXR6HhEW%2FrGhJI4JiW7qHcp4xl%2BGhli0xasHg2K2bRaI13HTTvBdBJYutOA03M95NhlMh6P73hYO3ceO9q6W9SFRVDT0e2CGyd8mqYwcPRE72OiIxSM2dGRLRcXxL%2Bw8gzZnlyzSjwVS6hTncEh78T%2BXP0Hd0tuWAMXyV81HUyKyd8tZifq1ynjX%2FQpQ8Z3zEt%2FiI%2F2KutDuvsHto9LKPrKVmGa4xru9ukDO2i%2F%2Fo2IuvCdRcW%2BH6lW8bG3EIxZJqTF0UQ7CARKfA0l2h9m9k0L%2BCm8IQNNqcZsjHysp7VW09ef9t7Q8jnO4jVwS1DY7XymyzlWctctiA%2FtZ3idayLkZ6NaO4gHuz7LuZ%2FHRXdrGkFpiw7LwSf%2Fjihamk2qlV86KrYKF5huQAPD24v30VhzgqIagsPfrKSoBAv8IskcrzEDgX5MKexYxtnaeYS4qQBK%2BfHRFDn7Z5ODnOkcQWInQHWCtwgBrdvaW7iTN0mYSFpy6HHBh4mN6uGYeTbPC%2BjTGV7Pl%2FxsdKbYx14B8og%2FWZZr43Z33P%2BeKawzwy5PbpueRWP05DnbkLibPQqAbQnHebSB7swRtCNOncFuBDuDG%2BeJkufZH7tW0JHAepB2jOXFUbUWf3tUdrXaOvF%2B75h7HFZExJVKHE5jaEyZChPDeAuVYqICEMPY9IsLrrsLdrUuCcK6pbxZnZFkBJ3uyd%2FBnr8nIefDfmILuXoS5UncQ6fBJVk3JDs5HDTj4vC29t3zZK9C1o%2FMWDCmHOy4ArHzCs%2BtIPjLhvf5XK9bJmT7XmSwC%2Ba47l7dZKh0OFAwJ%2Bg5z3wBNt4JuFRnsC9j%2BmaAfZFPYyV8cYF3gmZg%2BTdok%2B9q%2BP1xUWafoHSas65S3fpD6qx4zdwGoBVrGeBGL5tZdyiipSjcutWCEZ08wZvhIkb8%2FKeAcO9iTUmHjoZCItM%2FdEESKEzcjk6hSXVYMA4rEybb57iqpdEWeUIcCTOaNcS%2F6DCxSZUTkZxmbKj4kVkEH5bNCkmcdQQJglnQwjPc8zTFp9HcppsiLhZdPHBrel3tCKrRMysSNd6EBYppT66nyXRq2xEa6RnMhPucephPi1RGFBZ2uLhkWgme%2BHq2qxyEMZoZKKEfaVDOhD%2BsnOwLR%2FGKU29lo0%2BwjmxwZVtCmS%2BVP17CRKr88PbTwfqXVKOZ9D90JvcJbLahQUPtEr7%2FXPKXq6bKHw8XoWkL7yyx2TUf83VeYzIif%2BpxY0pDprUHUX6LRw3J3e3E0842kYyvZwbEwCqIcO8UjjfxXnQV94zi0AzZVm%2BBfm4BebCIZRe3hhN4t4nMw0xwEfcG8bdy9edkXdqXuFiSOW%2Fvv00u7ws0QsQgVpx4f9t7eEceKLq%2BVSGwcMKB45v9HeqIRu6EDh2TKZVz1mon8zLBznnStOCID%2BL%2BpYRiwLwzMuu7NbcF94h4oAvFGOyIZffXvJxdVjNbmkIBFekoJ%2BNM38EgP7MdmjQjdk0od1dIvcKecs3PSv7G56lXUDu7BSg1se1687v9OTmosv0VnsKEZ8aGVQvkXR8gcc42NMm8xPFBkVlCq0VbG7SYbpC%2FHBc%2B4KQb970x%2FKRZBwzV9gFQTrERWka5diNENEcddVBN7%2F%2BMoo67LziNVXdID2RgM9BhM6MFWb3lHOrwjyjv%2FDpvurPUF%2FXP6FQRdZ3P18uvio9j3WyAJ2xZhhNZW8xqMEo8gxUsJfTDfoCb6whygTutzym497vMgd1pzHrDu%2F4fyES%2FysJxCM8HTiWrx%2BGfRttYhvwx0BoJ7r6W633eL8A6cmgkUztzgOjo3xwQJPJs%2FKZ8xjAyWQk1jbms%2FHr%2FIvT%2B01unOKMP3E155HP7Dw%3D%3D,NA,NA,NA,NA,NA,#1220976272,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
913, Capacete Moto Pro Tork 788 New Liberty R8 + Viseira Fumê ,139,NA,182,2105,12x,11.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,15,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-695824137-capacete-moto-pro-tork-788-new-liberty-r8-viseira-fum-_JM?searchVariation=26158970153,5,7,1,1,1,#695824137,"Cinza-escuro,Amarelo,Azul-marinho,Azul-piscina,Cinza-escuro,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,Unissex,New Liberty R8,Integral,NA,ABS,NA,NA,NA,1200 g,NA,NA,NA
914, Capacete Moto Fechado Evolution G6 Factory Racing 788 Barato ,159,NA,8,1495,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,145,https://perfil.mercadolivre.com.br/ALECARSHOP,https://produto.mercadolivre.com.br/MLB-1147317804-capacete-moto-fechado-evolution-g6-factory-racing-788-barato-_JM?searchVariation=30661962330,108,23,8,1,4,#1147317804,Rosa,"56,58,60",Pro Tork,Capacetes,G6 Factory Racing,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA
915, Capacete Moto Fechado Cross Antialérgico C/ Viseira Pro Tork ,154,NA,9,1799,12x,12.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SPORTBAY+PLUS?brandId=2047,https://produto.mercadolivre.com.br/MLB-1182546537-capacete-moto-fechado-cross-antialergico-c-viseira-pro-tork-_JM?searchVariation=33240760931,NA,NA,NA,NA,NA,#1182546537,"Preto,Amarelo,Azul,Branco,Preto,Preto-fosco,Rosa,Vermelho","58,60",Pro Tork,NA,MX Vision,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA
916, Capacete Robo Cop Moto Pro Tork V-pro Jet 3 Vermelho Novo ,214,NA,33,280,12x,17.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1723,https://perfil.mercadolivre.com.br/RACE+ACTION,https://produto.mercadolivre.com.br/MLB-927762358-capacete-robo-cop-moto-pro-tork-v-pro-jet-3-vermelho-novo-_JM?searchVariation=18164526380,1244,333,93,23,29,#927762358,"58,60,62",,Pro Tork,V-Pro,V-Pro Jet,Integral,Simple,ABS,Adultos,Unissex,EPS,NA,NA,NA,NA
917, Capacete Infantil Moto Criança Pro Tork Liberty ,69,NA,11,4,12x,5.79,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,455,https://perfil.mercadolivre.com.br/CASTELAOMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1036987696-capacete-infantil-moto-crianca-pro-tork-liberty-_JM?searchVariation=24087723530,336,77,32,6,4,#1036987696,Preto,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918, Capacete San Marino Pro Tork Masculino Feminino 56/58/60 ,70,NA,NA,84,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ORjznuF0vKlgkLu%2Fy7QFYpofjb4ZjJSK2MdBVqc%2BW8AwZybBftDFzIZoI1fm3YRHSkWRd7EFO8fI6CVfl%2FSCoYy11XOS8vGwSDlaEHueyGjPw49B9EM7xlMT%2BDLDchUHbqy%2FFwT%2FnGi0jSqvY8ioUW8MzFEP5Ex4LqadMZv9xhTHLqbUTSGqcthqtClEf%2FQrIv5U%2Fe2gKnmV%2Fa2lR%2BSeFVeENXj7a9CEcxOPhhkrDC3E0yWqSjGQoKJtzhMcwxADiyQueCgVJ0psCbzM2CuIZaPR%2Fy3CXiYpvPOu0FM867Pr6iHNUVqkDktlp0JTKZ9mrysU5AwwSBDHlZWT1g3qWHW6JGb%2BVCGxbXXUZxv4%2BvUE85zUswXLaw2E2VXF7bJJ9WgEUPezNPvbpRVPJ2nx2NHV9CdlgDry2gtMZ7HfLO6CAVHLdZwzmMg3IUsUeqlzFgmq2JAW6xiVkM6ydrAYjqtNbLCNTO7rYxq2o0Yi545TXyUTv%2BeEdExVlafaDBZ0huYquNxSh6Q%2BV2I0mp2mflEmL03wEktiAkAKCyqDCd1C4sxp1oTOrvlnZH42yIB31zPjOWGevvndk9e5YUlBmOgMRCLBEjffUu8SkD9S6vfTcyZ%2Bv4rzRS4sXaWYfT6Fouy%2FIiB%2B1Ovcb%2FQnXaWeFDdo30KCYpNZ2H8E4FJNoEbsivVia487593qEDTjSdH%2FkB%2F8cwuDfqZ9fRp9EG6qlZyfF%2Bz6wz1IsLojsKF2mu4wOnZ6LFQQstk0WdqDLyRzW1JOHqG8LwTfVC2zQ%2FL1HfY63dt0V0UvJXwhSdRZekoqD6OS7T29Wm80HMf25FTcGVpNidPcvUg5XAzxQFqzPUBvq4Ibi7fz5lenWnWIEK3ZpHNudDYialzrWwAAMzC%2Bb9o1yDFcc9TMia6VfA0xqKO3s3B9fV2Mw0Q9YTGCmsLLtztQycxvvIK3gwjkdfo%2F%2BsuMhqykjKeldUIC1KP2%2Fk3p0vaazQirUcFV8nU6Sz5IaUt%2BQpkxot9WnS5qPykq3H1lgRf3NASrIqliRODSxef0Z9KPAIQeAsmdQNzg7xU%2BwBv%2BnDfzkrAL38MpFHc%2BkoeJPYYCKtbE6X7Mc0kgT2FM7HTAY2Kg4HKSqWquOZ%2F2HwQY9eDbYGKO2CLAZU%2B9aoElK%2FHlYkfTscO6UeIk3a4piBN7cpsXW2mK%2BvF8xVYIOZnFiKSMXkn7ZO%2F4VQjikufx7CMD47TTr8Mj4BgVWeI1z6KxiZ%2Bbt0LC6ZbvFk3VKj%2FfkH7%2F9H8dZRy6Id4rHNZgZgYZXkCztFybM7OeBUA%2BIk3FZNabcFKIw0KIR1Z%2FrPt2TyHKYS6MmodQauRxJtc1wjLrKQ7s6%2FiEZ1oxZV%2BrLdVjHegqveNBlAuQBFr0yo4PuvUWpAfsDAao%2BHsVDbIYIi0LP0VkN%2FcyvG7CnrjzEXSsycKGMlRKLcKeGMNwohYrOaHfBH4Msw8R9YxjoHOnwseQ2xJN49Z8CQz23tuTpIBo1sND89gRKphAHkqkTD9T4Coa9nz6SY8tu4uD2CIv0M1hBScWhK8f9KSiWzOQHMop%2BEJHn3WeXf8Zz8fR%2BejACykCMIT9awgZkIrd1qyH3x5ubCgl6cOJebjRAterAENb7aAFDNsBGCf5OjHwjgRVlZPYlmnbFG5nrMdAVozl8X91L9CHGqHfgT968hAKSmSHDXY32nfKQRQZjkMT7ORn1Sh4mEy7T3Kl0xfgvisDvBET97URlE8v6uXmtnHsW7WDYhaguk%2FB6lS%2BSvfREvo9QkONXeJ3vwUv%2F2tMiCInkRJiIYNhPvEzp5usNhI4bRP93rMBz0sDEG%2BQGIED61OyJJ9ZVBMa4RrbAE01gQLl0VNR6bCxsRVHLgmc8arkIxd5TEPHDeLG%2FdOp4haUurLqRaei609ydeA6b1ahe0NAdLy7Nu%2Blddh4uA%3D%3D,NA,NA,NA,NA,NA,#1281297439,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
919, Capacete Moto Peels Spike Storm Preto Fosco Vermelho Fechado ,188,NA,11,4,12x,18.05,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,94,https://perfil.mercadolivre.com.br/MONTOYA+MOTOS,https://produto.mercadolivre.com.br/MLB-1096877598-capacete-moto-peels-spike-storm-preto-fosco-vermelho-fechado-_JM?searchVariation=27187444297,73,15,3,2,1,#1096877598,"58,60,62",,Peels,Spike,Storm,Integral,Simple,ABS,Adultos,Unissex,Poliestireno,NA,NA,NA,NA
920, Capacete Moto Taurus Zarref V4 Classic Preto Fosco Tam 56 ,225,NA,32,57,12x,18.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/MISTERAUTOBRASIL?brandId=1125,https://produto.mercadolivre.com.br/MLB-1057302677-capacete-moto-taurus-zarref-v4-classic-preto-fosco-tam-56-_JM?searchVariation=38251137931,3,1,0,0,0,#1057302677,Preto,NA,Taurus,Zarref,V4 Classic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921, Capacete Moto Mixs Fokker Paint Rpm + Viseira Fumê Extra ,185,NA,6,27,12x,15.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,47,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1012298525-capacete-moto-mixs-fokker-paint-rpm-viseira-fum-extra-_JM?searchVariation=22915273837,35,7,3,1,0,#1012298525,"56,60,62",,Mixs,Classico,Mixs Fokker Paint RPM,Cross,Simple,ABS,Adultos,Unissex,NA,1.6 kg,NA,NA,NA
922, Capacete Zarref Classic Preto Robocop Articulado Tamanho 60 ,210,NA,17,987,12x,20.07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,30,https://perfil.mercadolivre.com.br/CANALVMMOTOS,https://produto.mercadolivre.com.br/MLB-1093247138-capacete-zarref-classic-preto-robocop-articulado-tamanho-60-_JM?searchVariation=38311676187,20,8,1,0,0,#1093247138,Preto,60,Taurus,MOTOS,ROBOCOPMOTO FEMININO MASCULINO ROBOCOP ARTICULADO ESCAMOTEAVEL ZARREF CAPACETE ESTILO HELT ABERTO BIEFFE NORISK ARTICULADO ESCAMOTEAVEL ZARREF CAPACETE,Escamoteável,NA,NA,NA,NA,NA,NA,NA,NA,NA
