search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Linha,Modelo,Tipo de capacete,Tipo de visor,Materiais do interior,Materiais do exterior,Idade,Gênero,Peso,Tipo de fechamento,Certificado de segurança,Usos recomendados,Posição da ventilação
686, Capacete Moto Axxis / Mt Eagle Snake - Preto Fosco + Viseira ,478,NA,15,10,12x,39.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3,1,https://perfil.mercadolivre.com.br/SKULL+RACING,https://produto.mercadolivre.com.br/MLB-1163431145-capacete-moto-axxis-mt-eagle-snake-preto-fosco-viseira-_JM,0,0,1,0,0,#1163431145,SNAKE PRETO FOSCO,"55/56 ( P / S ),57/58 ( M / M ),59/60 ( G / L ),61/62 ( GG / XL )",Axxis,Snake,Eagle,Integral,Simple,EPS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
687, Capacete Protork Feminino Moto Fechado Evolution G 788 Femme ,156,NA,14,2994,12x,13.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CALIL+STORE,https://produto.mercadolivre.com.br/MLB-1171785929-capacete-protork-feminino-moto-fechado-evolution-g-788-femme-_JM?searchVariation=32410388307,NA,NA,NA,NA,NA,#1171785929,Azul-claro,"56,58,60",Pro Tork,Evolution G4,Femme,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688, Capacete Sport Moto 788 Automatico Marino Pro Tork Motoboy ,57,NA,32,1998,10x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,812,https://perfil.mercadolivre.com.br/ELO+GOLD,https://produto.mercadolivre.com.br/MLB-1140081659-capacete-sport-moto-788-automatico-marino-pro-tork-motoboy-_JM?searchVariation=30247524826,487,192,90,23,20,#1140081659,"Preto/Vermelho,Branco,Cinza,Negro Brillante,Preto-fosco,Preto/Branco,Preto/Rosa,Preto/Verde,Preto/Vermelho,Rosa,Vermelho","56,58,60",Pro Tork,SPORT MOTO 788,Sport Moto 788,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
689, Capacete Feminino Moto Flores Forro Anti Alergico Preto Rosa ,124,NA,15,1987,12x,10.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JULLIANADECASTROSOUZACASTRO,https://produto.mercadolivre.com.br/MLB-1169518648-capacete-feminino-moto-flores-forro-anti-alergico-preto-rosa-_JM,NA,NA,NA,NA,NA,#1169518648,PRETO COM ROSA - PRETO COM ROSA,"58,60",Pro Tork,Capacetes,Evolution,Integral,Simple,Poliestireno,Policarbonato,Adultos,Unissex,NA,NA,NA,NA,NA
690, Capacete Moto Feminino Mixs Fokker Racing Girls Preto Rosa ,152,NA,97,86,12x,14.61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,212,https://perfil.mercadolivre.com.br/DRAGON+RACING,https://produto.mercadolivre.com.br/MLB-865466280-capacete-moto-feminino-mixs-fokker-racing-girls-preto-rosa-_JM?searchVariation=19753244598,160,32,16,2,2,#865466280,"56,58,60",,Mixs,Fokker,Racing Girls,Integral,Simple,Resina termoplástica,ABS,Adultos,Feminino,1350 g,Micrométrico,Inmetro,Urbana,Inferior
691, Capacete Pro Tork Coquinho Moto Custom Couro Harley ,56,NA,40,95,10x,5.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/SPEEDMOTOPARTS,https://produto.mercadolivre.com.br/MLB-882336797-capacete-pro-tork-coquinho-moto-custom-couro-harley-_JM,3,0,0,0,0,#882336797,NA,NA,Pro Tork,NA,Coquinho,Aberto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692, Capacete De Moto Pro Tork New Liberty 4 Viseira Fumê ,79,NA,8,189,12x,7.64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1216,https://perfil.mercadolivre.com.br/KAZZU+COMERCIO,https://produto.mercadolivre.com.br/MLB-1135489146-capacete-de-moto-pro-tork-new-liberty-4-viseira-fum-_JM?searchVariation=29978275168,875,232,76,13,20,#1135489146,Preto-fosco,"58,60",Pro Tork,NA,Liberty,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693, Capacete Moto Axxis Eagle Preto Fosco Lançamento Mt Esporte ,398,NA,8,1,12x,33.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IRRIGANET,https://produto.mercadolivre.com.br/MLB-1181047021-capacete-moto-axxis-eagle-preto-fosco-lancamento-mt-esporte-_JM?searchVariation=33137161378,NA,NA,NA,NA,NA,#1181047021,Preto-fosco,62/XL,MT,NA,Axxis Skull,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694, Capacete Bell Cross Moto 9 Camo Yellow Somos Loja ,70,NA,NA,1512,12x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,35,https://perfil.mercadolivre.com.br/A.T+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=zh5qj8NROCSCn2Ieo9gbMzOL1SGw173FPrWlKixnLbEIHx9HjbPIkOZp2QwKVCLjvCHES77j6ARPdK9HW%2F18PZaDURLH7Dp3gndG%2BPRKzCLm3F7qrdy%2F%2BHkpmUeVJq%2FDRovXvhWN21tnTjXVsb4tT3UKW0DZZG5vFOb5KTm%2BGfxm4FDD44%2FQqL9BVEVpud5PwdzH2q4bAFH7Vt34zaatv85vIINHcMgYvrwbVVP%2B9dFFzx6oUqibG%2B%2BDVPFy6U1mt9Ur4lM7LonFfhr%2BEb4BR2M5Qozyxbf82OO9IFUhBdUwf8UUMqYgWgWAYa0DmS%2Bt19KA%2B9Ri%2F713lo6aEHW3lScfRU36qRQsD7pp6gCgIlrt%2FZOJkEYRU%2Bg0wGIR%2BEacD6kOIBFZZStIq1%2BPlhLw%2Bm5%2BlKagx4VS4UaD%2F%2BsJxSQJT4RVaATH5m%2BLXrvSqIsE%2B3NqZge4%2FvvfBORk6K%2BgQHgUvDZvrpW81vCSI%2FTtkppyCs8SD%2BVsQiZ8cynsSUBOeTd8EKkgNaz14SdJAvR5l2uvC2WUQ5pjUpF4paolfMZTJB%2BUea9y6o9OxO%2BofueDodf%2FF4O993m0iS%2BwVQbqBkfJE8gmFqm9GFZu0n2M8vFkf%2BGJL6UaFMp3w2uJ7lpdDVIWWAnsjjYFSHV4l23MTCegfm2fC7M41zFSkO3mPyKhwDDQk3a3%2Bdydd4gYMZIWeQsSuwRLxavaL82rdWZv09%2B50dUi9W3wWJzxVPTcVSGTemf5zBmKhuSpyWRAapOS%2BgJJq2ASs%2FLu5s4%2BGteOt8mBej0aNh9xnwCjk6aaoOCgQPaTBALonTx58OjMTwzGHvpxzNbo9UZt5D8DQtQ8cmCfNnrbLYjWsHl3xVji3A7ZeVKgipbD%2F3g2JdNdu2VIQt90JrbdB9XjwAOlmO2XpZZ31JTdvAlIVgmXQN4jR%2FTVVoHKBiCwkVDtJygb4Cscezl8oHr8ChlST3RiPqlj%2B18cdLAMnL%2BAKDo2qBO7EKrfju4mXawXGw2wwo8RTXuzyZsqKm1F9u93fzeRJuBkG%2B8DGiLNSr32YJ3JhqegVSbUR2%2B1NWnMzwRdH%2B8hfQ2x6Wz%2Fgjs1qpxVHQQAV%2Bn5V1coyEqwhYTL8f4Rq65wW6sxAqW1scz7aqLLK5dvvfBOfN%2FrkRWyZk%2F2noDqBKKogvfu1BSENVLLKdfRN08x1E9qAgD0%2FPlZt6Xi7KLYXIb7AGSsiZO5t1n6jgYwd603ivSka2Vsl3iJ6riEeQDOiP5wtNG9ac%2BWdqibssHye05G0a%2BUvzzvKBYG56AWOZ1dEwT4sWegtfSd%2FZ3qYw60VFXNE20tp1%2B%2BeIaSJ%2B3ocNSNi5lH1QeSctJdGHp7i0SUolj321etbf%2F4c5ghmN0E1dy9%2B5z14WiWKDeIm2Y83NxYI%2BW2onrQyZ7xPPh8uPdtS0IvOm%2F1AVTyX%2BckvNX%2BghLKwa3KH7maTmc%2FAhWNx8M7uOOKQPwSdvZlhdSBsMKRYJ42rA3PzhIzHietXKddGVyxQMS00%2F%2BsNertU8B%2Ff%2Bl8ehofOZdlRSs0ddOHYcmsyU7skif6FN%2BWs6GzAptX%2FN6estcPEQCwjdijMGV6%2Bao0xMguTWM7Y6PbhgQ8v3VrKzdZ9Ri3bVqMpgIRKvYyfb0eRa4kzwQbCFU6jnk0WkgpE8dOgNCGZIDvvLG7z%2FOfyIbW%2BDx0mmcvZrnqUOSAtnh9sS6CuQeZT3pRP7GWszIxdTrxxwOLxpViTW%2FYG9L%2F8o9KNM9ChOAOvUo1xQ2UAcYgVlZ5T3bdV44eZRTH33r0DMVE6JLgY%2FFVR85g4ttE%2BTmeaQckgmqPdKIysPjGp%2BT%2F8a0s%2BMfdBrRMN0aN%2FOmsUqQw0LNU2hWaWb9870JzFRz91mmJqEF8q9zSATW9vDHh1AemXEeGD4fKZZ67N05%2Fhdw0vshey2PMoBVXPWDNPnH6sw%3D%3D,21,5,7,0,2,#1281297439,Preto,"56,58,60",Pro Tork,NA,Sport Moto,Integral,NA,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
695, Capacete Moto Mixs Fokker Preto Fosco + Viseira Fumê Extra ,185,NA,13,21,12x,15.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,44,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1012295612-capacete-moto-mixs-fokker-preto-fosco-viseira-fum-extra-_JM?searchVariation=26288924767,23,16,3,1,1,#1012295612,"56,60,62",,Mixs,Classico,Mixs Fokker Preto Fosco,Cross,Simple,NA,ABS,Adultos,Unissex,1.6 kg,NA,NA,NA,NA
696, Capacete De Moto Mixs Mx2 Storm Brilhante Fechado ,154,NA,38,8,12x,12.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,8,https://perfil.mercadolivre.com.br/POLOBRISA,https://produto.mercadolivre.com.br/MLB-1150796580-capacete-de-moto-mixs-mx2-storm-brilhante-fechado-_JM?searchVariation=30883375192,3,1,1,1,0,#1150796580,Verde,"58,60",Mixs,Capacete,Storm,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,Micrométrico,Inmetro,Urbano,NA
697, Capacete Moto Pro Tork Personalizado Flamengo Evolution 4g ,145,NA,8,592,12x,12.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,101,https://perfil.mercadolivre.com.br/FGOLDSHOP,https://produto.mercadolivre.com.br/MLB-1208967760-capacete-moto-pro-tork-personalizado-flamengo-evolution-4g-_JM?searchVariation=35121264693,75,21,4,1,0,#1208967760,Rubro negro,60,Pro Tork,NA,Capacete Evolution 788 G4,Integral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698, Capacete Moto Ebf Spark R-pace Pfo Verm N Peels Pro Tork ,148,NA,19,3,12x,12.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LEOMOTOPARTS,https://produto.mercadolivre.com.br/MLB-1107564968-capacete-moto-ebf-spark-r-pace-pfo-verm-n-peels-pro-tork-_JM,1,0,0,0,0,#1107564968,Preto e Vermelho,"M - (57/58),L - (59/60)",Peels,New Spark,R-Pace,Integral,Simple,ABS,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
699, Capacete Moto Peels Icon Sonic Branco Vermelho ,337,NA,42,45,12x,28.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,121,https://perfil.mercadolivre.com.br/DISTRIMIX77,https://produto.mercadolivre.com.br/MLB-937064316-capacete-moto-peels-icon-sonic-branco-vermelho-_JM?searchVariation=39066510968,96,18,3,1,2,#937064316,Branco-brilhante - Preto-Vermelho,"56,58",Peels,Icon,Icon Sonic,Integral,Duplo,Revestimento interno em tecido antialérgico removível e lavável,ABS,Adultos,Unissex,1.45 kg,Micrométrico,NA,NA,NA
700, Capacete Moto Bell Qualifier Solid Gloss Black + Brinde ,104,NA,166,63,12x,10.03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,80,https://perfil.mercadolivre.com.br/MOTOLOPES.COM.BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XMnqiJw%2Fh%2FhVvwKZMlABI5jlkkboi6CBODrg3wfCfx5QrL5HXWrWtzKizEbxWDmkAneqQfrHJ2miZ1OoVDA31txzLSsvhuwKGts%2FPZFO1Ub68LBjObIXElszIlN71bVFTAwSbU88CAiIM0ySycg%2BBEirsaPko7xG6mim8GbK0wbbjCeyH%2FLH80jYYj6PxotJz8PYd%2Bwc6mwg%2FxLaL7YrRuFaDScngpRB%2FxF5%2FkJ9vkY7Q4uW3%2Br3IxtB4KRc9kMKfUEA5RT%2FRaXWjntdZW2SoMG%2B2XNu%2Bhp0niS66PVIZSp1y1uGxA8am1y6mPQid1pOIEgGwNIF2368A%2FL7nlCDdafs6vSfkFgyfBiF%2BLwkbZzw5y4VydVEwydENO0LSBdUjzQ5RTj191wPbtYVp4DcyHDbSJtiWit5T6iFGzbkvsfYhxfrYbvtVpJyRZuVaIlMoqDvt9q7emp64fK4ylAjButK5NIL2FTHo2RrBeI7LfhirE2xNDaXu5Quj6OD4BpZO2j9EZgsgmxwdvkkPfOhSW1wFT4%2BeSDY2r1dRQJxtuziH8jFz6R7aPHJi3o7E9RmXvALAVLatjgm1T4mrO8iXgDt9h1NeE2LmXAYX5jY0CgqZgzNiovxW%2FKp2DMv5bjA1mTLVupaYiIakYBkroQLrlXJL1qM0K%2F2LNe2kGS96bX5j8qpq4dQ6VqRnyLfq3NninJTAwr2f%2FSMe7GvA1XhWZcTO53Ii59lOBFfelPgLP%2BHEEB0nrHUwCZ%2F4YBPGEbgpsQqQogh1I75ZKuRCM3yegqJZguJEnb6yuUhgTa5A8w3u4b2snYA1Tfa%2FWucSKlAIMTDiv22U2afbLz7yNrrZSbZcPZSTV4%2Fn4AV2682xsiPJLL0oiAXebmBOxn%2F%2F0Ee8wvP6qQAt3eebcmiH0Ql5Qjlm7%2FUrq6leD%2BPDGtLe8naM%2BIRNoa6vRBHYDfG0ipOKOYomhSKVqZVbAOtMV1JkwbH4LyyF%2Fp052HMx6NAtZ6BpIiKgSo60pdlj5ZCX%2BrR9v3eQUb00kngk%2FWagV4JCVhDSabyrUSnrQDlveSx5RlvTJMsrmB%2BGCbBviogrGeI99aZv%2BWnZVPHzNGUcYmrbhdiAg0UgDSNPgxNQV7a12%2F3u2J83vcX5%2B2Pm%2BlPPGmVejeiqrN0AgyFjplwU35yEBMLRpYnJN79EOh%2FzaT3aD35xMkM%2B3RQ9wjtU1mT67JRq6mPlqYIvauXszEi0WvFHwVQa5V6%2BhOoPHowuMHkobSZXXiASmrUIdx56j1XhylJf20vpaPWSqP6v%2Fs4V0cNF84xCxm7Enhdvm%2F7Ly9WhAvdwijN92SBjugkhPlZE7Qh5AhK3mUklU%2Fh2v0NgnTdGuqEkbpOXUlxbDbArFvZI2dtNMJ%2Fnld2lNDPYN20QUE3x7Zz9FEGF1Lf3tEhwUDgh5ND5aAdGSkyoo2hSpDjrj1q%2Fq%2BlVCTxlWVvAJ7mQrGB4gcxRMuW83t3oh2%2FTIb1OBIo9QXFTVUdf1NtVsuKxJ7sbNK%2BLViSP95c8GEWPOZWAeDWsG7ZPXX%2FbaF0W%2FW0a7XCZq92Ky1AQyGqxMo624To9S3EGwrzZ18ms3VwrNLV5bhH476esRISFk1Iyp5hre5Fiqle%2BAz%2BAeGq%2BzFfQu9oMLykc6lxpZ6bImiCD3Iq8MLWY679YQvLaHs1yj%2BP2HLTtfpT9r%2FVp6NccIYsH%2BRT%2FZGEV%2Flk2yjlzjPEPYE1XyecaB6K5jzn3%2B%2Bw6VRWm%2FlPIajgA42GBuGVAm0jwERwiaB6%2B3x3iD9FRaDcs6F4IPTYW78hm15NvHI67srYdRSJMc1Awy8GN75JIptsGeBE%2BnAWaPHdE5W74k54kInIo%2B77q39CZz%2FYoIzJ4cH2yfUZX0cmkSubBkQEB7vG8bXtiHNzkxh3PJrNcmANy09xNHkFG%2FKyXTJE1NOQK88J,59,8,7,5,1,#1182789928,"Grafite,Amarelo,Azul,Azul/Vermelho,Grafite,Rosa,Verde,Vermelho","58,60,62",Mixs,NA,Fokker MX2,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
701, Capacete Moto Masculino Ebf Spark Ilusion Esportivo ,149,NA,18,3,12x,14.33,NA,Frete grátis,NA,NA,4.8,11,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-1071873446-capacete-moto-masculino-ebf-spark-ilusion-esportivo-_JM?searchVariation=25843479842,9,2,0,0,0,#1071873446,Preto-fosco,56,EBF,New Spark,Fechado,Integral,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
702, Capacete Peels Spike Veloce Vermelho E Branco Moto Com Nf ,219,NA,7,3,12x,18.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,97,https://perfil.mercadolivre.com.br/CICLO-BETO?brandId=1910,https://produto.mercadolivre.com.br/MLB-1193776785-capacete-peels-spike-veloce-vermelho-e-branco-moto-com-nf-_JM?searchVariation=34020766568,61,23,7,4,2,#1193776785,Vermelho/Branco,"56,58,62",Peels,Spike,Spike,Integral,Simple,NA,NA,Adultos,Unissex,NA,NA,NA,NA,NA
703, Capacete De Moto Volt Lines X11 Preto / Branco Ou Cinza 64 ,329,NA,19,20,12x,31.44,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,44,https://perfil.mercadolivre.com.br/KMMOTOSHOP,https://produto.mercadolivre.com.br/MLB-1123650955-capacete-de-moto-volt-lines-x11-preto-branco-ou-cinza-64-_JM?searchVariation=32726997341,31,9,2,1,1,#1123650955,Preto,"58,60,62,64",X11,Clássica,Volt Lines,Integral,Simple,NA,ABS,Adultos,Unissex,2500 kg,NA,Inmetro,NA,NA
704, Capacete Sm 788 Moto Viseira Automatica Pro Tork Motoboy ,58,NA,266,380,10x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,812,https://perfil.mercadolivre.com.br/EMPORIUM+MINEIRO,https://produto.mercadolivre.com.br/MLB-1006307508-capacete-sm-788-moto-viseira-automatica-pro-tork-motoboy-_JM?searchVariation=30963195054,487,192,90,23,20,#1006307508,Preto/Vermelho,"56,58,60",Pro Tork,Sport Moto Pro Tork,SM Sport Moto 788,Integral, ,NA,ABS,Adultos,Unissex,NA,Micrométrico,Inmetro, , 
705, Capacete Icon Peels Óculos Interno Motociclista Moto Barato ,336,NA,9,400,12x,28.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1063540400-capacete-icon-peels-oculos-interno-motociclista-moto-barato-_JM?searchVariation=25401394949,1,0,0,0,0,#1063540400,Branco/Vermelho,"56,58,60,62",Peels,Dasch,ICON,Cross,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
706, Capacete Moto Infantil Pro Tork Liberty Four Kids Vermelho ,115,NA,41,29,12x,10.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,88,https://perfil.mercadolivre.com.br/MOTOLOPES.COM.BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=jNBXXq4nxIoLennhGVgYf7iLtD8tZGiQsJ0UYNNNEavQhTFsJF6C3VrFtH0HBXcKTn8C6c7d9EH0CWinc1lWZcUIQpKe6AYXZd7DSbG2whT6Jh%2FT2uPRPfOB0eA53hm7WUzETd2dm7k6jR2yJ%2BqBSIuM64U4dksKVGf5taqr2aEN2RTIwp1P5487ln%2B1CSuqoKY10MMXdRBhL20xGtyhOSa3Rwlxx1WDyBhjQmS2M6y16KfbIis7IbUyBbnDPZEnHH2xqtlay6gDqP45CrWKknA6E3Sp5ct4Wu8Jgb8wMJX33nKalNmFx2t6Lmva9DUeALuUv%2FR1ZckirjZii0StW8Za%2FkNpgAotw59hhA4WfTZhJ%2BmO1NPGE6t8uNY3QdlqlAp0qaE3o%2BIiIMjX1%2BWMJP2NIdfAalHot5dZV47XSsJZhI3vvNjTKZOeUyVFj7PxLVC7VatNF6zY1SuBXuLi3aHa65qiNCXtH6Htyat%2FIcFuKhZ1KOnoHNkTy9NUZ5D3PkFVeNVn8e5upybvk9zBC%2BNRieh%2Bi275%2FNaBoslmOOB9D1JEiDTCdnbVwC2olMGFiTP%2BAsDgfywktykhIzkYrxXJF8Znc8OtPxtvqKGgggCh2qd1W0dF0wXZGwO%2Feo723iC3XJx1Qw0hOOXpq7dZWkUmCmiDjQcMMWI11gb%2FKwYbcsryTusB7%2FDynfGXAtKxYYUNhJK%2FmgAsBNXytKJqBiARIoqhK%2FxLLWEQz%2FHZ3HpKgXVIS4N0l%2FV0%2FyihDsHe6%2FqOztlqDScjSKkdir%2Fo3p%2FKVPxTF5gksms26j9HxGu0cZaY8W6jtMUAeR0%2FFdwSP7JPwXB1Pn13b7x7tD8GzRHVr%2BJ28eYuhmrVK0NrCdnALrMEuoi0MtlYYVuNWB9a54Vgjwq7BsVje19CdZFRBQmPwaoHpRi62MhdAZtUIPkSg6j4UFzcdwoemdeLaJM%2Bh%2B7aOWOI3MK9lWhqEoL6uQfWeKlvWvZyZkxxYbR4%2BGxdU8dltK2gPsrfVIpLQgO%2Bf2dD03yJu87Tw0Q6LyLErqoDSeqq0JjNNsgnqJzCntjhcc3fHUreX1GesbzKUxiZkCpBXnRT4NuX3sx0VvXpK3UGDREB9nj3k2gygU2Z4HuNjsRh%2FWXnL2ul6yX%2BJHrKUreLc%2BiS0uJecQNpFbQzF1%2BZ11v2Jrpm5yRpiFwADFTEY3FG0CA8F4G7sMxNwFok%2FL%2F57ctOcAZBHQhC5ReiFR%2FsjbsXdNplGsAY8oyEwHqiYGuyTBrLIL5TmoytgXRLVcIlNGYYbtJNr3CV8T8YvHa%2BSaSIHbwfUA77DjfaJOQXFSo0DQ7wAHWvLVGsUSINQxmxKy9hWNBFtwTaFXdSkzKJh8XsHwhJgF%2FD6se7c8z1od8qRo3RdDvk9l4FGSxHaPdXh3AbjwPQKFsKpUOVmUIMAdrypWK0r8X5OvYvlAB0KAnD60P1APg355SXtwagJcIh7XzG5le%2BVzCrYF4VYF8nbFe3ovD1AdxIv7edI5KJDYSbT6SRt2HZdIhlXAD%2FyO3rIszJrmYoxSZnnyMbuMLumCeJqASJVDyI17Ghnj%2BgqMui3wToBCpRzHG75rifoKRzAPSSga4zpxVyP2wp5OSijevTRwlbm1GHtnCDBWMn8gZ2zkf0GXwOOtAXfraliFaDv1cExaNx%2Ffml1Co4BWPnzr4fOzl%2Bcqyv7n0TC2xkfbykYJ8hayTvqEyTtr6HDEEEEl3cXoMSgrbXktnIxEAGTIrDu94SkXHJBHWtHnIx7EDAydfahBuJ5E%2B3W1nRuZh3MKDEICU2Qf8FmKreGWdFakWItU6pOHj3PfxzlTpvXYo5ZrnEC4ZHiFaSZhc9%2FmoREa4v%2Bpw%2Bxbp3SjwOrh7Sdn8U9qLaafQns8Yh8uU8XHRMaTpZ7ESPloJ1%2Bk9EL08a28uEdCj99LvvyRQadyei,62,17,7,0,1,#1184291985,"Rosa,Amarelo,Azul,Grafite,Laranja,Rosa,Verde,Vermelho","56,58,60",Pro Tork,NA,Evolution G6 Pro Series,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
707, Capacete X11 Volt Dash Mais Viseira Fumê Moto Kart Oferta ,349,NA,11,299,12x,29.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/CIADAMOTO1,https://produto.mercadolivre.com.br/MLB-1087344980-capacete-x11-volt-dash-mais-viseira-fum-moto-kart-oferta-_JM?searchVariation=26663152677,1,0,0,0,0,#1087344980,Vermelho,"56,58,60,62,64",X11,Fechado,Volt,Integral,Simple,Espuma,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
708, Capacete X11 Crossover Branco Moto Original ,309,NA,17,3,12x,25.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/HELALMOTOPE%C3%87AS,https://produto.mercadolivre.com.br/MLB-1079198434-capacete-x11-crossover-branco-moto-original-_JM?searchVariation=38839524225,3,0,0,0,0,#1079198434,Branco,62,X11,Capacete,Crossover,Cross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709, Capacete Moto Aberto New Liberty 3 Three Pro Tork Novo ,66,NA,9,2390,12x,6.39,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1216,https://perfil.mercadolivre.com.br/AD-STORE,https://produto.mercadolivre.com.br/MLB-1175900713-capacete-moto-aberto-new-liberty-3-three-pro-tork-novo-_JM?searchVariation=32750541726,875,232,76,13,20,#1175900713,"Amarelo / 56,Amarelo / 58,Amarelo / 60,Azul / 56,Azul / 58,Azul / 60,Branco / 56,Branco / 58,Branco / 60,Prata / 56,Prata / 58,Prata / 60,Preto / 56,Preto / 58,Preto / 60,Preto Fosco / 56,Preto Fosco / 58,Preto Fosco / 60,Rosa / 56,Rosa / 58,Rosa / 60,Vermelho / 56,Vermelho / 58,Vermelho / 60",NA,Pro Tork,NA,New Liberty Three,Aberto,NA,Nylon,ABS,NA,NA,NA,Micrométrico,Inmetro,Urbano,NA
710, Capacete Moto Aberto Pro Tork Liberty 3 ,59,NA,744,2685,10x,5.90,NA,Envio para todo o país,NA,NA,4.6,765,https://perfil.mercadolivre.com.br/SPORTBAY?brandId=721,https://produto.mercadolivre.com.br/MLB-780910087-capacete-moto-aberto-pro-tork-liberty-3-_JM?searchVariation=16029885616,539,154,52,10,10,#780910087,"Preto,Amarelo,Azul,Branco,Prateado,Preto,Rosa,Vermelho","56,58,60",Pro Tork,Capacetes,Liberty 3,Aberto,NA,NA,ABS,NA,NA,NA,NA,NA,NA,NA
711, Capacete De Moto Mixs Mx2 Carbon X Fosco - Linha 2019 ,154,NA,52,7,12x,12.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,15,https://perfil.mercadolivre.com.br/POLOBRISA,https://produto.mercadolivre.com.br/MLB-1150830904-capacete-de-moto-mixs-mx2-carbon-x-fosco-linha-2019-_JM?searchVariation=30884823160,10,4,1,0,0,#1150830904,,"56,58,60",Mixs,Capacete,Carbon-X,Integral,Simple,Poliestireno,ABS,Adultos,Unissex,NA,NA,NA,NA,NA
712, 5 X Suporte De Parede Para Capacete Mochila Jaqueta Macacão ,119,NA,58,946,12x,9.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/GEARBOX_EXTREME_PARTS,https://produto.mercadolivre.com.br/MLB-984645390-5-x-suporte-de-parede-para-capacete-mochila-jaqueta-macaco-_JM?searchVariation=25162202922,5,0,0,0,0,#984645390,Preto,UNICO,Gearbox,Acessorios para moto,Universal,universal,NA,NA,Aço Carbono,NA,NA,NA,NA,NA,NA,NA
