search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Color,Conectores de entrada
593, Energy Sistem 422821 Parlante Tower 5 White Bt 2.1 Bluetooth ,169,NA,4,7,18 cuotas,349.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LEAMAUSRL,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=28Dl%2FxpMdEMpTITGQxzZUmFROKLcsGlutTFV6r1%2B%2FHEgpWdJFlO2spNpWoUZS%2Bb%2FqzmeavQUD3yyJ8r1l5iy0icjyxf0LG72jgtFohB0h4XTePpho%2B%2BFM7BakuGv0AM9omakHEnpnlAk3nZlDGdBsbeqt6zsUOd7MVVvG0VwAK7wwCWddlUung50EPOZK6OcB6N5daocTdGQfUhU0YVmN9G9PEzC66iOb9gF1Ih1HhnvItLOYVY6vDD49uQ1a8%2FmJ4LtKryr%2Fi5%2BgPvBS5krZ6aHtq%2FcLtFrHCp0%2BcJ%2BSBWehWXqpXD7zXg%2FrBMK2K7TmxBxRGY4Xt49zUcKj1%2Fh%2F%2FhRvhpm1x0UCa89h0sLvl13D6Yv01Ckh01Dk%2Fbozi5uNIUDTUwvIKZ3o3uGM%2FCnNF2X86pJ%2BwMzgOaKUsrFipRtW60MFaKVwZ%2BmmzZj2KfCj0XnAG6GMnqURWl8j0eWCVeL2aWg%2FLTvrS0JPiGm1XMKgZx8rh6%2FCWYlbkoqqyS3OnsQ9pZ5pBR4BcGgOT1lkwtTDomvkGqOGZGaugULRZ1YVT9FVdulzofrzO%2BoW6Ooj9GeBEkjq0eStQqAO%2FINqhdtTLy6kC0ZIfCS6ym0fTxVycBGMABJpfp11fm450Q5%2BVjljvxtaey%2B3xDLXPCmO%2Bau%2B%2BNz9QIr%2Fy7uXZwDlN4C7ogbWXwtL%2FTq%2Fv28%2Br9yo%2FcSRpPR0tln5T%2F%2Fh8gjArBg49O26aE%2B8GGIz4JHdeZzr9BW%2FJsDGpJ%2FrvIM%2BMe%2Bp748RpTXrFtGY9EGj0mCoZ31WZ%2FhWQemTGM%2FCLOCpKolL4TAJiZLa3j9ebGxiaXTvOzGyRH8ppi6IE8DXEk%2BWKT00%2BSm%2F3R8hRv%2Bd69CiOn6x1gwLYdnaL7AYaU7%2BMjwFQVz8jAb2XgTdmBjKGyMgJGz4QLxdb8nC2WG1nblzz9U0quSuZ69JxesuRavzx72sTd6BnbnVqNy%2FUs2nrPWlmyRehaV5%2Bl1oFdI9gLqzy9TbiIFVUAumsX74XKCfZ8VlusJarFLKRDM8TvdjGV9wGpAK16zmW1I6DvC6%2BTNHJP6ew3IxJ9R3Ujd%2BtXpQpp0Sa2rcbrLHNDc50UHjNNtBLGzH6xHmHR4V4C1ePmVcPkthMu1%2Bp7oLmjgQs7n%2FqyXdNihBQ32B600gittKRs44lXwiBX8bKqMdl8yh3Ccym6bAxGko0IcGBaCz1kbU8LnR1Ysll5u%2F7XgXdxjydTDwGOrMzeLasL5faH%2FNZuN4vCBR689SLWm%2FcHOOga3FB5Pu7OqXKeLWtXFpykWxJHrJeJbkUudbGVqxAeEH5IT7Y8Yu%2Bp7uk0Q7PbdiBiqT8y5O9vb9p6Wk5rEl8GeUJBtsP1Bhj9FWL8L%2F4wMrjaeCEtnRKOm5utSFnYy%2FpyqYBUT%2B%2BPKblS%2F6eJut3kcfzveo7xMD2ViAax9t6YL38R5YHf2V2Uz1DjTdwIi9MeI7a%2F30bha52iiqbZ%2BhzshzWCAbDdhaGkOyZjAmcVvLfCas1G9j0VjKIGKkM%2F4zgXS8PgWHHiTRsSUReBjzx7vCBiN0yKEUaakdqfcchzwAq8koPB7Sn14O%2F%2BtUNJ4aVtMCedo5JHCSWn4AV9oRTmlidfjGYmtf6%2FvN3pCTkimzO7gY7R5jSmP%2BIDLwo131HExD0NASTUURkzqGb%2BgfKo9gZf0Rbv4pzteE%2FWk5ws3Rw1Ffk%2Flm1euN30kFx%2BU39efKItTB5xj7TmpkrqpV8ZI4eKOrUlPpXzcAl2V%2FJYQg0szDFxcV93WlwlEYIOgN5iPmc8PlHdM%2BCqVcVIdtZ707883EdMoT3ha2rX3yz%2FA2Q%3D%3D,NA,NA,NA,NA,NA,#445148658,NA,Energy Sistem,NA,NA,NA,NA,NA
594," Parlante Portatil Kolke Kp-275 Con Bluetooth, Memoria Y Fm ",980,NA,4,3,18 cuotas,54.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CASA+DELAIMPRESORA,https://articulo.mercadolibre.com.uy/MLU-444507957-parlante-portatil-kolke-kp-275-con-bluetooth-memoria-y-fm-_JM#position=15&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#444507957,NA,Kolke,NA,NA,NA,NA,NA
595, Parlante Jbl Go 2 Bluetooth Anti Agua Tienda Easybuy ,45,NA,0,100,18 cuotas,92.55,NA,Envío a todo el país,NA,NA,4.8,230,http://perfil.mercadolibre.com.uy/EASYBUYSHOP,https://articulo.mercadolibre.com.uy/MLU-456881312-parlante-jbl-go-2-bluetooth-anti-agua-tienda-easybuy-_JM#position=16&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,193,32,2,2,0,#456881312,3 W,JBL,GO 2,Activo,NA,NA,NA
596, Parlante Reproductor Usb/sd Xion Ma ,19,NA,1,99998,18 cuotas,40.93,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-461813725-parlante-reproductor-usbsd-xion-ma-_JM#position=17&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#461813725,NA,Xion,NA,NA,NA,NA,NA
597, Parlantes Bluetooth T&v Koloss+parlante Frei Portatil Regalo ,672,NA,4,12,18 cuotas,1.382.08,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=cCqKWzKA%2FTokkWLDZhz2SAk65v4VlOj3oWAzqgJHYoWhoYQQoVC12i8i%2FnInawc3wWPgl7EoOHHIQVo%2BgPgzxU%2FLxYe%2FeQWmyHvRSwiUUbod1QgxzCTrW6jDSOal22LXCOqoiMJAWx%2F4wvL5UxAMEPOvdqQ7zGT3xCMGtC1txDd4RJfCROuW2YBgnPaFcR%2BxWCAWcYUEZj1BhMi%2FZmm0F3GS8%2F7MYibw%2B%2FlT247Vyq%2B8xYUt5La3vTfoc102FrBQvtqKu1m6%2FUpy%2FIqkZkaR%2FVMOxkVXppSPQHpm894rDvfswz6BolaMTJHDjKaJcx8KYSzkMfjJidx6s9iJuwE%2FB1L4N7Vu5yEfaDDUnrVJ3XaM3RwFyTbF3km1A0dnrjK7rPFLOHa%2BMbk68hitBZgUn9XiOPDTT%2FRO2MnIfqJXIkcapOR7o9HechAzomZYFGdUrUEdroVvshJTbkGDIqlgmZTtsN4AlpOkHfv0YPWRgRIyGlTLZj%2BvO56U0ADf54OK3ibNw35t6QQHcLQ9WJaXrBcM4YA9eGNU7F9rCLPQa41Nh8jK%2BN7N9aphrTu7ZzDqby1SQ%2FWKbEtcUY3PVWFb1x3JtnqD36jsXK4VngbMLOsjQ6Ipd7HjD3yMSiuEIE8SHopCFliaLwjLV0fHkRu2i%2Fab79u8k%2Fo%2BSmVFsh85WRDXQXIWzj1r9pcZSJzigpLEoP8y22kw6cna9rqkl0KObZjabId1BlVZEIO1pITBahGfChcECgOjAGWzo0kmj7pCx3PvKAn8VWfk92sV5wVm%2FI1nn9K088SUQZ%2BYil1dsSX5lS3kmcsh6VzdIMR0lhYfaIQTPBKVscwechRZFrj3%2Fppkm%2BwUYwijb3xscW75E1w5ha%2BrlBEWF3g8q8W2%2Fh2lotW5RwARwyLXImrvFz7VcULe219CPGquyHElocO%2Fo9b0jZxG19N8odRf48Rn0rO4IotNljPUU0IJpwA7yxPISA%2F7lvYGbLs6VfzZNUaRkKDsJp4z2qZNdbWhpIxi%2FVsNA6jt0p%2FLZD31%2FJVG7aa7axwVVbRj62%2Bcwhs6KZNbY4jkwdpLRKSeK8wBtAJLHfxElFF9tkGX3TJETXnkxkD%2B3F%2BTUwo51r0JTplfB0Y0SOE4MOWBbusfhg5aqgJHZnUKVE6FMdBdQGHQ7yqDH92PHugMPGcl5%2BZ7A6DGFYWEZxM1637UgmJIh9Sn51giTt3IKjHDd54TyfI%2BV5u1iF3Ds0%2BkwkssEvQZJ4ypBswoU%2BHT16Ob0lrQMmo34o1xxfccP7%2FGyVlVZaG31ASAS3BgycwUXC0WExIqeHPOqikBURbjLIQgdbKmmDzl1JVndaTZ6pDIoteGQeoREL1WqMwsvFut5OB%2FmTKa3vtGVNC%2BtNXUGW1HMSoNCmeWfYQZy6wTCtJZPYqI4IefLgf6rtduevSNx3tFPeonTXpyq0MFb4jQAIp4oO4zWnwp32oPLSbeBciF8MdTOoEPYQIelbwgWu7Uts%2FNiwtYTJqe3L5Vakl77z%2BbPShEpDC6i0ZIh8RvsFG7Fl%2Fp87TeazmjSzHeTH043e6H1ojYssxeodmERQVdbAGKXTZMbcW%2Fx3vkYWx3A%2BrFFouwTLqs7ZYWGlKaOOWbWT%2B7KXkf5n75IyiSd12SI31AsCTs%2FFmQDE9kuToADJu4McgTTCohS0ZUn7kOB3bzl9eSVlJ6C6mT%2BrIiWmduK9HWBUFy42VV72rpdu6cYpSVaxxSnfnAF0xGqENNyNUewtU%2BxDHednSbnUO1IE%2Fqe16A00Z%2FfYBbPtqkjKINn9xJEqT0Mx7YKS0Li5JfPAOmmOTRHLNFodGK,NA,NA,NA,NA,NA,#455769778,NA,NA,NA,NA,NA,NA,NA
598, Parlante Activo Microsonic Mod. Pabt12 ,99,NA,NA,2,18 cuotas,203.61,NA,Retiro gratis en tienda de Geant,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ODALERSAODALERSA?brandId=522,https://articulo.mercadolibre.com.uy/MLU-462801185-parlante-activo-microsonic-mod-pabt12-_JM#position=19&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#462801185,NA,NA,NA,NA,NA,NA,NA
599, Parlante Reproductor Marshall Killburn Bluetooth Futuro21 ,351,NA,0,10,18 cuotas,721.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449560509-parlante-reproductor-marshall-killburn-bluetooth-futuro21-_JM#position=20&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#449560509,NA,Marshall,Kilburn,NA,NA,NA,NA
600, Parlante Con Luz Led Suena Muy Fuerte Pórtatil Bluetooth ,590,NA,55,100,18 cuotas,32.78,NA,Entrega a acordar con el vendedor,NA,NA,4,3,http://perfil.mercadolibre.com.uy/MUEBLERIAENLINEA,https://articulo.mercadolibre.com.uy/MLU-455219038-parlante-con-luz-led-suena-muy-fuerte-portatil-bluetooth-_JM#position=21&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,1,1,1,0,0,#455219038,5 W,NA,KTS-A,NA,NA,NA,NA
601," Parlante Jbl Charge 3 Inalámbrico C/bluetooth, Negro ",6347,NA,0,100,18 cuotas,352.61,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-458464249-parlante-jbl-charge-3-inalambrico-cbluetooth-negro-_JM#position=22&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,5,1,0,0,0,#458464249,20 W,JBL,CHARGE3-BK-B1,Pasivo,NA,NA,NA
602, Parlantes Profesionales Xion Xi-xt92-2 Cajas Bluetooth Fama ,533,NA,0,999,18 cuotas,1.096.20,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-457847170-parlantes-profesionales-xion-xi-xt92-2-cajas-bluetooth-fama-_JM#position=23&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#457847170,NA,Xion,NA,NA,NA,NA,NA
603, Parlante Goldtech 10 Ub-ub ,3299,NA,0,4,18 cuotas,183.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/UNIVERSO+BINARIO,https://articulo.mercadolibre.com.uy/MLU-458284790-parlante-goldtech-10-ub-ub-_JM#position=24&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#458284790,NA,NA,NA,NA,NA,NA,NA
604, Parlante Charge 2+ Splashproof Usb Bluetooth ,1090,NA,0,30,18 cuotas,60.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MI+-COMPRA,https://articulo.mercadolibre.com.uy/MLU-454744742-parlante-charge-2-splashproof-usb-bluetooth-_JM#position=25&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#454744742,NA,NA,NA,NA,NA,NA,USB
605, Parlante Activo Punktal 13bat A Batería Usb Sd Bluetooth Fm ,169,NA,0,99999,18 cuotas,347.58,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGAHERTZ+COMM,https://articulo.mercadolibre.com.uy/MLU-464011102-parlante-activo-punktal-13bat-a-bateria-usb-sd-bluetooth-fm-_JM#position=26&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#464011102,NA,Punktal,NA,NA,NA,NA,NA
606," Parlantes Kolke Kpb 325 Doble 6,5 Rock Megastore Virtual ",99,NA,0,1,18 cuotas,203.61,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGASTORE_VIRTUAL,https://articulo.mercadolibre.com.uy/MLU-465048787-parlantes-kolke-kpb-325-doble-65-rock-megastore-virtual-_JM#position=27&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#465048787,100 W,Kolke,KPB325,NA,NA,NA,NA
607, Parlante Jbl Flip4 Original ,3300,NA,0,NA,18 cuotas,183.33,NA,Envío gratis a todo el país,NA,NA,4.8,217,http://perfil.mercadolibre.com.uy/NIL7724338,https://articulo.mercadolibre.com.uy/MLU-465399316-parlante-jbl-flip4-original-_JM#position=28&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,186,29,4,1,1,#465399316,16 W,JBL,Flip 4,Activo,NA,NA,NA
608, Parlante Multimedia Portable En Madera North Tech ,399,NA,0,10,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETKEYGROUP,https://articulo.mercadolibre.com.uy/MLU-463950636-parlante-multimedia-portable-en-madera-north-tech-_JM#position=29&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#463950636,3 W,NA,NA,NA,NA,NA,NA
609, Parlante 12 Activo Tripode Bateria Bluetooth Microfono Dimm ,3549,NA,33,47,18 cuotas,197.17,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449974701-parlante-12-activo-tripode-bateria-bluetooth-microfono-dimm-_JM#position=30&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,1,0,0,0,0,#449974701,NA,NA,NA,NA,NA,NA,NA
610, Parlante Bluetooth Aiwa Usb Mic Fm Luces Led Aw-pok3 Diginet ,216,NA,0,10000,18 cuotas,444.24,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DIGINET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-461567653-parlante-bluetooth-aiwa-usb-mic-fm-luces-led-aw-pok3-diginet-_JM#position=31&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#461567653,NA,Aiwa,NA,NA,NA,Negro,NA
611, Xion Parlante Profesional Activo 12 Xi-sd12win ,4100,NA,0,2,18 cuotas,227.78,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/JAKERS+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-448645012-xion-parlante-profesional-activo-12-xi-sd12win-_JM#position=32&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#448645012,NA,Xion,NA,NA,6 kg,NA,Entrada para Micrófono
612, Lg One Body Parlante Activo Portatil Fh2 50w Ma ,255,NA,0,99999,18 cuotas,524.45,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FERRESERVI+MACRO,https://articulo.mercadolibre.com.uy/MLU-459768986-lg-one-body-parlante-activo-portatil-fh2-50w-ma-_JM#position=33&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#459768986,NA,LG,NA,NA,NA,NA,NA
613, Parlante Jbl Charge 4 Inalambrico Bluetooth Azul Nnet ,207,NA,0,999,18 cuotas,425.73,NA,Envío a todo el país,NA,NA,4.8,46,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-463247997-parlante-jbl-charge-4-inalambrico-bluetooth-azul-nnet-_JM#position=34&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,38,7,0,0,1,#463247997,30 W,JBL,Charge 4,Activo,NA,NA,NA
614, Parlante Edifier R2730db 2.0 Estudio Bluetooth Optica 136w ,299,NA,1,41,18 cuotas,614.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=7xxRWZvWolYTjIGKDd3uYPFuiMaSgXSo2GbSDBecdoYFmiy0hi03Svo0zsLgKRMVRph8qW%2BrbAa2Hrzt9Tig1xpCzCuS6Pkh4in1N0Ca08i9V7GpFxXp%2BQ0AUrFgvVEjU4C%2BIgTx4eaDNGqf%2FsjQKkupaImJOT%2BjLUCysJdj%2FvzOt5O5HqDhB3vFskFC%2FWrJYiRS5gy4UYkL9uA%2B%2BNsea4%2B8c%2BtgOm5Df5dwlGeoeY4kqely5CJiEm2dJmJD8LKjskb63M%2FIFFXAupNSx62r%2BBbUs9QxYi3BJZPrZyoM06zMtg5vbk9r%2BY2hQl%2FTUxwZW1Q%2FlzYuZp%2B7GhlXzXRv%2FfApCn37FyOfCNxET3wsDJTby333NsudytSs%2BulBvHkdq10l3Aukw6laRFjHIQshThKCFaXhsSygNtXHyLiPL%2B0BIj2yZDNTdi5qoxO4pBkwJ5sADgoXc5amEemAXSuaHiFWapzNWK58ZW4KdsAhoT%2Fl7p2CKEI7JwbdmCQPMeINMF7Ad3Ydj6Hx5tTzZINPbJCKki9JtP9a7moSG6CVtd1fQv8PKULkfYEPoVRv18UJERY7s%2BjX9i2Xh3fP%2B52FD0QfFIzKjftx28ag9lQEnThemKAlqtK8TAV%2BJi3Zu0SDxHaE0PoTwXqGr6VYC3ZORonwzUUkMlIrVy8hIlj5WSw60hdwT7QzQFDY89c4CjCAd3IHCsOGXPfYthSjcIzFqekNuxprvS%2B6ASsEJeg%2B0JZCqIJVkMmFuKdiGXWJ%2FvvnPGboIMsGAiBwy1qbYZO47IS44S5AsESzc2sIrMpaxtzGini1WYE4H2oF%2BO6Qtzi77XjaBD6JfuCh57O7XlbbCCXjvBOD%2F85HadZk1%2F5GoqWcPWZpqVMA6tUtvbaL0QRZbeJkB7YtJa78Spj8OXrQytNHr5UY%2F9fDZnbwbuqvgiHSk5DzJNy2%2BjuPevJNJamycrBOM%2B%2BfWZo9lO36PlnlWwthiwH8AsK3D1JigS1eqIwj6OZ3RlUdJVFk%2BUdfqtWQqd6rGx%2BOqZHAYY4X60lQm%2FLJdR%2BKR2ZFQsVEMtR%2FwCcPE%2FDC5mWeADsM3%2B%2BURV51%2BJnkR6mnyJkSk7Ia3YuTHj0Nu3BCPjld%2F4Zb4Sz0pbP%2FeiZYP08CY6FTOfb7KDymizOwpkBdW0W8UFDPoBkQNtIr5hDpLQmCva0Pe7c2wZENN7vNIjQp0xLYvnCvG9PKMJjGYX0y42JWPj4SZUo6Rf0q2MLQiEpGQRyOyQDI4H04OrHrvQJ7SeB4JKqHepeWFY7B7g%2FjGDvrPOy0gPTEjywmxm%2BFVE4ucRaakdcDNn5RiPwPniFGibnDaPv1H9FGHtQTAcgxGp1A%2BNrkEyB%2F11WkzvLVMKT3u2zICXp2ISCsGHHCOlUi5DbkEz2w36a8qPow5wND7Gi%2BTjNegPWZirIXk95z0MYMliYR8i9sAFCA6MWD6Vfj4x3oYqyQE4PWiTXeVTMRnUHcCVFOD0L1CWOaR1Nl%2BCZfcc3DzuhsBrujptuRGgp7olL8n3LPT2oXJO3Jnnhg1XAAhi6lCKpq4SC13uM38M81AMxvTMJ008Vvadtp3UjqsQpfy7QwZumYd9k0iNTVjjtz5gRn%2FefBjPjpRTNxLnRn4WeONStFTMw2iAG5gewpa8GgJ3nHsAhdaELAbt%2FywrhF19%2FzjmR23C8eL%2BTsjjahCY9hidesH9MChR5YG0NzglRRFqw24UukUvFPt2LL%2B332woSG271peGjeKUY0OitJDhV2whJSFk15iTJVDQaD%2FdmAAR2Zu57K1ZtbuciEDzUnMvVI0vnylknSCVlElvWXIjE%3D,NA,NA,NA,NA,NA,#446206915,NA,Edifier,R2730DB,NA,NA,NA,NA
615, Funda Neopreno Para Parlante Portátil Bluetooth Frei ,19,NA,NA,50,18 cuotas,39.08,NA,Envío gratis a todo el país,NA,NA,4.6,45,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-463284669-funda-neopreno-para-parlante-portatil-bluetooth-frei-_JM#position=36&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,27,18,0,0,0,#463284669,16 W,Thonet & Vander,Frei,Activo,NA,NA,NA
616, Parlantes Parlante Amplificador Sony Mhc-v81 Serie V - Fama ,919,999,1,999,18 cuotas,1.890.08,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-455739712-parlantes-parlante-amplificador-sony-mhc-v81-serie-v-fama-_JM#position=37&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#455739712,NA,Sony,NA,NA,NA,NA,NA
617, Parlante Portátil Sony Srs-xb20 Bluetooth Rojo Zonatecno ,109,NA,NA,3,18 cuotas,224.18,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-452512451-parlante-portatil-sony-srs-xb20-bluetooth-rojo-zonatecno-_JM#position=38&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#452512451,NA,Sony,SRS-XB20,Activo,NA,NA,NA
618, Parlante Xion Bluetooth 2800w Batería Int. Xi-sd50bt Albion ,69,NA,2,18,18 cuotas,141.91,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-451152941-parlante-xion-bluetooth-2800w-bateria-int-xi-sd50bt-albion-_JM#position=39&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#451152941,NA,Xion,NA,NA,NA,NA,NA
619, Parlante Con Bluetooth Resistente Tipo Jbl Xtreme Lg ,835,NA,0,150,18 cuotas,46.39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/L.G+AMOBLAMIENTOS,https://articulo.mercadolibre.com.uy/MLU-464941620-parlante-con-bluetooth-resistente-tipo-jbl-xtreme-lg-_JM#position=40&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#464941620,NA,NA,Parlante Con Bluetooth,NA,NA,NA,NA
620, Parlantes Parlante Ampliifcador Sony Mhc-v41 Serie V - Fama ,551,599,1,999,18 cuotas,1.133.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-455739852-parlantes-parlante-ampliifcador-sony-mhc-v41-serie-v-fama-_JM#position=41&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#455739852,NA,Sony,NA,NA,NA,NA,NA
621, Parlante Bluetooth Mini Extreme/ Tipo Jbl/ ,580,NA,0,50,18 cuotas,32.22,NA,Entrega a acordar con el vendedor,NA,NA,4,10,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-463867355-parlante-bluetooth-mini-extreme-tipo-jbl-_JM#position=42&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,5,3,0,1,1,#463867355,15 W,JBL,Xtreme,Pasivo,NA,NA,NA
622, Parlante Xion Bluetooth 5000w Luces Led Xi-sd5000 Albion ,129,NA,1,9,18 cuotas,265.31,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTASALBION,https://articulo.mercadolibre.com.uy/MLU-450948809-parlante-xion-bluetooth-5000w-luces-led-xi-sd5000-albion-_JM#position=43&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#450948809,NA,Xion,NA,NA,7.6 kg,NA,NA
623, Parlantes Parlante Ampliifcado Sony Mhc-v21 Bluetooth Fama ,413,449,0,999,18 cuotas,849.40,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FAMAELECTRODOMESTICOS,https://articulo.mercadolibre.com.uy/MLU-458657723-parlantes-parlante-ampliifcado-sony-mhc-v21-bluetooth-fama-_JM#position=44&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#458657723,NA,Sony,NA,NA,NA,NA,NA
624, Parlante Inalámbrico Aiwa Aw 31 - Netpc ,45,NA,0,10,18 cuotas,92.55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETPC+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-459635281-parlante-inalambrico-aiwa-aw-31-netpc-_JM#position=45&type=item&tracking_id=c25f79a3-33ff-4e47-a5fb-1f82d2b66bf6,NA,NA,NA,NA,NA,#459635281,NA,Aiwa,NA,NA,NA,NA,USB
