search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Color
185, Audifonos Inalambricos I9s Tws Bateria 2-4 Horas + Forro ,54.9,NA,13,87,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CASE7699883,https://articulo.mercadolibre.com.co/MCO-510671306-audifonos-inalambricos-i9s-tws-bateria-2-4-horas-forro-_JM#position=26&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#510671306,NA,NA,NA,NA,NA
186, Audifonos Inalambricos Jbl T205bt Pure Bass Manos Libres ,164.9,NA,20,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,4,https://perfil.mercadolibre.com.co/TECNOOPTIMA.COM,https://articulo.mercadolibre.com.co/MCO-475618025-audifonos-inalambricos-jbl-t205bt-pure-bass-manos-libres-_JM#position=27&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,4,0,0,0,0,#475618025,JBL,TUNE,T205BT,In-ear,NA
187, I12 Tws Bluetooth 5.0 Auricular Smart Touch Control ,93.9,NA,16,3,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/COOLFACES+MEDELLIN,https://articulo.mercadolibre.com.co/MCO-517958397-i12-tws-bluetooth-50-auricular-smart-touch-control-_JM#position=28&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,2,0,0,0,0,#517958397,NA,NA,NA,NA,NA
188, Audifonos Inalambricos Jbl T110bt Bluetooth Factura Legal ,134.899,NA,13,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,50,https://perfil.mercadolibre.com.co/PYN+COMPUSTAR,https://articulo.mercadolibre.com.co/MCO-497865388-audifonos-inalambricos-jbl-t110bt-bluetooth-factura-legal-_JM#position=29&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,42,6,1,1,0,#497865388,JBL,NA,T110BT,In-ear,NA
189, Audífonos Manos Libres Bluetooth Magneticos Varios Colores ,19.99,NA,9,131,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,1,2,https://perfil.mercadolibre.com.co/DIMEGATEC,https://articulo.mercadolibre.com.co/MCO-514681553-audifonos-manos-libres-bluetooth-magneticos-varios-colores-_JM#position=30&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,0,0,0,0,2,#514681553,NA,NA,NA,NA,NA
190, Audifonos Bluetooth A6 Bt5.0 Doble Con Base De Carga ,55,NA,10,9,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/COMPRASCONCALIDAD,https://articulo.mercadolibre.com.co/MCO-508823974-audifonos-bluetooth-a6-bt50-doble-con-base-de-carga-_JM#position=31&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,1,0,0,0,0,#508823974,NA,NA,NA,NA,NA
191, Auriculares Xiaomi Mi Redmi Airdots Bluetooth 5.0 Negro ,109.99,NA,15,47,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRASONLINECOLOMBIA2014,https://articulo.mercadolibre.com.co/MCO-521888698-auriculares-xiaomi-mi-redmi-airdots-bluetooth-50-negro-_JM#position=32&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#521888698,NA,NA,NA,NA,NA
192, Audífonos I7 Mini Los 2 Auriculares Bluetooth Inalámbrico ,55.9,NA,91,9,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,4,https://perfil.mercadolibre.com.co/SHOPPING--WEB,https://articulo.mercadolibre.com.co/MCO-458725716-audifonos-i7-mini-los-2-auriculares-bluetooth-inalambrico-_JM#position=33&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,2,1,0,1,0,#458725716,HBQ,NA,NA,NA,NA
193, Audifonos Manos Libres Bluetooth Jbl By Harman Tipo Original ,44.99,NA,22,55,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DIMEGATEC,https://articulo.mercadolibre.com.co/MCO-486267054-audifonos-manos-libres-bluetooth-jbl-by-harman-tipo-original-_JM#position=34&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#486267054,JBL,NA,NA,NA,NA
194," Audífonos Sony Bluetooth Llamadas, Sd, Fm Android + Envio ",34.999,NA,53,969,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/OFERTA+USA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=X3u6%2BGqA8X6LKp9ZJX2Zz56AOX0X%2BPWvuP5kHWTSAHPT0pj556eTfRwgjLN%2Bz6hZ7rDxYP%2BLQrJWWstgk78qrTrk20Sx5Hm9EWf3zo%2FtRJdVi3FyG2cgWNKkbqCE%2BOdmFF%2Bp7WJQoM59k4fOimatcT7r%2FtkAvAyU81p9IKY6lpci2VkpJeT4ie388mPQZO6ksTPYIxh6wl%2F7ERZEqmj406e8DzXu8%2BKJXOQeKCwvygkMOrOQregu799gu2EiipKqGoDR7GrW4YuH6X21DWVQVx0kln0lOooqvvVx2yBpOy23bNM0lp44CGuQZhSW3Wahsra1KDC%2FZZJ3cKumEJUva3c5a0mt8EBLE7s5E%2FivQmgtCe0bV5Auvv8TojVz%2F8WYbqHKlfV8H4W2upqVJFs7mJFKyHa3szNFWHW%2Fy75peuUSondfdWLJmJKObLBF6jynG%2FVdoaAxF0LwOBrjwRLRVJ1JAU0DXMdl0QgwuYroAtCUQ1i8qCpwzCklrJ6aA1HZ9iyHzZZCCEosWGxNxfdLlSLJcW5jgzXpLUdiBSzdqm8No8HPMfFo9sB9iNZ1fwhFdxl8XpaVGqWQ1vot8MXXCjFs7Fg6Izo8IIOtwliK%2FdNUcgeoMWn9A2fTfdhMaXDmhB0OlE5w%2BDSOUKNs8P1bfmm%2FrKIE1oh1qV%2FacpxOTTvhkDRFVomVLDaTQ5HcL3Dg3Omks5K0DlgGti6DWm8%2BCLSav0T4lZvSZkuriI4mQsZPc8FsYt73II5%2FoGB4%2FZlw8OtpSBiSn2Or2cJYO9af%2FmNFntdBX8uovG8ifbbjlsd0yIf2biN5AJVll0OBIOzqoe4SvC5rTzzWHJ5r8AXcvmmVbGdt%2FNM9sstZSwIpWG3%2FwnHxVLnwYjXQtSiDVqc0iqeLtOi205rogoE2fYT4%2FR%2FLMKy4kFPKLfnIRx7bcwFu%2FFWi1Mpityv3Tx%2BMfZG4FsaCN5ctVlVuFrY8Ll97RQzmGOKpHTuOOWTetIpRsOMebg1EqQ%2FVS8NZ%2FqdcrwDogfJwjsOFXIUhNyD%2Fm73ikSPPhevM%2BXusNu14HO31GQVp7PVsV%2BTLXFEMlDVLvsnapI91OKfrlDXhV8Te4z4N9D3W%2FL5D7B6XHJBphz54tKKjaoSNFN4Fkihz1OaR%2BHfJnfqs%2BOtO%2FrV4qxor%2F9Y1JzU7TP38blVOir3iJ7Zj1PhH6LAV5452nhRdlV2YvTiHcM7rA731KCznRS03z%2BC8YgAJ60CMr%2BnEref9XYN5RD5hZT4BlSOzKeBmeeC93j%2FFgXKvl6VmYKVhKJLgGsFGkLhDqjlhpdhW6A4t1SUfD1yrzCyRPHv6YKnvDs%2B6pFKwKum2D%2FITAJO1QZJXW4%2BOvV79%2F9cPGSjqjM%2FDPq%2FtLewx1nqaMG8BgMC3H%2FOQmm0WSK0lXcYLq6qXBCTf9CkOMR2gMa88Wh9B5us6V2Xq63cbSkha0U4Qkysvci5pwLmeWOen9f5AC47eeGVi18uNKzcFzbRSpsmB0K2clO%2Fsmqx9b5WgSIc1OZpH8w7lr8M3MMkdmi0gx2xjLm7FwetlYzCVn9%2FX12hIc4aewrp%2FTleKNUKR9tdc6PqKeOpr6RcKChLPE22OGcXh%2BW35%2BGusF5ehAtxX0KS%2FNyI%2BvAXVmNtf%2Bev1veUspAvVRwxtwoc5UrVn%2FSnVMDTJFmmPIb6zgBwFZu%2FG3l0DNiZYBorek7GNQ6f9MKmNfExA9Z9Q9mSZQB7b6tA%2BM0hMRUlW5wAiA3xLNYg%3D,0,1,0,0,0,#462339544,NA,NA,NA,NA,NA
195, Smart Band Talkband Y3 Y Auricular 2 En 1 Bluetooth Manilla ,59.9,NA,18,82,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VENTAS+CRT,https://articulo.mercadolibre.com.co/MCO-518078424-smart-band-talkband-y3-y-auricular-2-en-1-bluetooth-manilla-_JM#position=36&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#518078424,SM,NA,Y3,NA,NA
196," Audífonos Sony Bluetooth Llamadas, Sd, Fm Android + Envio ",70,NA,10,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ISHOP.STORE,https://articulo.mercadolibre.com.co/MCO-522284320-audifonos-sony-bluetooth-llamadas-sd-fm-android-envio-_JM#position=37&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#522284320,Sony,NA,NA,Over-ear,Roja
197, Auriculares Inalámbricos Samsung Level U Bluetooth In-ear ,136.153,NA,31,50,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.2,5,https://perfil.mercadolibre.com.co/DIGITALSHOP.C.G.,https://articulo.mercadolibre.com.co/MCO-467331024-auriculares-inalambricos-samsung-level-u-bluetooth-in-ear-_JM#position=38&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,3,1,0,1,0,#467331024,Samsung,NA,EO-BG920BBEBUS,NA,NA
198, Audífono Alambico Bluetooth AirPods Con Micrófono I7 1 Pc ,12.5,NA,148,21,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JAGOGANGAS,https://articulo.mercadolibre.com.co/MCO-514368930-audifono-alambico-bluetooth-airpods-con-microfono-i7-1-pc-_JM#position=39&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#514368930,NA,NA,NA,NA,Negro
199, Audifonos Manos Libres Iluv True Wireless Fitnes - Negro ,159.8,207.5,22,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DELLTHUS,https://articulo.mercadolibre.com.co/MCO-488041962-audifonos-manos-libres-iluv-true-wireless-fitnes-negro-_JM#position=40&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#488041962,iLuv,NA,True Wireless Stereo,NA,NA
200, Manoslibres Bluetooth Qcy Tws 3d Estéreo Inalámbrico Blancos ,99.9,NA,18,8,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,2,https://perfil.mercadolibre.com.co/YULIANALUCARD,https://articulo.mercadolibre.com.co/MCO-512811326-manoslibres-bluetooth-qcy-tws-3d-estereo-inalambrico-blancos-_JM#position=41&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,1,1,0,0,0,#512811326,NA,NA,NA,NA,NA
201, Diadema Beats Solo3 Wireless Tipo Original ,489.9,NA,31,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/SHINA+GROUP,https://articulo.mercadolibre.com.co/MCO-505488793-diadema-beats-solo3-wireless-tipo-original-_JM#position=42&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,3,0,0,0,0,#505488793,Beats,NA,NA,Over-ear,NA
202, Manos Libres Mini Bluetooth 4.1 Multipunto + Audifono Extra ,29.99,NA,610,11,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.1,23,https://perfil.mercadolibre.com.co/DRAGOTRONIX,https://articulo.mercadolibre.com.co/MCO-446234369-manos-libres-mini-bluetooth-41-multipunto-audifono-extra-_JM#position=43&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,12,6,3,0,2,#446234369,NA,NA,NA,NA,NA
203, Audifonos Inalambricos Jbl T110bt Bluetooth Original Negro ,126.5,NA,14,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,13,https://perfil.mercadolibre.com.co/MAJOTIENDAONLINE,https://articulo.mercadolibre.com.co/MCO-488375949-audifonos-inalambricos-jbl-t110bt-bluetooth-original-negro-_JM#position=44&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,11,1,1,0,0,#488375949,JBL,NA,T110BT,NA,NA
204, Audifonos Bluetooth Tws I9s + Caja De Carga Súper Precio ,48.9,NA,37,103,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,2,2,https://perfil.mercadolibre.com.co/JHORAMIREZPERES,https://articulo.mercadolibre.com.co/MCO-503548640-audifonos-bluetooth-tws-i9s-caja-de-carga-super-precio-_JM#position=45&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,0,0,0,2,0,#503548640,NA,NA,NA,NA,NA
205, Audífonos Sony Deportivos In-ear Inalámbricos Bluetooth ,199,NA,5,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,9,https://perfil.mercadolibre.com.co/TECHCOMCO,https://articulo.mercadolibre.com.co/MCO-510592053-audifonos-sony-deportivos-in-ear-inalambricos-bluetooth-_JM#position=46&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,8,1,0,0,0,#510592053,Sony,IN-AR,WI-SP500,NA,NA
206, Audifonos Dobles Inalámbricos Bluetooth Tipo AirPods ,33,NA,35,NA,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,1,1,https://perfil.mercadolibre.com.co/COMPRAS2018+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-491449660-audifonos-dobles-inalambricos-bluetooth-tipo-airpods-_JM#position=47&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,0,0,0,0,1,#491449660,NA,NA,NA,NA,NA
207, Audífono Deportivo Bluetooth Auricular Magnéticos Sudor ,27.9,NA,9,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMERCIALIZADORA_A_Y_G,https://articulo.mercadolibre.com.co/MCO-516480134-audifono-deportivo-bluetooth-auricular-magneticos-sudor-_JM#position=48&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#516480134,NA,NA,NA,NA,NA
208, Audifonos Bluetooth V5 Hbq Q32 Tws Inalambricos Auriculares ,105,NA,12,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/KOBY146,https://articulo.mercadolibre.com.co/MCO-511464794-audifonos-bluetooth-v5-hbq-q32-tws-inalambricos-auriculares-_JM#position=49&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#511464794,HBQ,Teaburry,NA,NA,NA
209, Audífonos Diadema Bluetooth Sony Mdr-xb950n1 Original ,399.9,NA,10,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/MAOVIDEOJUEGOSYTECH07,https://articulo.mercadolibre.com.co/MCO-490493808-audifonos-diadema-bluetooth-sony-mdr-xb950n1-original-_JM#position=50&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,1,0,0,0,0,#490493808,Sony,NA,MDR-XB950N1,Over-ear,Negro
210, Mini Auricular Manos Libres Bt 4.1 Ergonómico Avantree Apico ,59.9,81,283,4,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.3,33,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-451099784-mini-auricular-manos-libres-bt-41-ergonomico-avantree-apico-_JM#position=51&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,17,10,5,1,0,#451099784,Avantree,NA,Apico,NA,NA
211, Audifonos Inalambricos Bluetooth Jbl Endurance Sprint Origin ,172.4,NA,368,87,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.3,6,https://perfil.mercadolibre.com.co/AEY+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-501013407-audifonos-inalambricos-bluetooth-jbl-endurance-sprint-origin-_JM#position=52&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,4,1,0,1,0,#501013407,NA,NA,NA,NA,NA
212, Auriculares Deportivos Jbl True Wireless Flash In-ear ,544.9,NA,3,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-512811171-auriculares-deportivos-jbl-true-wireless-flash-in-ear-_JM#position=53&type=item&tracking_id=4086cbc7-ceed-47e2-bf46-b3d0e3f3eb5d,NA,NA,NA,NA,NA,#512811171,JBL,NA,NA,NA,NA
213, Audífonos Bose Soundsport Free In Ear Bluetooth Azul ,749,999,18,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,4,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-475146557-audifonos-bose-soundsport-free-in-ear-bluetooth-azul-_JM#position=1&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,4,0,0,0,0,#475146557,Bose,SoundSport Free,NA,NA,NA
214, Auriculares Inalámbricos Bluetooth Ifrogz Plugz Rojo ,46.9,NA,24,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/TECHCOMCO,https://articulo.mercadolibre.com.co/MCO-486473605-auriculares-inalambricos-bluetooth-ifrogz-plugz-rojo-_JM#position=2&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,1,0,0,0,0,#486473605,Ifrogz,PLUGZ,5173,In-ear,NA
215, Gafas Con Bluetooth - iPhone En Promocion ,35,NA,38,362,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LR+IMPORTACIONES,https://articulo.mercadolibre.com.co/MCO-478417813-gafas-con-bluetooth-iphone-en-promocion-_JM#position=3&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,NA,NA,NA,NA,NA,#478417813,NA,NA,NA,NA,NA
216, Audifonos Bluetooth Jbl T450bt Negros Inalambricos Portatil ,119.9,NA,25,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.3,7,https://perfil.mercadolibre.com.co/EXONICA+SAS.,https://articulo.mercadolibre.com.co/MCO-495974979-audifonos-bluetooth-jbl-t450bt-negros-inalambricos-portatil-_JM#position=4&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,5,0,0,0,1,#495974979,JBL,NA,T450BT,Over-ear,Blanco
217, Mini Audífono Bluetooth Negro Música Estereo S530 ,12.9,NA,168,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.8,12,https://perfil.mercadolibre.com.co/GONZALEZ74,https://articulo.mercadolibre.com.co/MCO-446952271-mini-audifono-bluetooth-negro-musica-estereo-s530-_JM#position=5&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,4,5,1,0,2,#446952271,NA,NA,NA,NA,NA
218, Audífonos Bluetooth Inalámbricos Sennheiser Cx Sport In Ear ,399,NA,11,14,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/OPERACIONESCOME.COM.CO?brandId=132,https://articulo.mercadolibre.com.co/MCO-494413217-audifonos-bluetooth-inalambricos-sennheiser-cx-sport-in-ear-_JM#position=6&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,1,0,0,0,0,#494413217,Sennheiser,Audífonos Deportivos,CX SPORT,In-ear,NA
219, Audifonos Bluetooth Xiaomi Redmi Airdots Original ,99.9,149.9,13,87,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77,https://articulo.mercadolibre.com.co/MCO-532108354-audifonos-bluetooth-xiaomi-redmi-airdots-original-_JM#position=7&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,NA,NA,NA,NA,NA,#532108354,NA,NA,NA,NA,NA
220, Beats By Dr Auriculares Inalámbricos Powerbeats³ Apple ,250,NA,5,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECHCOMCO,https://articulo.mercadolibre.com.co/MCO-511774198-beats-by-dr-auriculares-inalambricos-powerbeats-apple-_JM#position=8&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,NA,NA,NA,NA,NA,#511774198,Beats,Powerbeats³,MREQ2LL/A,NA,NA
221, Diadema Audífonos Manos Libres Bluetooth Mp3 Fm Micro Sd ,89.9,NA,38,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/GONZALEZ74,https://articulo.mercadolibre.com.co/MCO-452298832-diadema-audifonos-manos-libres-bluetooth-mp3-fm-micro-sd-_JM#position=9&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,3,0,0,0,0,#452298832,NA,NA,NA,NA,NA
222, Audifonos Auriculares Bluetooth Tws Inalámbricos ,129.9,NA,59,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COCONUTIMPORTA,https://articulo.mercadolibre.com.co/MCO-513231063-audifonos-auriculares-bluetooth-tws-inalambricos-_JM#position=10&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,NA,NA,NA,NA,NA,#513231063,HBQ,NA,Q18,Over-ear,NA
223, Audifonos I12 Tws Originales AirPods Bluetooth 5.0 Tacti ,70,NA,14,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,2,1,https://perfil.mercadolibre.com.co/ALEJODUQUEDIEZ,https://articulo.mercadolibre.com.co/MCO-515341031-audifonos-i12-tws-originales-airpods-bluetooth-50-tacti-_JM#position=11&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,0,0,0,1,0,#515341031,NA,NA,NA,NA,NA
224, Audifonos Diadema Sony Ps4 Platinum 7.1 Inalambrica ,450,NA,9,196,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JHORAMIREZPERES,https://articulo.mercadolibre.com.co/MCO-515456563-audifonos-diadema-sony-ps4-platinum-71-inalambrica-_JM#position=12&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,NA,NA,NA,NA,NA,#515456563,NA,NA,NA,NA,NA
225, Audífono Bluetooth Inalámbricos Sennheiser Pxc 550 ,945,NA,4,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/OPERACIONESCOME.COM.CO?brandId=132,https://articulo.mercadolibre.com.co/MCO-514884716-audifono-bluetooth-inalambricos-sennheiser-pxc-550-_JM#position=13&type=item&tracking_id=0dc1d28f-8291-48ce-b76e-80ad4979636d,NA,NA,NA,NA,NA,#514884716,Sennheiser,Audífonos con cancelación de ruido,PXC 550,Over-ear,NA
