search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Peso,Tipo
1341, Casco De Motocicleta Agv Pista Gp R Helmet (x-large) (glossy ,129.99,NA,0,3,12,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468652108-fox-racing-race-youth-v1-casco-de-motocicleta-de-motocross-_JM,NA,NA,NA,NA,NA,#468652108,NA,NA,Fox Racing,V1,Race,NA,3.1 lb,Cross
1342, Motocicleta Bicicleta Scooter Mitad Casco Béisbol Tapa Estil ,17.773,NA,0,23,12,1.481,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHUNGARTISANCL,https://articulo.mercadolibre.cl/MLC-490802543-motocicleta-bicicleta-scooter-mitad-casco-beisbol-tapa-estil-_JM,NA,NA,NA,NA,NA,#490802543,NA,NA,Chung-ZF,NA,NA,NA,NA,Rebatible
1343," Hjc Is-17 spark Full-face Casco De Motocicleta, Mc-2 Up Shop ",9.219,NA,0,11,12,768,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-466949290-casco-moto-jiekai-abierto-cara-carreras-equitacion-vendimia-_JM,NA,NA,NA,NA,NA,#466949290,NA,NA,Jiekai,NA,"Black, Size M",Integral,NA,NA
1344, Rápido Release Cómodo De La Motocicleta Casco Capirotazo Arr ,3.504,NA,0,13,12,292,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492519820-rapido-release-comodo-de-la-motocicleta-casco-capirotazo-arr-_JM,NA,NA,NA,NA,NA,#492519820,NA,NA,NA,NA,NA,NA,NA,Abierto
1345, Casco Moto Jiekai Abierto Cara Carreras Equitación Vendimia ,106.99,NA,0,3,12,8.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468638001-hjc-cs-2n-casco-abierto-para-motocicleta-xxl-negro-liso-_JM,NA,NA,NA,NA,NA,#468638001,NA,NA,HJC,CS-2N,NA,NA,3.25 lb,Integral
1346, Troy Lee Diseña Casco Para Motocicletas Todoterreno Adulto D ,336.041,NA,0,100,6,56.007,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490871363-troy-lee-disena-casco-para-motocicletas-todoterreno-adulto-d-_JM,NA,NA,NA,NA,NA,#490871363,NA,NA,NA,NA,NA,NA,NA,Rebatible
1347," Fox Racing Race Youth V1. Casco De Motocicleta De Motocross, ",249.99,NA,0,2,6,41.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463467289-casco-bell-moto-3-white-ace-cafe-scrambler-cafe-racer-retro-_JM,NA,NA,NA,NA,NA,#463467289,NA,NA,Bell,NA,Moto-3,NA,NA,Cross
1348," Hjc Cs-2n Casco Abierto Para Motocicleta, Xxl, Negro Liso ",124.99,NA,0,3,12,10.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468638099-yema-ym-831-casco-integral-para-motocicleta-con-visor-dobl-_JM,NA,NA,NA,NA,NA,#468638099,NA,NA,Yema,NA,NA,NA,NA,Integral
1349, Casco Moto Jiekai Abierto Cara Carreras Equitación Vendimia ,31.329,NA,0,21,12,2.611,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SHOPPINGMALLCL,https://articulo.mercadolibre.cl/MLC-494782809-casco-moto-jiekai-abierto-cara-carreras-equitacion-vendimia-_JM,NA,NA,NA,NA,NA,#494782809,NA,NA,Jiekai,NA,other,Abierto,NA,NA
1350," Casco De Motocicleta Agv 0101-7513 K-3 Sv (cómico, Grande) ",328.875,NA,0,NA,6,54.812,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490984207-casco-de-motocicleta-agv-0101-7513-k-3-sv-comico-grande-_JM,NA,NA,NA,NA,NA,#490984207,NA,NA,AGV,K-3 SV,K-3 SV,Rebatible,NA,NA
1351, Yema Ym-831 - Casco Integral Para Motocicleta Con Visor Dobl ,128.99,NA,0,3,12,10.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468639087-hjc-cl-ironroad-casco-clasico-para-motocicleta-m-negro-m-_JM,NA,NA,NA,NA,NA,#468639087,NA,NA,HJC,CL-IronRoad,NA,Integral,NA,NA
1352, Casco Bell Moto-3 White Ace Café Scrambler Cafe Racer Retro ,13.278,NA,0,200,12,1.106,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-480581201-motociclismo-adulto-motocross-off-road-casco-racing-cascos-m-_JM,NA,NA,NA,NA,NA,#480581201,NA,NA,No Brand,NA,NA,NA,NA,Cross
1353," Hjc Cl-ironroad - Casco Clásico Para Motocicleta, M, Negro M ",286.99,NA,0,3,12,23.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468645404-bell-electric-adult-qualifier-dlx-street-casco-de-motociclet-_JM,NA,NA,NA,NA,NA,#468645404,NA,NA,Bell,NA,Qualifier DLX,NA,NA,Integral
1354," Casco De Moto Agv Gt-veloce Full Face (negro Mate, Pequeño) ",716.428,NA,0,NA,6,119.405,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-491150533-casco-de-moto-agv-gt-veloce-full-face-negro-mate-pequeno-_JM,NA,NA,NA,NA,NA,#491150533,NA,NA,AGV,NA,GT Veloce,NA,NA,Rebatible
1355, Motocicleta Verano Casco Masculino Y Femenino Uv Casco Para ,11.74,NA,0,10,12,978,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3CELECTRONICSSTORECL,https://articulo.mercadolibre.cl/MLC-495431550-motocicleta-verano-casco-masculino-y-femenino-uv-casco-para-_JM,NA,NA,NA,NA,NA,#495431550,NA,NA,NA,NA,NA,Abierto,1.05 kg,NA
1356, Bell Electric Adult Qualifier Dlx Street Casco De Motociclet ,328.99,NA,0,3,12,27.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468652559-bellcasco-de-mx-9blockade-motorcross-motocicletas-negr-_JM,NA,NA,NA,NA,NA,#468652559,NA,NA,Bell,NA,MX-9,NA,5 lb,Integral
1357, Casco Moto Abatible Yohe 950 Pink ,65,NA,1,9,6,10.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=BEultIO1B2RHyJtDgTV3m1oG0sg4vPye5u%2BnxnDyLCqiU9%2BfWTyvZJydycLNpcKyq0XhNGb1f8OvXW1i8tUV%2BnGam1skKA1Pp51eu0x26WA6qkN%2BxbCbGBCqOAZQNytbtQzaXXMxTcO4fNjRyEHl4qOu25u3bXONtMNAvurBN8vx1MlNSPv2yXgTJwRSFZWzNatP2ZDlTfPOv0YO6CJiibreOuWWLjBjBaQS%2FlUrZX2cRN07rAXXNvdGLr%2Fs0FfKWG4LZPc4xaCOY%2FgJmKXdmX%2FiI4OWQhFo12twOc8igGy%2B7NgCiCEbpW%2F8Ot%2FsLrcYxdFlPrNqh8ezulRNMPrufXOr%2F9A%2BP76nvY%2Bc2ad32YdLG21Xkhl9U3dewk2Y9HyV2u%2BoHiz8OAnqsmsDmF8Uogun7buWVYGlZ86HfcdzGsVjWEVeYXFHuYd0SFzrLzXhdjKBo6XRO3%2Bh6Gc1nbmQ%2F5yEh8Xd%2BtEFIeDlP97DexhaPgvffx7MzW4fukPyZZ%2FXGFDPG4nPiv%2FtnT8Wv2cEzIP0q%2FPTuCOh1meO3x3YtzBx5S8QDVHu%2FVYyK%2BtMTKPlvCAnswAd6yFcDVLV0oUhl8MDqHITDpgMEa8jI1DUPg6b9XxKNdcGGuLTqNJC89G4ew0AVhfbwIUH4juZDVeBEO%2Bjl6uOzS3ZPlW%2FUWwQ1Khl8k9QoxMqj9cj%2FGQ9bK28NlsKjeo2GejhrYxhGEErmIqY%2BozORQx5Ima8Y6M0SZwb7WerO2Ijf8ibkBbFjACtXS7upHzDM2Z7WHLyfWUinY9NH5d0cI8mi94xNn9FB3kNiEsUKzotwSjeJykUpFo7ak4rFIrjCNj1MubDm5h9t8Skb0UDLYiVIyfjYXMNHJGs2fAelxInS8xNkKa0TPl0NIrwRAN%2FpZgIt8Wu%2B83cbAeRHFu36gyKvFtQR4IuIkFWi7Np6f%2BvMHYokqxtlakJ6xcXb3apoFiqQqHj2ga4ZkvlqESspFxbhUq5j2FSwWaOfEusJ76DLmqCfTjfpN5efj5ZBmarKjG2a6NC89lv2EyTrdLyN7WE%2FCsmZfsOLNNEDWiMyURFnek%2FEEco3xfZA1z9tKel6d2jeqjzA3kh7xyoquHPncZLe2vXcxGxzVHrwrQ9BHp6NymXuWfLDuQXI73bOJfvHZ8ps5KisYfEXOt0T%2By2fucaYoGHh7i93EX%2BkTGteZAHyjKzTTBAxHF2VcWH%2BLbCuXdIOep50%2B5hKCMivUkXEmNuUby0aUsn%2Fa2IZizBwVt9qYx83ZCKY2oU4WndhxvMFfqDVDX0T1FTja9gqQ%2FM9Ait0KS9xF4jHo3Z8AgKrfCLxgp9sZ%2ByuVuO0LH1deH8viS%2FWz9ll5Ev4vDxf75hstNUQDyk0oB9Oxgv3sTWrqSzooKd24rmjWh%2FVvFKas6R317I6Ye4kzctl62oKaq9RoGnsfJHVzPQiMoIJjCZJDpAFr2kyfxCGxV8WYwDet72hr75q7oML9hMjEYuwY%2BCZvWRik6lGyBhzaFIceUAFgd6TmYFdnJEsdXHcaG6CPCbX%2FbGf%2FGY%2Br26ElpVkWFSpyIri9xnukajw2DRLxEilMq43qEZJL4pNDyEnqVtg2BiDmlgRljrl7A5VIwTErAy0pm%2Fas4%2F9yhvkIIIbGgGVeK4jhsXY2%2BWWoPEuz4kpV9x32r9iw3uoI4DczPIFGVA1Il4mCEvynfhWbSJ%2FgRBZ9twhspy2akj0vuGS8QLwFEg8mJU8XAKOgVqdGRNpSMN46FLI5oxDrfkmtJPVli7MhqzVQw%3D,NA,NA,NA,NA,NA,#456425712,NA,NA,Yohe,NA,950 abatible,NA,NA,Rebatible
1358, Motociclismo Adulto Motocross Off Road Casco Racing Cascos M ,1731.449,NA,0,99,6,288.575,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478239599-casco-de-motocicleta-agv-pista-gp-r-limited-edition-rossi-mu-_JM,NA,NA,NA,NA,NA,#478239599,NA,NA,AGV,NA,Pista GP R,NA,NA,NA
1359," Casco De Moto Agv Gt-veloce De Cara Completa (blanco, X-gran ",716.428,NA,0,NA,6,119.405,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-491150559-casco-de-moto-agv-gt-veloce-de-cara-completa-blanco-x-gran-_JM,NA,NA,NA,NA,NA,#491150559,NA,NA,AGV,NA,GT Veloce,NA,NA,Rebatible
1360," Bell  casco De Mx-9 blockade, Motorcross-motocicletas, Negr ",109.99,NA,0,3,12,9.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470765398-casco-de-rostro-completo-1storm-con-modulos-de-motocicleta-_JM,NA,NA,NA,NA,NA,#470765398,NA,NA,NA,NA,NA,NA,4 lb,Integral
1361, Casco Modular De La Cara Abierto Motocicleta Para Yohe ,20.221,NA,0,10,12,1.685,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3CELECTRONICSSTORECL,https://articulo.mercadolibre.cl/MLC-495554662-casco-modular-de-la-cara-abierto-motocicleta-para-yohe-_JM,NA,NA,NA,NA,NA,#495554662,NA,NA,Yohe,NA,NA,Abierto,NA,NA
1362," Casco De Rostro Completo 1storm, Con Módulos De Motocicleta ",243.99,NA,0,3,12,20.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470765893-scorpion-exo-r420integral-solido-streetcasco-de-moto-bla-_JM,NA,NA,NA,NA,NA,#470765893,NA,NA,Scorpion,EXO-R420,Solid,NA,NA,Integral
1363, Personalidad Motocicleta Casco Soman515 Iron Man Full Face ,48.532,NA,0,500,12,4.044,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASATECNICACL,https://articulo.mercadolibre.cl/MLC-496884019-personalidad-motocicleta-casco-soman515-iron-man-full-face-_JM,NA,NA,NA,NA,NA,#496884019,NA,NA,No Brand,NA,No model,Rebatible,NA,NA
1364, Casco De Motocicleta Agv Pista Gp-r Limited Edition Rossi Mu ,5.99,NA,0,4,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-455662865-gancho-de-aluminio-para-volante-de-moto-permite-colgar-casco-_JM,NA,NA,NA,NA,NA,#455662865,Verde,NA,NA,NA,NA,NA,NA,NA
1365, Scorpion Exo-r420 integral Sólido Street  casco De Moto Bla ,149.99,NA,0,3,12,12.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470804270-hawk-h-66raptor-verde-neon-modular-casco-de-motocicleta-l-_JM,NA,NA,NA,NA,NA,#470804270,NA,NA,Hawk,NA,NA,NA,NA,Integral
1366, A350 Motocicleta Cara Abierto Casco Con Visera ,24.357,NA,0,2,12,2.030,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHUANGMINGJINGCL,https://articulo.mercadolibre.cl/MLC-497461467-a350-motocicleta-cara-abierto-casco-con-visera-_JM,NA,NA,NA,NA,NA,#497461467,NA,NA,NA,NA,NA,Abierto,NA,NA
1367, Personalidad Motocicleta Casco Soman515 Iron Man Full Face ,48.532,NA,0,500,12,4.044,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASATECNICACL,https://articulo.mercadolibre.cl/MLC-496884252-personalidad-motocicleta-casco-soman515-iron-man-full-face-_JM,NA,NA,NA,NA,NA,#496884252,NA,NA,No Brand,NA,No model,Rebatible,NA,NA
1368," Hawk H-66 raptor Verde Neón Modular Casco De Motocicleta, L, ",135.99,NA,0,3,12,11.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-471069173-bt-s2-casco-de-motocicleta-con-bluetooth-auriculares-de-com-_JM,NA,NA,NA,NA,NA,#471069173,NA,NA,NA,NA,NA,NA,NA,Integral
1369, Gancho De Aluminio Para Volante De Moto Permite Colgar Casco ,87.493,124.990,NA,36,6,14.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-471093977-casco-moto-nino-v1-motif-rojo-blanco-fox-_JM,NA,NA,NA,NA,NA,#471093977,"L - Multicolor,M - Multicolor,S - Multicolor",NA,FOX,V1,Casco Moto Niño V1 Motif Rojo/Blanco Fox.,NA,NA,NA
1370," Bt-s2 Casco De Motocicleta Con Bluetooth, Auriculares De Com ",103.491,NA,0,NA,6,17.248,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-471316520-casco-moto-airoh-switch-sign-rojo-gloss-talla-m-_JM,NA,NA,NA,NA,NA,#471316520,NA,NA,Airoh,Switch,NA,NA,NA,Integral
1371," Casco Cerrado Agv K3 Para Motocicleta, Diseño De Pollo, X ",287.168,NA,0,NA,6,47.861,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-497026848-casco-cerrado-agv-k3-para-motocicleta-diseno-de-pollo-x-_JM,NA,NA,NA,NA,NA,#497026848,NA,NA,AGV,K-3,K-3,Rebatible,NA,NA
1372," Hjc Is-33 ii Open-face Casco De Moto, S, Negro Up Shop ",227.99,NA,0,3,12,18.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465880345-hjc-is-33ii-open-face-casco-de-moto-s-negro-up-shop-_JM,NA,NA,NA,NA,NA,#465880345,NA,NA,HJC,IS-33 II,NA,NA,NA,Abierto
1373, Casco Moto Airoh Switch Sign Rojo Gloss Talla M ,189.141,NA,0,100,6,31.524,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475218027-hjc-cl-17-arica-casco-de-moto-de-calle-cara-completa-par-_JM,NA,NA,NA,NA,NA,#475218027,NA,NA,HJC,CL-17,Arica,NA,2.4 kg,Integral
1374, Casco Moto Niño V1 Motif Rojo Blanco Fox ,138.99,NA,0,1,6,23.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ZARATE+OUTLET,https://articulo.mercadolibre.cl/MLC-486826042-casco-moto-fox-v2-murc-21770-305-talla-m-57-58cm-blue-steel-_JM,NA,NA,NA,NA,NA,#486826042,Blue steel,M,Fox,V2,Murc V2,Cross,NA,NA
1375, Casco Moto 4rs 168 Abatible Negro Mate Certificado Dot L ,38,NA,0,999,12,3.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DEMMVENTAS,https://articulo.mercadolibre.cl/MLC-497920653-casco-moto-4rs-168-abatible-negro-mate-certificado-dot-l-_JM?searchVariation=40693386711,NA,NA,NA,NA,NA,#497920653,Negro mate,L,4rs,NA,168,Rebatible,1450 g,NA
1376," Hjc Cl-17 Arica - Casco De Moto De Calle, Cara Completa, Par ",189.141,NA,0,100,6,31.524,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475218027-hjc-cl-17-arica-casco-de-moto-de-calle-cara-completa-par-_JM,NA,NA,NA,NA,NA,#475218027,NA,NA,HJC,CL-17,Arica,NA,2.4 kg,Integral
1377, Casco Para Motocicleta De Encaje Completo Reversible De Ilm ,118.99,NA,0,3,12,9.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468637071-casco-para-motocicleta-de-encaje-completo-reversible-de-ilm-_JM,NA,NA,NA,NA,NA,#468637071,NA,NA,ILM,NA,NA,NA,NA,Abierto
1378, Casco De Moto Hjc Marvel Unisex-adult's Full Face Cl-17 ,10.925,NA,0,6,12,910,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-476070583-casco-de-cara-abierta-motocicleta-34-con-visera-de-pantall-_JM,NA,NA,NA,NA,NA,#476070583,NA,NA,Unbranded,NA,NA,NA,NA,Integral
1379, Casco Moto 4rs 168 Abatible Negro Mate Certificado Dot M ,38,NA,0,999,12,3.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DEMMVENTAS,https://articulo.mercadolibre.cl/MLC-497920686-casco-moto-4rs-168-abatible-negro-mate-certificado-dot-m-_JM?searchVariation=40693405842,NA,NA,NA,NA,NA,#497920686,Negro mate,M,4rs,NA,168,Rebatible,1450 g,NA
1380, Casco Moto Niño V1 Motif Rojo Blanco Fox ,138.99,NA,0,1,6,23.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ZARATE+OUTLET,https://articulo.mercadolibre.cl/MLC-486826042-casco-moto-fox-v2-murc-21770-305-talla-m-57-58cm-blue-steel-_JM,NA,NA,NA,NA,NA,#486826042,Blue steel,M,Fox,V2,Murc V2,Cross,NA,NA
1381, Cascos Moto Y Deportes Motor 0851-1508-04 Hjc Helmets ,245.995,NA,0,100,6,40.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-477300370-casco-de-moto-hjc-marvel-unisex-adults-full-face-cl-17-_JM,NA,NA,NA,NA,NA,#477300370,NA,NA,HJC,CL-17,NA,NA,2.34 kg,Integral
1382, Kkmoon Mitad Open Face Casco De Moto Con Visera Anteojos Buf ,59.99,NA,0,3,12,4.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468638588-kkmoon-mitad-open-face-casco-de-moto-con-visera-anteojos-buf-_JM,NA,NA,NA,NA,NA,#468638588,NA,NA,NA,NA,NA,NA,1.74 lb,Abierto
1383," Hjc Is-max Ii Modular Casco De La Motocicleta (negro,... ",377.99,NA,0,9999,6,62.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-442666182-hjc-is-max-ii-modular-casco-de-la-motocicleta-negro-_JM,NA,NA,NA,NA,NA,#442666182,NA,NA,HJC,IS-Max II,NA,NA,NA,Rebatible
1384, Casco Ls2 Cita Razor Casco De Motocicleta De Cara Completa C ,10901.556,NA,0,NA,6,1.816,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPREONLINECHILE,https://articulo.mercadolibre.cl/MLC-480448119-cascos-moto-y-deportes-motor-0851-1508-04-hjc-helmets-_JM,NA,NA,NA,NA,NA,#480448119,NA,NA,HJC,NA,NA,NA,NA,Integral
1385, Casco Moto Fox V2 Murc 21770-305 Talla M 57-58cm Blue Steel ,60,NA,0,1,6,10.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMAGEN+FUTURA,https://articulo.mercadolibre.cl/MLC-484654457-oferta-casco-moto-shift-label-whit3-68-off-bolso-transpor-_JM,NA,NA,NA,NA,NA,#484654457,Negro,L,Shift,NA,LABEL WHIT3 TARMAC,NA,NA,NA
1386, Moto Doble Casco De Deporte De Carretera Mmg Dirt Bike Atv - ,224.481,NA,0,100,6,37.414,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-484641394-casco-ls2-cita-razor-casco-de-motocicleta-de-cara-completa-c-_JM,NA,NA,NA,NA,NA,#484641394,NA,NA,LS2,NA,Razor,NA,2.25 kg,Integral
1387," Afx Fx-95 airstrike Womens  cascos De Moto, Color Negro Y R ",78.99,NA,0,3,12,6.582,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468645680-afx-fx-95airstrike-womenscascos-de-moto-color-negro-y-r-_JM,NA,NA,NA,NA,NA,#468645680,NA,NA,AFX,FX-95,NA,NA,4 lb,Rebatible
1388, Outlaw T-72 dual-visor Glossy Media Casco De Moto Con Gráfic ,92.99,NA,0,3,12,7.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468639889-outlaw-t-72dual-visor-glossy-media-casco-de-moto-con-grafic-_JM,NA,NA,NA,NA,NA,#468639889,NA,NA,Outlaw,NA,T-72,NA,NA,Abierto
